[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [gmean] 2026-07-21T10:06:39 out_dir=autoresearch/loop-260720-0945/model_training_round6/b15_selection/cone_toplist/epoch_012/q_typed_reliable_context/alpha_0p10_decay_16
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [gmean] 2026-07-21T10:06:39 budgets=iscas99__b15_1:278
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [gmean] 2026-07-21T10:06:39 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [gmean] 2026-07-21T10:06:39 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=277 node=N6562 type=observe q_typed_reliable_context=2.562156 sequence=906.543150
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=278 node=N8470 type=observe q_typed_reliable_context=6.802219 sequence=913.345370
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] saved=autoresearch/loop-260720-0945/model_training_round6/b15_selection/cone_toplist/epoch_012/q_typed_reliable_context/alpha_0p10_decay_16/plans/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [gmean] 2026-07-21T10:09:25 [1/1] plan_done benchmark=iscas99__b15_1 plan_sec=165.838 plan_csv=autoresearch/loop-260720-0945/model_training_round6/b15_selection/cone_toplist/epoch_012/q_typed_reliable_context/alpha_0p10_decay_16/plans/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [gmean] 2026-07-21T10:09:25 [1/1] eval_start benchmark=iscas99__b15_1 backend=atalanta-bist patterns=300000
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [eval iscas99__b15_1] {
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [eval iscas99__b15_1]   "records": 2,
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [eval iscas99__b15_1]   "labels_csv": "autoresearch/loop-260720-0945/model_training_round6/b15_selection/cone_toplist/epoch_012/q_typed_reliable_context/alpha_0p10_decay_16/evals/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/labels.csv",
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [eval iscas99__b15_1]   "summary_json": "autoresearch/loop-260720-0945/model_training_round6/b15_selection/cone_toplist/epoch_012/q_typed_reliable_context/alpha_0p10_decay_16/evals/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/summary.json"
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [eval iscas99__b15_1] }
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [gmean] 2026-07-21T10:09:31 [1/1] eval_done benchmark=iscas99__b15_1 delta_tc=0.12333000000000005 plan_sec=165.838 eval_sec=6.453 total_sec=172.302
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [gmean] 2026-07-21T10:09:31 variant_done id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0 status=ok macro=0.12333000000000005 positives=1 negatives=0 elapsed=172.303
