[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [gmean] 2026-07-21T10:09:50 out_dir=autoresearch/loop-260720-0945/model_training_round6/b15_selection/cone_toplist_sa/best_final_horizon/q_typed_residual_context/alpha_0p10_decay_16
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [gmean] 2026-07-21T10:09:50 budgets=iscas99__b15_1:278
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [gmean] 2026-07-21T10:09:50 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [gmean] 2026-07-21T10:09:50 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=269 node=N7452 type=observe q_typed_residual_context=1.199731 sequence=737.678085
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=270 node=N680 type=observe q_typed_residual_context=6.055237 sequence=743.733321
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=271 node=N771 type=observe q_typed_residual_context=3.593962 sequence=747.327283
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=272 node=N754 type=observe q_typed_residual_context=1.287006 sequence=748.614289
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=273 node=N2255 type=observe q_typed_residual_context=4.078588 sequence=752.692877
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=274 node=N4460 type=control0 q_typed_residual_context=8.137152 sequence=760.830028
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=275 node=N2185 type=observe q_typed_residual_context=6.275943 sequence=767.105972
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=276 node=N2216 type=observe q_typed_residual_context=6.077698 sequence=773.183669
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=277 node=N732 type=observe q_typed_residual_context=6.058966 sequence=779.242636
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=278 node=N764 type=observe q_typed_residual_context=2.587534 sequence=781.830169
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] saved=autoresearch/loop-260720-0945/model_training_round6/b15_selection/cone_toplist_sa/best_final_horizon/q_typed_residual_context/alpha_0p10_decay_16/plans/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [gmean] 2026-07-21T10:12:37 [1/1] plan_done benchmark=iscas99__b15_1 plan_sec=167.253 plan_csv=autoresearch/loop-260720-0945/model_training_round6/b15_selection/cone_toplist_sa/best_final_horizon/q_typed_residual_context/alpha_0p10_decay_16/plans/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [gmean] 2026-07-21T10:12:37 [1/1] eval_start benchmark=iscas99__b15_1 backend=atalanta-bist patterns=300000
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [eval iscas99__b15_1] {
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [eval iscas99__b15_1]   "records": 2,
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [eval iscas99__b15_1]   "labels_csv": "autoresearch/loop-260720-0945/model_training_round6/b15_selection/cone_toplist_sa/best_final_horizon/q_typed_residual_context/alpha_0p10_decay_16/evals/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/labels.csv",
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [eval iscas99__b15_1]   "summary_json": "autoresearch/loop-260720-0945/model_training_round6/b15_selection/cone_toplist_sa/best_final_horizon/q_typed_residual_context/alpha_0p10_decay_16/evals/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/summary.json"
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [eval iscas99__b15_1] }
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [gmean] 2026-07-21T10:12:43 [1/1] eval_done benchmark=iscas99__b15_1 delta_tc=0.12277000000000005 plan_sec=167.253 eval_sec=6.177 total_sec=173.442
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [gmean] 2026-07-21T10:12:43 variant_done id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0 status=ok macro=0.12277000000000005 positives=1 negatives=0 elapsed=173.443
