[b15-round6/cone_rank/best_final_horizon/q_typed_reliable_context/a0.10/d16] [gmean] 2026-07-21T09:54:17 out_dir=autoresearch/loop-260720-0945/model_training_round6/b15_selection/cone_rank/best_final_horizon/q_typed_reliable_context/alpha_0p10_decay_16
[b15-round6/cone_rank/best_final_horizon/q_typed_reliable_context/a0.10/d16] [gmean] 2026-07-21T09:54:17 budgets=iscas99__b15_1:278
[b15-round6/cone_rank/best_final_horizon/q_typed_reliable_context/a0.10/d16] [gmean] 2026-07-21T09:54:17 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-round6/cone_rank/best_final_horizon/q_typed_reliable_context/a0.10/d16] [gmean] 2026-07-21T09:54:17 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-round6/cone_rank/best_final_horizon/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=275 node=N6679 type=observe q_typed_reliable_context=1.331464 sequence=868.639390
[b15-round6/cone_rank/best_final_horizon/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=276 node=N6956 type=control0 q_typed_reliable_context=6.329731 sequence=874.969121
[b15-round6/cone_rank/best_final_horizon/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=277 node=N1348 type=observe q_typed_reliable_context=7.211090 sequence=882.180211
[b15-round6/cone_rank/best_final_horizon/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=278 node=N8606 type=control1 q_typed_reliable_context=2.654475 sequence=884.834686
[b15-round6/cone_rank/best_final_horizon/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] saved=autoresearch/loop-260720-0945/model_training_round6/b15_selection/cone_rank/best_final_horizon/q_typed_reliable_context/alpha_0p10_decay_16/plans/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-round6/cone_rank/best_final_horizon/q_typed_reliable_context/a0.10/d16] [gmean] 2026-07-21T09:57:07 [1/1] plan_done benchmark=iscas99__b15_1 plan_sec=169.901 plan_csv=autoresearch/loop-260720-0945/model_training_round6/b15_selection/cone_rank/best_final_horizon/q_typed_reliable_context/alpha_0p10_decay_16/plans/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-round6/cone_rank/best_final_horizon/q_typed_reliable_context/a0.10/d16] [gmean] 2026-07-21T09:57:07 [1/1] eval_start benchmark=iscas99__b15_1 backend=atalanta-bist patterns=300000
[b15-round6/cone_rank/best_final_horizon/q_typed_reliable_context/a0.10/d16] [eval iscas99__b15_1] {
[b15-round6/cone_rank/best_final_horizon/q_typed_reliable_context/a0.10/d16] [eval iscas99__b15_1]   "records": 2,
[b15-round6/cone_rank/best_final_horizon/q_typed_reliable_context/a0.10/d16] [eval iscas99__b15_1]   "labels_csv": "autoresearch/loop-260720-0945/model_training_round6/b15_selection/cone_rank/best_final_horizon/q_typed_reliable_context/alpha_0p10_decay_16/evals/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/labels.csv",
[b15-round6/cone_rank/best_final_horizon/q_typed_reliable_context/a0.10/d16] [eval iscas99__b15_1]   "summary_json": "autoresearch/loop-260720-0945/model_training_round6/b15_selection/cone_rank/best_final_horizon/q_typed_reliable_context/alpha_0p10_decay_16/evals/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/summary.json"
[b15-round6/cone_rank/best_final_horizon/q_typed_reliable_context/a0.10/d16] [eval iscas99__b15_1] }
[b15-round6/cone_rank/best_final_horizon/q_typed_reliable_context/a0.10/d16] [gmean] 2026-07-21T09:57:14 [1/1] eval_done benchmark=iscas99__b15_1 delta_tc=0.12157000000000018 plan_sec=169.901 eval_sec=6.702 total_sec=176.616
[b15-round6/cone_rank/best_final_horizon/q_typed_reliable_context/a0.10/d16] [gmean] 2026-07-21T09:57:14 variant_done id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0 status=ok macro=0.12157000000000018 positives=1 negatives=0 elapsed=176.617
