[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [gmean] 2026-07-21T10:03:32 out_dir=autoresearch/loop-260720-0945/model_training_round6/b15_selection/cone_toplist/best_final_horizon/q_typed_trust_context/alpha_0p05_decay_16
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [gmean] 2026-07-21T10:03:32 budgets=iscas99__b15_1:278
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [gmean] 2026-07-21T10:03:32 variant_start id=greedy__cumulative__q_typed_trust_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [gmean] 2026-07-21T10:03:32 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_trust_context
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=277 node=N2201 type=observe q_typed_trust_context=4.392141 sequence=834.133512
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=278 node=N2226 type=observe q_typed_trust_context=6.397341 sequence=840.530852
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] saved=autoresearch/loop-260720-0945/model_training_round6/b15_selection/cone_toplist/best_final_horizon/q_typed_trust_context/alpha_0p05_decay_16/plans/iscas99__b15_1__greedy__cumulative__q_typed_trust_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [gmean] 2026-07-21T10:06:18 [1/1] plan_done benchmark=iscas99__b15_1 plan_sec=165.519 plan_csv=autoresearch/loop-260720-0945/model_training_round6/b15_selection/cone_toplist/best_final_horizon/q_typed_trust_context/alpha_0p05_decay_16/plans/iscas99__b15_1__greedy__cumulative__q_typed_trust_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [gmean] 2026-07-21T10:06:18 [1/1] eval_start benchmark=iscas99__b15_1 backend=atalanta-bist patterns=300000
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [eval iscas99__b15_1] {
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [eval iscas99__b15_1]   "records": 2,
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [eval iscas99__b15_1]   "labels_csv": "autoresearch/loop-260720-0945/model_training_round6/b15_selection/cone_toplist/best_final_horizon/q_typed_trust_context/alpha_0p05_decay_16/evals/iscas99__b15_1__greedy__cumulative__q_typed_trust_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/labels.csv",
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [eval iscas99__b15_1]   "summary_json": "autoresearch/loop-260720-0945/model_training_round6/b15_selection/cone_toplist/best_final_horizon/q_typed_trust_context/alpha_0p05_decay_16/evals/iscas99__b15_1__greedy__cumulative__q_typed_trust_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/summary.json"
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [eval iscas99__b15_1] }
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [gmean] 2026-07-21T10:06:25 [1/1] eval_done benchmark=iscas99__b15_1 delta_tc=0.12202000000000002 plan_sec=165.519 eval_sec=7.736 total_sec=173.269
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [gmean] 2026-07-21T10:06:25 variant_done id=greedy__cumulative__q_typed_trust_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0 status=ok macro=0.12202000000000002 positives=1 negatives=0 elapsed=173.269
