[typed-five/b20_C] [gmean] 2026-07-20T16:08:06 out_dir=autoresearch/loop-260720-0945/typed_winner_round1_five/b20_C
[typed-five/b20_C] [gmean] 2026-07-20T16:08:06 budgets=iscas99__b20:616
[typed-five/b20_C] [gmean] 2026-07-20T16:08:06 variant_start id=greedy__cumulative__q_pred_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[typed-five/b20_C] [gmean] 2026-07-20T16:08:06 [1/1] plan_start benchmark=iscas99__b20 budget=616 planner=greedy score=q_pred_context
[typed-five/b20_C] [plan iscas99__b20] [plan] step=441 node=N16647 type=observe q_pred_context=1.444682 sequence=1329.386829
[typed-five/b20_C] [plan iscas99__b20] [plan] step=442 node=N13285 type=observe q_pred_context=3.216317 sequence=1332.603145
[typed-five/b20_C] [plan iscas99__b20] [plan] step=443 node=N16743 type=observe q_pred_context=2.068355 sequence=1334.671500
[typed-five/b20_C] [plan iscas99__b20] [plan] step=444 node=N10772 type=observe q_pred_context=3.862048 sequence=1338.533549
[typed-five/b20_C] [plan iscas99__b20] [plan] step=445 node=N5071 type=observe q_pred_context=1.680075 sequence=1340.213624
[typed-five/b20_C] [plan iscas99__b20] [plan] step=446 node=N4082 type=observe q_pred_context=1.748435 sequence=1341.962059
[typed-five/b20_C] [plan iscas99__b20] [plan] step=447 node=N1916 type=observe q_pred_context=1.586797 sequence=1343.548856
[typed-five/b20_C] [plan iscas99__b20] [plan] step=448 node=N1921 type=observe q_pred_context=1.689529 sequence=1345.238385
[typed-five/b20_C] [plan iscas99__b20] [plan] step=449 node=N16694 type=observe q_pred_context=3.190839 sequence=1348.429224
[typed-five/b20_C] [plan iscas99__b20] [plan] step=450 node=N3410 type=observe q_pred_context=3.754306 sequence=1352.183530
[typed-five/b20_C] [plan iscas99__b20] [plan] step=451 node=N12627 type=observe q_pred_context=3.603981 sequence=1355.787511
[typed-five/b20_C] [plan iscas99__b20] [plan] step=452 node=N1924 type=observe q_pred_context=1.895965 sequence=1357.683476
[typed-five/b20_C] [plan iscas99__b20] [plan] step=453 node=N16716 type=observe q_pred_context=3.651446 sequence=1361.334921
[typed-five/b20_C] [plan iscas99__b20] [plan] step=454 node=N10824 type=observe q_pred_context=3.384319 sequence=1364.719241
[typed-five/b20_C] [plan iscas99__b20] [plan] step=455 node=N10827 type=observe q_pred_context=2.860663 sequence=1367.579904
[typed-five/b20_C] [plan iscas99__b20] [plan] step=456 node=N10828 type=observe q_pred_context=2.833348 sequence=1370.413252
[typed-five/b20_C] [plan iscas99__b20] [plan] step=457 node=N10390 type=observe q_pred_context=3.419572 sequence=1373.832824
[typed-five/b20_C] [plan iscas99__b20] [plan] step=458 node=N11457 type=observe q_pred_context=2.925200 sequence=1376.758024
[typed-five/b20_C] [plan iscas99__b20] [plan] step=459 node=N9718 type=observe q_pred_context=3.129824 sequence=1379.887848
[typed-five/b20_C] [plan iscas99__b20] [plan] step=460 node=N11925 type=observe q_pred_context=3.627400 sequence=1383.515248
[typed-five/b20_C] [plan iscas99__b20] [plan] step=461 node=N8717 type=control1 q_pred_context=1.212695 sequence=1384.727943
[typed-five/b20_C] [plan iscas99__b20] [plan] step=462 node=N14379 type=observe q_pred_context=4.402617 sequence=1389.130559
[typed-five/b20_C] [plan iscas99__b20] [plan] step=463 node=N8908 type=observe q_pred_context=3.155691 sequence=1392.286250
[typed-five/b20_C] [plan iscas99__b20] [plan] step=464 node=N12783 type=observe q_pred_context=4.833310 sequence=1397.119561
[typed-five/b20_C] [plan iscas99__b20] [plan] step=465 node=N4081 type=observe q_pred_context=2.639635 sequence=1399.759196
[typed-five/b20_C] [plan iscas99__b20] [plan] step=466 node=N12512 type=observe q_pred_context=3.903220 sequence=1403.662416
[typed-five/b20_C] [plan iscas99__b20] [plan] step=467 node=N10890 type=observe q_pred_context=3.160011 sequence=1406.822426
[typed-five/b20_C] [plan iscas99__b20] [plan] step=468 node=N14299 type=observe q_pred_context=1.062610 sequence=1407.885036
[typed-five/b20_C] [plan iscas99__b20] [plan] step=469 node=N1227 type=observe q_pred_context=1.230517 sequence=1409.115553
[typed-five/b20_C] [plan iscas99__b20] [plan] step=470 node=N13283 type=observe q_pred_context=2.970072 sequence=1412.085625
[typed-five/b20_C] [plan iscas99__b20] [plan] step=471 node=N14387 type=observe q_pred_context=1.004813 sequence=1413.090438
[typed-five/b20_C] [plan iscas99__b20] [plan] step=472 node=N14373 type=observe q_pred_context=1.064113 sequence=1414.154551
[typed-five/b20_C] [plan iscas99__b20] [plan] step=473 node=N899 type=observe q_pred_context=2.648990 sequence=1416.803541
[typed-five/b20_C] [plan iscas99__b20] [plan] step=474 node=N828 type=control1 q_pred_context=1.380180 sequence=1418.183721
[typed-five/b20_C] [plan iscas99__b20] [plan] step=475 node=N1937 type=observe q_pred_context=1.282158 sequence=1419.465879
[typed-five/b20_C] [plan iscas99__b20] [plan] step=476 node=N14366 type=observe q_pred_context=2.054705 sequence=1421.520584
[typed-five/b20_C] [plan iscas99__b20] [plan] step=477 node=N1928 type=observe q_pred_context=1.189201 sequence=1422.709785
[typed-five/b20_C] [plan iscas99__b20] [plan] step=478 node=N9166 type=observe q_pred_context=3.470761 sequence=1426.180546
[typed-five/b20_C] [plan iscas99__b20] [plan] step=479 node=N13041 type=observe q_pred_context=3.603857 sequence=1429.784403
[typed-five/b20_C] [plan iscas99__b20] [plan] step=480 node=N1939 type=observe q_pred_context=0.995594 sequence=1430.779997
[typed-five/b20_C] [plan iscas99__b20] [plan] step=481 node=N14425 type=observe q_pred_context=1.111871 sequence=1431.891868
[typed-five/b20_C] [plan iscas99__b20] [plan] step=482 node=N1943 type=observe q_pred_context=0.926027 sequence=1432.817895
[typed-five/b20_C] [plan iscas99__b20] [plan] step=483 node=N1931 type=observe q_pred_context=0.857397 sequence=1433.675291
[typed-five/b20_C] [plan iscas99__b20] [plan] step=484 node=N16685 type=observe q_pred_context=0.811933 sequence=1434.487224
[typed-five/b20_C] [plan iscas99__b20] [plan] step=485 node=N16684 type=observe q_pred_context=1.375254 sequence=1435.862478
[typed-five/b20_C] [plan iscas99__b20] [plan] step=486 node=N14418 type=observe q_pred_context=4.317884 sequence=1440.180362
[typed-five/b20_C] [plan iscas99__b20] [plan] step=487 node=N14376 type=observe q_pred_context=1.091637 sequence=1441.271999
[typed-five/b20_C] [plan iscas99__b20] [plan] step=488 node=N12336 type=observe q_pred_context=1.273138 sequence=1442.545137
[typed-five/b20_C] [plan iscas99__b20] [plan] step=489 node=N10717 type=observe q_pred_context=1.290677 sequence=1443.835814
[typed-five/b20_C] [plan iscas99__b20] [plan] step=490 node=N10830 type=observe q_pred_context=1.302986 sequence=1445.138800
[typed-five/b20_C] [plan iscas99__b20] [plan] step=491 node=N10825 type=observe q_pred_context=1.278909 sequence=1446.417709
[typed-five/b20_C] [plan iscas99__b20] [plan] step=492 node=N10818 type=observe q_pred_context=1.172322 sequence=1447.590031
[typed-five/b20_C] [plan iscas99__b20] [plan] step=493 node=N2922 type=observe q_pred_context=0.938339 sequence=1448.528370
[typed-five/b20_C] [plan iscas99__b20] [plan] step=494 node=N3040 type=observe q_pred_context=1.173315 sequence=1449.701685
[typed-five/b20_C] [plan iscas99__b20] [plan] step=495 node=N3031 type=observe q_pred_context=1.292830 sequence=1450.994514
[typed-five/b20_C] [plan iscas99__b20] [plan] step=496 node=N3049 type=observe q_pred_context=2.043705 sequence=1453.038219
[typed-five/b20_C] [plan iscas99__b20] [plan] step=497 node=N3004 type=observe q_pred_context=2.177679 sequence=1455.215898
[typed-five/b20_C] [plan iscas99__b20] [plan] step=498 node=N16628 type=observe q_pred_context=2.414283 sequence=1457.630181
[typed-five/b20_C] [plan iscas99__b20] [plan] step=499 node=N3067 type=observe q_pred_context=2.255670 sequence=1459.885851
[typed-five/b20_C] [plan iscas99__b20] [plan] step=500 node=N16655 type=observe q_pred_context=4.642793 sequence=1464.528644
[typed-five/b20_C] [plan iscas99__b20] [plan] step=501 node=N14317 type=observe q_pred_context=2.262142 sequence=1466.790786
[typed-five/b20_C] [plan iscas99__b20] [plan] step=502 node=N14340 type=observe q_pred_context=2.516388 sequence=1469.307175
[typed-five/b20_C] [plan iscas99__b20] [plan] step=503 node=N14345 type=observe q_pred_context=2.414132 sequence=1471.721306
[typed-five/b20_C] [plan iscas99__b20] [plan] step=504 node=N16618 type=observe q_pred_context=3.502634 sequence=1475.223940
[typed-five/b20_C] [plan iscas99__b20] [plan] step=505 node=N16620 type=observe q_pred_context=2.225698 sequence=1477.449639
[typed-five/b20_C] [plan iscas99__b20] [plan] step=506 node=N14338 type=observe q_pred_context=2.372554 sequence=1479.822192
[typed-five/b20_C] [plan iscas99__b20] [plan] step=507 node=N14410 type=observe q_pred_context=1.864620 sequence=1481.686812
[typed-five/b20_C] [plan iscas99__b20] [plan] step=508 node=N16622 type=observe q_pred_context=2.157307 sequence=1483.844119
[typed-five/b20_C] [plan iscas99__b20] [plan] step=509 node=N14354 type=observe q_pred_context=2.430649 sequence=1486.274768
[typed-five/b20_C] [plan iscas99__b20] [plan] step=510 node=N16623 type=observe q_pred_context=2.263851 sequence=1488.538619
[typed-five/b20_C] [plan iscas99__b20] [plan] step=511 node=N16625 type=observe q_pred_context=3.791245 sequence=1492.329865
[typed-five/b20_C] [plan iscas99__b20] [plan] step=512 node=N16631 type=observe q_pred_context=2.026423 sequence=1494.356288
[typed-five/b20_C] [plan iscas99__b20] [plan] step=513 node=N16624 type=observe q_pred_context=2.299080 sequence=1496.655368
[typed-five/b20_C] [plan iscas99__b20] [plan] step=514 node=N16634 type=observe q_pred_context=2.368358 sequence=1499.023725
[typed-five/b20_C] [plan iscas99__b20] [plan] step=515 node=N16632 type=observe q_pred_context=2.318390 sequence=1501.342115
[typed-five/b20_C] [plan iscas99__b20] [plan] step=516 node=N16636 type=observe q_pred_context=2.261632 sequence=1503.603747
[typed-five/b20_C] [plan iscas99__b20] [plan] step=517 node=N16643 type=observe q_pred_context=2.306540 sequence=1505.910287
[typed-five/b20_C] [plan iscas99__b20] [plan] step=518 node=N16649 type=observe q_pred_context=3.469784 sequence=1509.380071
[typed-five/b20_C] [plan iscas99__b20] [plan] step=519 node=N16738 type=observe q_pred_context=2.100713 sequence=1511.480785
[typed-five/b20_C] [plan iscas99__b20] [plan] step=520 node=N16652 type=observe q_pred_context=2.076750 sequence=1513.557535
[typed-five/b20_C] [plan iscas99__b20] [plan] step=521 node=N16717 type=observe q_pred_context=2.092014 sequence=1515.649549
[typed-five/b20_C] [plan iscas99__b20] [plan] step=522 node=N10622 type=observe q_pred_context=3.109306 sequence=1518.758855
[typed-five/b20_C] [plan iscas99__b20] [plan] step=523 node=N13541 type=observe q_pred_context=3.281197 sequence=1522.040052
[typed-five/b20_C] [plan iscas99__b20] [plan] step=524 node=N2904 type=observe q_pred_context=1.590915 sequence=1523.630967
[typed-five/b20_C] [plan iscas99__b20] [plan] step=525 node=N16654 type=observe q_pred_context=2.186678 sequence=1525.817645
[typed-five/b20_C] [plan iscas99__b20] [plan] step=526 node=N2933 type=observe q_pred_context=2.335050 sequence=1528.152695
[typed-five/b20_C] [plan iscas99__b20] [plan] step=527 node=N11689 type=observe q_pred_context=3.344343 sequence=1531.497037
[typed-five/b20_C] [plan iscas99__b20] [plan] step=528 node=N2942 type=observe q_pred_context=2.105948 sequence=1533.602985
[typed-five/b20_C] [plan iscas99__b20] [plan] step=529 node=N16621 type=observe q_pred_context=2.259354 sequence=1535.862339
[typed-five/b20_C] [plan iscas99__b20] [plan] step=530 node=N2960 type=observe q_pred_context=2.397251 sequence=1538.259590
[typed-five/b20_C] [plan iscas99__b20] [plan] step=531 node=N9950 type=observe q_pred_context=3.589698 sequence=1541.849287
[typed-five/b20_C] [plan iscas99__b20] [plan] step=532 node=N12157 type=observe q_pred_context=3.604126 sequence=1545.453413
[typed-five/b20_C] [plan iscas99__b20] [plan] step=533 node=N2978 type=observe q_pred_context=1.716551 sequence=1547.169964
[typed-five/b20_C] [plan iscas99__b20] [plan] step=534 node=N10833 type=observe q_pred_context=3.493786 sequence=1550.663750
[typed-five/b20_C] [plan iscas99__b20] [plan] step=535 node=N16651 type=observe q_pred_context=2.099521 sequence=1552.763272
[typed-five/b20_C] [plan iscas99__b20] [plan] step=536 node=N3094 type=observe q_pred_context=2.752747 sequence=1555.516019
[typed-five/b20_C] [plan iscas99__b20] [plan] step=537 node=N16735 type=observe q_pred_context=4.029569 sequence=1559.545587
[typed-five/b20_C] [plan iscas99__b20] [plan] step=538 node=N16650 type=observe q_pred_context=2.170201 sequence=1561.715788
[typed-five/b20_C] [plan iscas99__b20] [plan] step=539 node=N3112 type=observe q_pred_context=2.780439 sequence=1564.496228
[typed-five/b20_C] [plan iscas99__b20] [plan] step=540 node=N16642 type=observe q_pred_context=2.232563 sequence=1566.728791
[typed-five/b20_C] [plan iscas99__b20] [plan] step=541 node=N16793 type=observe q_pred_context=2.072837 sequence=1568.801628
[typed-five/b20_C] [plan iscas99__b20] [plan] step=542 node=N14463 type=observe q_pred_context=3.841167 sequence=1572.642795
[typed-five/b20_C] [plan iscas99__b20] [plan] step=543 node=N14441 type=observe q_pred_context=1.590037 sequence=1574.232831
[typed-five/b20_C] [plan iscas99__b20] [plan] step=544 node=N14434 type=observe q_pred_context=1.922031 sequence=1576.154862
[typed-five/b20_C] [plan iscas99__b20] [plan] step=545 node=N14437 type=observe q_pred_context=1.790625 sequence=1577.945487
[typed-five/b20_C] [plan iscas99__b20] [plan] step=546 node=N12513 type=observe q_pred_context=3.557644 sequence=1581.503131
[typed-five/b20_C] [plan iscas99__b20] [plan] step=547 node=N10835 type=observe q_pred_context=4.018261 sequence=1585.521392
[typed-five/b20_C] [plan iscas99__b20] [plan] step=548 node=N16638 type=observe q_pred_context=2.244566 sequence=1587.765958
[typed-five/b20_C] [plan iscas99__b20] [plan] step=549 node=N16746 type=observe q_pred_context=2.460495 sequence=1590.226453
[typed-five/b20_C] [plan iscas99__b20] [plan] step=550 node=N16767 type=observe q_pred_context=2.062487 sequence=1592.288940
[typed-five/b20_C] [plan iscas99__b20] [plan] step=551 node=N16759 type=observe q_pred_context=1.767220 sequence=1594.056160
[typed-five/b20_C] [plan iscas99__b20] [plan] step=552 node=N16752 type=observe q_pred_context=1.676247 sequence=1595.732407
[typed-five/b20_C] [plan iscas99__b20] [plan] step=553 node=N16730 type=observe q_pred_context=1.612230 sequence=1597.344638
[typed-five/b20_C] [plan iscas99__b20] [plan] step=554 node=N12635 type=observe q_pred_context=1.572559 sequence=1598.917197
[typed-five/b20_C] [plan iscas99__b20] [plan] step=555 node=N16740 type=observe q_pred_context=1.539185 sequence=1600.456382
[typed-five/b20_C] [plan iscas99__b20] [plan] step=556 node=N16605 type=observe q_pred_context=3.072091 sequence=1603.528473
[typed-five/b20_C] [plan iscas99__b20] [plan] step=557 node=N16630 type=observe q_pred_context=2.119238 sequence=1605.647711
[typed-five/b20_C] [plan iscas99__b20] [plan] step=558 node=N16744 type=observe q_pred_context=2.257160 sequence=1607.904871
[typed-five/b20_C] [plan iscas99__b20] [plan] step=559 node=N16722 type=observe q_pred_context=1.952586 sequence=1609.857457
[typed-five/b20_C] [plan iscas99__b20] [plan] step=560 node=N2499 type=observe q_pred_context=3.639741 sequence=1613.497198
[typed-five/b20_C] [plan iscas99__b20] [plan] step=561 node=N16714 type=observe q_pred_context=1.351167 sequence=1614.848365
[typed-five/b20_C] [plan iscas99__b20] [plan] step=562 node=N3130 type=observe q_pred_context=2.690227 sequence=1617.538592
[typed-five/b20_C] [plan iscas99__b20] [plan] step=563 node=N3148 type=observe q_pred_context=3.102075 sequence=1620.640667
[typed-five/b20_C] [plan iscas99__b20] [plan] step=564 node=N11008 type=observe q_pred_context=2.177645 sequence=1622.818312
[typed-five/b20_C] [plan iscas99__b20] [plan] step=565 node=N3166 type=observe q_pred_context=3.115588 sequence=1625.933900
[typed-five/b20_C] [plan iscas99__b20] [plan] step=566 node=N3013 type=observe q_pred_context=3.320574 sequence=1629.254474
[typed-five/b20_C] [plan iscas99__b20] [plan] step=567 node=N12629 type=observe q_pred_context=3.555516 sequence=1632.809990
[typed-five/b20_C] [plan iscas99__b20] [plan] step=568 node=N10840 type=observe q_pred_context=4.135126 sequence=1636.945115
[typed-five/b20_C] [plan iscas99__b20] [plan] step=569 node=N10842 type=observe q_pred_context=4.522260 sequence=1641.467376
[typed-five/b20_C] [plan iscas99__b20] [plan] step=570 node=N10820 type=observe q_pred_context=4.306617 sequence=1645.773992
[typed-five/b20_C] [plan iscas99__b20] [plan] step=571 node=N4074 type=observe q_pred_context=4.211984 sequence=1649.985977
[typed-five/b20_C] [plan iscas99__b20] [plan] step=572 node=N3121 type=observe q_pred_context=4.865460 sequence=1654.851437
[typed-five/b20_C] [plan iscas99__b20] [plan] step=573 node=N4071 type=observe q_pred_context=3.267115 sequence=1658.118551
[typed-five/b20_C] [plan iscas99__b20] [plan] step=574 node=N16706 type=observe q_pred_context=1.370727 sequence=1659.489278
[typed-five/b20_C] [plan iscas99__b20] [plan] step=575 node=N3085 type=observe q_pred_context=1.364414 sequence=1660.853692
[typed-five/b20_C] [plan iscas99__b20] [plan] step=576 node=N2951 type=observe q_pred_context=2.016394 sequence=1662.870086
[typed-five/b20_C] [plan iscas99__b20] [plan] step=577 node=N2920 type=observe q_pred_context=4.221486 sequence=1667.091572
[typed-five/b20_C] [plan iscas99__b20] [plan] step=578 node=N10896 type=observe q_pred_context=1.956825 sequence=1669.048397
[typed-five/b20_C] [plan iscas99__b20] [plan] step=579 node=N3904 type=observe q_pred_context=3.847199 sequence=1672.895597
[typed-five/b20_C] [plan iscas99__b20] [plan] step=580 node=N2969 type=observe q_pred_context=4.346549 sequence=1677.242145
[typed-five/b20_C] [plan iscas99__b20] [plan] step=581 node=N3907 type=observe q_pred_context=4.240856 sequence=1681.483001
[typed-five/b20_C] [plan iscas99__b20] [plan] step=582 node=N3412 type=observe q_pred_context=4.042798 sequence=1685.525799
[typed-five/b20_C] [plan iscas99__b20] [plan] step=583 node=N18938 type=observe q_pred_context=1.563087 sequence=1687.088887
[typed-five/b20_C] [plan iscas99__b20] [plan] step=584 node=N10899 type=observe q_pred_context=2.537993 sequence=1689.626879
[typed-five/b20_C] [plan iscas99__b20] [plan] step=585 node=N10894 type=observe q_pred_context=2.518976 sequence=1692.145855
[typed-five/b20_C] [plan iscas99__b20] [plan] step=586 node=N10892 type=observe q_pred_context=1.920158 sequence=1694.066013
[typed-five/b20_C] [plan iscas99__b20] [plan] step=587 node=N2987 type=observe q_pred_context=3.863675 sequence=1697.929689
[typed-five/b20_C] [plan iscas99__b20] [plan] step=588 node=N3910 type=observe q_pred_context=3.881511 sequence=1701.811200
[typed-five/b20_C] [plan iscas99__b20] [plan] step=589 node=N3022 type=observe q_pred_context=3.991870 sequence=1705.803070
[typed-five/b20_C] [plan iscas99__b20] [plan] step=590 node=N3976 type=observe q_pred_context=3.448454 sequence=1709.251524
[typed-five/b20_C] [plan iscas99__b20] [plan] step=591 node=N3058 type=observe q_pred_context=3.393262 sequence=1712.644786
[typed-five/b20_C] [plan iscas99__b20] [plan] step=592 node=N10822 type=observe q_pred_context=1.994953 sequence=1714.639738
[typed-five/b20_C] [plan iscas99__b20] [plan] step=593 node=N10887 type=observe q_pred_context=0.967605 sequence=1715.607343
[typed-five/b20_C] [plan iscas99__b20] [plan] step=594 node=N4001 type=observe q_pred_context=2.740790 sequence=1718.348133
[typed-five/b20_C] [plan iscas99__b20] [plan] step=595 node=N10838 type=observe q_pred_context=1.945512 sequence=1720.293645
[typed-five/b20_C] [plan iscas99__b20] [plan] step=596 node=N3076 type=observe q_pred_context=2.704385 sequence=1722.998030
[typed-five/b20_C] [plan iscas99__b20] [plan] step=597 node=N3103 type=observe q_pred_context=2.398550 sequence=1725.396579
[typed-five/b20_C] [plan iscas99__b20] [plan] step=598 node=N16705 type=observe q_pred_context=1.021353 sequence=1726.417932
[typed-five/b20_C] [plan iscas99__b20] [plan] step=599 node=N4073 type=observe q_pred_context=1.589700 sequence=1728.007633
[typed-five/b20_C] [plan iscas99__b20] [plan] step=600 node=N10817 type=observe q_pred_context=1.033491 sequence=1729.041123
[typed-five/b20_C] [plan iscas99__b20] [plan] step=601 node=N10885 type=observe q_pred_context=0.902941 sequence=1729.944065
[typed-five/b20_C] [plan iscas99__b20] [plan] step=602 node=N10882 type=observe q_pred_context=0.988325 sequence=1730.932389
[typed-five/b20_C] [plan iscas99__b20] [plan] step=603 node=N3139 type=observe q_pred_context=3.430050 sequence=1734.362439
[typed-five/b20_C] [plan iscas99__b20] [plan] step=604 node=N3157 type=observe q_pred_context=2.822742 sequence=1737.185181
[typed-five/b20_C] [plan iscas99__b20] [plan] step=605 node=N2911 type=observe q_pred_context=2.421883 sequence=1739.607064
[typed-five/b20_C] [plan iscas99__b20] [plan] step=606 node=N12459 type=observe q_pred_context=2.016946 sequence=1741.624010
[typed-five/b20_C] [plan iscas99__b20] [plan] step=607 node=N16792 type=observe q_pred_context=1.005623 sequence=1742.629633
[typed-five/b20_C] [plan iscas99__b20] [plan] step=608 node=N3321 type=observe q_pred_context=2.129030 sequence=1744.758663
[typed-five/b20_C] [plan iscas99__b20] [plan] step=609 node=N11084 type=observe q_pred_context=2.179281 sequence=1746.937943
[typed-five/b20_C] [plan iscas99__b20] [plan] step=610 node=N11307 type=observe q_pred_context=1.963393 sequence=1748.901337
[typed-five/b20_C] [plan iscas99__b20] [plan] step=611 node=N2995 type=observe q_pred_context=1.920509 sequence=1750.821845
[typed-five/b20_C] [plan iscas99__b20] [plan] step=612 node=N10744 type=observe q_pred_context=3.031169 sequence=1753.853014
[typed-five/b20_C] [plan iscas99__b20] [plan] step=613 node=N10045 type=observe q_pred_context=0.701749 sequence=1754.554763
[typed-five/b20_C] [plan iscas99__b20] [plan] step=614 node=N10726 type=observe q_pred_context=1.953526 sequence=1756.508288
[typed-five/b20_C] [plan iscas99__b20] [plan] step=615 node=N3463 type=observe q_pred_context=1.774513 sequence=1758.282802
[typed-five/b20_C] [plan iscas99__b20] [plan] step=616 node=N3472 type=observe q_pred_context=1.770623 sequence=1760.053425
[typed-five/b20_C] [plan iscas99__b20] saved=autoresearch/loop-260720-0945/typed_winner_round1_five/b20_C/plans/iscas99__b20__greedy__cumulative__q_pred_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[typed-five/b20_C] [gmean] 2026-07-20T16:18:03 [1/1] plan_done benchmark=iscas99__b20 plan_sec=597.064 plan_csv=autoresearch/loop-260720-0945/typed_winner_round1_five/b20_C/plans/iscas99__b20__greedy__cumulative__q_pred_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[typed-five/b20_C] [gmean] 2026-07-20T16:18:03 [1/1] eval_start benchmark=iscas99__b20 backend=atalanta-bist patterns=300000
[typed-five/b20_C] [eval iscas99__b20] {
[typed-five/b20_C] [eval iscas99__b20]   "records": 2,
[typed-five/b20_C] [eval iscas99__b20]   "labels_csv": "autoresearch/loop-260720-0945/typed_winner_round1_five/b20_C/evals/iscas99__b20__greedy__cumulative__q_pred_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/labels.csv",
[typed-five/b20_C] [eval iscas99__b20]   "summary_json": "autoresearch/loop-260720-0945/typed_winner_round1_five/b20_C/evals/iscas99__b20__greedy__cumulative__q_pred_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/summary.json"
[typed-five/b20_C] [eval iscas99__b20] }
[typed-five/b20_C] [gmean] 2026-07-20T16:18:14 [1/1] eval_done benchmark=iscas99__b20 delta_tc=0.05214999999999981 plan_sec=597.064 eval_sec=11.288 total_sec=608.385
[typed-five/b20_C] [gmean] 2026-07-20T16:18:14 variant_done id=greedy__cumulative__q_pred_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0 status=ok macro=0.05214999999999981 positives=1 negatives=0 elapsed=608.386
