[v4_derived_hard_reduction_hybrid gpu5] [2026-07-04T16:17:42+08:00] start name=v4_derived_hard_reduction_hybrid gpu=5 score_field=derived_hard_reduction_hybrid_pred checkpoint=runs/mainline_accuracy_improve_v4_reduction_sign/best.pt
[v4_derived_hard_reduction_hybrid gpu5] [gmean] 2026-07-04T16:17:42 out_dir=autoresearch/improve-260704-1035/b21_world_rerank_hard_scores/v4_derived_hard_reduction_hybrid
[v4_derived_hard_reduction_hybrid gpu5] [gmean] 2026-07-04T16:17:42 budgets=iscas99__b21:628
[v4_derived_hard_reduction_hybrid gpu5] [gmean] 2026-07-04T16:17:42 variant_start id=greedy__cumulative__derived_hard_reduction_hybrid_pred__bw1__d1__c96__g1p0__candheuristic_recall_pool__div0p0__s0
[v4_derived_hard_reduction_hybrid gpu5] [gmean] 2026-07-04T16:17:42 [1/1] plan_start benchmark=iscas99__b21 budget=628 planner=greedy score=derived_hard_reduction_hybrid_pred
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=317 node=N40112 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=318 node=N39465 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=319 node=N39465 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=320 node=N39485 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=321 node=N39485 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=322 node=__buf_split_20104 type=observe derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=323 node=N41162 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=324 node=N41162 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=325 node=N39669 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=326 node=N39669 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=327 node=N39688 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=328 node=N39688 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=329 node=N39705 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=330 node=N39705 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=331 node=N39724 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=332 node=N39724 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=333 node=N39742 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=334 node=N39742 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=335 node=N39761 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=336 node=N39761 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=337 node=N39779 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=338 node=N39779 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=339 node=N39797 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=340 node=N39797 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=341 node=N39814 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=342 node=N39814 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=343 node=N39832 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=344 node=N39832 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=345 node=N39850 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=346 node=N39850 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=347 node=N39868 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=348 node=N39868 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=349 node=N39885 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=350 node=N39885 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=351 node=N39904 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=352 node=N39904 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=353 node=N39921 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=354 node=N39921 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=355 node=N39938 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=356 node=N39938 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=357 node=N39954 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=358 node=N39954 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=359 node=N39972 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=360 node=N39972 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=361 node=N39988 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=362 node=N39988 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=363 node=N40004 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=364 node=N40004 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=365 node=N40019 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=366 node=N40019 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=367 node=N40034 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=368 node=N40034 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=369 node=N40047 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=370 node=N40047 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=371 node=N40058 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=372 node=N40058 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=373 node=N40069 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=374 node=N40069 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=375 node=N40080 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=376 node=N40080 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=377 node=N40089 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=378 node=N40089 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=379 node=N40098 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=380 node=N40098 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=381 node=N40104 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=382 node=N40104 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=383 node=N40109 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=384 node=N40109 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=385 node=N39537 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=386 node=N39537 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=387 node=N39562 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=388 node=N39562 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=389 node=N39671 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=390 node=N39671 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=391 node=N39690 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=392 node=N39690 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=393 node=N39707 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=394 node=N39707 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=395 node=N39726 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=396 node=N39726 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=397 node=N39744 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=398 node=N39744 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=399 node=N39763 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=400 node=N39763 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=401 node=N39781 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=402 node=N39781 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=403 node=N39799 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=404 node=N39799 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=405 node=N39816 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=406 node=N39816 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=407 node=N39834 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=408 node=N39834 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=409 node=N39852 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=410 node=N39852 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=411 node=N39870 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=412 node=N39870 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=413 node=N39887 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=414 node=N39887 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=415 node=N39906 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=416 node=N39906 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=417 node=N39923 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=418 node=N39923 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=419 node=N39940 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=420 node=N39940 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=421 node=N39956 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=422 node=N39956 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=423 node=N39974 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=424 node=N39974 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=425 node=N39990 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=426 node=N39990 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=427 node=N40006 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=428 node=N40006 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=429 node=N40021 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=430 node=N40021 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=431 node=N40036 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=432 node=N40036 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=433 node=N40049 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=434 node=N40049 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=435 node=N40060 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=436 node=N40060 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=437 node=N40071 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=438 node=N40071 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=439 node=N40082 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=440 node=N40082 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=441 node=N40091 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=442 node=N40091 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=443 node=N40100 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=444 node=N40100 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=445 node=N39670 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=446 node=N39670 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=447 node=N39689 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=448 node=N39689 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=449 node=N39706 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=450 node=N39706 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=451 node=N39725 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=452 node=N39725 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=453 node=N39743 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=454 node=N39743 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=455 node=N39762 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=456 node=N39762 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=457 node=N39780 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=458 node=N39780 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=459 node=N39798 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=460 node=N39798 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=461 node=N39815 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=462 node=N39815 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=463 node=N39833 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=464 node=N39833 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=465 node=N39851 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=466 node=N39851 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=467 node=N39869 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=468 node=N39869 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=469 node=N39886 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=470 node=N39886 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=471 node=N39905 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=472 node=N39905 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=473 node=N39922 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=474 node=N39922 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=475 node=N39939 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=476 node=N39939 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=477 node=N39955 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=478 node=N39955 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=479 node=N39973 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=480 node=N39973 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=481 node=N39989 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=482 node=N39989 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=483 node=N40005 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=484 node=N40005 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
