[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [gmean] 2026-07-21T05:07:44 out_dir=autoresearch/loop-260720-0945/model_training_round5/b15_selection/reliable_stage2/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [gmean] 2026-07-21T05:07:44 budgets=iscas99__b15_1:278
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [gmean] 2026-07-21T05:07:44 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [gmean] 2026-07-21T05:07:44 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] saved=autoresearch/loop-260720-0945/model_training_round5/b15_selection/reliable_stage2/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2/plans/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [gmean] 2026-07-21T05:10:40 [1/1] plan_done benchmark=iscas99__b15_1 plan_sec=176.57 plan_csv=autoresearch/loop-260720-0945/model_training_round5/b15_selection/reliable_stage2/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2/plans/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [gmean] 2026-07-21T05:10:40 [1/1] eval_start benchmark=iscas99__b15_1 backend=atalanta-bist patterns=300000
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [eval iscas99__b15_1] {
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [eval iscas99__b15_1]   "records": 2,
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [eval iscas99__b15_1]   "labels_csv": "autoresearch/loop-260720-0945/model_training_round5/b15_selection/reliable_stage2/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2/evals/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/labels.csv",
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [eval iscas99__b15_1]   "summary_json": "autoresearch/loop-260720-0945/model_training_round5/b15_selection/reliable_stage2/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2/evals/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/summary.json"
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [eval iscas99__b15_1] }
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [gmean] 2026-07-21T05:10:47 [1/1] eval_done benchmark=iscas99__b15_1 delta_tc=0.11158000000000001 plan_sec=176.57 eval_sec=6.628 total_sec=183.207
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [gmean] 2026-07-21T05:10:47 variant_done id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0 status=ok macro=0.11158000000000001 positives=1 negatives=0 elapsed=183.208
