[gmean] 2026-07-12T23:41:12 out_dir=autoresearch/exact-itc99-current-best-q-lcb-260712/b22_C
[gmean] 2026-07-12T23:41:12 budgets=iscas99__b22:915
[gmean] 2026-07-12T23:41:12 variant_start id=greedy__cumulative__q_pred_lcb__bw1__d1__c96__g1p0__candheuristic_recall_pool__div0p0__s0
[gmean] 2026-07-12T23:41:12 [1/1] plan_start benchmark=iscas99__b22 budget=915 planner=greedy score=q_pred_lcb
[plan iscas99__b22] [plan] step=509 node=N4339 type=observe q_pred_lcb=0.609665 sequence=-312.486208
[plan iscas99__b22] [plan] step=510 node=N4340 type=observe q_pred_lcb=-0.333485 sequence=-312.819693
[plan iscas99__b22] [plan] step=511 node=N4341 type=observe q_pred_lcb=-0.333097 sequence=-313.152790
[plan iscas99__b22] [plan] step=512 node=N4342 type=observe q_pred_lcb=0.503586 sequence=-312.649204
[plan iscas99__b22] [plan] step=513 node=N4343 type=observe q_pred_lcb=-0.332798 sequence=-312.982002
[plan iscas99__b22] [plan] step=514 node=N4345 type=observe q_pred_lcb=-0.506432 sequence=-313.488434
[plan iscas99__b22] [plan] step=515 node=N4346 type=observe q_pred_lcb=0.317908 sequence=-313.170527
[plan iscas99__b22] [plan] step=516 node=N4347 type=observe q_pred_lcb=-0.229431 sequence=-313.399958
[plan iscas99__b22] [plan] step=517 node=N4348 type=observe q_pred_lcb=-0.504661 sequence=-313.904619
[plan iscas99__b22] [plan] step=518 node=N4349 type=observe q_pred_lcb=0.175609 sequence=-313.729010
[plan iscas99__b22] [plan] step=519 node=N4350 type=observe q_pred_lcb=-0.287124 sequence=-314.016134
[plan iscas99__b22] [plan] step=520 node=N4351 type=observe q_pred_lcb=-0.556021 sequence=-314.572155
[plan iscas99__b22] [plan] step=521 node=N4352 type=observe q_pred_lcb=0.062924 sequence=-314.509231
[plan iscas99__b22] [plan] step=522 node=N4353 type=observe q_pred_lcb=-0.340189 sequence=-314.849420
[plan iscas99__b22] [plan] step=523 node=N4354 type=observe q_pred_lcb=-0.600618 sequence=-315.450038
[plan iscas99__b22] [plan] step=524 node=N4355 type=observe q_pred_lcb=-0.693229 sequence=-316.143267
[plan iscas99__b22] [plan] step=525 node=N4356 type=observe q_pred_lcb=-0.563049 sequence=-316.706316
[plan iscas99__b22] [plan] step=526 node=N4357 type=observe q_pred_lcb=0.093522 sequence=-316.612794
[plan iscas99__b22] [plan] step=527 node=N4358 type=observe q_pred_lcb=-0.572947 sequence=-317.185742
[plan iscas99__b22] [plan] step=528 node=N4360 type=observe q_pred_lcb=-0.007176 sequence=-317.192918
[plan iscas99__b22] [plan] step=529 node=N4361 type=observe q_pred_lcb=-0.570105 sequence=-317.763023
[plan iscas99__b22] [plan] step=530 node=N4363 type=observe q_pred_lcb=-0.689102 sequence=-318.452125
[plan iscas99__b22] [plan] step=531 node=N4364 type=observe q_pred_lcb=-0.071884 sequence=-318.524009
[plan iscas99__b22] [plan] step=532 node=N4365 type=observe q_pred_lcb=-0.418702 sequence=-318.942711
[plan iscas99__b22] [plan] step=533 node=N4366 type=observe q_pred_lcb=-0.666521 sequence=-319.609232
[plan iscas99__b22] [plan] step=534 node=N4367 type=observe q_pred_lcb=-0.737824 sequence=-320.347055
[plan iscas99__b22] [plan] step=535 node=N4368 type=observe q_pred_lcb=-0.776142 sequence=-321.123197
[plan iscas99__b22] [plan] step=536 node=N4369 type=observe q_pred_lcb=-0.805381 sequence=-321.928578
[plan iscas99__b22] [plan] step=537 node=N4370 type=observe q_pred_lcb=-0.822473 sequence=-322.751051
[plan iscas99__b22] [plan] step=538 node=N4371 type=observe q_pred_lcb=-0.643268 sequence=-323.394319
[plan iscas99__b22] [plan] step=539 node=N4372 type=observe q_pred_lcb=-0.795897 sequence=-324.190216
[plan iscas99__b22] [plan] step=540 node=N4373 type=observe q_pred_lcb=-0.827146 sequence=-325.017362
[plan iscas99__b22] [plan] step=541 node=N4375 type=observe q_pred_lcb=-0.844342 sequence=-325.861704
[plan iscas99__b22] [plan] step=542 node=N4376 type=observe q_pred_lcb=-0.856283 sequence=-326.717987
[plan iscas99__b22] [plan] step=543 node=N4378 type=observe q_pred_lcb=-0.867059 sequence=-327.585046
[plan iscas99__b22] [plan] step=544 node=N4379 type=observe q_pred_lcb=0.434131 sequence=-327.150915
[plan iscas99__b22] [plan] step=545 node=N4380 type=observe q_pred_lcb=-0.547946 sequence=-327.698861
[plan iscas99__b22] [plan] step=546 node=N4381 type=observe q_pred_lcb=-0.691294 sequence=-328.390155
[plan iscas99__b22] [plan] step=547 node=N4382 type=observe q_pred_lcb=0.428090 sequence=-327.962065
[plan iscas99__b22] [plan] step=548 node=N4383 type=observe q_pred_lcb=-0.472057 sequence=-328.434122
[plan iscas99__b22] [plan] step=549 node=N4384 type=observe q_pred_lcb=-0.621372 sequence=-329.055495
[plan iscas99__b22] [plan] step=550 node=N4385 type=observe q_pred_lcb=0.335132 sequence=-328.720363
[plan iscas99__b22] [plan] step=551 node=N4387 type=observe q_pred_lcb=-0.461577 sequence=-329.181940
[plan iscas99__b22] [plan] step=552 node=N4388 type=observe q_pred_lcb=0.192831 sequence=-328.989109
[plan iscas99__b22] [plan] step=553 node=N4390 type=observe q_pred_lcb=-0.460599 sequence=-329.449708
[plan iscas99__b22] [plan] step=554 node=N4391 type=observe q_pred_lcb=-0.599928 sequence=-330.049636
[plan iscas99__b22] [plan] step=555 node=N4392 type=observe q_pred_lcb=-0.672608 sequence=-330.722244
[plan iscas99__b22] [plan] step=556 node=N4393 type=observe q_pred_lcb=-0.737751 sequence=-331.459995
[plan iscas99__b22] [plan] step=557 node=N4394 type=observe q_pred_lcb=-0.781073 sequence=-332.241068
[plan iscas99__b22] [plan] step=558 node=N4395 type=observe q_pred_lcb=-0.803939 sequence=-333.045007
[plan iscas99__b22] [plan] step=559 node=N4396 type=observe q_pred_lcb=-0.836822 sequence=-333.881829
[plan iscas99__b22] [plan] step=560 node=N4397 type=observe q_pred_lcb=-0.858203 sequence=-334.740032
[plan iscas99__b22] [plan] step=561 node=N4399 type=observe q_pred_lcb=-0.879057 sequence=-335.619089
[plan iscas99__b22] [plan] step=562 node=N4400 type=observe q_pred_lcb=0.458029 sequence=-335.161060
[plan iscas99__b22] [plan] step=563 node=N4401 type=observe q_pred_lcb=-0.562770 sequence=-335.723830
[plan iscas99__b22] [plan] step=564 node=N4402 type=observe q_pred_lcb=-0.722323 sequence=-336.446153
[plan iscas99__b22] [plan] step=565 node=N4403 type=observe q_pred_lcb=0.406927 sequence=-336.039226
[plan iscas99__b22] [plan] step=566 node=N4404 type=observe q_pred_lcb=-0.495046 sequence=-336.534272
[plan iscas99__b22] [plan] step=567 node=N4405 type=observe q_pred_lcb=-0.658449 sequence=-337.192721
[plan iscas99__b22] [plan] step=568 node=N4406 type=observe q_pred_lcb=0.270880 sequence=-336.921842
[plan iscas99__b22] [plan] step=569 node=N4408 type=observe q_pred_lcb=-0.500504 sequence=-337.422346
[plan iscas99__b22] [plan] step=570 node=N4409 type=observe q_pred_lcb=0.117488 sequence=-337.304857
[plan iscas99__b22] [plan] step=571 node=N4410 type=observe q_pred_lcb=-0.327614 sequence=-337.632471
[plan iscas99__b22] [plan] step=572 node=N4411 type=observe q_pred_lcb=0.027081 sequence=-337.605390
[plan iscas99__b22] [plan] step=573 node=N4412 type=observe q_pred_lcb=-0.522511 sequence=-338.127901
[plan iscas99__b22] [plan] step=574 node=N4414 type=observe q_pred_lcb=-0.124929 sequence=-338.252831
[plan iscas99__b22] [plan] step=575 node=N4415 type=observe q_pred_lcb=-0.594433 sequence=-338.847263
[plan iscas99__b22] [plan] step=576 node=N4416 type=observe q_pred_lcb=-0.528112 sequence=-339.375375
[plan iscas99__b22] [plan] step=577 node=N4417 type=observe q_pred_lcb=-0.239582 sequence=-339.614957
[plan iscas99__b22] [plan] step=578 node=N4418 type=observe q_pred_lcb=-0.691017 sequence=-340.305974
[plan iscas99__b22] [plan] step=579 node=N4419 type=observe q_pred_lcb=-0.610109 sequence=-340.916083
[plan iscas99__b22] [plan] step=580 node=N4420 type=observe q_pred_lcb=-0.357903 sequence=-341.273986
[plan iscas99__b22] [plan] step=581 node=N4421 type=observe q_pred_lcb=-0.772307 sequence=-342.046294
[plan iscas99__b22] [plan] step=582 node=N4422 type=observe q_pred_lcb=-0.676878 sequence=-342.723171
[plan iscas99__b22] [plan] step=583 node=N4423 type=observe q_pred_lcb=-0.463055 sequence=-343.186226
[plan iscas99__b22] [plan] step=584 node=N4424 type=observe q_pred_lcb=-0.830212 sequence=-344.016438
[plan iscas99__b22] [plan] step=585 node=N4426 type=observe q_pred_lcb=-0.552892 sequence=-344.569330
[plan iscas99__b22] [plan] step=586 node=N4427 type=observe q_pred_lcb=-0.872268 sequence=-345.441598
[plan iscas99__b22] [plan] step=587 node=N4545 type=observe q_pred_lcb=-0.930465 sequence=-346.372063
[plan iscas99__b22] [plan] step=588 node=N7531 type=observe q_pred_lcb=-0.789288 sequence=-347.161351
[plan iscas99__b22] [plan] step=589 node=N7513 type=observe q_pred_lcb=-0.772753 sequence=-347.934104
[plan iscas99__b22] [plan] step=590 node=N7537 type=observe q_pred_lcb=-0.937055 sequence=-348.871159
[plan iscas99__b22] [plan] step=591 node=N7558 type=observe q_pred_lcb=-0.798653 sequence=-349.669812
[plan iscas99__b22] [plan] step=592 node=N7480 type=observe q_pred_lcb=-0.773698 sequence=-350.443510
[plan iscas99__b22] [plan] step=593 node=N7573 type=observe q_pred_lcb=-0.751817 sequence=-351.195327
[plan iscas99__b22] [plan] step=594 node=N7489 type=observe q_pred_lcb=-0.732451 sequence=-351.927778
[plan iscas99__b22] [plan] step=595 node=N7501 type=observe q_pred_lcb=-0.713115 sequence=-352.640893
[plan iscas99__b22] [plan] step=596 node=N7504 type=observe q_pred_lcb=-0.693916 sequence=-353.334809
[plan iscas99__b22] [plan] step=597 node=N6869 type=observe q_pred_lcb=-0.917133 sequence=-354.251942
[plan iscas99__b22] [plan] step=598 node=N6872 type=observe q_pred_lcb=-0.004524 sequence=-354.256465
[plan iscas99__b22] [plan] step=599 node=N6875 type=observe q_pred_lcb=-0.699669 sequence=-354.956134
[plan iscas99__b22] [plan] step=600 node=N6878 type=observe q_pred_lcb=-0.783562 sequence=-355.739697
[plan iscas99__b22] [plan] step=601 node=N6881 type=observe q_pred_lcb=-0.810168 sequence=-356.549865
[plan iscas99__b22] [plan] step=602 node=N6882 type=observe q_pred_lcb=-0.823162 sequence=-357.373027
[plan iscas99__b22] [plan] step=603 node=N6884 type=observe q_pred_lcb=0.297685 sequence=-357.075343
[plan iscas99__b22] [plan] step=604 node=N6890 type=observe q_pred_lcb=-0.570166 sequence=-357.645509
[plan iscas99__b22] [plan] step=605 node=N6892 type=observe q_pred_lcb=-0.683978 sequence=-358.329486
[plan iscas99__b22] [plan] step=606 node=N6911 type=observe q_pred_lcb=-0.732307 sequence=-359.061793
[plan iscas99__b22] [plan] step=607 node=N6914 type=observe q_pred_lcb=-0.763146 sequence=-359.824939
[plan iscas99__b22] [plan] step=608 node=N6917 type=observe q_pred_lcb=-0.785682 sequence=-360.610622
[plan iscas99__b22] [plan] step=609 node=N6920 type=observe q_pred_lcb=-0.801818 sequence=-361.412440
[plan iscas99__b22] [plan] step=610 node=N6923 type=observe q_pred_lcb=-0.813615 sequence=-362.226054
[plan iscas99__b22] [plan] step=611 node=N6925 type=observe q_pred_lcb=0.619785 sequence=-361.606269
[plan iscas99__b22] [plan] step=612 node=N6926 type=observe q_pred_lcb=-0.466761 sequence=-362.073030
[plan iscas99__b22] [plan] step=613 node=N6929 type=observe q_pred_lcb=-0.630853 sequence=-362.703883
[plan iscas99__b22] [plan] step=614 node=N6932 type=observe q_pred_lcb=-0.699972 sequence=-363.403855
[plan iscas99__b22] [plan] step=615 node=N6935 type=observe q_pred_lcb=-0.744888 sequence=-364.148743
[plan iscas99__b22] [plan] step=616 node=N6938 type=observe q_pred_lcb=-0.776255 sequence=-364.924998
[plan iscas99__b22] [plan] step=617 node=N6941 type=observe q_pred_lcb=-0.799529 sequence=-365.724527
[plan iscas99__b22] [plan] step=618 node=N6944 type=observe q_pred_lcb=-0.816490 sequence=-366.541017
[plan iscas99__b22] [plan] step=619 node=N6947 type=observe q_pred_lcb=-0.828998 sequence=-367.370015
[plan iscas99__b22] [plan] step=620 node=N6952 type=observe q_pred_lcb=-0.835916 sequence=-368.205931
[plan iscas99__b22] [plan] step=621 node=N6955 type=observe q_pred_lcb=-0.840972 sequence=-369.046903
[plan iscas99__b22] [plan] step=622 node=N6956 type=observe q_pred_lcb=-0.846146 sequence=-369.893048
[plan iscas99__b22] [plan] step=623 node=N6958 type=observe q_pred_lcb=0.663480 sequence=-369.229568
[plan iscas99__b22] [plan] step=624 node=N6959 type=observe q_pred_lcb=-0.470959 sequence=-369.700528
[plan iscas99__b22] [plan] step=625 node=N6961 type=observe q_pred_lcb=0.604419 sequence=-369.096108
[plan iscas99__b22] [plan] step=626 node=N6964 type=observe q_pred_lcb=-0.369079 sequence=-369.465187
[plan iscas99__b22] [plan] step=627 node=N6965 type=observe q_pred_lcb=-0.544245 sequence=-370.009432
[plan iscas99__b22] [plan] step=628 node=N6967 type=observe q_pred_lcb=-0.628393 sequence=-370.637824
[plan iscas99__b22] [plan] step=629 node=N6968 type=observe q_pred_lcb=-0.689973 sequence=-371.327798
[plan iscas99__b22] [plan] step=630 node=N6990 type=observe q_pred_lcb=-0.733969 sequence=-372.061766
[plan iscas99__b22] [plan] step=631 node=N6993 type=observe q_pred_lcb=-0.771119 sequence=-372.832885
[plan iscas99__b22] [plan] step=632 node=N6996 type=observe q_pred_lcb=-0.795668 sequence=-373.628553
[plan iscas99__b22] [plan] step=633 node=N6999 type=observe q_pred_lcb=-0.814671 sequence=-374.443224
[plan iscas99__b22] [plan] step=634 node=N7002 type=observe q_pred_lcb=-0.827720 sequence=-375.270944
[plan iscas99__b22] [plan] step=635 node=N7005 type=observe q_pred_lcb=-0.837801 sequence=-376.108745
[plan iscas99__b22] [plan] step=636 node=N7008 type=observe q_pred_lcb=-0.845145 sequence=-376.953891
[plan iscas99__b22] [plan] step=637 node=N7010 type=observe q_pred_lcb=-0.849555 sequence=-377.803446
[plan iscas99__b22] [plan] step=638 node=N7011 type=observe q_pred_lcb=-0.850858 sequence=-378.654304
[plan iscas99__b22] [plan] step=639 node=N7014 type=observe q_pred_lcb=-0.856468 sequence=-379.510772
[plan iscas99__b22] [plan] step=640 node=N7017 type=observe q_pred_lcb=-0.861221 sequence=-380.371993
[plan iscas99__b22] [plan] step=641 node=N7022 type=observe q_pred_lcb=-0.863407 sequence=-381.235400
[plan iscas99__b22] [plan] step=642 node=N7023 type=observe q_pred_lcb=-0.865915 sequence=-382.101315
[plan iscas99__b22] [plan] step=643 node=N7025 type=observe q_pred_lcb=-0.865131 sequence=-382.966445
[plan iscas99__b22] [plan] step=644 node=N7026 type=observe q_pred_lcb=-0.865929 sequence=-383.832375
[plan iscas99__b22] [plan] step=645 node=N7028 type=observe q_pred_lcb=-0.863655 sequence=-384.696029
[plan iscas99__b22] [plan] step=646 node=N7029 type=observe q_pred_lcb=-0.864689 sequence=-385.560719
[plan iscas99__b22] [plan] step=647 node=N7031 type=observe q_pred_lcb=-0.865088 sequence=-386.425806
[plan iscas99__b22] [plan] step=648 node=N7032 type=observe q_pred_lcb=-0.867934 sequence=-387.293741
[plan iscas99__b22] [plan] step=649 node=N7034 type=observe q_pred_lcb=-0.868200 sequence=-388.161941
[plan iscas99__b22] [plan] step=650 node=N7035 type=observe q_pred_lcb=-0.869890 sequence=-389.031831
[plan iscas99__b22] [plan] step=651 node=N7037 type=observe q_pred_lcb=-0.868201 sequence=-389.900032
[plan iscas99__b22] [plan] step=652 node=N7038 type=observe q_pred_lcb=-0.868102 sequence=-390.768134
[plan iscas99__b22] [plan] step=653 node=N7040 type=observe q_pred_lcb=-0.866667 sequence=-391.634801
[plan iscas99__b22] [plan] step=654 node=N7041 type=observe q_pred_lcb=-0.867675 sequence=-392.502476
[plan iscas99__b22] [plan] step=655 node=N7043 type=observe q_pred_lcb=-0.866783 sequence=-393.369259
[plan iscas99__b22] [plan] step=656 node=N7044 type=observe q_pred_lcb=-0.867592 sequence=-394.236851
[plan iscas99__b22] [plan] step=657 node=N7046 type=observe q_pred_lcb=-0.866825 sequence=-395.103677
[plan iscas99__b22] [plan] step=658 node=N7047 type=observe q_pred_lcb=-0.868215 sequence=-395.971892
[plan iscas99__b22] [plan] step=659 node=N7049 type=observe q_pred_lcb=-0.868202 sequence=-396.840094
[plan iscas99__b22] [plan] step=660 node=N7050 type=observe q_pred_lcb=-0.869469 sequence=-397.709563
[plan iscas99__b22] [plan] step=661 node=N6867 type=observe q_pred_lcb=-0.868414 sequence=-398.577977
[plan iscas99__b22] [plan] step=662 node=N6868 type=observe q_pred_lcb=-0.867421 sequence=-399.445398
[plan iscas99__b22] [plan] step=663 node=N6870 type=observe q_pred_lcb=-0.866965 sequence=-400.312363
[plan iscas99__b22] [plan] step=664 node=N6871 type=observe q_pred_lcb=-0.867053 sequence=-401.179415
[plan iscas99__b22] [plan] step=665 node=N6873 type=observe q_pred_lcb=-0.867462 sequence=-402.046877
[plan iscas99__b22] [plan] step=666 node=N6874 type=observe q_pred_lcb=-0.868405 sequence=-402.915282
[plan iscas99__b22] [plan] step=667 node=N6876 type=observe q_pred_lcb=-0.868895 sequence=-403.784177
[plan iscas99__b22] [plan] step=668 node=N6877 type=observe q_pred_lcb=-0.869883 sequence=-404.654060
[plan iscas99__b22] [plan] step=669 node=N6879 type=observe q_pred_lcb=-0.870481 sequence=-405.524541
[plan iscas99__b22] [plan] step=670 node=N6880 type=observe q_pred_lcb=-0.871224 sequence=-406.395765
[plan iscas99__b22] [plan] step=671 node=N6883 type=observe q_pred_lcb=0.512321 sequence=-405.883444
[plan iscas99__b22] [plan] step=672 node=N6887 type=observe q_pred_lcb=-0.543779 sequence=-406.427224
[plan iscas99__b22] [plan] step=673 node=N6891 type=observe q_pred_lcb=0.457062 sequence=-405.970161
[plan iscas99__b22] [plan] step=674 node=N6907 type=observe q_pred_lcb=0.366611 sequence=-405.603550
[plan iscas99__b22] [plan] step=675 node=N6916 type=observe q_pred_lcb=0.190790 sequence=-405.412761
[plan iscas99__b22] [plan] step=676 node=N6919 type=observe q_pred_lcb=0.179814 sequence=-405.232947
[plan iscas99__b22] [plan] step=677 node=N6921 type=observe q_pred_lcb=0.102934 sequence=-405.130013
[plan iscas99__b22] [plan] step=678 node=N6922 type=observe q_pred_lcb=0.006641 sequence=-405.123372
[plan iscas99__b22] [plan] step=679 node=N6924 type=observe q_pred_lcb=-0.068224 sequence=-405.191596
[plan iscas99__b22] [plan] step=680 node=N6927 type=observe q_pred_lcb=-0.128041 sequence=-405.319637
[plan iscas99__b22] [plan] step=681 node=N6928 type=observe q_pred_lcb=-0.190110 sequence=-405.509747
[plan iscas99__b22] [plan] step=682 node=N6930 type=observe q_pred_lcb=-0.243120 sequence=-405.752867
[plan iscas99__b22] [plan] step=683 node=N6931 type=observe q_pred_lcb=-0.290198 sequence=-406.043065
[plan iscas99__b22] [plan] step=684 node=N6933 type=observe q_pred_lcb=-0.329162 sequence=-406.372227
[plan iscas99__b22] [plan] step=685 node=N6934 type=observe q_pred_lcb=-0.366556 sequence=-406.738783
[plan iscas99__b22] [plan] step=686 node=N6936 type=observe q_pred_lcb=-0.405693 sequence=-407.144476
[plan iscas99__b22] [plan] step=687 node=N6937 type=observe q_pred_lcb=-0.443070 sequence=-407.587546
[plan iscas99__b22] [plan] step=688 node=N6939 type=observe q_pred_lcb=-0.473570 sequence=-408.061116
[plan iscas99__b22] [plan] step=689 node=N6940 type=observe q_pred_lcb=-0.496725 sequence=-408.557841
[plan iscas99__b22] [plan] step=690 node=N6942 type=observe q_pred_lcb=-0.517589 sequence=-409.075430
[plan iscas99__b22] [plan] step=691 node=N6943 type=observe q_pred_lcb=-0.538187 sequence=-409.613617
[plan iscas99__b22] [plan] step=692 node=N6945 type=observe q_pred_lcb=-0.552436 sequence=-410.166053
[plan iscas99__b22] [plan] step=693 node=N6946 type=observe q_pred_lcb=-0.568112 sequence=-410.734165
[plan iscas99__b22] [plan] step=694 node=N6948 type=observe q_pred_lcb=-0.579809 sequence=-411.313974
[plan iscas99__b22] [plan] step=695 node=N6949 type=observe q_pred_lcb=-0.594438 sequence=-411.908413
[plan iscas99__b22] [plan] step=696 node=N6950 type=observe q_pred_lcb=-0.863473 sequence=-412.771885
[plan iscas99__b22] [plan] step=697 node=N6951 type=observe q_pred_lcb=-0.906237 sequence=-413.678122
[plan iscas99__b22] [plan] step=698 node=N6953 type=observe q_pred_lcb=-0.929535 sequence=-414.607657
[plan iscas99__b22] [plan] step=699 node=N6954 type=observe q_pred_lcb=-0.948525 sequence=-415.556183
[plan iscas99__b22] [plan] step=700 node=N6957 type=observe q_pred_lcb=-0.677132 sequence=-416.233315
[plan iscas99__b22] [plan] step=701 node=N6960 type=observe q_pred_lcb=-0.696180 sequence=-416.929495
[plan iscas99__b22] [plan] step=702 node=N6963 type=observe q_pred_lcb=-0.786900 sequence=-417.716395
[plan iscas99__b22] [plan] step=703 node=N6966 type=observe q_pred_lcb=-0.781214 sequence=-418.497608
[plan iscas99__b22] [plan] step=704 node=N6969 type=observe q_pred_lcb=-0.773856 sequence=-419.271465
[plan iscas99__b22] [plan] step=705 node=N6970 type=observe q_pred_lcb=-0.914600 sequence=-420.186065
[plan iscas99__b22] [plan] step=706 node=N6971 type=observe q_pred_lcb=-0.669758 sequence=-420.855823
[plan iscas99__b22] [plan] step=707 node=N6972 type=observe q_pred_lcb=-0.771876 sequence=-421.627699
[plan iscas99__b22] [plan] step=708 node=N6973 type=observe q_pred_lcb=-0.907277 sequence=-422.534976
[plan iscas99__b22] [plan] step=709 node=N6974 type=observe q_pred_lcb=-0.686189 sequence=-423.221165
[plan iscas99__b22] [plan] step=710 node=N6975 type=observe q_pred_lcb=-0.760197 sequence=-423.981362
[plan iscas99__b22] [plan] step=711 node=N6976 type=observe q_pred_lcb=-0.887208 sequence=-424.868571
[plan iscas99__b22] [plan] step=712 node=N6977 type=observe q_pred_lcb=-0.662197 sequence=-425.530768
[plan iscas99__b22] [plan] step=713 node=N6978 type=observe q_pred_lcb=-0.734132 sequence=-426.264900
[plan iscas99__b22] [plan] step=714 node=N6979 type=observe q_pred_lcb=-0.861956 sequence=-427.126856
[plan iscas99__b22] [plan] step=715 node=N6980 type=observe q_pred_lcb=-0.624941 sequence=-427.751797
[plan iscas99__b22] [plan] step=716 node=N6985 type=observe q_pred_lcb=-0.705848 sequence=-428.457645
[plan iscas99__b22] [plan] step=717 node=N6986 type=observe q_pred_lcb=-0.840113 sequence=-429.297758
[plan iscas99__b22] [plan] step=718 node=N6987 type=observe q_pred_lcb=-0.577931 sequence=-429.875689
[plan iscas99__b22] [plan] step=719 node=N7018 type=observe q_pred_lcb=-0.684482 sequence=-430.560171
[plan iscas99__b22] [plan] step=720 node=N7019 type=observe q_pred_lcb=-0.823929 sequence=-431.384101
[plan iscas99__b22] [plan] step=721 node=N7020 type=observe q_pred_lcb=-0.507614 sequence=-431.891715
[plan iscas99__b22] [plan] step=722 node=N7021 type=observe q_pred_lcb=-0.655621 sequence=-432.547336
[plan iscas99__b22] [plan] step=723 node=N7024 type=observe q_pred_lcb=-0.655542 sequence=-433.202878
[plan iscas99__b22] [plan] step=724 node=N7027 type=observe q_pred_lcb=-0.649035 sequence=-433.851912
[plan iscas99__b22] [plan] step=725 node=N7030 type=observe q_pred_lcb=-0.644574 sequence=-434.496486
[plan iscas99__b22] [plan] step=726 node=N7033 type=observe q_pred_lcb=-0.829492 sequence=-435.325979
[plan iscas99__b22] [plan] step=727 node=N7036 type=observe q_pred_lcb=-0.662227 sequence=-435.988206
[plan iscas99__b22] [plan] step=728 node=N7039 type=observe q_pred_lcb=-0.642821 sequence=-436.631027
[plan iscas99__b22] [plan] step=729 node=N7042 type=observe q_pred_lcb=-0.825796 sequence=-437.456823
[plan iscas99__b22] [plan] step=730 node=N7045 type=observe q_pred_lcb=-0.655051 sequence=-438.111874
[plan iscas99__b22] [plan] step=731 node=N7048 type=observe q_pred_lcb=-0.634849 sequence=-438.746723
[plan iscas99__b22] [plan] step=732 node=N7051 type=observe q_pred_lcb=-0.619994 sequence=-439.366717
[plan iscas99__b22] [plan] step=733 node=N7052 type=observe q_pred_lcb=-0.825834 sequence=-440.192551
[plan iscas99__b22] [plan] step=734 node=N7053 type=observe q_pred_lcb=0.427671 sequence=-439.764879
[plan iscas99__b22] [plan] step=735 node=N7054 type=observe q_pred_lcb=0.405615 sequence=-439.359265
[plan iscas99__b22] [plan] step=736 node=N7055 type=observe q_pred_lcb=0.287329 sequence=-439.071936
[plan iscas99__b22] [plan] step=737 node=N7478 type=observe q_pred_lcb=0.229683 sequence=-438.842253
[plan iscas99__b22] [plan] step=738 node=N7479 type=observe q_pred_lcb=-0.433734 sequence=-439.275987
[plan iscas99__b22] [plan] step=739 node=N7481 type=observe q_pred_lcb=0.005625 sequence=-439.270363
[plan iscas99__b22] [plan] step=740 node=N7482 type=observe q_pred_lcb=-0.480360 sequence=-439.750722
[plan iscas99__b22] [plan] step=741 node=N7483 type=observe q_pred_lcb=-0.413422 sequence=-440.164144
[plan iscas99__b22] [plan] step=742 node=N7484 type=observe q_pred_lcb=-0.105912 sequence=-440.270056
[plan iscas99__b22] [plan] step=743 node=N7485 type=observe q_pred_lcb=-0.550400 sequence=-440.820456
[plan iscas99__b22] [plan] step=744 node=N7486 type=observe q_pred_lcb=-0.479011 sequence=-441.299467
[plan iscas99__b22] [plan] step=745 node=N7487 type=observe q_pred_lcb=-0.217484 sequence=-441.516951
[plan iscas99__b22] [plan] step=746 node=N7488 type=observe q_pred_lcb=-0.622241 sequence=-442.139193
[plan iscas99__b22] [plan] step=747 node=N7490 type=observe q_pred_lcb=-0.298570 sequence=-442.437763
[plan iscas99__b22] [plan] step=748 node=N7491 type=observe q_pred_lcb=-0.665923 sequence=-443.103686
[plan iscas99__b22] [plan] step=749 node=N7492 type=observe q_pred_lcb=-0.572161 sequence=-443.675847
[plan iscas99__b22] [plan] step=750 node=N7493 type=observe q_pred_lcb=-0.374017 sequence=-444.049864
[plan iscas99__b22] [plan] step=751 node=N7494 type=observe q_pred_lcb=-0.715809 sequence=-444.765673
[plan iscas99__b22] [plan] step=752 node=N7495 type=observe q_pred_lcb=-0.615520 sequence=-445.381193
[plan iscas99__b22] [plan] step=753 node=N7496 type=observe q_pred_lcb=-0.448095 sequence=-445.829288
[plan iscas99__b22] [plan] step=754 node=N7497 type=observe q_pred_lcb=-0.756920 sequence=-446.586208
[plan iscas99__b22] [plan] step=755 node=N7498 type=observe q_pred_lcb=-0.646875 sequence=-447.233083
[plan iscas99__b22] [plan] step=756 node=N7499 type=observe q_pred_lcb=-0.502781 sequence=-447.735864
[plan iscas99__b22] [plan] step=757 node=N7500 type=observe q_pred_lcb=-0.784411 sequence=-448.520275
[plan iscas99__b22] [plan] step=758 node=N7502 type=observe q_pred_lcb=-0.558903 sequence=-449.079178
[plan iscas99__b22] [plan] step=759 node=N7503 type=observe q_pred_lcb=-0.809505 sequence=-449.888683
[plan iscas99__b22] [plan] step=760 node=N7505 type=observe q_pred_lcb=-0.268877 sequence=-450.157560
[plan iscas99__b22] [plan] step=761 node=N7506 type=observe q_pred_lcb=-0.758597 sequence=-450.916158
[plan iscas99__b22] [plan] step=762 node=N7507 type=observe q_pred_lcb=-0.806437 sequence=-451.722594
[plan iscas99__b22] [plan] step=763 node=N7508 type=observe q_pred_lcb=-0.567847 sequence=-452.290441
