[gmean] 2026-07-16T14:50:27 out_dir=autoresearch/improve-260716-1344/round3_b17/context_recall_c192
[gmean] 2026-07-16T14:50:27 budgets=iscas99__b17:994
[gmean] 2026-07-16T14:50:27 variant_start id=greedy__cumulative__q_pred_context__bw1__d1__c192__g1p0__candheuristic_recall_pool__div0p0__s0
[gmean] 2026-07-16T14:50:27 [1/1] plan_start benchmark=iscas99__b17 budget=994 planner=greedy score=q_pred_context
[plan iscas99__b17] [plan] step=539 node=N26252 type=observe q_pred_context=8.100000 sequence=2104.886199
[plan iscas99__b17] [plan] step=540 node=N24768 type=observe q_pred_context=8.100000 sequence=2112.986199
[plan iscas99__b17] [plan] step=541 node=N24772 type=observe q_pred_context=8.100000 sequence=2121.086199
[plan iscas99__b17] [plan] step=542 node=N19391 type=observe q_pred_context=8.100000 sequence=2129.186199
[plan iscas99__b17] [plan] step=543 node=N19398 type=observe q_pred_context=8.100000 sequence=2137.286199
[plan iscas99__b17] [plan] step=544 node=N19410 type=observe q_pred_context=8.100000 sequence=2145.386199
[plan iscas99__b17] [plan] step=545 node=N19425 type=observe q_pred_context=8.100000 sequence=2153.486199
[plan iscas99__b17] [plan] step=546 node=N26319 type=observe q_pred_context=8.100000 sequence=2161.586199
[plan iscas99__b17] [plan] step=547 node=N19388 type=observe q_pred_context=8.100000 sequence=2169.686199
[plan iscas99__b17] [plan] step=548 node=N19395 type=observe q_pred_context=8.100000 sequence=2177.786199
[plan iscas99__b17] [plan] step=549 node=N19402 type=observe q_pred_context=8.100000 sequence=2185.886199
[plan iscas99__b17] [plan] step=550 node=N19406 type=observe q_pred_context=8.100000 sequence=2193.986199
[plan iscas99__b17] [plan] step=551 node=N19424 type=observe q_pred_context=8.094851 sequence=2202.081050
[plan iscas99__b17] [plan] step=552 node=N19407 type=observe q_pred_context=8.100000 sequence=2210.181050
[plan iscas99__b17] [plan] step=553 node=N19416 type=observe q_pred_context=8.100000 sequence=2218.281050
[plan iscas99__b17] [plan] step=554 node=N19420 type=observe q_pred_context=8.100000 sequence=2226.381050
[plan iscas99__b17] [plan] step=555 node=N19429 type=observe q_pred_context=7.998491 sequence=2234.379541
[plan iscas99__b17] [plan] step=556 node=N19417 type=observe q_pred_context=7.927496 sequence=2242.307037
[plan iscas99__b17] [plan] step=557 node=N19403 type=observe q_pred_context=7.865282 sequence=2250.172318
[plan iscas99__b17] [plan] step=558 node=N19394 type=observe q_pred_context=7.813093 sequence=2257.985411
[plan iscas99__b17] [plan] step=559 node=N24764 type=observe q_pred_context=7.771493 sequence=2265.756904
[plan iscas99__b17] [plan] step=560 node=N24750 type=observe q_pred_context=7.742820 sequence=2273.499724
[plan iscas99__b17] [plan] step=561 node=N21778 type=observe q_pred_context=7.695961 sequence=2281.195685
[plan iscas99__b17] [plan] step=562 node=N26390 type=observe q_pred_context=7.488528 sequence=2288.684214
[plan iscas99__b17] [plan] step=563 node=N19421 type=observe q_pred_context=6.593056 sequence=2295.277270
[plan iscas99__b17] [plan] step=564 node=N26291 type=observe q_pred_context=5.853892 sequence=2301.131162
[plan iscas99__b17] [plan] step=565 node=N24778 type=observe q_pred_context=5.255415 sequence=2306.386577
[plan iscas99__b17] [plan] step=566 node=N26149 type=observe q_pred_context=4.592511 sequence=2310.979088
[plan iscas99__b17] [plan] step=567 node=N24782 type=observe q_pred_context=4.160577 sequence=2315.139665
[plan iscas99__b17] [plan] step=568 node=N19413 type=observe q_pred_context=3.872470 sequence=2319.012135
[plan iscas99__b17] [plan] step=569 node=N24736 type=observe q_pred_context=3.966949 sequence=2322.979083
[plan iscas99__b17] [plan] step=570 node=N20189 type=observe q_pred_context=5.278556 sequence=2328.257639
[plan iscas99__b17] [plan] step=571 node=N3573 type=observe q_pred_context=0.696433 sequence=2328.954072
[plan iscas99__b17] [plan] step=572 node=N3414 type=observe q_pred_context=0.756715 sequence=2329.710788
[plan iscas99__b17] [plan] step=573 node=N3387 type=observe q_pred_context=0.840193 sequence=2330.550981
[plan iscas99__b17] [plan] step=574 node=N3400 type=observe q_pred_context=0.732978 sequence=2331.283959
[plan iscas99__b17] [plan] step=575 node=N3575 type=observe q_pred_context=0.771304 sequence=2332.055263
[plan iscas99__b17] [plan] step=576 node=N3579 type=observe q_pred_context=0.748545 sequence=2332.803808
[plan iscas99__b17] [plan] step=577 node=N3382 type=observe q_pred_context=0.737443 sequence=2333.541251
[plan iscas99__b17] [plan] step=578 node=N3366 type=observe q_pred_context=0.749426 sequence=2334.290677
[plan iscas99__b17] [plan] step=579 node=N26607 type=observe q_pred_context=1.234801 sequence=2335.525478
[plan iscas99__b17] [plan] step=580 node=N26098 type=observe q_pred_context=2.699407 sequence=2338.224885
[plan iscas99__b17] [plan] step=581 node=N26618 type=observe q_pred_context=2.900786 sequence=2341.125671
[plan iscas99__b17] [plan] step=582 node=N26109 type=observe q_pred_context=4.140632 sequence=2345.266303
[plan iscas99__b17] [plan] step=583 node=N19432 type=observe q_pred_context=3.771691 sequence=2349.037993
[plan iscas99__b17] [plan] step=584 node=N3401 type=observe q_pred_context=6.098472 sequence=2355.136465
[plan iscas99__b17] [plan] step=585 node=N3507 type=observe q_pred_context=1.537913 sequence=2356.674379
[plan iscas99__b17] [plan] step=586 node=N3487 type=observe q_pred_context=1.275622 sequence=2357.950000
[plan iscas99__b17] [plan] step=587 node=N3485 type=observe q_pred_context=1.241752 sequence=2359.191753
[plan iscas99__b17] [plan] step=588 node=N3486 type=observe q_pred_context=3.173248 sequence=2362.365001
[plan iscas99__b17] [plan] step=589 node=N3830 type=observe q_pred_context=1.692286 sequence=2364.057287
[plan iscas99__b17] [plan] step=590 node=N3842 type=observe q_pred_context=1.770641 sequence=2365.827928
[plan iscas99__b17] [plan] step=591 node=N3497 type=observe q_pred_context=1.032908 sequence=2366.860836
[plan iscas99__b17] [plan] step=592 node=N3495 type=observe q_pred_context=0.920250 sequence=2367.781086
[plan iscas99__b17] [plan] step=593 node=N3292 type=observe q_pred_context=2.475690 sequence=2370.256775
[plan iscas99__b17] [plan] step=594 node=N1984 type=observe q_pred_context=3.600973 sequence=2373.857748
[plan iscas99__b17] [plan] step=595 node=N5157 type=observe q_pred_context=1.865133 sequence=2375.722881
[plan iscas99__b17] [plan] step=596 node=N8089 type=observe q_pred_context=2.377187 sequence=2378.100068
[plan iscas99__b17] [plan] step=597 node=N3496 type=observe q_pred_context=1.188688 sequence=2379.288756
[plan iscas99__b17] [plan] step=598 node=N3458 type=observe q_pred_context=0.958927 sequence=2380.247683
[plan iscas99__b17] [plan] step=599 node=N2086 type=control1 q_pred_context=3.701957 sequence=2383.949640
[plan iscas99__b17] [plan] step=600 node=N19835 type=observe q_pred_context=2.075184 sequence=2386.024824
[plan iscas99__b17] [plan] step=601 node=N1992 type=observe q_pred_context=1.403013 sequence=2387.427836
[plan iscas99__b17] [plan] step=602 node=N19428 type=observe q_pred_context=1.504778 sequence=2388.932615
[plan iscas99__b17] [plan] step=603 node=N3415 type=observe q_pred_context=1.896866 sequence=2390.829481
[plan iscas99__b17] [plan] step=604 node=N26314 type=observe q_pred_context=1.685984 sequence=2392.515465
[plan iscas99__b17] [plan] step=605 node=N3457 type=observe q_pred_context=0.895792 sequence=2393.411257
[plan iscas99__b17] [plan] step=606 node=N26402 type=observe q_pred_context=1.541710 sequence=2394.952967
[plan iscas99__b17] [plan] step=607 node=N19399 type=observe q_pred_context=4.200000 sequence=2399.152967
[plan iscas99__b17] [plan] step=608 node=N26416 type=observe q_pred_context=1.973201 sequence=2401.126168
[plan iscas99__b17] [plan] step=609 node=N21776 type=observe q_pred_context=2.984505 sequence=2404.110673
[plan iscas99__b17] [plan] step=610 node=N19386 type=observe q_pred_context=2.909149 sequence=2407.019823
[plan iscas99__b17] [plan] step=611 node=N26431 type=observe q_pred_context=3.271087 sequence=2410.290910
[plan iscas99__b17] [plan] step=612 node=N26440 type=observe q_pred_context=3.190105 sequence=2413.481015
[plan iscas99__b17] [plan] step=613 node=N26228 type=observe q_pred_context=3.189339 sequence=2416.670355
[plan iscas99__b17] [plan] step=614 node=N26409 type=observe q_pred_context=3.657010 sequence=2420.327365
[plan iscas99__b17] [plan] step=615 node=N26447 type=observe q_pred_context=3.657304 sequence=2423.984669
[plan iscas99__b17] [plan] step=616 node=N3516 type=observe q_pred_context=0.789578 sequence=2424.774247
[plan iscas99__b17] [plan] step=617 node=N3515 type=observe q_pred_context=0.873501 sequence=2425.647748
[plan iscas99__b17] [plan] step=618 node=N3517 type=observe q_pred_context=0.989757 sequence=2426.637505
[plan iscas99__b17] [plan] step=619 node=N3574 type=observe q_pred_context=1.039469 sequence=2427.676974
[plan iscas99__b17] [plan] step=620 node=N3293 type=observe q_pred_context=0.989718 sequence=2428.666692
[plan iscas99__b17] [plan] step=621 node=N3298 type=observe q_pred_context=0.851809 sequence=2429.518501
[plan iscas99__b17] [plan] step=622 node=N3445 type=observe q_pred_context=0.732559 sequence=2430.251060
[plan iscas99__b17] [plan] step=623 node=N3478 type=observe q_pred_context=0.774719 sequence=2431.025780
[plan iscas99__b17] [plan] step=624 node=N3479 type=observe q_pred_context=0.863466 sequence=2431.889246
[plan iscas99__b17] [plan] step=625 node=N3477 type=observe q_pred_context=0.772667 sequence=2432.661913
[plan iscas99__b17] [plan] step=626 node=N3444 type=observe q_pred_context=0.758158 sequence=2433.420071
[plan iscas99__b17] [plan] step=627 node=N3408 type=observe q_pred_context=0.730680 sequence=2434.150750
[plan iscas99__b17] [plan] step=628 node=N3407 type=observe q_pred_context=0.749340 sequence=2434.900090
[plan iscas99__b17] [plan] step=629 node=N3428 type=observe q_pred_context=0.728924 sequence=2435.629015
[plan iscas99__b17] [plan] step=630 node=N3429 type=observe q_pred_context=0.851659 sequence=2436.480673
[plan iscas99__b17] [plan] step=631 node=N3427 type=observe q_pred_context=0.750337 sequence=2437.231010
[plan iscas99__b17] [plan] step=632 node=N3536 type=observe q_pred_context=0.727879 sequence=2437.958889
[plan iscas99__b17] [plan] step=633 node=N3535 type=observe q_pred_context=0.751634 sequence=2438.710524
[plan iscas99__b17] [plan] step=634 node=N3563 type=observe q_pred_context=0.727345 sequence=2439.437868
[plan iscas99__b17] [plan] step=635 node=N3562 type=observe q_pred_context=0.752017 sequence=2440.189885
[plan iscas99__b17] [plan] step=636 node=N3451 type=observe q_pred_context=0.727027 sequence=2440.916912
[plan iscas99__b17] [plan] step=637 node=N3450 type=observe q_pred_context=0.894314 sequence=2441.811225
[plan iscas99__b17] [plan] step=638 node=N3505 type=observe q_pred_context=0.726655 sequence=2442.537881
[plan iscas99__b17] [plan] step=639 node=N3506 type=observe q_pred_context=0.917350 sequence=2443.455231
[plan iscas99__b17] [plan] step=640 node=N3544 type=observe q_pred_context=0.726490 sequence=2444.181721
[plan iscas99__b17] [plan] step=641 node=N25713 type=observe q_pred_context=1.245708 sequence=2445.427428
[plan iscas99__b17] [plan] step=642 node=N3545 type=observe q_pred_context=0.819871 sequence=2446.247300
[plan iscas99__b17] [plan] step=643 node=N3526 type=observe q_pred_context=0.726117 sequence=2446.973417
[plan iscas99__b17] [plan] step=644 node=N2201 type=control0 q_pred_context=1.701164 sequence=2448.674581
[plan iscas99__b17] [plan] step=645 node=N3527 type=observe q_pred_context=0.790914 sequence=2449.465494
[plan iscas99__b17] [plan] step=646 node=N3469 type=observe q_pred_context=0.729088 sequence=2450.194582
[plan iscas99__b17] [plan] step=647 node=N3470 type=observe q_pred_context=0.884098 sequence=2451.078680
[plan iscas99__b17] [plan] step=648 node=N3471 type=observe q_pred_context=0.945240 sequence=2452.023920
[plan iscas99__b17] [plan] step=649 node=N3848 type=observe q_pred_context=0.955012 sequence=2452.978932
[plan iscas99__b17] [plan] step=650 node=N3318 type=observe q_pred_context=0.777967 sequence=2453.756899
[plan iscas99__b17] [plan] step=651 node=N3332 type=observe q_pred_context=0.848248 sequence=2454.605146
[plan iscas99__b17] [plan] step=652 node=N3331 type=observe q_pred_context=0.963561 sequence=2455.568708
[plan iscas99__b17] [plan] step=653 node=N3330 type=observe q_pred_context=0.976144 sequence=2456.544852
[plan iscas99__b17] [plan] step=654 node=N3386 type=observe q_pred_context=0.762507 sequence=2457.307358
[plan iscas99__b17] [plan] step=655 node=N3347 type=observe q_pred_context=0.757176 sequence=2458.064534
[plan iscas99__b17] [plan] step=656 node=N3346 type=observe q_pred_context=0.958375 sequence=2459.022909
[plan iscas99__b17] [plan] step=657 node=N3348 type=observe q_pred_context=1.076066 sequence=2460.098976
[plan iscas99__b17] [plan] step=658 node=N3554 type=observe q_pred_context=0.745523 sequence=2460.844499
[plan iscas99__b17] [plan] step=659 node=N3553 type=observe q_pred_context=0.754905 sequence=2461.599404
[plan iscas99__b17] [plan] step=660 node=N3463 type=observe q_pred_context=0.741936 sequence=2462.341340
[plan iscas99__b17] [plan] step=661 node=N3464 type=observe q_pred_context=0.758704 sequence=2463.100043
[plan iscas99__b17] [plan] step=662 node=N19878 type=observe q_pred_context=1.253468 sequence=2464.353511
[plan iscas99__b17] [plan] step=663 node=N3338 type=observe q_pred_context=0.741802 sequence=2465.095313
[plan iscas99__b17] [plan] step=664 node=N3340 type=observe q_pred_context=0.914672 sequence=2466.009986
[plan iscas99__b17] [plan] step=665 node=N3860 type=observe q_pred_context=0.975922 sequence=2466.985908
[plan iscas99__b17] [plan] step=666 node=N3864 type=observe q_pred_context=0.928352 sequence=2467.914260
[plan iscas99__b17] [plan] step=667 node=N3868 type=observe q_pred_context=0.862672 sequence=2468.776932
[plan iscas99__b17] [plan] step=668 node=N3876 type=observe q_pred_context=0.831392 sequence=2469.608324
[plan iscas99__b17] [plan] step=669 node=N3339 type=observe q_pred_context=0.738789 sequence=2470.347114
[plan iscas99__b17] [plan] step=670 node=N3356 type=observe q_pred_context=0.728089 sequence=2471.075203
[plan iscas99__b17] [plan] step=671 node=N3354 type=observe q_pred_context=0.764603 sequence=2471.839806
[plan iscas99__b17] [plan] step=672 node=N3355 type=observe q_pred_context=0.781933 sequence=2472.621739
[plan iscas99__b17] [plan] step=673 node=N3358 type=observe q_pred_context=0.734744 sequence=2473.356483
[plan iscas99__b17] [plan] step=674 node=N7639 type=observe q_pred_context=0.879443 sequence=2474.235926
[plan iscas99__b17] [plan] step=675 node=N3490 type=observe q_pred_context=0.733686 sequence=2474.969612
[plan iscas99__b17] [plan] step=676 node=N3566 type=observe q_pred_context=0.733868 sequence=2475.703480
[plan iscas99__b17] [plan] step=677 node=N3568 type=observe q_pred_context=0.877865 sequence=2476.581345
[plan iscas99__b17] [plan] step=678 node=N7637 type=observe q_pred_context=0.807426 sequence=2477.388771
[plan iscas99__b17] [plan] step=679 node=N3510 type=observe q_pred_context=0.734358 sequence=2478.123129
[plan iscas99__b17] [plan] step=680 node=N3512 type=observe q_pred_context=0.872547 sequence=2478.995677
[plan iscas99__b17] [plan] step=681 node=N3396 type=observe q_pred_context=0.735338 sequence=2479.731014
[plan iscas99__b17] [plan] step=682 node=N3814 type=observe q_pred_context=0.845896 sequence=2480.576911
[plan iscas99__b17] [plan] step=683 node=N3818 type=observe q_pred_context=0.819211 sequence=2481.396121
[plan iscas99__b17] [plan] step=684 node=N3822 type=observe q_pred_context=0.797413 sequence=2482.193534
[plan iscas99__b17] [plan] step=685 node=N3834 type=observe q_pred_context=0.794294 sequence=2482.987828
[plan iscas99__b17] [plan] step=686 node=N3838 type=observe q_pred_context=0.807638 sequence=2483.795466
[plan iscas99__b17] [plan] step=687 node=N3319 type=observe q_pred_context=0.727647 sequence=2484.523113
[plan iscas99__b17] [plan] step=688 node=N3363 type=observe q_pred_context=0.844076 sequence=2485.367189
[plan iscas99__b17] [plan] step=689 node=N3362 type=observe q_pred_context=0.897438 sequence=2486.264627
[plan iscas99__b17] [plan] step=690 node=N3364 type=observe q_pred_context=0.942090 sequence=2487.206716
[plan iscas99__b17] [plan] step=691 node=N3379 type=observe q_pred_context=0.758621 sequence=2487.965338
[plan iscas99__b17] [plan] step=692 node=N3378 type=observe q_pred_context=0.917964 sequence=2488.883302
[plan iscas99__b17] [plan] step=693 node=N3380 type=observe q_pred_context=0.981531 sequence=2489.864834
[plan iscas99__b17] [plan] step=694 node=N19879 type=observe q_pred_context=0.874271 sequence=2490.739105
[plan iscas99__b17] [plan] step=695 node=N3325 type=observe q_pred_context=0.733048 sequence=2491.472153
[plan iscas99__b17] [plan] step=696 node=N3324 type=observe q_pred_context=0.892881 sequence=2492.365034
[plan iscas99__b17] [plan] step=697 node=N3323 type=observe q_pred_context=0.919656 sequence=2493.284690
[plan iscas99__b17] [plan] step=698 node=N3460 type=observe q_pred_context=0.738301 sequence=2494.022991
[plan iscas99__b17] [plan] step=699 node=N3447 type=observe q_pred_context=0.734042 sequence=2494.757034
[plan iscas99__b17] [plan] step=700 node=N3431 type=observe q_pred_context=0.744049 sequence=2495.501083
[plan iscas99__b17] [plan] step=701 node=N3539 type=observe q_pred_context=0.742100 sequence=2496.243183
[plan iscas99__b17] [plan] step=702 node=N3541 type=observe q_pred_context=0.941702 sequence=2497.184885
[plan iscas99__b17] [plan] step=703 node=N3342 type=observe q_pred_context=0.743419 sequence=2497.928305
[plan iscas99__b17] [plan] step=704 node=N3410 type=observe q_pred_context=0.737618 sequence=2498.665923
[plan iscas99__b17] [plan] step=705 node=N9042 type=observe q_pred_context=0.988807 sequence=2499.654729
[plan iscas99__b17] [plan] step=706 node=N3374 type=observe q_pred_context=0.745560 sequence=2500.400290
[plan iscas99__b17] [plan] step=707 node=N3370 type=observe q_pred_context=0.752496 sequence=2501.152786
[plan iscas99__b17] [plan] step=708 node=N3372 type=observe q_pred_context=0.978151 sequence=2502.130937
[plan iscas99__b17] [plan] step=709 node=N3371 type=observe q_pred_context=0.816216 sequence=2502.947153
[plan iscas99__b17] [plan] step=710 node=N3389 type=observe q_pred_context=0.773743 sequence=2503.720896
[plan iscas99__b17] [plan] step=711 node=N25756 type=observe q_pred_context=0.962275 sequence=2504.683172
[plan iscas99__b17] [plan] step=712 node=N3393 type=observe q_pred_context=0.766506 sequence=2505.449677
[plan iscas99__b17] [plan] step=713 node=N3394 type=observe q_pred_context=0.910412 sequence=2506.360090
[plan iscas99__b17] [plan] step=714 node=N3350 type=observe q_pred_context=0.765128 sequence=2507.125217
[plan iscas99__b17] [plan] step=715 node=N2217 type=control0 q_pred_context=1.575455 sequence=2508.700673
[plan iscas99__b17] [plan] step=716 node=N2188 type=control0 q_pred_context=1.801713 sequence=2510.502385
[plan iscas99__b17] [plan] step=717 node=N2188 type=control1 q_pred_context=0.888685 sequence=2511.391071
[plan iscas99__b17] [plan] step=718 node=N2219 type=control0 q_pred_context=0.877873 sequence=2512.268944
[plan iscas99__b17] [plan] step=719 node=N9505 type=observe q_pred_context=0.996206 sequence=2513.265150
[plan iscas99__b17] [plan] step=720 node=N17825 type=control0 q_pred_context=0.844014 sequence=2514.109163
[plan iscas99__b17] [plan] step=721 node=N25757 type=observe q_pred_context=1.034847 sequence=2515.144011
[plan iscas99__b17] [plan] step=722 node=N20562 type=control0 q_pred_context=0.857153 sequence=2516.001164
[plan iscas99__b17] [plan] step=723 node=N3764 type=observe q_pred_context=0.832233 sequence=2516.833397
[plan iscas99__b17] [plan] step=724 node=N3771 type=observe q_pred_context=0.999792 sequence=2517.833189
[plan iscas99__b17] [plan] step=725 node=N3774 type=observe q_pred_context=0.979164 sequence=2518.812353
[plan iscas99__b17] [plan] step=726 node=N8938 type=observe q_pred_context=0.758990 sequence=2519.571343
[plan iscas99__b17] [plan] step=727 node=N19855 type=observe q_pred_context=0.900985 sequence=2520.472328
[plan iscas99__b17] [plan] step=728 node=N2921 type=observe q_pred_context=0.765499 sequence=2521.237827
[plan iscas99__b17] [plan] step=729 node=N8937 type=observe q_pred_context=0.758996 sequence=2521.996823
[plan iscas99__b17] [plan] step=730 node=N25733 type=observe q_pred_context=0.941738 sequence=2522.938561
[plan iscas99__b17] [plan] step=731 node=N3765 type=observe q_pred_context=0.777481 sequence=2523.716043
[plan iscas99__b17] [plan] step=732 node=N26107 type=observe q_pred_context=0.758970 sequence=2524.475012
[plan iscas99__b17] [plan] step=733 node=N3530 type=observe q_pred_context=0.758911 sequence=2525.233923
[plan iscas99__b17] [plan] step=734 node=N3532 type=observe q_pred_context=0.908938 sequence=2526.142862
[plan iscas99__b17] [plan] step=735 node=N2192 type=control0 q_pred_context=1.583058 sequence=2527.725919
[plan iscas99__b17] [plan] step=736 node=N2192 type=control1 q_pred_context=0.809867 sequence=2528.535786
[plan iscas99__b17] [plan] step=737 node=N3557 type=observe q_pred_context=0.758981 sequence=2529.294767
[plan iscas99__b17] [plan] step=738 node=N3559 type=observe q_pred_context=0.882944 sequence=2530.177711
[plan iscas99__b17] [plan] step=739 node=N3548 type=observe q_pred_context=0.758876 sequence=2530.936587
[plan iscas99__b17] [plan] step=740 node=N3550 type=observe q_pred_context=0.908051 sequence=2531.844638
[plan iscas99__b17] [plan] step=741 node=N3520 type=observe q_pred_context=0.754700 sequence=2532.599338
[plan iscas99__b17] [plan] step=742 node=N3522 type=observe q_pred_context=0.928389 sequence=2533.527727
[plan iscas99__b17] [plan] step=743 node=N19864 type=observe q_pred_context=1.115970 sequence=2534.643698
[plan iscas99__b17] [plan] step=744 node=N2148 type=observe q_pred_context=0.759181 sequence=2535.402879
[plan iscas99__b17] [plan] step=745 node=N3417 type=observe q_pred_context=0.758947 sequence=2536.161826
[plan iscas99__b17] [plan] step=746 node=N19868 type=observe q_pred_context=0.933701 sequence=2537.095527
[plan iscas99__b17] [plan] step=747 node=N3334 type=observe q_pred_context=0.794274 sequence=2537.889801
[plan iscas99__b17] [plan] step=748 node=N3500 type=observe q_pred_context=0.759004 sequence=2538.648805
[plan iscas99__b17] [plan] step=749 node=N3502 type=observe q_pred_context=0.878574 sequence=2539.527379
[plan iscas99__b17] [plan] step=750 node=N3531 type=observe q_pred_context=0.759374 sequence=2540.286754
[plan iscas99__b17] [plan] step=751 node=N3558 type=observe q_pred_context=0.759172 sequence=2541.045926
[plan iscas99__b17] [plan] step=752 node=N3491 type=observe q_pred_context=0.768911 sequence=2541.814836
[plan iscas99__b17] [plan] step=753 node=N3492 type=observe q_pred_context=0.897963 sequence=2542.712799
[plan iscas99__b17] [plan] step=754 node=N3511 type=observe q_pred_context=0.765877 sequence=2543.478676
[plan iscas99__b17] [plan] step=755 node=N3567 type=observe q_pred_context=0.763290 sequence=2544.241966
[plan iscas99__b17] [plan] step=756 node=N3540 type=observe q_pred_context=0.762728 sequence=2545.004694
[plan iscas99__b17] [plan] step=757 node=N3501 type=observe q_pred_context=0.755134 sequence=2545.759829
[plan iscas99__b17] [plan] step=758 node=N3327 type=observe q_pred_context=0.753996 sequence=2546.513824
[plan iscas99__b17] [plan] step=759 node=N3437 type=observe q_pred_context=0.752509 sequence=2547.266333
[plan iscas99__b17] [plan] step=760 node=N3436 type=observe q_pred_context=0.762488 sequence=2548.028821
[plan iscas99__b17] [plan] step=761 node=N3435 type=observe q_pred_context=0.766200 sequence=2548.795021
[plan iscas99__b17] [plan] step=762 node=N3424 type=observe q_pred_context=0.751359 sequence=2549.546380
[plan iscas99__b17] [plan] step=763 node=N26129 type=observe q_pred_context=0.746567 sequence=2550.292947
[plan iscas99__b17] [plan] step=764 node=N3439 type=observe q_pred_context=0.743924 sequence=2551.036871
[plan iscas99__b17] [plan] step=765 node=N26103 type=observe q_pred_context=0.735325 sequence=2551.772197
[plan iscas99__b17] [plan] step=766 node=N26099 type=observe q_pred_context=0.749808 sequence=2552.522005
[plan iscas99__b17] [plan] step=767 node=N26123 type=observe q_pred_context=0.748151 sequence=2553.270156
[plan iscas99__b17] [plan] step=768 node=N26121 type=observe q_pred_context=0.751332 sequence=2554.021488
[plan iscas99__b17] [plan] step=769 node=N26119 type=observe q_pred_context=0.751612 sequence=2554.773100
[plan iscas99__b17] [plan] step=770 node=N26125 type=observe q_pred_context=0.751319 sequence=2555.524419
[plan iscas99__b17] [plan] step=771 node=N26101 type=observe q_pred_context=0.751261 sequence=2556.275681
[plan iscas99__b17] [plan] step=772 node=N3549 type=observe q_pred_context=0.751261 sequence=2557.026942
[plan iscas99__b17] [plan] step=773 node=N26105 type=observe q_pred_context=0.751257 sequence=2557.778199
[plan iscas99__b17] [plan] step=774 node=N26115 type=observe q_pred_context=0.751260 sequence=2558.529459
[plan iscas99__b17] [plan] step=775 node=N26111 type=observe q_pred_context=0.751263 sequence=2559.280722
[plan iscas99__b17] [plan] step=776 node=N26085 type=observe q_pred_context=0.751275 sequence=2560.031997
[plan iscas99__b17] [plan] step=777 node=N3453 type=observe q_pred_context=0.751283 sequence=2560.783280
[plan iscas99__b17] [plan] step=778 node=N3403 type=observe q_pred_context=0.751269 sequence=2561.534549
[plan iscas99__b17] [plan] step=779 node=N3521 type=observe q_pred_context=0.757580 sequence=2562.292129
[plan iscas99__b17] [plan] step=780 node=N26113 type=observe q_pred_context=0.768168 sequence=2563.060297
[plan iscas99__b17] [plan] step=781 node=N3466 type=observe q_pred_context=0.776276 sequence=2563.836573
[plan iscas99__b17] [plan] step=782 node=N3421 type=observe q_pred_context=0.791852 sequence=2564.628424
[plan iscas99__b17] [plan] step=783 node=N3422 type=observe q_pred_context=0.989364 sequence=2565.617788
[plan iscas99__b17] [plan] step=784 node=N3473 type=observe q_pred_context=0.834368 sequence=2566.452156
[plan iscas99__b17] [plan] step=785 node=N3481 type=observe q_pred_context=0.833985 sequence=2567.286141
[plan iscas99__b17] [plan] step=786 node=N3304 type=observe q_pred_context=0.830978 sequence=2568.117119
[plan iscas99__b17] [plan] step=787 node=N9502 type=observe q_pred_context=0.815409 sequence=2568.932528
[plan iscas99__b17] [plan] step=788 node=N3768 type=observe q_pred_context=0.812261 sequence=2569.744789
[plan iscas99__b17] [plan] step=789 node=N28765 type=observe q_pred_context=0.811050 sequence=2570.555839
[plan iscas99__b17] [plan] step=790 node=N28759 type=observe q_pred_context=0.810696 sequence=2571.366536
[plan iscas99__b17] [plan] step=791 node=N28762 type=observe q_pred_context=0.919715 sequence=2572.286251
[plan iscas99__b17] [plan] step=792 node=N28755 type=observe q_pred_context=0.923725 sequence=2573.209975
[plan iscas99__b17] [plan] step=793 node=N28761 type=observe q_pred_context=0.925380 sequence=2574.135355
[plan iscas99__b17] [plan] step=794 node=N28757 type=observe q_pred_context=0.925994 sequence=2575.061349
[plan iscas99__b17] [plan] step=795 node=N28764 type=observe q_pred_context=0.922965 sequence=2575.984314
[plan iscas99__b17] [plan] step=796 node=N28758 type=observe q_pred_context=0.945706 sequence=2576.930020
[plan iscas99__b17] [plan] step=797 node=N28760 type=observe q_pred_context=0.938093 sequence=2577.868113
[plan iscas99__b17] [plan] step=798 node=N28763 type=observe q_pred_context=0.940506 sequence=2578.808619
[plan iscas99__b17] [plan] step=799 node=N27363 type=observe q_pred_context=0.957580 sequence=2579.766199
[plan iscas99__b17] [plan] step=800 node=N19876 type=observe q_pred_context=1.247769 sequence=2581.013968
[plan iscas99__b17] [plan] step=801 node=N26505 type=observe q_pred_context=1.317620 sequence=2582.331587
[plan iscas99__b17] [plan] step=802 node=N26423 type=observe q_pred_context=1.385888 sequence=2583.717475
[plan iscas99__b17] [plan] step=803 node=N26506 type=observe q_pred_context=1.562060 sequence=2585.279535
[plan iscas99__b17] [plan] step=804 node=N26282 type=observe q_pred_context=1.418459 sequence=2586.697994
[plan iscas99__b17] [plan] step=805 node=N1988 type=observe q_pred_context=1.684217 sequence=2588.382211
[plan iscas99__b17] [plan] step=806 node=N26164 type=observe q_pred_context=1.592544 sequence=2589.974755
[plan iscas99__b17] [plan] step=807 node=N3775 type=observe q_pred_context=2.059351 sequence=2592.034105
