* Log file for the circuit autoresearch/deeptpi_table2_restored_bench/max_aig.bench.
test  122: 00101110100111110000000001100101110111011010000110011010010101000110001010101110011100110110000110111101011101100001111110100001111111011101010101110000100110100110111010010010101000110010110100010100000011011000010111100001101001000011011111001000011000011100101110111111010100000000110001001011010000011011111100011110000010110010011000010010001001110011111100100101110010011001000100110000101110011110001110101111001110100010001111100111000101110101101001011011010011010010011100000001011000000011111100000000 011000100001001111010001010101010100000101110011110010001011000011001000010000000110110100010011000110000100011111100011110010001    1 faults detected
test  123: 11111110101011100000101111100000100101111001001100000110100001001011011000110101011000001100010010100100001010011100100110111101001010010000001010010100000100100111111100110110100011011011001000010011010010110110010001100110000100001111000111101101100110000110101110000010001100110010010001110011011101101100111110100010100010101111010000001011110111010111111111100101011100110110101101000000110111011011101101111100010111100100111010101100001010010111000101110000101110110101001000011101001111001001001011000100 011010001110011000000010010011100000011100110000100111011000011000001110101001101010010000001010111100010011100010100111011110100    1 faults detected
test  124: 11110001010011110111111011101010110111001001000111011000101101010110010001110100111010100000000101111010000001010001010001101010011100011101001110000101001001001101010100111101111100111000000101111011101101010011001111110011000111100010000001010101001011101011111000001011010011010001101111011111000111011100000001110111111000001000001010000101101100110000111011000000010111101000111100011101101000011100111001001011101001110101110101000111011001011100101010111010110011101101101100100101111000010001000110111101 000110011100110011101110101100010011000111010101100100110111000010010110101101011111001111001010101100010010011101101011000001100    1 faults detected
test  125: 01111101000001111010110000001000111000000111001010000011111011000010011101111011010001100101010100011110001000010011111100111100101100010001100100110110100101101010001101010011011000111011101001011000000011010101101000110101011011000011011100010101100010000100110101010001001001001000111101111010111001100010011101011111111010000010110010101010011111000111100001000100110110110101010001001000000100011110100010111100100011010100110001111111011011000111000111100110010010111010100110100111100101000001011000100110 111111011010011011101010001001101010111111010001001001001101111011001010001011001010100101100011100000001010010001101110000010100    2 faults detected
test  126: 11001000011111001100011011010010001111011110011001110010100001100001011100111101011100000001000011010101001011101101111110101110010111011111110001000001010011000111001001011000110010001001111101101111111010011010110110010000101000011101101111111001100111100010110110011001100100011000010000011011110001101110111100100001011000110010001000010011111110000110001011111011101110000011100101000010100000010011101111101000110011000011000100100011000111001010011100010101111001000101001011001111011100100001101110001000 100100011000000010011101100011111101110010111101110000110010000010110110010110000100101100001011001110010111100110110101011111101    1 faults detected
test  127: 00100010000001110100000111111111000001000010101011011110001100100100000011000101011100100000010000001110010011010110100110011001100011000001101110100001001001111111011101010111100000110010100101001111000011010010001010001011011101011010011010011010000100001010111000000001001100110001011111100000100100011101000001100111011011101110001111011101011001100011100011011101110000000100011010000001111101010000100110101000000001000110010110100011011010000101001010001010001000011111111001100001011110101001100001111011 101000011011010001001100100110000011001100100110000000011101100001011010111111100101000100100001100110010111101000001110010000100    1 faults detected
test  128: 00001011010001001000001100111011100010101000010100000101011110111110011000001001100000101001110011101001001000110110011111101111111101010010010000101100101111010001010010101110101101011101111110000101110101100000000001010000010011010001100110010000101000110100101110010010111100000001110111000101001111101101101010101000101001100110011101100100100000100110011100110010000111111100101010001111001010111011100010110000010010010100001111001111101011100101101000101010101110011000111011011000010001001111000000110001 100000000011011111111011010111011011010110011001001000010101001000111010100110110011110001101110100001001010001111001101011000100    1 faults detected
test  129: 11100111110011010100111000011011111100110001000000010001000000101001101101100010010110100001001010010010101000010011100001111101100001100000111100111111111101000111100111100101110010001011000011000011010000100011101001000010001001110011011000011001110011001100001101011010110000001001001000110100111011101001001011010011100111000110110011000111101000001011010110101010111010110011111101011100111011111010011101111110001111001001100000111111101011101000001010100010000011000011100010100101100101000110011010001011 110111000011111010110010100101100001100011001010001000100011000101011011001011010100000010000000110111001101110010101011010011001    3 faults detected
test  130: 01000011101100110001101010100111100011101010111000010100101011001000101111000101111001000011110000111110010111010001001010000000101011011110100000101000100111101110010011000100111000011010101100110011000011100111111000101111110110100110000111111001111000001101111111001001011001111100000010000001100110001101101001011011110111110000000001110110001001000000101001000001100000000011110010011011010101000100001010001001110010000010000001000111011101000110111001011111000001100011000111011110001011011011111011000010 001110110001011011011101001100010110000100000100001110001100110010110001100011010011000001111111011010100010110001011001011110011    2 faults detected
test  131: 01010100000100111111101110011000110100011111010100100000100001000001110000101001110110011010101011100001011111101001010011010101111001110010011110001000010010110111000110101100101010100010011101000110110000101111100000011001100010011110011000000001100010001011110110110100101011100111010001011110010000111011111110110101011100001101000100011010100001100000011100000100110110111011100101000101100000011111100001110010111111110110000111110000110100011110101111001001010010110010010011111111011001101010101101010000 010010100101000000110011000111110000011011001110111110000010000100111000010001101010000001011111110100111011101101010110000010100   11 faults detected
test  132: 01101101010001011011011010010011011100111110101010111100110010111110001001010101001001110100101100101101101001101101001110100100001100011001110011011011001000100110100100100111111100001011001001100111100001111011111010111101110011110110100011000100000100110011111010101110111010010110010010011111001101010110101010111100011111011000111001010000011010110111011000001001111010010001011100110001101011001010110110100011100010101110101010000011101110001110011001110011101100101010101011100101111100001100010000010000 000111101111011111011100001010000001100111100101111001110101110000001101000001100011111110100010011000110111011101111111101000100    1 faults detected
test  133: 01101111110101000110111011101000010100101110000110010101100100100001011110001111101101111110101101001000111001001101111000001001110011101011010101010001010010111000011100101000111110101101000010010011000000001001011010100100001010011010100000110111101000111000101111101000001100001010001000000111111010001111001010001001000101111101111111010001110011000100110011110101111101100110111101111000111110101010010011101011011010110111100101100010110011001001010111000000011101110100110001111000001011111111001100110000 010110111111001100111101101011101010011001101011101100101000011010011101101110000010101001100111010010101000001010111101011110100    3 faults detected
test  134: 00011101011001011111111111101000111010011110011000100111011000000001000100001100001011011000000000011011010000111110110010001010111000001010111001001100011100000110011001110111001100000110011110000110101011110110110110000100000001011011101000000111100000001001010111110011011001001100000111011010001100010001110001100011001110011110001100011000110110100011111111111100111110111011101111110101011010011001001000111111010111101010111000000101001100110100010101011101001000101001110001010111101001000000001011110001 011001001111010110010000100100000100011010110011101111100100000101000100000110100000110000000101110000011111111101101110100010000    1 faults detected
test  135: 00001101111010101111011011011000110001110100100010001101110110111011011011101111001110110101001010110100100110100100010000001111011001001111001110101001000010111001011011010010010110100000000111101100010011011010100111010110000111000000011110101000110000010010010011100010110111010011010100001011101011010000001110000111101101000000111011000111001001101110101010001011011001111100100110111110101100001010101101011101101101100010101011111000011000001111111111001110101010101110000110011001100101110100010010010100 101010110100011100101100111011000101000000010110110010100111000101101111111110111110010011000100110001011000101111110100000100001    1 faults detected
test  136: 00011011000000000010110101011001110000011111111011110100110001111000011100000010101001111001011100101000111110111000000000100100001011001001110101111111110110010111100000000010000111111100111001101110110101000111101000011010110011011111111111100000000111101000011110000011111010011010010011011010011100100001111011000000010111001100010010001111110101001000011001000010111110100000101010111111010100101111101101000011000010100010010000101101100111010110110100011110010111100111100110000100110101101010010000100011 110000100011111100111001110001000011110100011010101100000001110111010000110011001110011101010111110010101111110000001010001101100    1 faults detected
test  137: 10001001001011010101011000101101010110010000100001001111011000111010010100001110111001110111110011101101011110101010111001110000010011010101001011100110010010101100100100010011110000001011001001110110010100101101010110001110101001001011000001100000000000011011100011100001101111100000000101110111110110001000010100111101101110100101010000010101010111101010111100110010000110000001101101000000011101111000011001101110011011101111010111010100100010111001111110011001110001011100100110000100001010100010110011010101 000110001001010111001111000100111001011110001010110010001010111101010100110111000100110000110000010111000011011101101001001000000    1 faults detected
test  138: 01111111001100010011101001111011101010001111011000011101011010001111011110110000100000011111000101001001110101110100000101100100110111000111010010110111001100111011110010111110000011100110110111001000000011110100001001100110100111001001011100110100011110111000110110110001000111001101000101100100011110001111010000101001110011000010100010100101010110110111000110100001111111011000010010000000010100010001010111001001111001011000101110111001111111011111110110011000001000111001010111001101100001111111111100001100 011101010101000011000000110100011111111111101010100001000101010000100110110101010011001010110110100100001001010010010101111111000    2 faults detected
test  139: 11110101001001011101000000111110110000101111011110110001010110011110010101111011111101111110111001010101100110001101111000001000111010100000010010000100110011111111101000001111011001111000111110001011100001100101110010110011100000010100101011101111001111001011101111001001010111111101011101011110100101000100100011010101010010000101100000010000101000111110001001010010001100000100001100001101010110100111000001101011101110001110111011001001101111011001101111011101001110000001100010101111110011111100111100110000 011101000110011001011110000100100001111010001101101010110110000011000110100000111111001011101100011111111011111110010101101110101    1 faults detected
test  140: 01000100000111010011101001101110010101110000101011000110110100101100100100101110011001100110011110000001111000110000011010110011001111001010100110010100010000110101100011000111101010111110111101110101110100100101101111101001011010001000000011011001001100100111110111011000001000000000011000001110010100011100000001110100000110010110110010001100001101000111101111011000110011010110110100101101000111000101101100100010011111010111001001010101001001001010100110110000001100000000011111111111101011110000111100001111 111011001001011001110110110110110011100001001111101001111101010100011010000001000111001111110110010010001111000010111110100111001    2 faults detected
test  141: 10001000011110001111011001011000011100001011000101100111111001111001111011100100110101011101110001111100101101111001011111101000000110100110010110110011011010010001100010101100010000011110000011001011000110001110110011110001100111011011100111110011111111101100000011010100001001000100010000011101010101101011101010001100010100110000101101100101100001101110011000100111110100101111101001001011001101110101011010101101111010001001010111000001101010110101000000010000000010100100001001010011110100111010010111110101 110011011010101100001011000001111001001100111010000101001100011010010011011011011101101111010011100101010101101110110100011111111    3 faults detected
test  142: 01110110011101000101110101100110001100110100011101001010001011000010111100001010010100000100011110101101110110110010001110001111011100101111111010000100101101000001111011010110100001100010001101011001101100101001101111011100100110001111011010110101110100101110011111010010011011100011111110010111001100100011010111001000000101001110011010011001010110000011011001010111011010111110110001101100111110110110100000101111100000011110000100010101111110001011101100011000011101001010011000001111010011000011101010100001 000111100000001110011010111010111011111001111101101010011000111001011011011011001001110010010101111011001001101010111011110010101    3 faults detected
test  143: 10010000100010000000001110001110101101000001000100111111111101101100000110110111000000101110011100111100010011000000110000111111100001111101001010101010011000101000000110000011001011000000100111011001011110001001011010110101111101001001101111010110111000000110100000101011010010111010101111101010100111011100011001111011100111010001011101010010100101000101000011010110001101111010101111111101101110000010110100110011001001110010111011110100000001110111100111001101100100000101101110111100111111000000110000001110 011110101110011011011101101111111111010001010010011010100000001100011001011001010111100111010101111111111110110001110110100001000    1 faults detected
test  144: 11111111010000100011001101101101100110001100111100100101010110101111001010001100111001110111000101001001011001001001101010000010001100101010000101100010010110010110101110110011001010100111101101000111001011010101010011000000010001000011110111100111100111110001001011111000101011111000100000111110011010111010111110100011000100001011100000001010111010101011100001011010000110001101101111001010111101111100111101101010011000010100111010111000010001011011111110100111111101101100111001010100011001001111100101111101 010111010100101001001110111010010101101010101001111110001000100110110100001010111110001010101101001001111100101011001111101111101    3 faults detected

End of test pattern generation.

	*******************************************************
	*                                                     *
	*          Welcome to atalanta (version 2.0)          *
	*                                                     *
	*               Dong S. Ha (ha@vt.edu)                *
	*            Web: http://www.ee.vt.edu/ha             *
	*  Virginia Polytechnic Institute & State University  *
	*                                                     *
	*******************************************************

******   SUMMARY OF TEST PATTERN GENERATION RESULTS   ******
1. Circuit structure
   Name of the circuit                       : Restored_from_DeepTPI_ITC22_npz_graph:_max_aig
   Number of primary inputs                  : 512
   Number of primary outputs                 : 129
   Number of gates                           : 8927
   Level of the circuit                      : 333

2. ATPG parameters
   Test pattern generation Mode              : RPT + DTPG + TC
   Limit of random patterns (packets)        : 16
   Backtrack limit                           : 10
   Initial random number generator seed      : 2026
   Test pattern compaction Mode              : NONE 

3. Test pattern generation results
   Number of test patterns                   : 0
   Fault coverage                            : 59.796 %
   Number of collapsed faults                : 7758
   Number of identified redundant faults     : 0
   Number of aborted faults                  : 3119
   Total number of backtrackings             : 0

4. Memory used                               : 0.000 MB

5. CPU time
   Initialization                            : 0.017 Secs
   Fault simulation                          : 0.267 Secs
   FAN                                       : 0.000 Secs
   Total                                     : 0.283 Secs

* List of undetected faults:
N5273 /1 undetected
N9107 /1 undetected
N5205 /1 undetected
N9091 /1 undetected
N5201 /1 undetected
N5200 /1 undetected
N9099 /1 undetected
N5185 /1 undetected
N5198 /1 undetected
N9079 /1 undetected
N5196 /1 undetected
N5194 /1 undetected
N9093 /1 undetected
N5171 /1 undetected
N5193 /1 undetected
N5156 /1 undetected
N5191 /1 undetected
N9090 /1 undetected
N5173 /1 undetected
N9096 /1 undetected
N5165 /1 undetected
N5130 /1 undetected
N5128 /1 undetected
N5127 /1 undetected
N9069 /1 undetected
N5125 /1 undetected
N5123 /1 undetected
N9057 /1 undetected
N5076 /1 undetected
N5121 /1 undetected
N9063 /1 undetected
N5090 /1 undetected
N5119 /1 undetected
N9071 /1 undetected
N5117 /1 undetected
N5115 /1 undetected
N9073 /1 undetected
N5106 /1 undetected
N5113 /1 undetected
N9051 /1 undetected
N5062 /1 undetected
N5111 /1 undetected
N5109 /1 undetected
N9070 /1 undetected
N5108 /1 undetected
N9076 /1 undetected
N5100 /1 undetected
N5050 /1 undetected
N5048 /1 undetected
N5047 /1 undetected
N9035 /1 undetected
N5045 /1 undetected
N5043 /1 undetected
N5042 /1 undetected
N9023 /1 undetected
N4984 /1 undetected
N5040 /1 undetected
N9037 /1 undetected
N5013 /1 undetected
N5038 /1 undetected
N9043 /1 undetected
N5036 /1 undetected
N9045 /1 undetected
N5027 /1 undetected
N5035 /1 undetected
N9029 /1 undetected
N4998 /1 undetected
N5033 /1 undetected
N5031 /1 undetected
N9034 /1 undetected
N5030 /1 undetected
N9042 /1 undetected
N5029 /1 undetected
N9048 /1 undetected
N5021 /1 undetected
N4972 /1 undetected
N4970 /1 undetected
N4969 /1 undetected
N9019 /1 undetected
N4967 /1 undetected
N4965 /1 undetected
N9007 /1 undetected
N4932 /1 undetected
N4963 /1 undetected
N9016 /1 undetected
N4940 /1 undetected
N4961 /1 undetected
N9021 /1 undetected
N4959 /1 undetected
N4957 /1 undetected
N8995 /1 undetected
N4904 /1 undetected
N4955 /1 undetected
N9001 /1 undetected
N4918 /1 undetected
N4953 /1 undetected
N4951 /1 undetected
N9020 /1 undetected
N4906 /1 undetected
N8998 /1 undetected
N4898 /1 undetected
N4892 /1 undetected
N4890 /1 undetected
N4889 /1 undetected
N8979 /1 undetected
N4887 /1 undetected
N4885 /1 undetected
N4884 /1 undetected
N8981 /1 undetected
N4855 /1 undetected
N4882 /1 undetected
N8967 /1 undetected
N4826 /1 undetected
N4880 /1 undetected
N8987 /1 undetected
N4878 /1 undetected
N8989 /1 undetected
N4869 /1 undetected
N4877 /1 undetected
N8973 /1 undetected
N4840 /1 undetected
N4875 /1 undetected
N4873 /1 undetected
N8978 /1 undetected
N4872 /1 undetected
N8986 /1 undetected
N4871 /1 undetected
N8992 /1 undetected
N4863 /1 undetected
N4814 /1 undetected
N4812 /1 undetected
N4811 /1 undetected
N8963 /1 undetected
N4809 /1 undetected
N4807 /1 undetected
N8951 /1 undetected
N4774 /1 undetected
N4805 /1 undetected
N8957 /1 undetected
N4788 /1 undetected
N4803 /1 undetected
N8965 /1 undetected
N4801 /1 undetected
N4799 /1 undetected
N8939 /1 undetected
N4746 /1 undetected
N4797 /1 undetected
N8945 /1 undetected
N4760 /1 undetected
N4795 /1 undetected
N4793 /1 undetected
N8964 /1 undetected
N4748 /1 undetected
N8942 /1 undetected
N4740 /1 undetected
N4734 /1 undetected
N4732 /1 undetected
N4731 /1 undetected
N8923 /1 undetected
N4729 /1 undetected
N4727 /1 undetected
N4726 /1 undetected
N8925 /1 undetected
N4697 /1 undetected
N4724 /1 undetected
N8911 /1 undetected
N4668 /1 undetected
N4722 /1 undetected
N8931 /1 undetected
N4720 /1 undetected
N8933 /1 undetected
N4711 /1 undetected
N4719 /1 undetected
N8917 /1 undetected
N4682 /1 undetected
N4717 /1 undetected
N4715 /1 undetected
N8922 /1 undetected
N4714 /1 undetected
N8930 /1 undetected
N4713 /1 undetected
N8936 /1 undetected
N4705 /1 undetected
N4656 /1 undetected
N4654 /1 undetected
N4653 /1 undetected
N8907 /1 undetected
N4651 /1 undetected
N4649 /1 undetected
N8895 /1 undetected
N4616 /1 undetected
N4647 /1 undetected
N8904 /1 undetected
N4624 /1 undetected
N4645 /1 undetected
N8909 /1 undetected
N4643 /1 undetected
N4641 /1 undetected
N8883 /1 undetected
N4588 /1 undetected
N4639 /1 undetected
N8889 /1 undetected
N4602 /1 undetected
N4637 /1 undetected
N4635 /1 undetected
N8908 /1 undetected
N4590 /1 undetected
N8886 /1 undetected
N4582 /1 undetected
N4576 /1 undetected
N4574 /1 undetected
N4573 /1 undetected
N8867 /1 undetected
N4571 /1 undetected
N4569 /1 undetected
N4568 /1 undetected
N8875 /1 undetected
N4553 /1 undetected
N4566 /1 undetected
N8855 /1 undetected
N4510 /1 undetected
N4564 /1 undetected
N8881 /1 undetected
N4562 /1 undetected
N8869 /1 undetected
N4539 /1 undetected
N4561 /1 undetected
N8861 /1 undetected
N4524 /1 undetected
N4559 /1 undetected
N4557 /1 undetected
N8866 /1 undetected
N4556 /1 undetected
N8880 /1 undetected
N4541 /1 undetected
N8872 /1 undetected
N4533 /1 undetected
N4498 /1 undetected
N4496 /1 undetected
N4495 /1 undetected
N8845 /1 undetected
N4493 /1 undetected
N4491 /1 undetected
N8833 /1 undetected
N4444 /1 undetected
N4489 /1 undetected
N8839 /1 undetected
N4458 /1 undetected
N4487 /1 undetected
N8847 /1 undetected
N4485 /1 undetected
N4483 /1 undetected
N8849 /1 undetected
N4474 /1 undetected
N4481 /1 undetected
N8827 /1 undetected
N4430 /1 undetected
N4479 /1 undetected
N4477 /1 undetected
N8846 /1 undetected
N4476 /1 undetected
N8852 /1 undetected
N4468 /1 undetected
N4418 /1 undetected
N4416 /1 undetected
N4415 /1 undetected
N8805 /1 undetected
N4366 /1 undetected
N4413 /1 undetected
N8811 /1 undetected
N4411 /1 undetected
N4409 /1 undetected
N4408 /1 undetected
N8813 /1 undetected
N4381 /1 undetected
N4406 /1 undetected
N8799 /1 undetected
N4352 /1 undetected
N4404 /1 undetected
N8819 /1 undetected
N4402 /1 undetected
N8821 /1 undetected
N4395 /1 undetected
N4401 /1 undetected
N4399 /1 undetected
N8810 /1 undetected
N4398 /1 undetected
N8818 /1 undetected
N4397 /1 undetected
N8824 /1 undetected
N4389 /1 undetected
N4340 /1 undetected
N4338 /1 undetected
N4337 /1 undetected
N8789 /1 undetected
N4335 /1 undetected
N4333 /1 undetected
N8777 /1 undetected
N4286 /1 undetected
N4331 /1 undetected
N8786 /1 undetected
N4294 /1 undetected
N4329 /1 undetected
N8791 /1 undetected
N4327 /1 undetected
N4325 /1 undetected
N8793 /1 undetected
N4316 /1 undetected
N4323 /1 undetected
N8771 /1 undetected
N4272 /1 undetected
N4321 /1 undetected
N4319 /1 undetected
N8790 /1 undetected
N4318 /1 undetected
N8796 /1 undetected
N4310 /1 undetected
N4260 /1 undetected
N4258 /1 undetected
N4256 /1 undetected
N4255 /1 undetected
N8768 /1 undetected
N4237 /1 undetected
N4253 /1 undetected
N8069 /1 undetected
N2954 /1 undetected
N4251 /1 undetected
N4249 /1 undetected
N4248 /1 undetected
N4247 /1 undetected
N8751 /1 undetected
N4209 /1 undetected
N4245 /1 undetected
N8765 /1 undetected
N4243 /1 undetected
N4231 /1 undetected
N8757 /1 undetected
N4229 /1 undetected
N8759 /1 undetected
N4223 /1 undetected
N4228 /1 undetected
N4226 /1 undetected
N8756 /1 undetected
N4225 /1 undetected
N8762 /1 undetected
N4217 /1 undetected
N4197 /1 undetected
N4195 /1 undetected
N4194 /1 undetected
N4193 /1 undetected
N4192 /1 undetected
N8711 /1 undetected
N4190 /1 undetected
N4188 /1 undetected
N8713 /1 undetected
N4094 /1 undetected
N4186 /1 undetected
N8705 /1 undetected
N4080 /1 undetected
N4184 /1 undetected
N8719 /1 undetected
N4182 /1 undetected
N4180 /1 undetected
N8693 /1 undetected
N4052 /1 undetected
N4178 /1 undetected
N8699 /1 undetected
N4066 /1 undetected
N4176 /1 undetected
N8721 /1 undetected
N4174 /1 undetected
N8723 /1 undetected
N4111 /1 undetected
N4173 /1 undetected
N8735 /1 undetected
N4171 /1 undetected
N4169 /1 undetected
N4168 /1 undetected
N8729 /1 undetected
N4125 /1 undetected
N4166 /1 undetected
N8743 /1 undetected
N4155 /1 undetected
N4164 /1 undetected
N8749 /1 undetected
N4162 /1 undetected
N8737 /1 undetected
N4141 /1 undetected
N4161 /1 undetected
N4159 /1 undetected
N8734 /1 undetected
N4158 /1 undetected
N8748 /1 undetected
N4143 /1 undetected
N8740 /1 undetected
N4135 /1 undetected
N4040 /1 undetected
N4038 /1 undetected
N4037 /1 undetected
N8677 /1 undetected
N4035 /1 undetected
N4033 /1 undetected
N4032 /1 undetected
N8671 /1 undetected
N3967 /1 undetected
N4030 /1 undetected
N8643 /1 undetected
N3908 /1 undetected
N4028 /1 undetected
N8649 /1 undetected
N4026 /1 undetected
N4024 /1 undetected
N8657 /1 undetected
N4022 /1 undetected
N4020 /1 undetected
N4019 /1 undetected
N8679 /1 undetected
N3982 /1 undetected
N4017 /1 undetected
N8651 /1 undetected
N3923 /1 undetected
N4015 /1 undetected
N8691 /1 undetected
N4013 /1 undetected
N4011 /1 undetected
N8685 /1 undetected
N3996 /1 undetected
N4009 /1 undetected
N8659 /1 undetected
N3937 /1 undetected
N4007 /1 undetected
N8637 /1 undetected
N3894 /1 undetected
N4005 /1 undetected
N8668 /1 undetected
N3947 /1 undetected
N4003 /1 undetected
N4001 /1 undetected
N4000 /1 undetected
N8690 /1 undetected
N8676 /1 undetected
N3941 /1 undetected
N8648 /1 undetected
N3940 /1 undetected
N8656 /1 undetected
N3939 /1 undetected
N8662 /1 undetected
N3931 /1 undetected
N3882 /1 undetected
N3880 /1 undetected
N3879 /1 undetected
N3878 /1 undetected
N3877 /1 undetected
N8597 /1 undetected
N3875 /1 undetected
N3873 /1 undetected
N8599 /1 undetected
N3779 /1 undetected
N3871 /1 undetected
N8594 /1 undetected
N3759 /1 undetected
N3869 /1 undetected
N8605 /1 undetected
N3867 /1 undetected
N3865 /1 undetected
N8579 /1 undetected
N3737 /1 undetected
N3863 /1 undetected
N8585 /1 undetected
N3751 /1 undetected
N3861 /1 undetected
N8607 /1 undetected
N3859 /1 undetected
N8609 /1 undetected
N3796 /1 undetected
N3858 /1 undetected
N8621 /1 undetected
N3856 /1 undetected
N3854 /1 undetected
N3853 /1 undetected
N8615 /1 undetected
N3810 /1 undetected
N3851 /1 undetected
N8623 /1 undetected
N3826 /1 undetected
N3849 /1 undetected
N8629 /1 undetected
N3847 /1 undetected
N8631 /1 undetected
N3840 /1 undetected
N3846 /1 undetected
N3844 /1 undetected
N8620 /1 undetected
N3843 /1 undetected
N8628 /1 undetected
N3842 /1 undetected
N8634 /1 undetected
N3834 /1 undetected
N3725 /1 undetected
N3723 /1 undetected
N3722 /1 undetected
N3721 /1 undetected
N8547 /1 undetected
N3719 /1 undetected
N3717 /1 undetected
N8521 /1 undetected
N3576 /1 undetected
N3715 /1 undetected
N8541 /1 undetected
N3618 /1 undetected
N3713 /1 undetected
N8539 /1 undetected
N3711 /1 undetected
N3709 /1 undetected
N8527 /1 undetected
N3590 /1 undetected
N3707 /1 undetected
N8533 /1 undetected
N3604 /1 undetected
N3705 /1 undetected
N8549 /1 undetected
N3703 /1 undetected
N3701 /1 undetected
N8569 /1 undetected
N3699 /1 undetected
N3697 /1 undetected
N8557 /1 undetected
N3649 /1 undetected
N3695 /1 undetected
N8563 /1 undetected
N3663 /1 undetected
N3693 /1 undetected
N8571 /1 undetected
N3691 /1 undetected
N3689 /1 undetected
N8551 /1 undetected
N3635 /1 undetected
N3687 /1 undetected
N8573 /1 undetected
N3679 /1 undetected
N3685 /1 undetected
N3683 /1 undetected
N8548 /1 undetected
N3682 /1 undetected
N8570 /1 undetected
N3681 /1 undetected
N8576 /1 undetected
N3673 /1 undetected
N3564 /1 undetected
N3562 /1 undetected
N3560 /1 undetected
N3559 /1 undetected
N8334 /1 undetected
N2962 /1 undetected
N3557 /1 undetected
N8340 /1 undetected
N2976 /1 undetected
N3555 /1 undetected
N3553 /1 undetected
N3551 /1 undetected
N3549 /1 undetected
N3548 /1 undetected
N8343 /1 undetected
N2996 /1 undetected
N3546 /1 undetected
N8515 /1 undetected
N3539 /1 undetected
N3544 /1 undetected
N3542 /1 undetected
N3541 /1 undetected
N8518 /1 undetected
N3533 /1 undetected
N3527 /1 undetected
N8512 /1 undetected
N3514 /1 undetected
N3525 /1 undetected
N3523 /1 undetected
N3522 /1 undetected
N8509 /1 undetected
N3520 /1 undetected
N3508 /1 undetected
N8503 /1 undetected
N3499 /1 undetected
N3506 /1 undetected
N3504 /1 undetected
N3503 /1 undetected
N8497 /1 undetected
N3482 /1 undetected
N3501 /1 undetected
N8506 /1 undetected
N3493 /1 undetected
N3487 /1 undetected
N3485 /1 undetected
N3484 /1 undetected
N8500 /1 undetected
N3476 /1 undetected
N3470 /1 undetected
N8494 /1 undetected
N3457 /1 undetected
N3468 /1 undetected
N3466 /1 undetected
N3465 /1 undetected
N8491 /1 undetected
N3463 /1 undetected
N3451 /1 undetected
N8352 /1 undetected
N3004 /1 undetected
N3449 /1 undetected
N3447 /1 undetected
N3445 /1 undetected
N3443 /1 undetected
N3442 /1 undetected
N8355 /1 undetected
N3024 /1 undetected
N3440 /1 undetected
N8485 /1 undetected
N3433 /1 undetected
N3438 /1 undetected
N3436 /1 undetected
N3435 /1 undetected
N8488 /1 undetected
N3427 /1 undetected
N3421 /1 undetected
N8482 /1 undetected
N3408 /1 undetected
N3419 /1 undetected
N3417 /1 undetected
N3416 /1 undetected
N8479 /1 undetected
N3414 /1 undetected
N3402 /1 undetected
N8473 /1 undetected
N3393 /1 undetected
N3400 /1 undetected
N3398 /1 undetected
N3397 /1 undetected
N8364 /1 undetected
N3032 /1 undetected
N3395 /1 undetected
N8476 /1 undetected
N3387 /1 undetected
N3381 /1 undetected
N3379 /1 undetected
N3377 /1 undetected
N3375 /1 undetected
N3374 /1 undetected
N8370 /1 undetected
N3046 /1 undetected
N3372 /1 undetected
N8470 /1 undetected
N3359 /1 undetected
N3370 /1 undetected
N3368 /1 undetected
N3367 /1 undetected
N8467 /1 undetected
N3365 /1 undetected
N3353 /1 undetected
N8464 /1 undetected
N3340 /1 undetected
N3351 /1 undetected
N3349 /1 undetected
N3348 /1 undetected
N8461 /1 undetected
N3346 /1 undetected
N3334 /1 undetected
N8455 /1 undetected
N3325 /1 undetected
N3332 /1 undetected
N3330 /1 undetected
N3329 /1 undetected
N8376 /1 undetected
N3060 /1 undetected
N3327 /1 undetected
N8458 /1 undetected
N3319 /1 undetected
N3313 /1 undetected
N3311 /1 undetected
N3309 /1 undetected
N3307 /1 undetected
N3306 /1 undetected
N8379 /1 undetected
N3080 /1 undetected
N3304 /1 undetected
N8449 /1 undetected
N3297 /1 undetected
N3302 /1 undetected
N3300 /1 undetected
N3299 /1 undetected
N8452 /1 undetected
N3291 /1 undetected
N3285 /1 undetected
N8446 /1 undetected
N3270 /1 undetected
N3283 /1 undetected
N3281 /1 undetected
N3280 /1 undetected
N8440 /1 undetected
N3253 /1 undetected
N3278 /1 undetected
N8443 /1 undetected
N3276 /1 undetected
N3264 /1 undetected
N3262 /1 undetected
N3261 /1 undetected
N8437 /1 undetected
N3259 /1 undetected
N3247 /1 undetected
N8431 /1 undetected
N3240 /1 undetected
N3245 /1 undetected
N3243 /1 undetected
N3242 /1 undetected
N8434 /1 undetected
N3234 /1 undetected
N3228 /1 undetected
N8425 /1 undetected
N3221 /1 undetected
N3226 /1 undetected
N3224 /1 undetected
N3223 /1 undetected
N8428 /1 undetected
N3215 /1 undetected
N3209 /1 undetected
N8419 /1 undetected
N3200 /1 undetected
N3207 /1 undetected
N3205 /1 undetected
N3204 /1 undetected
N8388 /1 undetected
N3088 /1 undetected
N3202 /1 undetected
N8422 /1 undetected
N3194 /1 undetected
N3188 /1 undetected
N3186 /1 undetected
N3184 /1 undetected
N3182 /1 undetected
N3181 /1 undetected
