benchmark_id,sequence_id,step,net,type,insertion_sequence,delta_test_coverage,status
subckt_0228,structural:subckt_0228:00,25,new_n30927_,CP0,"[{""net"":""__buf_split_24663"",""type"":""CP0""},{""net"":""new_n31920_"",""type"":""CP1""},{""net"":""new_n32946_"",""type"":""CP1""},{""net"":""new_n31922_"",""type"":""CP1""},{""net"":""new_n33940_"",""type"":""CP1""},{""net"":""new_n31890_"",""type"":""CP0""},{""net"":""new_n31524_"",""type"":""CP1""},{""net"":""new_n31913_"",""type"":""CP0""},{""net"":""__buf_split_24665"",""type"":""CP1""},{""net"":""new_n33946_"",""type"":""CP1""},{""net"":""new_n31912_"",""type"":""CP1""},{""net"":""__buf_split_26290"",""type"":""CP0""},{""net"":""__buf_split_24561"",""type"":""CP1""},{""net"":""new_n30928_"",""type"":""CP1""},{""net"":""new_n33936_"",""type"":""CP1""},{""net"":""__buf_split_24331"",""type"":""CP0""},{""net"":""new_n33949_"",""type"":""CP1""},{""net"":""new_n31916_"",""type"":""CP1""},{""net"":""new_n30922_"",""type"":""CP1""},{""net"":""__buf_split_26289"",""type"":""CP0""},{""net"":""new_n31914_"",""type"":""CP1""},{""net"":""new_n31919_"",""type"":""CP0""},{""net"":""__buf_split_24417"",""type"":""OP""},{""net"":""__buf_split_23867"",""type"":""CP0""},{""net"":""new_n30927_"",""type"":""CP0""}]",0.0,ok
subckt_0228,structural:subckt_0228:00,26,new_n30924_,CP1,"[{""net"":""__buf_split_24663"",""type"":""CP0""},{""net"":""new_n31920_"",""type"":""CP1""},{""net"":""new_n32946_"",""type"":""CP1""},{""net"":""new_n31922_"",""type"":""CP1""},{""net"":""new_n33940_"",""type"":""CP1""},{""net"":""new_n31890_"",""type"":""CP0""},{""net"":""new_n31524_"",""type"":""CP1""},{""net"":""new_n31913_"",""type"":""CP0""},{""net"":""__buf_split_24665"",""type"":""CP1""},{""net"":""new_n33946_"",""type"":""CP1""},{""net"":""new_n31912_"",""type"":""CP1""},{""net"":""__buf_split_26290"",""type"":""CP0""},{""net"":""__buf_split_24561"",""type"":""CP1""},{""net"":""new_n30928_"",""type"":""CP1""},{""net"":""new_n33936_"",""type"":""CP1""},{""net"":""__buf_split_24331"",""type"":""CP0""},{""net"":""new_n33949_"",""type"":""CP1""},{""net"":""new_n31916_"",""type"":""CP1""},{""net"":""new_n30922_"",""type"":""CP1""},{""net"":""__buf_split_26289"",""type"":""CP0""},{""net"":""new_n31914_"",""type"":""CP1""},{""net"":""new_n31919_"",""type"":""CP0""},{""net"":""__buf_split_24417"",""type"":""OP""},{""net"":""__buf_split_23867"",""type"":""CP0""},{""net"":""new_n30927_"",""type"":""CP0""},{""net"":""new_n30924_"",""type"":""CP1""}]",0.0,ok
subckt_0228,structural:subckt_0228:00,27,__buf_split_26299,CP0,"[{""net"":""__buf_split_24663"",""type"":""CP0""},{""net"":""new_n31920_"",""type"":""CP1""},{""net"":""new_n32946_"",""type"":""CP1""},{""net"":""new_n31922_"",""type"":""CP1""},{""net"":""new_n33940_"",""type"":""CP1""},{""net"":""new_n31890_"",""type"":""CP0""},{""net"":""new_n31524_"",""type"":""CP1""},{""net"":""new_n31913_"",""type"":""CP0""},{""net"":""__buf_split_24665"",""type"":""CP1""},{""net"":""new_n33946_"",""type"":""CP1""},{""net"":""new_n31912_"",""type"":""CP1""},{""net"":""__buf_split_26290"",""type"":""CP0""},{""net"":""__buf_split_24561"",""type"":""CP1""},{""net"":""new_n30928_"",""type"":""CP1""},{""net"":""new_n33936_"",""type"":""CP1""},{""net"":""__buf_split_24331"",""type"":""CP0""},{""net"":""new_n33949_"",""type"":""CP1""},{""net"":""new_n31916_"",""type"":""CP1""},{""net"":""new_n30922_"",""type"":""CP1""},{""net"":""__buf_split_26289"",""type"":""CP0""},{""net"":""new_n31914_"",""type"":""CP1""},{""net"":""new_n31919_"",""type"":""CP0""},{""net"":""__buf_split_24417"",""type"":""OP""},{""net"":""__buf_split_23867"",""type"":""CP0""},{""net"":""new_n30927_"",""type"":""CP0""},{""net"":""new_n30924_"",""type"":""CP1""},{""net"":""__buf_split_26299"",""type"":""CP0""}]",0.0,ok
subckt_0228,structural:subckt_0228:00,28,new_n30926_,CP1,"[{""net"":""__buf_split_24663"",""type"":""CP0""},{""net"":""new_n31920_"",""type"":""CP1""},{""net"":""new_n32946_"",""type"":""CP1""},{""net"":""new_n31922_"",""type"":""CP1""},{""net"":""new_n33940_"",""type"":""CP1""},{""net"":""new_n31890_"",""type"":""CP0""},{""net"":""new_n31524_"",""type"":""CP1""},{""net"":""new_n31913_"",""type"":""CP0""},{""net"":""__buf_split_24665"",""type"":""CP1""},{""net"":""new_n33946_"",""type"":""CP1""},{""net"":""new_n31912_"",""type"":""CP1""},{""net"":""__buf_split_26290"",""type"":""CP0""},{""net"":""__buf_split_24561"",""type"":""CP1""},{""net"":""new_n30928_"",""type"":""CP1""},{""net"":""new_n33936_"",""type"":""CP1""},{""net"":""__buf_split_24331"",""type"":""CP0""},{""net"":""new_n33949_"",""type"":""CP1""},{""net"":""new_n31916_"",""type"":""CP1""},{""net"":""new_n30922_"",""type"":""CP1""},{""net"":""__buf_split_26289"",""type"":""CP0""},{""net"":""new_n31914_"",""type"":""CP1""},{""net"":""new_n31919_"",""type"":""CP0""},{""net"":""__buf_split_24417"",""type"":""OP""},{""net"":""__buf_split_23867"",""type"":""CP0""},{""net"":""new_n30927_"",""type"":""CP0""},{""net"":""new_n30924_"",""type"":""CP1""},{""net"":""__buf_split_26299"",""type"":""CP0""},{""net"":""new_n30926_"",""type"":""CP1""}]",0.0,ok
subckt_0228,structural:subckt_0228:00,29,new_n30925_,CP0,"[{""net"":""__buf_split_24663"",""type"":""CP0""},{""net"":""new_n31920_"",""type"":""CP1""},{""net"":""new_n32946_"",""type"":""CP1""},{""net"":""new_n31922_"",""type"":""CP1""},{""net"":""new_n33940_"",""type"":""CP1""},{""net"":""new_n31890_"",""type"":""CP0""},{""net"":""new_n31524_"",""type"":""CP1""},{""net"":""new_n31913_"",""type"":""CP0""},{""net"":""__buf_split_24665"",""type"":""CP1""},{""net"":""new_n33946_"",""type"":""CP1""},{""net"":""new_n31912_"",""type"":""CP1""},{""net"":""__buf_split_26290"",""type"":""CP0""},{""net"":""__buf_split_24561"",""type"":""CP1""},{""net"":""new_n30928_"",""type"":""CP1""},{""net"":""new_n33936_"",""type"":""CP1""},{""net"":""__buf_split_24331"",""type"":""CP0""},{""net"":""new_n33949_"",""type"":""CP1""},{""net"":""new_n31916_"",""type"":""CP1""},{""net"":""new_n30922_"",""type"":""CP1""},{""net"":""__buf_split_26289"",""type"":""CP0""},{""net"":""new_n31914_"",""type"":""CP1""},{""net"":""new_n31919_"",""type"":""CP0""},{""net"":""__buf_split_24417"",""type"":""OP""},{""net"":""__buf_split_23867"",""type"":""CP0""},{""net"":""new_n30927_"",""type"":""CP0""},{""net"":""new_n30924_"",""type"":""CP1""},{""net"":""__buf_split_26299"",""type"":""CP0""},{""net"":""new_n30926_"",""type"":""CP1""},{""net"":""new_n30925_"",""type"":""CP0""}]",0.0,ok
subckt_0228,structural:subckt_0228:00,30,new_n30933_,OP,"[{""net"":""__buf_split_24663"",""type"":""CP0""},{""net"":""new_n31920_"",""type"":""CP1""},{""net"":""new_n32946_"",""type"":""CP1""},{""net"":""new_n31922_"",""type"":""CP1""},{""net"":""new_n33940_"",""type"":""CP1""},{""net"":""new_n31890_"",""type"":""CP0""},{""net"":""new_n31524_"",""type"":""CP1""},{""net"":""new_n31913_"",""type"":""CP0""},{""net"":""__buf_split_24665"",""type"":""CP1""},{""net"":""new_n33946_"",""type"":""CP1""},{""net"":""new_n31912_"",""type"":""CP1""},{""net"":""__buf_split_26290"",""type"":""CP0""},{""net"":""__buf_split_24561"",""type"":""CP1""},{""net"":""new_n30928_"",""type"":""CP1""},{""net"":""new_n33936_"",""type"":""CP1""},{""net"":""__buf_split_24331"",""type"":""CP0""},{""net"":""new_n33949_"",""type"":""CP1""},{""net"":""new_n31916_"",""type"":""CP1""},{""net"":""new_n30922_"",""type"":""CP1""},{""net"":""__buf_split_26289"",""type"":""CP0""},{""net"":""new_n31914_"",""type"":""CP1""},{""net"":""new_n31919_"",""type"":""CP0""},{""net"":""__buf_split_24417"",""type"":""OP""},{""net"":""__buf_split_23867"",""type"":""CP0""},{""net"":""new_n30927_"",""type"":""CP0""},{""net"":""new_n30924_"",""type"":""CP1""},{""net"":""__buf_split_26299"",""type"":""CP0""},{""net"":""new_n30926_"",""type"":""CP1""},{""net"":""new_n30925_"",""type"":""CP0""},{""net"":""new_n30933_"",""type"":""OP""}]",0.0,ok
subckt_0228,structural:subckt_0228:00,31,__buf_split_24344,OP,"[{""net"":""__buf_split_24663"",""type"":""CP0""},{""net"":""new_n31920_"",""type"":""CP1""},{""net"":""new_n32946_"",""type"":""CP1""},{""net"":""new_n31922_"",""type"":""CP1""},{""net"":""new_n33940_"",""type"":""CP1""},{""net"":""new_n31890_"",""type"":""CP0""},{""net"":""new_n31524_"",""type"":""CP1""},{""net"":""new_n31913_"",""type"":""CP0""},{""net"":""__buf_split_24665"",""type"":""CP1""},{""net"":""new_n33946_"",""type"":""CP1""},{""net"":""new_n31912_"",""type"":""CP1""},{""net"":""__buf_split_26290"",""type"":""CP0""},{""net"":""__buf_split_24561"",""type"":""CP1""},{""net"":""new_n30928_"",""type"":""CP1""},{""net"":""new_n33936_"",""type"":""CP1""},{""net"":""__buf_split_24331"",""type"":""CP0""},{""net"":""new_n33949_"",""type"":""CP1""},{""net"":""new_n31916_"",""type"":""CP1""},{""net"":""new_n30922_"",""type"":""CP1""},{""net"":""__buf_split_26289"",""type"":""CP0""},{""net"":""new_n31914_"",""type"":""CP1""},{""net"":""new_n31919_"",""type"":""CP0""},{""net"":""__buf_split_24417"",""type"":""OP""},{""net"":""__buf_split_23867"",""type"":""CP0""},{""net"":""new_n30927_"",""type"":""CP0""},{""net"":""new_n30924_"",""type"":""CP1""},{""net"":""__buf_split_26299"",""type"":""CP0""},{""net"":""new_n30926_"",""type"":""CP1""},{""net"":""new_n30925_"",""type"":""CP0""},{""net"":""new_n30933_"",""type"":""OP""},{""net"":""__buf_split_24344"",""type"":""OP""}]",0.0,ok
subckt_0228,structural:subckt_0228:00,32,__buf_split_24416,OP,"[{""net"":""__buf_split_24663"",""type"":""CP0""},{""net"":""new_n31920_"",""type"":""CP1""},{""net"":""new_n32946_"",""type"":""CP1""},{""net"":""new_n31922_"",""type"":""CP1""},{""net"":""new_n33940_"",""type"":""CP1""},{""net"":""new_n31890_"",""type"":""CP0""},{""net"":""new_n31524_"",""type"":""CP1""},{""net"":""new_n31913_"",""type"":""CP0""},{""net"":""__buf_split_24665"",""type"":""CP1""},{""net"":""new_n33946_"",""type"":""CP1""},{""net"":""new_n31912_"",""type"":""CP1""},{""net"":""__buf_split_26290"",""type"":""CP0""},{""net"":""__buf_split_24561"",""type"":""CP1""},{""net"":""new_n30928_"",""type"":""CP1""},{""net"":""new_n33936_"",""type"":""CP1""},{""net"":""__buf_split_24331"",""type"":""CP0""},{""net"":""new_n33949_"",""type"":""CP1""},{""net"":""new_n31916_"",""type"":""CP1""},{""net"":""new_n30922_"",""type"":""CP1""},{""net"":""__buf_split_26289"",""type"":""CP0""},{""net"":""new_n31914_"",""type"":""CP1""},{""net"":""new_n31919_"",""type"":""CP0""},{""net"":""__buf_split_24417"",""type"":""OP""},{""net"":""__buf_split_23867"",""type"":""CP0""},{""net"":""new_n30927_"",""type"":""CP0""},{""net"":""new_n30924_"",""type"":""CP1""},{""net"":""__buf_split_26299"",""type"":""CP0""},{""net"":""new_n30926_"",""type"":""CP1""},{""net"":""new_n30925_"",""type"":""CP0""},{""net"":""new_n30933_"",""type"":""OP""},{""net"":""__buf_split_24344"",""type"":""OP""},{""net"":""__buf_split_24416"",""type"":""OP""}]",0.0,ok
subckt_0393,structural:subckt_0393:00,1,329,CP0,"[{""net"":""329"",""type"":""CP0""}]",0.0,ok
subckt_0393,structural:subckt_0393:00,2,__buf_split_196,CP0,"[{""net"":""329"",""type"":""CP0""},{""net"":""__buf_split_196"",""type"":""CP0""}]",0.0,ok
subckt_0393,structural:subckt_0393:00,3,__buf_split_204,CP0,"[{""net"":""329"",""type"":""CP0""},{""net"":""__buf_split_196"",""type"":""CP0""},{""net"":""__buf_split_204"",""type"":""CP0""}]",0.0,ok
subckt_0393,structural:subckt_0393:00,4,__buf_split_210,CP0,"[{""net"":""329"",""type"":""CP0""},{""net"":""__buf_split_196"",""type"":""CP0""},{""net"":""__buf_split_204"",""type"":""CP0""},{""net"":""__buf_split_210"",""type"":""CP0""}]",0.0,ok
subckt_0393,structural:subckt_0393:00,5,__aig_and_174,CP1,"[{""net"":""329"",""type"":""CP0""},{""net"":""__buf_split_196"",""type"":""CP0""},{""net"":""__buf_split_204"",""type"":""CP0""},{""net"":""__buf_split_210"",""type"":""CP0""},{""net"":""__aig_and_174"",""type"":""CP1""}]",0.0,ok
subckt_0393,structural:subckt_0393:00,6,__buf_split_222,CP0,"[{""net"":""329"",""type"":""CP0""},{""net"":""__buf_split_196"",""type"":""CP0""},{""net"":""__buf_split_204"",""type"":""CP0""},{""net"":""__buf_split_210"",""type"":""CP0""},{""net"":""__aig_and_174"",""type"":""CP1""},{""net"":""__buf_split_222"",""type"":""CP0""}]",0.0,ok
subckt_0393,structural:subckt_0393:00,7,__aig_and_227,CP1,"[{""net"":""329"",""type"":""CP0""},{""net"":""__buf_split_196"",""type"":""CP0""},{""net"":""__buf_split_204"",""type"":""CP0""},{""net"":""__buf_split_210"",""type"":""CP0""},{""net"":""__aig_and_174"",""type"":""CP1""},{""net"":""__buf_split_222"",""type"":""CP0""},{""net"":""__aig_and_227"",""type"":""CP1""}]",0.0,ok
subckt_0393,structural:subckt_0393:00,8,__aig_not_246,CP1,"[{""net"":""329"",""type"":""CP0""},{""net"":""__buf_split_196"",""type"":""CP0""},{""net"":""__buf_split_204"",""type"":""CP0""},{""net"":""__buf_split_210"",""type"":""CP0""},{""net"":""__aig_and_174"",""type"":""CP1""},{""net"":""__buf_split_222"",""type"":""CP0""},{""net"":""__aig_and_227"",""type"":""CP1""},{""net"":""__aig_not_246"",""type"":""CP1""}]",0.0,ok
subckt_0393,structural:subckt_0393:00,9,__buf_split_188,CP0,"[{""net"":""329"",""type"":""CP0""},{""net"":""__buf_split_196"",""type"":""CP0""},{""net"":""__buf_split_204"",""type"":""CP0""},{""net"":""__buf_split_210"",""type"":""CP0""},{""net"":""__aig_and_174"",""type"":""CP1""},{""net"":""__buf_split_222"",""type"":""CP0""},{""net"":""__aig_and_227"",""type"":""CP1""},{""net"":""__aig_not_246"",""type"":""CP1""},{""net"":""__buf_split_188"",""type"":""CP0""}]",0.0,ok
subckt_0393,structural:subckt_0393:00,10,__aig_not_226,CP1,"[{""net"":""329"",""type"":""CP0""},{""net"":""__buf_split_196"",""type"":""CP0""},{""net"":""__buf_split_204"",""type"":""CP0""},{""net"":""__buf_split_210"",""type"":""CP0""},{""net"":""__aig_and_174"",""type"":""CP1""},{""net"":""__buf_split_222"",""type"":""CP0""},{""net"":""__aig_and_227"",""type"":""CP1""},{""net"":""__aig_not_246"",""type"":""CP1""},{""net"":""__buf_split_188"",""type"":""CP0""},{""net"":""__aig_not_226"",""type"":""CP1""}]",0.0,ok
subckt_0393,structural:subckt_0393:00,11,__aig_and_236,CP1,"[{""net"":""329"",""type"":""CP0""},{""net"":""__buf_split_196"",""type"":""CP0""},{""net"":""__buf_split_204"",""type"":""CP0""},{""net"":""__buf_split_210"",""type"":""CP0""},{""net"":""__aig_and_174"",""type"":""CP1""},{""net"":""__buf_split_222"",""type"":""CP0""},{""net"":""__aig_and_227"",""type"":""CP1""},{""net"":""__aig_not_246"",""type"":""CP1""},{""net"":""__buf_split_188"",""type"":""CP0""},{""net"":""__aig_not_226"",""type"":""CP1""},{""net"":""__aig_and_236"",""type"":""CP1""}]",0.0,ok
subckt_0393,structural:subckt_0393:00,12,333,CP1,"[{""net"":""329"",""type"":""CP0""},{""net"":""__buf_split_196"",""type"":""CP0""},{""net"":""__buf_split_204"",""type"":""CP0""},{""net"":""__buf_split_210"",""type"":""CP0""},{""net"":""__aig_and_174"",""type"":""CP1""},{""net"":""__buf_split_222"",""type"":""CP0""},{""net"":""__aig_and_227"",""type"":""CP1""},{""net"":""__aig_not_246"",""type"":""CP1""},{""net"":""__buf_split_188"",""type"":""CP0""},{""net"":""__aig_not_226"",""type"":""CP1""},{""net"":""__aig_and_236"",""type"":""CP1""},{""net"":""333"",""type"":""CP1""}]",0.0,ok
subckt_0393,structural:subckt_0393:00,13,338,CP0,"[{""net"":""329"",""type"":""CP0""},{""net"":""__buf_split_196"",""type"":""CP0""},{""net"":""__buf_split_204"",""type"":""CP0""},{""net"":""__buf_split_210"",""type"":""CP0""},{""net"":""__aig_and_174"",""type"":""CP1""},{""net"":""__buf_split_222"",""type"":""CP0""},{""net"":""__aig_and_227"",""type"":""CP1""},{""net"":""__aig_not_246"",""type"":""CP1""},{""net"":""__buf_split_188"",""type"":""CP0""},{""net"":""__aig_not_226"",""type"":""CP1""},{""net"":""__aig_and_236"",""type"":""CP1""},{""net"":""333"",""type"":""CP1""},{""net"":""338"",""type"":""CP0""}]",0.0,ok
subckt_0393,structural:subckt_0393:00,14,__buf_split_198,CP0,"[{""net"":""329"",""type"":""CP0""},{""net"":""__buf_split_196"",""type"":""CP0""},{""net"":""__buf_split_204"",""type"":""CP0""},{""net"":""__buf_split_210"",""type"":""CP0""},{""net"":""__aig_and_174"",""type"":""CP1""},{""net"":""__buf_split_222"",""type"":""CP0""},{""net"":""__aig_and_227"",""type"":""CP1""},{""net"":""__aig_not_246"",""type"":""CP1""},{""net"":""__buf_split_188"",""type"":""CP0""},{""net"":""__aig_not_226"",""type"":""CP1""},{""net"":""__aig_and_236"",""type"":""CP1""},{""net"":""333"",""type"":""CP1""},{""net"":""338"",""type"":""CP0""},{""net"":""__buf_split_198"",""type"":""CP0""}]",0.0,ok
subckt_0393,structural:subckt_0393:00,15,__aig_and_258,CP1,"[{""net"":""329"",""type"":""CP0""},{""net"":""__buf_split_196"",""type"":""CP0""},{""net"":""__buf_split_204"",""type"":""CP0""},{""net"":""__buf_split_210"",""type"":""CP0""},{""net"":""__aig_and_174"",""type"":""CP1""},{""net"":""__buf_split_222"",""type"":""CP0""},{""net"":""__aig_and_227"",""type"":""CP1""},{""net"":""__aig_not_246"",""type"":""CP1""},{""net"":""__buf_split_188"",""type"":""CP0""},{""net"":""__aig_not_226"",""type"":""CP1""},{""net"":""__aig_and_236"",""type"":""CP1""},{""net"":""333"",""type"":""CP1""},{""net"":""338"",""type"":""CP0""},{""net"":""__buf_split_198"",""type"":""CP0""},{""net"":""__aig_and_258"",""type"":""CP1""}]",0.0,ok
subckt_0393,structural:subckt_0393:00,16,__buf_split_190,CP0,"[{""net"":""329"",""type"":""CP0""},{""net"":""__buf_split_196"",""type"":""CP0""},{""net"":""__buf_split_204"",""type"":""CP0""},{""net"":""__buf_split_210"",""type"":""CP0""},{""net"":""__aig_and_174"",""type"":""CP1""},{""net"":""__buf_split_222"",""type"":""CP0""},{""net"":""__aig_and_227"",""type"":""CP1""},{""net"":""__aig_not_246"",""type"":""CP1""},{""net"":""__buf_split_188"",""type"":""CP0""},{""net"":""__aig_not_226"",""type"":""CP1""},{""net"":""__aig_and_236"",""type"":""CP1""},{""net"":""333"",""type"":""CP1""},{""net"":""338"",""type"":""CP0""},{""net"":""__buf_split_198"",""type"":""CP0""},{""net"":""__aig_and_258"",""type"":""CP1""},{""net"":""__buf_split_190"",""type"":""CP0""}]",0.0,ok
subckt_0393,structural:subckt_0393:00,17,__buf_split_230,CP0,"[{""net"":""329"",""type"":""CP0""},{""net"":""__buf_split_196"",""type"":""CP0""},{""net"":""__buf_split_204"",""type"":""CP0""},{""net"":""__buf_split_210"",""type"":""CP0""},{""net"":""__aig_and_174"",""type"":""CP1""},{""net"":""__buf_split_222"",""type"":""CP0""},{""net"":""__aig_and_227"",""type"":""CP1""},{""net"":""__aig_not_246"",""type"":""CP1""},{""net"":""__buf_split_188"",""type"":""CP0""},{""net"":""__aig_not_226"",""type"":""CP1""},{""net"":""__aig_and_236"",""type"":""CP1""},{""net"":""333"",""type"":""CP1""},{""net"":""338"",""type"":""CP0""},{""net"":""__buf_split_198"",""type"":""CP0""},{""net"":""__aig_and_258"",""type"":""CP1""},{""net"":""__buf_split_190"",""type"":""CP0""},{""net"":""__buf_split_230"",""type"":""CP0""}]",0.0,ok
subckt_0393,structural:subckt_0393:00,18,__aig_not_195,CP1,"[{""net"":""329"",""type"":""CP0""},{""net"":""__buf_split_196"",""type"":""CP0""},{""net"":""__buf_split_204"",""type"":""CP0""},{""net"":""__buf_split_210"",""type"":""CP0""},{""net"":""__aig_and_174"",""type"":""CP1""},{""net"":""__buf_split_222"",""type"":""CP0""},{""net"":""__aig_and_227"",""type"":""CP1""},{""net"":""__aig_not_246"",""type"":""CP1""},{""net"":""__buf_split_188"",""type"":""CP0""},{""net"":""__aig_not_226"",""type"":""CP1""},{""net"":""__aig_and_236"",""type"":""CP1""},{""net"":""333"",""type"":""CP1""},{""net"":""338"",""type"":""CP0""},{""net"":""__buf_split_198"",""type"":""CP0""},{""net"":""__aig_and_258"",""type"":""CP1""},{""net"":""__buf_split_190"",""type"":""CP0""},{""net"":""__buf_split_230"",""type"":""CP0""},{""net"":""__aig_not_195"",""type"":""CP1""}]",0.0,ok
subckt_0393,structural:subckt_0393:00,19,__buf_split_228,CP0,"[{""net"":""329"",""type"":""CP0""},{""net"":""__buf_split_196"",""type"":""CP0""},{""net"":""__buf_split_204"",""type"":""CP0""},{""net"":""__buf_split_210"",""type"":""CP0""},{""net"":""__aig_and_174"",""type"":""CP1""},{""net"":""__buf_split_222"",""type"":""CP0""},{""net"":""__aig_and_227"",""type"":""CP1""},{""net"":""__aig_not_246"",""type"":""CP1""},{""net"":""__buf_split_188"",""type"":""CP0""},{""net"":""__aig_not_226"",""type"":""CP1""},{""net"":""__aig_and_236"",""type"":""CP1""},{""net"":""333"",""type"":""CP1""},{""net"":""338"",""type"":""CP0""},{""net"":""__buf_split_198"",""type"":""CP0""},{""net"":""__aig_and_258"",""type"":""CP1""},{""net"":""__buf_split_190"",""type"":""CP0""},{""net"":""__buf_split_230"",""type"":""CP0""},{""net"":""__aig_not_195"",""type"":""CP1""},{""net"":""__buf_split_228"",""type"":""CP0""}]",0.0,ok
subckt_0393,structural:subckt_0393:00,20,__buf_split_224,CP0,"[{""net"":""329"",""type"":""CP0""},{""net"":""__buf_split_196"",""type"":""CP0""},{""net"":""__buf_split_204"",""type"":""CP0""},{""net"":""__buf_split_210"",""type"":""CP0""},{""net"":""__aig_and_174"",""type"":""CP1""},{""net"":""__buf_split_222"",""type"":""CP0""},{""net"":""__aig_and_227"",""type"":""CP1""},{""net"":""__aig_not_246"",""type"":""CP1""},{""net"":""__buf_split_188"",""type"":""CP0""},{""net"":""__aig_not_226"",""type"":""CP1""},{""net"":""__aig_and_236"",""type"":""CP1""},{""net"":""333"",""type"":""CP1""},{""net"":""338"",""type"":""CP0""},{""net"":""__buf_split_198"",""type"":""CP0""},{""net"":""__aig_and_258"",""type"":""CP1""},{""net"":""__buf_split_190"",""type"":""CP0""},{""net"":""__buf_split_230"",""type"":""CP0""},{""net"":""__aig_not_195"",""type"":""CP1""},{""net"":""__buf_split_228"",""type"":""CP0""},{""net"":""__buf_split_224"",""type"":""CP0""}]",0.0,ok
subckt_0393,structural:subckt_0393:00,21,__buf_split_91,OP,"[{""net"":""329"",""type"":""CP0""},{""net"":""__buf_split_196"",""type"":""CP0""},{""net"":""__buf_split_204"",""type"":""CP0""},{""net"":""__buf_split_210"",""type"":""CP0""},{""net"":""__aig_and_174"",""type"":""CP1""},{""net"":""__buf_split_222"",""type"":""CP0""},{""net"":""__aig_and_227"",""type"":""CP1""},{""net"":""__aig_not_246"",""type"":""CP1""},{""net"":""__buf_split_188"",""type"":""CP0""},{""net"":""__aig_not_226"",""type"":""CP1""},{""net"":""__aig_and_236"",""type"":""CP1""},{""net"":""333"",""type"":""CP1""},{""net"":""338"",""type"":""CP0""},{""net"":""__buf_split_198"",""type"":""CP0""},{""net"":""__aig_and_258"",""type"":""CP1""},{""net"":""__buf_split_190"",""type"":""CP0""},{""net"":""__buf_split_230"",""type"":""CP0""},{""net"":""__aig_not_195"",""type"":""CP1""},{""net"":""__buf_split_228"",""type"":""CP0""},{""net"":""__buf_split_224"",""type"":""CP0""},{""net"":""__buf_split_91"",""type"":""OP""}]",0.0,ok
subckt_0393,structural:subckt_0393:00,22,__buf_split_142,OP,"[{""net"":""329"",""type"":""CP0""},{""net"":""__buf_split_196"",""type"":""CP0""},{""net"":""__buf_split_204"",""type"":""CP0""},{""net"":""__buf_split_210"",""type"":""CP0""},{""net"":""__aig_and_174"",""type"":""CP1""},{""net"":""__buf_split_222"",""type"":""CP0""},{""net"":""__aig_and_227"",""type"":""CP1""},{""net"":""__aig_not_246"",""type"":""CP1""},{""net"":""__buf_split_188"",""type"":""CP0""},{""net"":""__aig_not_226"",""type"":""CP1""},{""net"":""__aig_and_236"",""type"":""CP1""},{""net"":""333"",""type"":""CP1""},{""net"":""338"",""type"":""CP0""},{""net"":""__buf_split_198"",""type"":""CP0""},{""net"":""__aig_and_258"",""type"":""CP1""},{""net"":""__buf_split_190"",""type"":""CP0""},{""net"":""__buf_split_230"",""type"":""CP0""},{""net"":""__aig_not_195"",""type"":""CP1""},{""net"":""__buf_split_228"",""type"":""CP0""},{""net"":""__buf_split_224"",""type"":""CP0""},{""net"":""__buf_split_91"",""type"":""OP""},{""net"":""__buf_split_142"",""type"":""OP""}]",0.0,ok
subckt_0393,structural:subckt_0393:00,23,__aig_and_266,CP1,"[{""net"":""329"",""type"":""CP0""},{""net"":""__buf_split_196"",""type"":""CP0""},{""net"":""__buf_split_204"",""type"":""CP0""},{""net"":""__buf_split_210"",""type"":""CP0""},{""net"":""__aig_and_174"",""type"":""CP1""},{""net"":""__buf_split_222"",""type"":""CP0""},{""net"":""__aig_and_227"",""type"":""CP1""},{""net"":""__aig_not_246"",""type"":""CP1""},{""net"":""__buf_split_188"",""type"":""CP0""},{""net"":""__aig_not_226"",""type"":""CP1""},{""net"":""__aig_and_236"",""type"":""CP1""},{""net"":""333"",""type"":""CP1""},{""net"":""338"",""type"":""CP0""},{""net"":""__buf_split_198"",""type"":""CP0""},{""net"":""__aig_and_258"",""type"":""CP1""},{""net"":""__buf_split_190"",""type"":""CP0""},{""net"":""__buf_split_230"",""type"":""CP0""},{""net"":""__aig_not_195"",""type"":""CP1""},{""net"":""__buf_split_228"",""type"":""CP0""},{""net"":""__buf_split_224"",""type"":""CP0""},{""net"":""__buf_split_91"",""type"":""OP""},{""net"":""__buf_split_142"",""type"":""OP""},{""net"":""__aig_and_266"",""type"":""CP1""}]",0.0,ok
