[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T11:48:20 out_dir=autoresearch/loop-260720-0945/model_training_round7/b15_selection/cone_long_toplist/best_final_horizon/q_typed_residual_context/alpha_0p20_weight_0p75
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T11:48:20 budgets=iscas99__b15_1:278
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T11:48:20 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T11:48:20 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=265 node=N7463 type=observe q_typed_residual_context=3.050666 sequence=696.167396
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=266 node=N6681 type=observe q_typed_residual_context=2.847779 sequence=699.015175
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=267 node=N8234 type=control1 q_typed_residual_context=2.765675 sequence=701.780851
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=268 node=N4551 type=observe q_typed_residual_context=2.509051 sequence=704.289902
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=269 node=N695 type=observe q_typed_residual_context=4.016415 sequence=708.306317
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=270 node=N2259 type=observe q_typed_residual_context=4.142170 sequence=712.448487
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=271 node=N686 type=observe q_typed_residual_context=2.690204 sequence=715.138691
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=272 node=N5000 type=observe q_typed_residual_context=2.105265 sequence=717.243956
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=273 node=N7433 type=observe q_typed_residual_context=1.849963 sequence=719.093919
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=274 node=N2243 type=observe q_typed_residual_context=2.502025 sequence=721.595944
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=275 node=N5373 type=observe q_typed_residual_context=1.511125 sequence=723.107069
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=276 node=N531 type=observe q_typed_residual_context=2.171887 sequence=725.278956
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=277 node=N4537 type=observe q_typed_residual_context=3.983184 sequence=729.262140
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=278 node=N696 type=observe q_typed_residual_context=5.563292 sequence=734.825432
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] saved=autoresearch/loop-260720-0945/model_training_round7/b15_selection/cone_long_toplist/best_final_horizon/q_typed_residual_context/alpha_0p20_weight_0p75/plans/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T11:51:44 [1/1] plan_done benchmark=iscas99__b15_1 plan_sec=204.936 plan_csv=autoresearch/loop-260720-0945/model_training_round7/b15_selection/cone_long_toplist/best_final_horizon/q_typed_residual_context/alpha_0p20_weight_0p75/plans/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T11:51:44 [1/1] eval_start benchmark=iscas99__b15_1 backend=atalanta-bist patterns=300000
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [eval iscas99__b15_1] {
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [eval iscas99__b15_1]   "records": 2,
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [eval iscas99__b15_1]   "labels_csv": "autoresearch/loop-260720-0945/model_training_round7/b15_selection/cone_long_toplist/best_final_horizon/q_typed_residual_context/alpha_0p20_weight_0p75/evals/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0/labels.csv",
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [eval iscas99__b15_1]   "summary_json": "autoresearch/loop-260720-0945/model_training_round7/b15_selection/cone_long_toplist/best_final_horizon/q_typed_residual_context/alpha_0p20_weight_0p75/evals/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0/summary.json"
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [eval iscas99__b15_1] }
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T11:51:51 [1/1] eval_done benchmark=iscas99__b15_1 delta_tc=0.12575000000000003 plan_sec=204.936 eval_sec=6.334 total_sec=211.287
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T11:51:51 variant_done id=greedy__cumulative__q_typed_residual_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0 status=ok macro=0.12575000000000003 positives=1 negatives=0 elapsed=211.288
