[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T11:52:02 out_dir=autoresearch/loop-260720-0945/model_training_round7/b15_selection/cone_long_toplist/epoch_010/q_typed_residual_context/alpha_0p20_weight_0p75
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T11:52:02 budgets=iscas99__b15_1:278
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T11:52:02 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T11:52:02 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=271 node=N6660 type=observe q_typed_residual_context=0.886234 sequence=448.535895
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=272 node=N1351 type=observe q_typed_residual_context=1.200809 sequence=449.736704
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=273 node=N5671 type=control0 q_typed_residual_context=0.644450 sequence=450.381154
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=274 node=N5715 type=control0 q_typed_residual_context=0.657161 sequence=451.038315
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=275 node=N4338 type=control0 q_typed_residual_context=0.457002 sequence=451.495317
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=276 node=N4391 type=control0 q_typed_residual_context=0.421799 sequence=451.917116
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=277 node=N6947 type=control0 q_typed_residual_context=0.726105 sequence=452.643221
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=278 node=N4879 type=control0 q_typed_residual_context=0.803037 sequence=453.446258
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] saved=autoresearch/loop-260720-0945/model_training_round7/b15_selection/cone_long_toplist/epoch_010/q_typed_residual_context/alpha_0p20_weight_0p75/plans/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T11:55:19 [1/1] plan_done benchmark=iscas99__b15_1 plan_sec=196.742 plan_csv=autoresearch/loop-260720-0945/model_training_round7/b15_selection/cone_long_toplist/epoch_010/q_typed_residual_context/alpha_0p20_weight_0p75/plans/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T11:55:19 [1/1] eval_start benchmark=iscas99__b15_1 backend=atalanta-bist patterns=300000
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [eval iscas99__b15_1] {
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [eval iscas99__b15_1]   "records": 2,
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [eval iscas99__b15_1]   "labels_csv": "autoresearch/loop-260720-0945/model_training_round7/b15_selection/cone_long_toplist/epoch_010/q_typed_residual_context/alpha_0p20_weight_0p75/evals/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0/labels.csv",
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [eval iscas99__b15_1]   "summary_json": "autoresearch/loop-260720-0945/model_training_round7/b15_selection/cone_long_toplist/epoch_010/q_typed_residual_context/alpha_0p20_weight_0p75/evals/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0/summary.json"
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [eval iscas99__b15_1] }
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T11:55:26 [1/1] eval_done benchmark=iscas99__b15_1 delta_tc=0.11892000000000014 plan_sec=196.742 eval_sec=6.924 total_sec=203.682
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T11:55:26 variant_done id=greedy__cumulative__q_typed_residual_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0 status=ok macro=0.11892000000000014 positives=1 negatives=0 elapsed=203.683
