[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T10:45:38 out_dir=autoresearch/loop-260720-0945/model_training_round6_type_balanced/b15_selection/type_balanced_rank/best_final_horizon/q_typed_residual_context/alpha_0p20_weight_0p75
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T10:45:38 budgets=iscas99__b15_1:278
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T10:45:38 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T10:45:38 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=259 node=N2263 type=observe q_typed_residual_context=5.730000 sequence=808.642912
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=260 node=N4469 type=control0 q_typed_residual_context=5.398881 sequence=814.041793
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=261 node=N2358 type=control1 q_typed_residual_context=7.074567 sequence=821.116359
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=262 node=N765 type=observe q_typed_residual_context=2.239141 sequence=823.355500
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=263 node=N4436 type=control0 q_typed_residual_context=3.595216 sequence=826.950716
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=264 node=N7444 type=observe q_typed_residual_context=5.850376 sequence=832.801092
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=265 node=N2251 type=observe q_typed_residual_context=2.727509 sequence=835.528602
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=266 node=N696 type=observe q_typed_residual_context=6.022897 sequence=841.551498
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=267 node=N2247 type=observe q_typed_residual_context=5.660341 sequence=847.211839
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=268 node=N697 type=observe q_typed_residual_context=6.164966 sequence=853.376806
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=269 node=N6537 type=observe q_typed_residual_context=2.301025 sequence=855.677831
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=270 node=N763 type=observe q_typed_residual_context=0.389061 sequence=856.066892
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=271 node=N4338 type=control0 q_typed_residual_context=6.026756 sequence=862.093647
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=272 node=N1352 type=observe q_typed_residual_context=5.969904 sequence=868.063552
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=273 node=N680 type=observe q_typed_residual_context=5.626119 sequence=873.689670
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=274 node=N695 type=observe q_typed_residual_context=5.500740 sequence=879.190410
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=275 node=N4900 type=observe q_typed_residual_context=2.493801 sequence=881.684211
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=276 node=N5665 type=control0 q_typed_residual_context=2.759269 sequence=884.443481
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=277 node=N5671 type=control0 q_typed_residual_context=6.024509 sequence=890.467990
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=278 node=N2243 type=observe q_typed_residual_context=3.693024 sequence=894.161014
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] saved=autoresearch/loop-260720-0945/model_training_round6_type_balanced/b15_selection/type_balanced_rank/best_final_horizon/q_typed_residual_context/alpha_0p20_weight_0p75/plans/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T10:48:24 [1/1] plan_done benchmark=iscas99__b15_1 plan_sec=166.449 plan_csv=autoresearch/loop-260720-0945/model_training_round6_type_balanced/b15_selection/type_balanced_rank/best_final_horizon/q_typed_residual_context/alpha_0p20_weight_0p75/plans/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T10:48:24 [1/1] eval_start benchmark=iscas99__b15_1 backend=atalanta-bist patterns=300000
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [eval iscas99__b15_1] {
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [eval iscas99__b15_1]   "records": 2,
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [eval iscas99__b15_1]   "labels_csv": "autoresearch/loop-260720-0945/model_training_round6_type_balanced/b15_selection/type_balanced_rank/best_final_horizon/q_typed_residual_context/alpha_0p20_weight_0p75/evals/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/labels.csv",
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [eval iscas99__b15_1]   "summary_json": "autoresearch/loop-260720-0945/model_training_round6_type_balanced/b15_selection/type_balanced_rank/best_final_horizon/q_typed_residual_context/alpha_0p20_weight_0p75/evals/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/summary.json"
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [eval iscas99__b15_1] }
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T10:48:32 [1/1] eval_done benchmark=iscas99__b15_1 delta_tc=0.11855000000000004 plan_sec=166.449 eval_sec=8.156 total_sec=174.614
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T10:48:32 variant_done id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0 status=ok macro=0.11855000000000004 positives=1 negatives=0 elapsed=174.615
