[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [gmean] 2026-07-21T11:09:39 out_dir=autoresearch/loop-260720-0945/model_training_round6_type_balanced/b15_selection/type_balanced_toplist/epoch_008/q_typed_reliable_context/alpha_0p10_weight_1p00
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [gmean] 2026-07-21T11:09:39 budgets=iscas99__b15_1:278
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [gmean] 2026-07-21T11:09:39 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [gmean] 2026-07-21T11:09:39 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=257 node=N6656 type=observe q_typed_reliable_context=2.903901 sequence=828.202149
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=258 node=N2216 type=observe q_typed_reliable_context=4.371568 sequence=832.573717
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=259 node=N6730 type=control1 q_typed_reliable_context=1.685576 sequence=834.259293
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=260 node=N8235 type=control1 q_typed_reliable_context=2.554484 sequence=836.813777
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=261 node=N6734 type=control1 q_typed_reliable_context=1.273943 sequence=838.087720
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=262 node=N8234 type=control1 q_typed_reliable_context=2.377715 sequence=840.465435
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=263 node=N6593 type=control1 q_typed_reliable_context=2.548000 sequence=843.013435
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=264 node=N8783 type=control1 q_typed_reliable_context=2.587067 sequence=845.600502
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=265 node=N8233 type=control1 q_typed_reliable_context=2.679544 sequence=848.280046
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=266 node=N7452 type=observe q_typed_reliable_context=1.487064 sequence=849.767110
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=267 node=N732 type=observe q_typed_reliable_context=2.202989 sequence=851.970099
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=268 node=N2218 type=observe q_typed_reliable_context=4.655550 sequence=856.625650
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=269 node=N2185 type=observe q_typed_reliable_context=4.175436 sequence=860.801085
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=270 node=N2255 type=observe q_typed_reliable_context=4.584918 sequence=865.386003
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=271 node=N6743 type=control1 q_typed_reliable_context=2.757022 sequence=868.143026
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=272 node=N8608 type=control1 q_typed_reliable_context=2.822374 sequence=870.965400
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=273 node=N6741 type=control1 q_typed_reliable_context=1.501008 sequence=872.466408
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=274 node=N7472 type=control0 q_typed_reliable_context=1.824987 sequence=874.291394
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=275 node=N2358 type=control1 q_typed_reliable_context=1.793096 sequence=876.084491
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=276 node=N8046 type=control0 q_typed_reliable_context=0.774583 sequence=876.859073
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=277 node=N4460 type=control0 q_typed_reliable_context=1.126081 sequence=877.985154
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=278 node=N6594 type=control1 q_typed_reliable_context=1.700553 sequence=879.685707
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] saved=autoresearch/loop-260720-0945/model_training_round6_type_balanced/b15_selection/type_balanced_toplist/epoch_008/q_typed_reliable_context/alpha_0p10_weight_1p00/plans/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [gmean] 2026-07-21T11:12:26 [1/1] plan_done benchmark=iscas99__b15_1 plan_sec=167.543 plan_csv=autoresearch/loop-260720-0945/model_training_round6_type_balanced/b15_selection/type_balanced_toplist/epoch_008/q_typed_reliable_context/alpha_0p10_weight_1p00/plans/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [gmean] 2026-07-21T11:12:26 [1/1] eval_start benchmark=iscas99__b15_1 backend=atalanta-bist patterns=300000
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [eval iscas99__b15_1] {
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [eval iscas99__b15_1]   "records": 2,
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [eval iscas99__b15_1]   "labels_csv": "autoresearch/loop-260720-0945/model_training_round6_type_balanced/b15_selection/type_balanced_toplist/epoch_008/q_typed_reliable_context/alpha_0p10_weight_1p00/evals/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/labels.csv",
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [eval iscas99__b15_1]   "summary_json": "autoresearch/loop-260720-0945/model_training_round6_type_balanced/b15_selection/type_balanced_toplist/epoch_008/q_typed_reliable_context/alpha_0p10_weight_1p00/evals/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/summary.json"
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [eval iscas99__b15_1] }
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [gmean] 2026-07-21T11:12:33 [1/1] eval_done benchmark=iscas99__b15_1 delta_tc=0.11357000000000006 plan_sec=167.543 eval_sec=6.557 total_sec=174.115
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [gmean] 2026-07-21T11:12:33 variant_done id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0 status=ok macro=0.11357000000000006 positives=1 negatives=0 elapsed=174.116
