[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T11:00:57 out_dir=autoresearch/loop-260720-0945/model_training_round6_type_balanced/b15_selection/type_balanced_toplist/best_final_horizon/q_typed_residual_context/alpha_0p20_weight_0p75
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T11:00:57 budgets=iscas99__b15_1:278
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T11:00:57 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T11:00:57 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=257 node=N6741 type=control1 q_typed_residual_context=4.835527 sequence=797.276448
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=258 node=N5111 type=observe q_typed_residual_context=6.028646 sequence=803.305094
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=259 node=N2263 type=observe q_typed_residual_context=5.730000 sequence=809.035094
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=260 node=N4469 type=control0 q_typed_residual_context=5.401329 sequence=814.436423
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=261 node=N2358 type=control1 q_typed_residual_context=7.073308 sequence=821.509731
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=262 node=N765 type=observe q_typed_residual_context=2.239382 sequence=823.749113
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=263 node=N4436 type=control0 q_typed_residual_context=3.595066 sequence=827.344179
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=264 node=N7444 type=observe q_typed_residual_context=5.850387 sequence=833.194566
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=265 node=N2251 type=observe q_typed_residual_context=2.727705 sequence=835.922270
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=266 node=N696 type=observe q_typed_residual_context=6.022354 sequence=841.944625
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=267 node=N2247 type=observe q_typed_residual_context=5.660757 sequence=847.605382
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=268 node=N697 type=observe q_typed_residual_context=6.165352 sequence=853.770735
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=269 node=N6537 type=observe q_typed_residual_context=2.300594 sequence=856.071329
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=270 node=N763 type=observe q_typed_residual_context=0.389221 sequence=856.460550
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=271 node=N1352 type=observe q_typed_residual_context=6.064225 sequence=862.524775
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=272 node=N4338 type=control0 q_typed_residual_context=5.923727 sequence=868.448502
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=273 node=N695 type=observe q_typed_residual_context=6.162150 sequence=874.610652
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=274 node=N4900 type=observe q_typed_residual_context=5.746095 sequence=880.356748
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=275 node=N5665 type=control0 q_typed_residual_context=4.975514 sequence=885.332262
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=276 node=N680 type=observe q_typed_residual_context=6.471128 sequence=891.803390
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=277 node=N5671 type=control0 q_typed_residual_context=6.045505 sequence=897.848896
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=278 node=N6680 type=observe q_typed_residual_context=5.906271 sequence=903.755166
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] saved=autoresearch/loop-260720-0945/model_training_round6_type_balanced/b15_selection/type_balanced_toplist/best_final_horizon/q_typed_residual_context/alpha_0p20_weight_0p75/plans/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T11:03:43 [1/1] plan_done benchmark=iscas99__b15_1 plan_sec=166.245 plan_csv=autoresearch/loop-260720-0945/model_training_round6_type_balanced/b15_selection/type_balanced_toplist/best_final_horizon/q_typed_residual_context/alpha_0p20_weight_0p75/plans/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T11:03:43 [1/1] eval_start benchmark=iscas99__b15_1 backend=atalanta-bist patterns=300000
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [eval iscas99__b15_1] {
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [eval iscas99__b15_1]   "records": 2,
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [eval iscas99__b15_1]   "labels_csv": "autoresearch/loop-260720-0945/model_training_round6_type_balanced/b15_selection/type_balanced_toplist/best_final_horizon/q_typed_residual_context/alpha_0p20_weight_0p75/evals/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/labels.csv",
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [eval iscas99__b15_1]   "summary_json": "autoresearch/loop-260720-0945/model_training_round6_type_balanced/b15_selection/type_balanced_toplist/best_final_horizon/q_typed_residual_context/alpha_0p20_weight_0p75/evals/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/summary.json"
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [eval iscas99__b15_1] }
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T11:03:49 [1/1] eval_done benchmark=iscas99__b15_1 delta_tc=0.11906000000000005 plan_sec=166.245 eval_sec=6.089 total_sec=172.35
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T11:03:49 variant_done id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0 status=ok macro=0.11906000000000005 positives=1 negatives=0 elapsed=172.35
