[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T10:51:55 out_dir=autoresearch/loop-260720-0945/model_training_round6_type_balanced/b15_selection/type_balanced_rank/epoch_008/q_typed_residual_context/alpha_0p20_weight_0p75
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T10:51:55 budgets=iscas99__b15_1:278
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T10:51:55 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T10:51:55 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=266 node=N4758 type=observe q_typed_residual_context=6.383753 sequence=874.724500
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=267 node=N2072 type=observe q_typed_residual_context=1.662676 sequence=876.387176
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=268 node=N4766 type=observe q_typed_residual_context=5.154519 sequence=881.541695
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=269 node=N6562 type=observe q_typed_residual_context=5.915199 sequence=887.456894
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=270 node=N730 type=observe q_typed_residual_context=6.050450 sequence=893.507344
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=271 node=N2209 type=observe q_typed_residual_context=7.113490 sequence=900.620834
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=272 node=N4774 type=observe q_typed_residual_context=6.804427 sequence=907.425261
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=273 node=N685 type=observe q_typed_residual_context=6.726738 sequence=914.151999
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=274 node=N752 type=observe q_typed_residual_context=3.670562 sequence=917.822562
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=275 node=N4790 type=observe q_typed_residual_context=6.149138 sequence=923.971700
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=276 node=N4798 type=observe q_typed_residual_context=6.792435 sequence=930.764135
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=277 node=N6684 type=observe q_typed_residual_context=6.053965 sequence=936.818100
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=278 node=N727 type=observe q_typed_residual_context=6.852392 sequence=943.670492
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] saved=autoresearch/loop-260720-0945/model_training_round6_type_balanced/b15_selection/type_balanced_rank/epoch_008/q_typed_residual_context/alpha_0p20_weight_0p75/plans/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T10:54:50 [1/1] plan_done benchmark=iscas99__b15_1 plan_sec=174.706 plan_csv=autoresearch/loop-260720-0945/model_training_round6_type_balanced/b15_selection/type_balanced_rank/epoch_008/q_typed_residual_context/alpha_0p20_weight_0p75/plans/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T10:54:50 [1/1] eval_start benchmark=iscas99__b15_1 backend=atalanta-bist patterns=300000
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [eval iscas99__b15_1] {
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [eval iscas99__b15_1]   "records": 2,
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [eval iscas99__b15_1]   "labels_csv": "autoresearch/loop-260720-0945/model_training_round6_type_balanced/b15_selection/type_balanced_rank/epoch_008/q_typed_residual_context/alpha_0p20_weight_0p75/evals/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/labels.csv",
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [eval iscas99__b15_1]   "summary_json": "autoresearch/loop-260720-0945/model_training_round6_type_balanced/b15_selection/type_balanced_rank/epoch_008/q_typed_residual_context/alpha_0p20_weight_0p75/evals/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/summary.json"
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [eval iscas99__b15_1] }
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T10:54:56 [1/1] eval_done benchmark=iscas99__b15_1 delta_tc=0.12097999999999998 plan_sec=174.706 eval_sec=6.832 total_sec=181.554
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T10:54:56 variant_done id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0 status=ok macro=0.12097999999999998 positives=1 negatives=0 elapsed=181.555
