[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [gmean] 2026-07-21T11:06:46 out_dir=autoresearch/loop-260720-0945/model_training_round6_type_balanced/b15_selection/type_balanced_toplist/epoch_008/q_typed_residual_context/alpha_0p10_weight_0p75
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [gmean] 2026-07-21T11:06:46 budgets=iscas99__b15_1:278
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [gmean] 2026-07-21T11:06:46 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [gmean] 2026-07-21T11:06:46 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=263 node=N8606 type=control1 q_typed_residual_context=5.016015 sequence=745.948606
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=264 node=N8237 type=control1 q_typed_residual_context=3.992395 sequence=749.941001
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=265 node=N902 type=control1 q_typed_residual_context=4.494351 sequence=754.435352
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=266 node=N1599 type=observe q_typed_residual_context=5.360590 sequence=759.795942
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=267 node=N8605 type=control1 q_typed_residual_context=4.037141 sequence=763.833083
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=268 node=N2201 type=observe q_typed_residual_context=5.940491 sequence=769.773574
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=269 node=N8236 type=control1 q_typed_residual_context=7.251453 sequence=777.025027
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=270 node=N733 type=observe q_typed_residual_context=6.594413 sequence=783.619440
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=271 node=N515 type=control1 q_typed_residual_context=7.069458 sequence=790.688897
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=272 node=N2226 type=observe q_typed_residual_context=6.610191 sequence=797.299088
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=273 node=N6562 type=observe q_typed_residual_context=6.649572 sequence=803.948660
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=274 node=N1598 type=observe q_typed_residual_context=0.317796 sequence=804.266456
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=275 node=N2212 type=observe q_typed_residual_context=4.001778 sequence=808.268234
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=276 node=N7425 type=observe q_typed_residual_context=5.870954 sequence=814.139188
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=277 node=N1348 type=observe q_typed_residual_context=6.289201 sequence=820.428388
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=278 node=N8470 type=observe q_typed_residual_context=4.773993 sequence=825.202381
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] saved=autoresearch/loop-260720-0945/model_training_round6_type_balanced/b15_selection/type_balanced_toplist/epoch_008/q_typed_residual_context/alpha_0p10_weight_0p75/plans/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [gmean] 2026-07-21T11:09:31 [1/1] plan_done benchmark=iscas99__b15_1 plan_sec=165.71 plan_csv=autoresearch/loop-260720-0945/model_training_round6_type_balanced/b15_selection/type_balanced_toplist/epoch_008/q_typed_residual_context/alpha_0p10_weight_0p75/plans/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [gmean] 2026-07-21T11:09:31 [1/1] eval_start benchmark=iscas99__b15_1 backend=atalanta-bist patterns=300000
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [eval iscas99__b15_1] {
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [eval iscas99__b15_1]   "records": 2,
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [eval iscas99__b15_1]   "labels_csv": "autoresearch/loop-260720-0945/model_training_round6_type_balanced/b15_selection/type_balanced_toplist/epoch_008/q_typed_residual_context/alpha_0p10_weight_0p75/evals/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/labels.csv",
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [eval iscas99__b15_1]   "summary_json": "autoresearch/loop-260720-0945/model_training_round6_type_balanced/b15_selection/type_balanced_toplist/epoch_008/q_typed_residual_context/alpha_0p10_weight_0p75/evals/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/summary.json"
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [eval iscas99__b15_1] }
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [gmean] 2026-07-21T11:09:39 [1/1] eval_done benchmark=iscas99__b15_1 delta_tc=0.1227100000000001 plan_sec=165.71 eval_sec=7.337 total_sec=173.055
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [gmean] 2026-07-21T11:09:39 variant_done id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0 status=ok macro=0.1227100000000001 positives=1 negatives=0 elapsed=173.056
