[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [gmean] 2026-07-21T10:48:44 out_dir=autoresearch/loop-260720-0945/model_training_round6_type_balanced/b15_selection/type_balanced_rank/epoch_008/q_typed_residual_context/alpha_0p05_weight_0p75
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [gmean] 2026-07-21T10:48:44 budgets=iscas99__b15_1:278
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [gmean] 2026-07-21T10:48:44 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [gmean] 2026-07-21T10:48:44 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=265 node=N2205 type=observe q_typed_residual_context=6.052111 sequence=748.682369
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=266 node=N8605 type=control1 q_typed_residual_context=6.744516 sequence=755.426885
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=267 node=N6562 type=observe q_typed_residual_context=5.973895 sequence=761.400780
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=268 node=N8236 type=control1 q_typed_residual_context=6.498168 sequence=767.898948
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=269 node=N735 type=observe q_typed_residual_context=6.424743 sequence=774.323690
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=270 node=N2226 type=observe q_typed_residual_context=6.045614 sequence=780.369304
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=271 node=N515 type=control1 q_typed_residual_context=7.075258 sequence=787.444562
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=272 node=N2201 type=observe q_typed_residual_context=6.037250 sequence=793.481812
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=273 node=N6659 type=observe q_typed_residual_context=5.503179 sequence=798.984991
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=274 node=N2212 type=observe q_typed_residual_context=3.445282 sequence=802.430274
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=275 node=N7425 type=observe q_typed_residual_context=4.801657 sequence=807.231930
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=276 node=N1348 type=observe q_typed_residual_context=5.705259 sequence=812.937189
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=277 node=N8470 type=observe q_typed_residual_context=6.751275 sequence=819.688464
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=278 node=N2214 type=observe q_typed_residual_context=5.541024 sequence=825.229488
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] saved=autoresearch/loop-260720-0945/model_training_round6_type_balanced/b15_selection/type_balanced_rank/epoch_008/q_typed_residual_context/alpha_0p05_weight_0p75/plans/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [gmean] 2026-07-21T10:51:47 [1/1] plan_done benchmark=iscas99__b15_1 plan_sec=183.438 plan_csv=autoresearch/loop-260720-0945/model_training_round6_type_balanced/b15_selection/type_balanced_rank/epoch_008/q_typed_residual_context/alpha_0p05_weight_0p75/plans/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [gmean] 2026-07-21T10:51:47 [1/1] eval_start benchmark=iscas99__b15_1 backend=atalanta-bist patterns=300000
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [eval iscas99__b15_1] {
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [eval iscas99__b15_1]   "records": 2,
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [eval iscas99__b15_1]   "labels_csv": "autoresearch/loop-260720-0945/model_training_round6_type_balanced/b15_selection/type_balanced_rank/epoch_008/q_typed_residual_context/alpha_0p05_weight_0p75/evals/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/labels.csv",
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [eval iscas99__b15_1]   "summary_json": "autoresearch/loop-260720-0945/model_training_round6_type_balanced/b15_selection/type_balanced_rank/epoch_008/q_typed_residual_context/alpha_0p05_weight_0p75/evals/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/summary.json"
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [eval iscas99__b15_1] }
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [gmean] 2026-07-21T10:51:55 [1/1] eval_done benchmark=iscas99__b15_1 delta_tc=0.12317000000000011 plan_sec=183.438 eval_sec=7.591 total_sec=191.045
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [gmean] 2026-07-21T10:51:55 variant_done id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0 status=ok macro=0.12317000000000011 positives=1 negatives=0 elapsed=191.046
