[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [gmean] 2026-07-21T10:42:22 out_dir=autoresearch/loop-260720-0945/model_training_round6_type_balanced/b15_selection/type_balanced_rank/best_final_horizon/q_typed_residual_context/alpha_0p10_weight_0p75
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [gmean] 2026-07-21T10:42:22 budgets=iscas99__b15_1:278
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [gmean] 2026-07-21T10:42:22 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [gmean] 2026-07-21T10:42:22 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=260 node=N3067 type=control1 q_typed_residual_context=0.494677 sequence=727.982875
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=261 node=N652 type=control1 q_typed_residual_context=6.105794 sequence=734.088668
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=262 node=N8238 type=control1 q_typed_residual_context=6.689019 sequence=740.777687
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=263 node=N8606 type=control1 q_typed_residual_context=5.016015 sequence=745.793703
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=264 node=N8237 type=control1 q_typed_residual_context=3.992395 sequence=749.786097
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=265 node=N902 type=control1 q_typed_residual_context=4.494351 sequence=754.280448
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=266 node=N1599 type=observe q_typed_residual_context=5.360590 sequence=759.641038
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=267 node=N8605 type=control1 q_typed_residual_context=4.037141 sequence=763.678179
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=268 node=N2201 type=observe q_typed_residual_context=5.940491 sequence=769.618670
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=269 node=N8236 type=control1 q_typed_residual_context=7.251453 sequence=776.870123
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=270 node=N733 type=observe q_typed_residual_context=6.594413 sequence=783.464536
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=271 node=N515 type=control1 q_typed_residual_context=7.069458 sequence=790.533994
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=272 node=N2226 type=observe q_typed_residual_context=6.610191 sequence=797.144184
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=273 node=N6562 type=observe q_typed_residual_context=6.649572 sequence=803.793756
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=274 node=N1598 type=observe q_typed_residual_context=0.317796 sequence=804.111552
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=275 node=N2212 type=observe q_typed_residual_context=4.001778 sequence=808.113330
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=276 node=N7425 type=observe q_typed_residual_context=5.870954 sequence=813.984284
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=277 node=N1348 type=observe q_typed_residual_context=6.289201 sequence=820.273485
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=278 node=N8470 type=observe q_typed_residual_context=4.773993 sequence=825.047477
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] saved=autoresearch/loop-260720-0945/model_training_round6_type_balanced/b15_selection/type_balanced_rank/best_final_horizon/q_typed_residual_context/alpha_0p10_weight_0p75/plans/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [gmean] 2026-07-21T10:45:30 [1/1] plan_done benchmark=iscas99__b15_1 plan_sec=188.338 plan_csv=autoresearch/loop-260720-0945/model_training_round6_type_balanced/b15_selection/type_balanced_rank/best_final_horizon/q_typed_residual_context/alpha_0p10_weight_0p75/plans/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [gmean] 2026-07-21T10:45:30 [1/1] eval_start benchmark=iscas99__b15_1 backend=atalanta-bist patterns=300000
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [eval iscas99__b15_1] {
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [eval iscas99__b15_1]   "records": 2,
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [eval iscas99__b15_1]   "labels_csv": "autoresearch/loop-260720-0945/model_training_round6_type_balanced/b15_selection/type_balanced_rank/best_final_horizon/q_typed_residual_context/alpha_0p10_weight_0p75/evals/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/labels.csv",
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [eval iscas99__b15_1]   "summary_json": "autoresearch/loop-260720-0945/model_training_round6_type_balanced/b15_selection/type_balanced_rank/best_final_horizon/q_typed_residual_context/alpha_0p10_weight_0p75/evals/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/summary.json"
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [eval iscas99__b15_1] }
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [gmean] 2026-07-21T10:45:38 [1/1] eval_done benchmark=iscas99__b15_1 delta_tc=0.1227100000000001 plan_sec=188.338 eval_sec=7.372 total_sec=195.721
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [gmean] 2026-07-21T10:45:38 variant_done id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0 status=ok macro=0.1227100000000001 positives=1 negatives=0 elapsed=195.722
