[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T11:06:46 out_dir=autoresearch/loop-260720-0945/model_training_round6_type_balanced/b15_selection/type_balanced_toplist/epoch_008/q_typed_residual_context/alpha_0p20_weight_0p75
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T11:06:46 budgets=iscas99__b15_1:278
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T11:06:46 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T11:06:46 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=263 node=N764 type=observe q_typed_residual_context=2.778568 sequence=853.999830
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=264 node=N2247 type=observe q_typed_residual_context=5.755242 sequence=859.755072
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=265 node=N680 type=observe q_typed_residual_context=5.207361 sequence=864.962433
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=266 node=N4900 type=observe q_typed_residual_context=5.924258 sequence=870.886691
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=267 node=N697 type=observe q_typed_residual_context=3.010000 sequence=873.896691
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=268 node=N1352 type=observe q_typed_residual_context=6.228071 sequence=880.124762
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=269 node=N4338 type=control0 q_typed_residual_context=2.785134 sequence=882.909896
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=270 node=N763 type=observe q_typed_residual_context=5.725032 sequence=888.634928
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=271 node=N2218 type=observe q_typed_residual_context=2.665169 sequence=891.300097
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=272 node=N2255 type=observe q_typed_residual_context=5.825784 sequence=897.125881
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=273 node=N5665 type=control0 q_typed_residual_context=5.876346 sequence=903.002227
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=274 node=N5671 type=control0 q_typed_residual_context=5.943412 sequence=908.945638
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=275 node=N7440 type=observe q_typed_residual_context=5.822805 sequence=914.768443
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=276 node=N5715 type=control0 q_typed_residual_context=6.221979 sequence=920.990421
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=277 node=N7452 type=observe q_typed_residual_context=5.047473 sequence=926.037894
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=278 node=N732 type=observe q_typed_residual_context=5.554277 sequence=931.592171
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] saved=autoresearch/loop-260720-0945/model_training_round6_type_balanced/b15_selection/type_balanced_toplist/epoch_008/q_typed_residual_context/alpha_0p20_weight_0p75/plans/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T11:09:30 [1/1] plan_done benchmark=iscas99__b15_1 plan_sec=164.893 plan_csv=autoresearch/loop-260720-0945/model_training_round6_type_balanced/b15_selection/type_balanced_toplist/epoch_008/q_typed_residual_context/alpha_0p20_weight_0p75/plans/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T11:09:30 [1/1] eval_start benchmark=iscas99__b15_1 backend=atalanta-bist patterns=300000
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [eval iscas99__b15_1] {
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [eval iscas99__b15_1]   "records": 2,
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [eval iscas99__b15_1]   "labels_csv": "autoresearch/loop-260720-0945/model_training_round6_type_balanced/b15_selection/type_balanced_toplist/epoch_008/q_typed_residual_context/alpha_0p20_weight_0p75/evals/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/labels.csv",
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [eval iscas99__b15_1]   "summary_json": "autoresearch/loop-260720-0945/model_training_round6_type_balanced/b15_selection/type_balanced_toplist/epoch_008/q_typed_residual_context/alpha_0p20_weight_0p75/evals/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/summary.json"
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [eval iscas99__b15_1] }
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T11:09:37 [1/1] eval_done benchmark=iscas99__b15_1 delta_tc=0.11924999999999997 plan_sec=164.893 eval_sec=6.207 total_sec=171.112
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T11:09:37 variant_done id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0 status=ok macro=0.11924999999999997 positives=1 negatives=0 elapsed=171.113
