[trust-five/b20_C] [gmean] 2026-07-21T04:15:55 out_dir=autoresearch/improve-260721-0356/trust_round4_five/b20_C
[trust-five/b20_C] [gmean] 2026-07-21T04:15:55 budgets=iscas99__b20:616
[trust-five/b20_C] [gmean] 2026-07-21T04:15:55 variant_start id=greedy__cumulative__q_typed_trust_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[trust-five/b20_C] [gmean] 2026-07-21T04:15:55 [1/1] plan_start benchmark=iscas99__b20 budget=616 planner=greedy score=q_typed_trust_context
[trust-five/b20_C] [plan iscas99__b20] [plan] step=418 node=N17812 type=control1 q_typed_trust_context=1.533835 sequence=919.715116
[trust-five/b20_C] [plan iscas99__b20] [plan] step=419 node=N19045 type=control1 q_typed_trust_context=1.088906 sequence=920.804022
[trust-five/b20_C] [plan iscas99__b20] [plan] step=420 node=N3085 type=observe q_typed_trust_context=2.785257 sequence=923.589279
[trust-five/b20_C] [plan iscas99__b20] [plan] step=421 node=N1418 type=observe q_typed_trust_context=2.691341 sequence=926.280620
[trust-five/b20_C] [plan iscas99__b20] [plan] step=422 node=N10777 type=observe q_typed_trust_context=4.277703 sequence=930.558323
[trust-five/b20_C] [plan iscas99__b20] [plan] step=423 node=N3067 type=observe q_typed_trust_context=2.566599 sequence=933.124922
[trust-five/b20_C] [plan iscas99__b20] [plan] step=424 node=N18684 type=control1 q_typed_trust_context=2.386675 sequence=935.511597
[trust-five/b20_C] [plan iscas99__b20] [plan] step=425 node=N961 type=observe q_typed_trust_context=1.529071 sequence=937.040668
[trust-five/b20_C] [plan iscas99__b20] [plan] step=426 node=N3914 type=observe q_typed_trust_context=2.381314 sequence=939.421983
[trust-five/b20_C] [plan iscas99__b20] [plan] step=427 node=N1396 type=observe q_typed_trust_context=1.749229 sequence=941.171212
[trust-five/b20_C] [plan iscas99__b20] [plan] step=428 node=N10785 type=observe q_typed_trust_context=3.055614 sequence=944.226826
[trust-five/b20_C] [plan iscas99__b20] [plan] step=429 node=N3040 type=observe q_typed_trust_context=4.106897 sequence=948.333723
[trust-five/b20_C] [plan iscas99__b20] [plan] step=430 node=N1399 type=observe q_typed_trust_context=2.051520 sequence=950.385243
[trust-five/b20_C] [plan iscas99__b20] [plan] step=431 node=N10791 type=observe q_typed_trust_context=2.249365 sequence=952.634607
[trust-five/b20_C] [plan iscas99__b20] [plan] step=432 node=N3031 type=observe q_typed_trust_context=2.429155 sequence=955.063762
[trust-five/b20_C] [plan iscas99__b20] [plan] step=433 node=N3641 type=observe q_typed_trust_context=1.840207 sequence=956.903969
[trust-five/b20_C] [plan iscas99__b20] [plan] step=434 node=N1397 type=observe q_typed_trust_context=1.448548 sequence=958.352517
[trust-five/b20_C] [plan iscas99__b20] [plan] step=435 node=N3013 type=observe q_typed_trust_context=1.575517 sequence=959.928034
[trust-five/b20_C] [plan iscas99__b20] [plan] step=436 node=N1419 type=observe q_typed_trust_context=1.948131 sequence=961.876165
[trust-five/b20_C] [plan iscas99__b20] [plan] step=437 node=N2393 type=observe q_typed_trust_context=1.697546 sequence=963.573711
[trust-five/b20_C] [plan iscas99__b20] [plan] step=438 node=N10783 type=observe q_typed_trust_context=2.724192 sequence=966.297904
[trust-five/b20_C] [plan iscas99__b20] [plan] step=439 node=N2978 type=observe q_typed_trust_context=3.544725 sequence=969.842629
[trust-five/b20_C] [plan iscas99__b20] [plan] step=440 node=N6970 type=control0 q_typed_trust_context=1.115248 sequence=970.957877
[trust-five/b20_C] [plan iscas99__b20] [plan] step=441 node=N8040 type=control0 q_typed_trust_context=2.482705 sequence=973.440581
[trust-five/b20_C] [plan iscas99__b20] [plan] step=442 node=N1420 type=observe q_typed_trust_context=2.266814 sequence=975.707395
[trust-five/b20_C] [plan iscas99__b20] [plan] step=443 node=N10774 type=observe q_typed_trust_context=2.435585 sequence=978.142981
[trust-five/b20_C] [plan iscas99__b20] [plan] step=444 node=N10861 type=control1 q_typed_trust_context=1.338474 sequence=979.481455
[trust-five/b20_C] [plan iscas99__b20] [plan] step=445 node=N13649 type=control1 q_typed_trust_context=2.417588 sequence=981.899043
[trust-five/b20_C] [plan iscas99__b20] [plan] step=446 node=N13650 type=control1 q_typed_trust_context=2.377960 sequence=984.277003
[trust-five/b20_C] [plan iscas99__b20] [plan] step=447 node=N1422 type=observe q_typed_trust_context=1.625543 sequence=985.902547
[trust-five/b20_C] [plan iscas99__b20] [plan] step=448 node=N2942 type=observe q_typed_trust_context=1.486519 sequence=987.389066
[trust-five/b20_C] [plan iscas99__b20] [plan] step=449 node=N13651 type=control1 q_typed_trust_context=1.779348 sequence=989.168413
[trust-five/b20_C] [plan iscas99__b20] [plan] step=450 node=N1423 type=observe q_typed_trust_context=5.693568 sequence=994.861982
[trust-five/b20_C] [plan iscas99__b20] [plan] step=451 node=N10787 type=observe q_typed_trust_context=4.491214 sequence=999.353196
[trust-five/b20_C] [plan iscas99__b20] [plan] step=452 node=N10765 type=observe q_typed_trust_context=3.328783 sequence=1002.681978
[trust-five/b20_C] [plan iscas99__b20] [plan] step=453 node=N13657 type=control1 q_typed_trust_context=3.225927 sequence=1005.907905
[trust-five/b20_C] [plan iscas99__b20] [plan] step=454 node=N1402 type=observe q_typed_trust_context=1.103354 sequence=1007.011259
[trust-five/b20_C] [plan iscas99__b20] [plan] step=455 node=N8774 type=control1 q_typed_trust_context=2.572669 sequence=1009.583929
[trust-five/b20_C] [plan iscas99__b20] [plan] step=456 node=N3022 type=observe q_typed_trust_context=1.312734 sequence=1010.896662
[trust-five/b20_C] [plan iscas99__b20] [plan] step=457 node=N14296 type=observe q_typed_trust_context=2.358545 sequence=1013.255207
[trust-five/b20_C] [plan iscas99__b20] [plan] step=458 node=N2904 type=observe q_typed_trust_context=1.781857 sequence=1015.037065
[trust-five/b20_C] [plan iscas99__b20] [plan] step=459 node=N8775 type=control1 q_typed_trust_context=2.550126 sequence=1017.587191
[trust-five/b20_C] [plan iscas99__b20] [plan] step=460 node=N6110 type=control0 q_typed_trust_context=4.550654 sequence=1022.137845
[trust-five/b20_C] [plan iscas99__b20] [plan] step=461 node=N1401 type=observe q_typed_trust_context=3.014843 sequence=1025.152688
[trust-five/b20_C] [plan iscas99__b20] [plan] step=462 node=N11144 type=control0 q_typed_trust_context=1.494226 sequence=1026.646914
[trust-five/b20_C] [plan iscas99__b20] [plan] step=463 node=N8042 type=control0 q_typed_trust_context=1.377937 sequence=1028.024851
[trust-five/b20_C] [plan iscas99__b20] [plan] step=464 node=N8776 type=control1 q_typed_trust_context=2.152221 sequence=1030.177072
[trust-five/b20_C] [plan iscas99__b20] [plan] step=465 node=N1424 type=observe q_typed_trust_context=2.412607 sequence=1032.589680
[trust-five/b20_C] [plan iscas99__b20] [plan] step=466 node=N16653 type=observe q_typed_trust_context=2.279380 sequence=1034.869060
[trust-five/b20_C] [plan iscas99__b20] [plan] step=467 node=N10781 type=observe q_typed_trust_context=4.175436 sequence=1039.044495
[trust-five/b20_C] [plan iscas99__b20] [plan] step=468 node=N10786 type=observe q_typed_trust_context=3.896576 sequence=1042.941071
[trust-five/b20_C] [plan iscas99__b20] [plan] step=469 node=N10773 type=observe q_typed_trust_context=4.586903 sequence=1047.527974
[trust-five/b20_C] [plan iscas99__b20] [plan] step=470 node=N10768 type=observe q_typed_trust_context=5.049300 sequence=1052.577274
[trust-five/b20_C] [plan iscas99__b20] [plan] step=471 node=N12649 type=control1 q_typed_trust_context=3.087786 sequence=1055.665061
[trust-five/b20_C] [plan iscas99__b20] [plan] step=472 node=N12650 type=control1 q_typed_trust_context=1.795144 sequence=1057.460205
[trust-five/b20_C] [plan iscas99__b20] [plan] step=473 node=N2969 type=observe q_typed_trust_context=0.555626 sequence=1058.015832
[trust-five/b20_C] [plan iscas99__b20] [plan] step=474 node=N14378 type=observe q_typed_trust_context=2.511265 sequence=1060.527097
[trust-five/b20_C] [plan iscas99__b20] [plan] step=475 node=N12651 type=control1 q_typed_trust_context=2.838630 sequence=1063.365726
[trust-five/b20_C] [plan iscas99__b20] [plan] step=476 node=N6107 type=control0 q_typed_trust_context=1.589137 sequence=1064.954863
[trust-five/b20_C] [plan iscas99__b20] [plan] step=477 node=N12520 type=observe q_typed_trust_context=2.155514 sequence=1067.110377
[trust-five/b20_C] [plan iscas99__b20] [plan] step=478 node=N8782 type=control1 q_typed_trust_context=2.111851 sequence=1069.222228
[trust-five/b20_C] [plan iscas99__b20] [plan] step=479 node=N2951 type=observe q_typed_trust_context=2.153810 sequence=1071.376039
[trust-five/b20_C] [plan iscas99__b20] [plan] step=480 node=N8599 type=control0 q_typed_trust_context=1.061756 sequence=1072.437794
[trust-five/b20_C] [plan iscas99__b20] [plan] step=481 node=N1400 type=observe q_typed_trust_context=2.564372 sequence=1075.002166
[trust-five/b20_C] [plan iscas99__b20] [plan] step=482 node=N16672 type=observe q_typed_trust_context=2.179568 sequence=1077.181735
[trust-five/b20_C] [plan iscas99__b20] [plan] step=483 node=N12657 type=control1 q_typed_trust_context=2.454172 sequence=1079.635906
[trust-five/b20_C] [plan iscas99__b20] [plan] step=484 node=N1425 type=observe q_typed_trust_context=1.943917 sequence=1081.579823
[trust-five/b20_C] [plan iscas99__b20] [plan] step=485 node=N16678 type=observe q_typed_trust_context=2.501759 sequence=1084.081581
[trust-five/b20_C] [plan iscas99__b20] [plan] step=486 node=N13149 type=control1 q_typed_trust_context=2.684841 sequence=1086.766422
[trust-five/b20_C] [plan iscas99__b20] [plan] step=487 node=N3058 type=observe q_typed_trust_context=1.302856 sequence=1088.069279
[trust-five/b20_C] [plan iscas99__b20] [plan] step=488 node=N18905 type=control0 q_typed_trust_context=1.535686 sequence=1089.604965
[trust-five/b20_C] [plan iscas99__b20] [plan] step=489 node=N13150 type=control1 q_typed_trust_context=3.807298 sequence=1093.412263
[trust-five/b20_C] [plan iscas99__b20] [plan] step=490 node=N13151 type=control1 q_typed_trust_context=3.170343 sequence=1096.582605
[trust-five/b20_C] [plan iscas99__b20] [plan] step=491 node=N13157 type=control1 q_typed_trust_context=1.897177 sequence=1098.479782
[trust-five/b20_C] [plan iscas99__b20] [plan] step=492 node=N18891 type=control0 q_typed_trust_context=1.079116 sequence=1099.558899
[trust-five/b20_C] [plan iscas99__b20] [plan] step=493 node=N1426 type=observe q_typed_trust_context=1.978285 sequence=1101.537183
[trust-five/b20_C] [plan iscas99__b20] [plan] step=494 node=N2920 type=observe q_typed_trust_context=4.134181 sequence=1105.671364
[trust-five/b20_C] [plan iscas99__b20] [plan] step=495 node=N16695 type=observe q_typed_trust_context=2.222823 sequence=1107.894187
[trust-five/b20_C] [plan iscas99__b20] [plan] step=496 node=N1405 type=observe q_typed_trust_context=3.028323 sequence=1110.922510
[trust-five/b20_C] [plan iscas99__b20] [plan] step=497 node=N16594 type=observe q_typed_trust_context=0.996359 sequence=1111.918870
[trust-five/b20_C] [plan iscas99__b20] [plan] step=498 node=N1416 type=observe q_typed_trust_context=1.253217 sequence=1113.172087
[trust-five/b20_C] [plan iscas99__b20] [plan] step=499 node=N3076 type=observe q_typed_trust_context=0.908525 sequence=1114.080612
[trust-five/b20_C] [plan iscas99__b20] [plan] step=500 node=N18823 type=control0 q_typed_trust_context=1.430087 sequence=1115.510699
[trust-five/b20_C] [plan iscas99__b20] [plan] step=501 node=N1427 type=observe q_typed_trust_context=0.551481 sequence=1116.062180
[trust-five/b20_C] [plan iscas99__b20] [plan] step=502 node=N3103 type=observe q_typed_trust_context=0.956226 sequence=1117.018406
[trust-five/b20_C] [plan iscas99__b20] [plan] step=503 node=N919 type=observe q_typed_trust_context=2.213003 sequence=1119.231409
[trust-five/b20_C] [plan iscas99__b20] [plan] step=504 node=N3139 type=observe q_typed_trust_context=2.241973 sequence=1121.473381
[trust-five/b20_C] [plan iscas99__b20] [plan] step=505 node=N915 type=observe q_typed_trust_context=3.443080 sequence=1124.916461
[trust-five/b20_C] [plan iscas99__b20] [plan] step=506 node=N3157 type=observe q_typed_trust_context=2.687000 sequence=1127.603461
[trust-five/b20_C] [plan iscas99__b20] [plan] step=507 node=N5601 type=control0 q_typed_trust_context=2.764512 sequence=1130.367973
[trust-five/b20_C] [plan iscas99__b20] [plan] step=508 node=N14346 type=observe q_typed_trust_context=1.624914 sequence=1131.992888
[trust-five/b20_C] [plan iscas99__b20] [plan] step=509 node=N916 type=observe q_typed_trust_context=2.581747 sequence=1134.574635
[trust-five/b20_C] [plan iscas99__b20] [plan] step=510 node=N917 type=observe q_typed_trust_context=3.883837 sequence=1138.458472
[trust-five/b20_C] [plan iscas99__b20] [plan] step=511 node=N2987 type=observe q_typed_trust_context=2.904333 sequence=1141.362804
[trust-five/b20_C] [plan iscas99__b20] [plan] step=512 node=N918 type=observe q_typed_trust_context=2.547902 sequence=1143.910707
[trust-five/b20_C] [plan iscas99__b20] [plan] step=513 node=N920 type=observe q_typed_trust_context=4.198688 sequence=1148.109394
[trust-five/b20_C] [plan iscas99__b20] [plan] step=514 node=N921 type=observe q_typed_trust_context=2.839770 sequence=1150.949164
[trust-five/b20_C] [plan iscas99__b20] [plan] step=515 node=N2911 type=observe q_typed_trust_context=2.246539 sequence=1153.195704
[trust-five/b20_C] [plan iscas99__b20] [plan] step=516 node=N922 type=observe q_typed_trust_context=2.069592 sequence=1155.265296
[trust-five/b20_C] [plan iscas99__b20] [plan] step=517 node=N927 type=observe q_typed_trust_context=2.816787 sequence=1158.082084
[trust-five/b20_C] [plan iscas99__b20] [plan] step=518 node=N948 type=observe q_typed_trust_context=2.403100 sequence=1160.485184
[trust-five/b20_C] [plan iscas99__b20] [plan] step=519 node=N1414 type=observe q_typed_trust_context=2.377622 sequence=1162.862806
[trust-five/b20_C] [plan iscas99__b20] [plan] step=520 node=N951 type=observe q_typed_trust_context=2.366629 sequence=1165.229434
[trust-five/b20_C] [plan iscas99__b20] [plan] step=521 node=N956 type=observe q_typed_trust_context=2.458699 sequence=1167.688133
[trust-five/b20_C] [plan iscas99__b20] [plan] step=522 node=N947 type=observe q_typed_trust_context=2.224086 sequence=1169.912219
[trust-five/b20_C] [plan iscas99__b20] [plan] step=523 node=N2995 type=observe q_typed_trust_context=1.223292 sequence=1171.135511
[trust-five/b20_C] [plan iscas99__b20] [plan] step=524 node=N949 type=observe q_typed_trust_context=2.085711 sequence=1173.221222
[trust-five/b20_C] [plan iscas99__b20] [plan] step=525 node=N14380 type=observe q_typed_trust_context=0.739244 sequence=1173.960465
[trust-five/b20_C] [plan iscas99__b20] [plan] step=526 node=N950 type=observe q_typed_trust_context=2.788168 sequence=1176.748634
[trust-five/b20_C] [plan iscas99__b20] [plan] step=527 node=N3472 type=observe q_typed_trust_context=1.364560 sequence=1178.113194
[trust-five/b20_C] [plan iscas99__b20] [plan] step=528 node=N952 type=observe q_typed_trust_context=1.934727 sequence=1180.047921
[trust-five/b20_C] [plan iscas99__b20] [plan] step=529 node=N953 type=observe q_typed_trust_context=1.578114 sequence=1181.626035
[trust-five/b20_C] [plan iscas99__b20] [plan] step=530 node=N954 type=observe q_typed_trust_context=2.199483 sequence=1183.825519
[trust-five/b20_C] [plan iscas99__b20] [plan] step=531 node=N955 type=observe q_typed_trust_context=2.578025 sequence=1186.403544
[trust-five/b20_C] [plan iscas99__b20] [plan] step=532 node=N3463 type=observe q_typed_trust_context=1.631640 sequence=1188.035184
[trust-five/b20_C] [plan iscas99__b20] [plan] step=533 node=N958 type=observe q_typed_trust_context=2.023106 sequence=1190.058289
[trust-five/b20_C] [plan iscas99__b20] [plan] step=534 node=N957 type=observe q_typed_trust_context=2.708626 sequence=1192.766915
[trust-five/b20_C] [plan iscas99__b20] [plan] step=535 node=N959 type=observe q_typed_trust_context=2.185286 sequence=1194.952201
[trust-five/b20_C] [plan iscas99__b20] [plan] step=536 node=N3336 type=observe q_typed_trust_context=4.546687 sequence=1199.498888
[trust-five/b20_C] [plan iscas99__b20] [plan] step=537 node=N14282 type=control0 q_typed_trust_context=1.351336 sequence=1200.850224
[trust-five/b20_C] [plan iscas99__b20] [plan] step=538 node=N1506 type=control0 q_typed_trust_context=0.543278 sequence=1201.393502
[trust-five/b20_C] [plan iscas99__b20] [plan] step=539 node=N14280 type=control0 q_typed_trust_context=1.084992 sequence=1202.478494
[trust-five/b20_C] [plan iscas99__b20] [plan] step=540 node=N1466 type=control0 q_typed_trust_context=0.424877 sequence=1202.903372
[trust-five/b20_C] [plan iscas99__b20] [plan] step=541 node=N6521 type=control0 q_typed_trust_context=0.582011 sequence=1203.485382
[trust-five/b20_C] [plan iscas99__b20] [plan] step=542 node=N1486 type=control0 q_typed_trust_context=0.178607 sequence=1203.663990
[trust-five/b20_C] [plan iscas99__b20] [plan] step=543 node=N6535 type=control0 q_typed_trust_context=0.398088 sequence=1204.062078
[trust-five/b20_C] [plan iscas99__b20] [plan] step=544 node=N14250 type=control1 q_typed_trust_context=0.048895 sequence=1204.110973
[trust-five/b20_C] [plan iscas99__b20] [plan] step=545 node=N13656 type=control1 q_typed_trust_context=1.143180 sequence=1205.254152
[trust-five/b20_C] [plan iscas99__b20] [plan] step=546 node=N16230 type=control1 q_typed_trust_context=1.615464 sequence=1206.869616
[trust-five/b20_C] [plan iscas99__b20] [plan] step=547 node=N8781 type=control1 q_typed_trust_context=2.682977 sequence=1209.552593
[trust-five/b20_C] [plan iscas99__b20] [plan] step=548 node=N12656 type=control1 q_typed_trust_context=2.406018 sequence=1211.958612
[trust-five/b20_C] [plan iscas99__b20] [plan] step=549 node=N13156 type=control1 q_typed_trust_context=1.710467 sequence=1213.669079
[trust-five/b20_C] [plan iscas99__b20] [plan] step=550 node=N12529 type=observe q_typed_trust_context=0.830370 sequence=1214.499448
[trust-five/b20_C] [plan iscas99__b20] [plan] step=551 node=N12546 type=observe q_typed_trust_context=1.452002 sequence=1215.951450
[trust-five/b20_C] [plan iscas99__b20] [plan] step=552 node=N6542 type=control0 q_typed_trust_context=1.620953 sequence=1217.572403
[trust-five/b20_C] [plan iscas99__b20] [plan] step=553 node=N12526 type=observe q_typed_trust_context=3.106536 sequence=1220.678939
[trust-five/b20_C] [plan iscas99__b20] [plan] step=554 node=N12549 type=observe q_typed_trust_context=1.990096 sequence=1222.669035
[trust-five/b20_C] [plan iscas99__b20] [plan] step=555 node=N12553 type=observe q_typed_trust_context=0.815886 sequence=1223.484922
[trust-five/b20_C] [plan iscas99__b20] [plan] step=556 node=N12612 type=observe q_typed_trust_context=0.834843 sequence=1224.319765
[trust-five/b20_C] [plan iscas99__b20] [plan] step=557 node=N12523 type=observe q_typed_trust_context=0.711599 sequence=1225.031364
[trust-five/b20_C] [plan iscas99__b20] [plan] step=558 node=N10767 type=observe q_typed_trust_context=1.459947 sequence=1226.491311
[trust-five/b20_C] [plan iscas99__b20] [plan] step=559 node=N10780 type=observe q_typed_trust_context=2.093317 sequence=1228.584628
[trust-five/b20_C] [plan iscas99__b20] [plan] step=560 node=N10784 type=observe q_typed_trust_context=2.331168 sequence=1230.915796
[trust-five/b20_C] [plan iscas99__b20] [plan] step=561 node=N10782 type=observe q_typed_trust_context=2.584965 sequence=1233.500761
[trust-five/b20_C] [plan iscas99__b20] [plan] step=562 node=N10788 type=observe q_typed_trust_context=2.817263 sequence=1236.318024
[trust-five/b20_C] [plan iscas99__b20] [plan] step=563 node=N10779 type=observe q_typed_trust_context=3.080455 sequence=1239.398479
[trust-five/b20_C] [plan iscas99__b20] [plan] step=564 node=N10766 type=observe q_typed_trust_context=3.360606 sequence=1242.759085
[trust-five/b20_C] [plan iscas99__b20] [plan] step=565 node=N12597 type=observe q_typed_trust_context=2.198450 sequence=1244.957534
[trust-five/b20_C] [plan iscas99__b20] [plan] step=566 node=N12551 type=observe q_typed_trust_context=2.069326 sequence=1247.026860
[trust-five/b20_C] [plan iscas99__b20] [plan] step=567 node=N12539 type=observe q_typed_trust_context=4.098744 sequence=1251.125604
[trust-five/b20_C] [plan iscas99__b20] [plan] step=568 node=N12609 type=observe q_typed_trust_context=1.973674 sequence=1253.099278
[trust-five/b20_C] [plan iscas99__b20] [plan] step=569 node=N10789 type=observe q_typed_trust_context=2.068334 sequence=1255.167612
[trust-five/b20_C] [plan iscas99__b20] [plan] step=570 node=N12550 type=observe q_typed_trust_context=0.985507 sequence=1256.153119
[trust-five/b20_C] [plan iscas99__b20] [plan] step=571 node=N10775 type=observe q_typed_trust_context=0.867954 sequence=1257.021072
[trust-five/b20_C] [plan iscas99__b20] [plan] step=572 node=N12498 type=observe q_typed_trust_context=1.216627 sequence=1258.237700
[trust-five/b20_C] [plan iscas99__b20] [plan] step=573 node=N12464 type=observe q_typed_trust_context=1.274231 sequence=1259.511930
[trust-five/b20_C] [plan iscas99__b20] [plan] step=574 node=N12500 type=observe q_typed_trust_context=1.515888 sequence=1261.027818
[trust-five/b20_C] [plan iscas99__b20] [plan] step=575 node=N10792 type=observe q_typed_trust_context=2.121904 sequence=1263.149722
[trust-five/b20_C] [plan iscas99__b20] [plan] step=576 node=N10790 type=observe q_typed_trust_context=3.018752 sequence=1266.168475
[trust-five/b20_C] [plan iscas99__b20] [plan] step=577 node=N10770 type=observe q_typed_trust_context=2.365690 sequence=1268.534165
[trust-five/b20_C] [plan iscas99__b20] [plan] step=578 node=N12249 type=observe q_typed_trust_context=1.902493 sequence=1270.436658
[trust-five/b20_C] [plan iscas99__b20] [plan] step=579 node=N12566 type=observe q_typed_trust_context=0.963648 sequence=1271.400306
[trust-five/b20_C] [plan iscas99__b20] [plan] step=580 node=N12569 type=observe q_typed_trust_context=1.115415 sequence=1272.515721
[trust-five/b20_C] [plan iscas99__b20] [plan] step=581 node=N10855 type=control1 q_typed_trust_context=1.335625 sequence=1273.851346
[trust-five/b20_C] [plan iscas99__b20] [plan] step=582 node=N18417 type=control1 q_typed_trust_context=2.408681 sequence=1276.260027
[trust-five/b20_C] [plan iscas99__b20] [plan] step=583 node=N8004 type=control1 q_typed_trust_context=0.865210 sequence=1277.125237
[trust-five/b20_C] [plan iscas99__b20] [plan] step=584 node=N16593 type=observe q_typed_trust_context=1.230624 sequence=1278.355861
[trust-five/b20_C] [plan iscas99__b20] [plan] step=585 node=N10764 type=control1 q_typed_trust_context=1.622157 sequence=1279.978018
[trust-five/b20_C] [plan iscas99__b20] [plan] step=586 node=N12251 type=observe q_typed_trust_context=1.373982 sequence=1281.352000
[trust-five/b20_C] [plan iscas99__b20] [plan] step=587 node=N10776 type=observe q_typed_trust_context=1.645495 sequence=1282.997495
[trust-five/b20_C] [plan iscas99__b20] [plan] step=588 node=N16680 type=observe q_typed_trust_context=1.184523 sequence=1284.182018
[trust-five/b20_C] [plan iscas99__b20] [plan] step=589 node=N8002 type=control1 q_typed_trust_context=1.512985 sequence=1285.695003
[trust-five/b20_C] [plan iscas99__b20] [plan] step=590 node=N10737 type=control1 q_typed_trust_context=1.851298 sequence=1287.546301
[trust-five/b20_C] [plan iscas99__b20] [plan] step=591 node=N12337 type=observe q_typed_trust_context=1.632621 sequence=1289.178922
[trust-five/b20_C] [plan iscas99__b20] [plan] step=592 node=N12572 type=observe q_typed_trust_context=1.426806 sequence=1290.605727
[trust-five/b20_C] [plan iscas99__b20] [plan] step=593 node=N12640 type=observe q_typed_trust_context=2.374840 sequence=1292.980567
[trust-five/b20_C] [plan iscas99__b20] [plan] step=594 node=N10769 type=observe q_typed_trust_context=2.049648 sequence=1295.030215
[trust-five/b20_C] [plan iscas99__b20] [plan] step=595 node=N10778 type=observe q_typed_trust_context=1.555376 sequence=1296.585591
[trust-five/b20_C] [plan iscas99__b20] [plan] step=596 node=N12332 type=observe q_typed_trust_context=1.681306 sequence=1298.266897
[trust-five/b20_C] [plan iscas99__b20] [plan] step=597 node=N12250 type=observe q_typed_trust_context=1.245488 sequence=1299.512385
[trust-five/b20_C] [plan iscas99__b20] [plan] step=598 node=N12577 type=observe q_typed_trust_context=1.084875 sequence=1300.597260
[trust-five/b20_C] [plan iscas99__b20] [plan] step=599 node=N12327 type=observe q_typed_trust_context=1.676863 sequence=1302.274123
[trust-five/b20_C] [plan iscas99__b20] [plan] step=600 node=N12319 type=observe q_typed_trust_context=1.848012 sequence=1304.122135
[trust-five/b20_C] [plan iscas99__b20] [plan] step=601 node=N12369 type=observe q_typed_trust_context=2.284642 sequence=1306.406777
[trust-five/b20_C] [plan iscas99__b20] [plan] step=602 node=N12411 type=observe q_typed_trust_context=1.775073 sequence=1308.181849
[trust-five/b20_C] [plan iscas99__b20] [plan] step=603 node=N12387 type=observe q_typed_trust_context=1.812576 sequence=1309.994425
[trust-five/b20_C] [plan iscas99__b20] [plan] step=604 node=N12393 type=observe q_typed_trust_context=2.506325 sequence=1312.500751
[trust-five/b20_C] [plan iscas99__b20] [plan] step=605 node=N12340 type=observe q_typed_trust_context=2.454902 sequence=1314.955653
[trust-five/b20_C] [plan iscas99__b20] [plan] step=606 node=N12419 type=observe q_typed_trust_context=3.757541 sequence=1318.713193
[trust-five/b20_C] [plan iscas99__b20] [plan] step=607 node=N12286 type=observe q_typed_trust_context=1.757361 sequence=1320.470554
[trust-five/b20_C] [plan iscas99__b20] [plan] step=608 node=N12342 type=observe q_typed_trust_context=2.016095 sequence=1322.486648
[trust-five/b20_C] [plan iscas99__b20] [plan] step=609 node=N12396 type=observe q_typed_trust_context=1.512302 sequence=1323.998951
[trust-five/b20_C] [plan iscas99__b20] [plan] step=610 node=N12360 type=observe q_typed_trust_context=1.182745 sequence=1325.181696
[trust-five/b20_C] [plan iscas99__b20] [plan] step=611 node=N12621 type=observe q_typed_trust_context=1.920638 sequence=1327.102334
[trust-five/b20_C] [plan iscas99__b20] [plan] step=612 node=N12622 type=observe q_typed_trust_context=2.065787 sequence=1329.168120
[trust-five/b20_C] [plan iscas99__b20] [plan] step=613 node=N10150 type=observe q_typed_trust_context=1.967660 sequence=1331.135780
[trust-five/b20_C] [plan iscas99__b20] [plan] step=614 node=N12390 type=observe q_typed_trust_context=1.121011 sequence=1332.256791
[trust-five/b20_C] [plan iscas99__b20] [plan] step=615 node=N12413 type=observe q_typed_trust_context=0.906414 sequence=1333.163205
[trust-five/b20_C] [plan iscas99__b20] [plan] step=616 node=N14386 type=observe q_typed_trust_context=1.631324 sequence=1334.794529
[trust-five/b20_C] [plan iscas99__b20] saved=autoresearch/improve-260721-0356/trust_round4_five/b20_C/plans/iscas99__b20__greedy__cumulative__q_typed_trust_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[trust-five/b20_C] [gmean] 2026-07-21T04:25:07 [1/1] plan_done benchmark=iscas99__b20 plan_sec=551.933 plan_csv=autoresearch/improve-260721-0356/trust_round4_five/b20_C/plans/iscas99__b20__greedy__cumulative__q_typed_trust_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[trust-five/b20_C] [gmean] 2026-07-21T04:25:07 [1/1] eval_start benchmark=iscas99__b20 backend=atalanta-bist patterns=300000
[trust-five/b20_C] [eval iscas99__b20] {
[trust-five/b20_C] [eval iscas99__b20]   "records": 2,
[trust-five/b20_C] [eval iscas99__b20]   "labels_csv": "autoresearch/improve-260721-0356/trust_round4_five/b20_C/evals/iscas99__b20__greedy__cumulative__q_typed_trust_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/labels.csv",
[trust-five/b20_C] [eval iscas99__b20]   "summary_json": "autoresearch/improve-260721-0356/trust_round4_five/b20_C/evals/iscas99__b20__greedy__cumulative__q_typed_trust_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/summary.json"
[trust-five/b20_C] [eval iscas99__b20] }
[trust-five/b20_C] [gmean] 2026-07-21T04:25:17 [1/1] eval_done benchmark=iscas99__b20 delta_tc=0.04333999999999982 plan_sec=551.933 eval_sec=10.073 total_sec=562.041
