[v3_hard_precision gpu5] [2026-07-04T15:35:06+08:00] start name=v3_hard_precision gpu=5 checkpoint=runs/mainline_accuracy_improve_v3_hard_precision/best.pt
[v3_hard_precision gpu5] [gmean] 2026-07-04T15:35:07 out_dir=autoresearch/improve-260704-1035/b21_world_rerank_model_swap/v3_hard_precision
[v3_hard_precision gpu5] [gmean] 2026-07-04T15:35:07 budgets=iscas99__b21:628
[v3_hard_precision gpu5] [gmean] 2026-07-04T15:35:07 variant_start id=greedy__cumulative__reward_pred__bw1__d1__c96__g1p0__candheuristic_recall_pool__div0p0__s0
[v3_hard_precision gpu5] [gmean] 2026-07-04T15:35:07 [1/1] plan_start benchmark=iscas99__b21 budget=628 planner=greedy score=reward_pred
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=408 node=N39743 type=control0 reward_pred=-0.274833 sequence=-75.813334
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=409 node=N39762 type=control1 reward_pred=-0.272687 sequence=-76.086022
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=410 node=N39762 type=control0 reward_pred=-0.274833 sequence=-76.360855
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=411 node=N39780 type=control1 reward_pred=-0.272688 sequence=-76.633543
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=412 node=N39780 type=control0 reward_pred=-0.274833 sequence=-76.908376
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=413 node=N39798 type=control1 reward_pred=-0.272688 sequence=-77.181064
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=414 node=N39798 type=control0 reward_pred=-0.274834 sequence=-77.455898
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=415 node=N39815 type=control1 reward_pred=-0.272688 sequence=-77.728586
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=416 node=N39815 type=control0 reward_pred=-0.274834 sequence=-78.003420
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=417 node=N39833 type=control1 reward_pred=-0.272688 sequence=-78.276108
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=418 node=N39833 type=control0 reward_pred=-0.274834 sequence=-78.550942
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=419 node=N39851 type=control1 reward_pred=-0.272688 sequence=-78.823630
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=420 node=N39851 type=control0 reward_pred=-0.274834 sequence=-79.098465
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=421 node=N39869 type=control1 reward_pred=-0.272688 sequence=-79.371153
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=422 node=N39869 type=control0 reward_pred=-0.274834 sequence=-79.645987
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=423 node=N39886 type=control1 reward_pred=-0.272689 sequence=-79.918676
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=424 node=N39886 type=control0 reward_pred=-0.274834 sequence=-80.193510
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=425 node=N39905 type=control1 reward_pred=-0.272688 sequence=-80.466198
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=426 node=N39905 type=control0 reward_pred=-0.274834 sequence=-80.741032
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=427 node=N39922 type=control1 reward_pred=-0.272689 sequence=-81.013721
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=428 node=N39922 type=control0 reward_pred=-0.274834 sequence=-81.288555
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=429 node=N39939 type=control1 reward_pred=-0.272689 sequence=-81.561244
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=430 node=N39939 type=control0 reward_pred=-0.274834 sequence=-81.836078
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=431 node=N39955 type=control1 reward_pred=-0.272689 sequence=-82.108766
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=432 node=N39955 type=control0 reward_pred=-0.274834 sequence=-82.383600
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=433 node=N39973 type=control1 reward_pred=-0.272689 sequence=-82.656289
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=434 node=N39973 type=control0 reward_pred=-0.274834 sequence=-82.931123
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=435 node=N39989 type=control1 reward_pred=-0.272689 sequence=-83.203812
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=436 node=N39989 type=control0 reward_pred=-0.274834 sequence=-83.478646
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=437 node=N40005 type=control1 reward_pred=-0.272689 sequence=-83.751335
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=438 node=N40005 type=control0 reward_pred=-0.274834 sequence=-84.026169
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=439 node=N40020 type=control1 reward_pred=-0.272689 sequence=-84.298857
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=440 node=N40020 type=control0 reward_pred=-0.274834 sequence=-84.573692
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=441 node=N40035 type=control1 reward_pred=-0.272689 sequence=-84.846380
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=442 node=N40035 type=control0 reward_pred=-0.274834 sequence=-85.121214
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=443 node=N40048 type=control1 reward_pred=-0.272689 sequence=-85.393903
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=444 node=N40048 type=control0 reward_pred=-0.274834 sequence=-85.668737
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=445 node=N40059 type=control1 reward_pred=-0.272689 sequence=-85.941426
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=446 node=N40059 type=control0 reward_pred=-0.274834 sequence=-86.216260
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=447 node=N40070 type=control1 reward_pred=-0.272689 sequence=-86.488948
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=448 node=N40070 type=control0 reward_pred=-0.274834 sequence=-86.763783
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=449 node=N40081 type=control1 reward_pred=-0.272689 sequence=-87.036471
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=450 node=N40081 type=control0 reward_pred=-0.274834 sequence=-87.311305
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=451 node=N40090 type=control1 reward_pred=-0.272688 sequence=-87.583994
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=452 node=N40090 type=control0 reward_pred=-0.274834 sequence=-87.858828
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=453 node=N40099 type=control1 reward_pred=-0.272689 sequence=-88.131516
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=454 node=N40099 type=control0 reward_pred=-0.274834 sequence=-88.406351
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=455 node=N40105 type=control1 reward_pred=-0.272689 sequence=-88.679039
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=456 node=N40105 type=control0 reward_pred=-0.274834 sequence=-88.953873
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=457 node=N41157 type=control1 reward_pred=-0.272688 sequence=-89.226562
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=458 node=N41157 type=control0 reward_pred=-0.274834 sequence=-89.501395
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=459 node=N41146 type=control1 reward_pred=-0.272688 sequence=-89.774083
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=460 node=N41146 type=control0 reward_pred=-0.274833 sequence=-90.048916
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=461 node=N41152 type=control1 reward_pred=-0.272687 sequence=-90.321603
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=462 node=N41152 type=control0 reward_pred=-0.274832 sequence=-90.596435
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=463 node=N39511 type=control1 reward_pred=-0.272686 sequence=-90.869121
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=464 node=N39511 type=control0 reward_pred=-0.274832 sequence=-91.143953
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=465 node=N41147 type=control1 reward_pred=-0.272686 sequence=-91.416639
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=466 node=N41147 type=control0 reward_pred=-0.274831 sequence=-91.691470
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=467 node=N39853 type=control1 reward_pred=-0.272686 sequence=-91.964156
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=468 node=N39853 type=control0 reward_pred=-0.274832 sequence=-92.238989
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=469 node=N39871 type=control1 reward_pred=-0.272687 sequence=-92.511676
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=470 node=N39871 type=control0 reward_pred=-0.274833 sequence=-92.786508
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=471 node=N39888 type=control1 reward_pred=-0.272687 sequence=-93.059196
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=472 node=N39888 type=control0 reward_pred=-0.274833 sequence=-93.334029
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=473 node=N39907 type=control1 reward_pred=-0.272688 sequence=-93.606717
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=474 node=N39907 type=control0 reward_pred=-0.274833 sequence=-93.881550
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=475 node=N39924 type=control1 reward_pred=-0.272688 sequence=-94.154238
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=476 node=N39924 type=control0 reward_pred=-0.274834 sequence=-94.429072
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=477 node=N39941 type=control1 reward_pred=-0.272688 sequence=-94.701760
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=478 node=N39941 type=control0 reward_pred=-0.274834 sequence=-94.976593
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=479 node=N39957 type=control1 reward_pred=-0.272688 sequence=-95.249282
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=480 node=N39957 type=control0 reward_pred=-0.274834 sequence=-95.524115
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=481 node=N39499 type=control1 reward_pred=-0.272688 sequence=-95.796803
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=482 node=N39499 type=control0 reward_pred=-0.274833 sequence=-96.071636
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=483 node=N40078 type=control1 reward_pred=-0.272687 sequence=-96.344323
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=484 node=__buf_split_20105 type=observe reward_pred=-0.270720 sequence=-96.615043
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=485 node=N40078 type=control0 reward_pred=-0.273232 sequence=-96.888275
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=486 node=N41141 type=control1 reward_pred=-0.271216 sequence=-97.159490
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=487 node=__buf_split_20108 type=observe reward_pred=-0.269405 sequence=-97.428896
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=488 node=N41141 type=control0 reward_pred=-0.272061 sequence=-97.700956
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=489 node=N41136 type=control1 reward_pred=-0.270192 sequence=-97.971149
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=490 node=N41136 type=control0 reward_pred=-0.272609 sequence=-98.243757
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=491 node=N41093 type=control1 reward_pred=-0.270740 sequence=-98.514498
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=492 node=N41093 type=control0 reward_pred=-0.273122 sequence=-98.787619
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=493 node=N41102 type=control1 reward_pred=-0.271204 sequence=-99.058824
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=494 node=N41102 type=control0 reward_pred=-0.273535 sequence=-99.332359
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=495 node=N41110 type=control1 reward_pred=-0.271567 sequence=-99.603926
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=496 node=N41110 type=control0 reward_pred=-0.273854 sequence=-99.877779
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=497 node=N41117 type=control1 reward_pred=-0.271843 sequence=-100.149622
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=498 node=N41117 type=control0 reward_pred=-0.274095 sequence=-100.423717
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=499 node=N41124 type=control1 reward_pred=-0.272050 sequence=-100.695767
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=500 node=N41124 type=control0 reward_pred=-0.274276 sequence=-100.970044
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=501 node=N41130 type=control1 reward_pred=-0.272207 sequence=-101.242251
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=502 node=N41130 type=control0 reward_pred=-0.274413 sequence=-101.516663
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=503 node=N39969 type=control1 reward_pred=-0.272325 sequence=-101.788988
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=504 node=N39969 type=control0 reward_pred=-0.274516 sequence=-102.063505
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=505 node=N39986 type=control1 reward_pred=-0.272414 sequence=-102.335919
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=506 node=N39986 type=control0 reward_pred=-0.274594 sequence=-102.610514
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=507 node=N40002 type=control1 reward_pred=-0.272481 sequence=-102.882995
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=508 node=N40002 type=control0 reward_pred=-0.274653 sequence=-103.157648
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=509 node=N40017 type=control1 reward_pred=-0.272532 sequence=-103.430180
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=510 node=N40017 type=control0 reward_pred=-0.274697 sequence=-103.704877
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=511 node=N40031 type=control1 reward_pred=-0.272570 sequence=-103.977447
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=512 node=N40031 type=control0 reward_pred=-0.274730 sequence=-104.252177
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=513 node=N40045 type=control1 reward_pred=-0.272598 sequence=-104.524775
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=514 node=__buf_split_20090 type=observe reward_pred=-0.270643 sequence=-104.795418
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=515 node=__buf_split_20111 type=observe reward_pred=-0.268806 sequence=-105.064224
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=516 node=N40045 type=control0 reward_pred=-0.271567 sequence=-105.335790
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=517 node=N41123 type=control1 reward_pred=-0.269730 sequence=-105.605521
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=518 node=N41123 type=control0 reward_pred=-0.272187 sequence=-105.877708
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=519 node=N40032 type=control1 reward_pred=-0.270365 sequence=-106.148072
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=520 node=__buf_split_20097 type=observe reward_pred=-0.268696 sequence=-106.416769
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=521 node=__buf_split_20100 type=observe reward_pred=-0.267114 sequence=-106.683883
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=522 node=N49268 type=observe reward_pred=-0.265661 sequence=-106.949544
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=523 node=N40032 type=control0 reward_pred=-0.268814 sequence=-107.218358
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=524 node=N41095 type=control1 reward_pred=-0.267323 sequence=-107.485682
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=525 node=N41095 type=control0 reward_pred=-0.270072 sequence=-107.755754
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=526 node=N41094 type=control1 reward_pred=-0.268532 sequence=-108.024285
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=527 node=N41094 type=control0 reward_pred=-0.271184 sequence=-108.295469
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=528 node=N41103 type=control1 reward_pred=-0.269527 sequence=-108.564996
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=529 node=N41103 type=control0 reward_pred=-0.272068 sequence=-108.837063
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=530 node=N39970 type=control1 reward_pred=-0.270299 sequence=-109.107363
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=531 node=N39970 type=control0 reward_pred=-0.272746 sequence=-109.380108
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=532 node=N41082 type=control1 reward_pred=-0.270886 sequence=-109.650995
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=533 node=N41082 type=control0 reward_pred=-0.273259 sequence=-109.924254
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=534 node=N41088 type=control1 reward_pred=-0.271330 sequence=-110.195584
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=535 node=N41088 type=control0 reward_pred=-0.273647 sequence=-110.469231
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=536 node=N39936 type=control1 reward_pred=-0.271664 sequence=-110.740895
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=537 node=N39936 type=control0 reward_pred=-0.273939 sequence=-111.014833
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=538 node=N41069 type=control1 reward_pred=-0.271915 sequence=-111.286749
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=539 node=N41069 type=control0 reward_pred=-0.274158 sequence=-111.560906
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=540 node=N41076 type=control1 reward_pred=-0.272104 sequence=-111.833011
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=541 node=N41076 type=control0 reward_pred=-0.274323 sequence=-112.107334
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=542 node=N41070 type=control1 reward_pred=-0.272247 sequence=-112.379580
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=543 node=N41070 type=control0 reward_pred=-0.274447 sequence=-112.654027
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=544 node=N39901 type=control1 reward_pred=-0.272354 sequence=-112.926381
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=545 node=N39901 type=control0 reward_pred=-0.274541 sequence=-113.200923
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=546 node=N39919 type=control1 reward_pred=-0.272435 sequence=-113.473358
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=547 node=N22409 type=observe reward_pred=-0.270502 sequence=-113.743860
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=548 node=N22412 type=observe reward_pred=-0.268685 sequence=-114.012545
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=549 node=N22415 type=observe reward_pred=-0.267024 sequence=-114.279570
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=550 node=N22418 type=observe reward_pred=-0.265538 sequence=-114.545107
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=551 node=N22422 type=observe reward_pred=-0.264223 sequence=-114.809330
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=552 node=N22425 type=observe reward_pred=-0.263071 sequence=-115.072401
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=553 node=N22428 type=observe reward_pred=-0.262066 sequence=-115.334467
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=554 node=N22431 type=observe reward_pred=-0.261191 sequence=-115.595658
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=555 node=N49295 type=observe reward_pred=-0.260432 sequence=-115.856090
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=556 node=N49298 type=observe reward_pred=-0.259774 sequence=-116.115864
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=557 node=N49280 type=observe reward_pred=-0.259204 sequence=-116.375068
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=558 node=N49301 type=observe reward_pred=-0.257803 sequence=-116.632872
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=559 node=N49296 type=observe reward_pred=-0.256652 sequence=-116.889524
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=560 node=N49277 type=observe reward_pred=-0.256310 sequence=-117.145834
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=561 node=N49299 type=observe reward_pred=-0.256016 sequence=-117.401851
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=562 node=N22460 type=observe reward_pred=-0.255785 sequence=-117.657636
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=563 node=N22463 type=observe reward_pred=-0.255678 sequence=-117.913313
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=564 node=N22465 type=observe reward_pred=-0.255588 sequence=-118.168901
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=565 node=N22468 type=observe reward_pred=-0.255512 sequence=-118.424413
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=566 node=N22472 type=observe reward_pred=-0.255449 sequence=-118.679862
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=567 node=N22475 type=observe reward_pred=-0.255395 sequence=-118.935257
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=568 node=N22477 type=observe reward_pred=-0.255349 sequence=-119.190606
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=569 node=N22480 type=observe reward_pred=-0.255311 sequence=-119.445917
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=570 node=__buf_split_20103 type=observe reward_pred=-0.255279 sequence=-119.701196
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=571 node=N49281 type=observe reward_pred=-0.255253 sequence=-119.956449
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=572 node=N49302 type=observe reward_pred=-0.255232 sequence=-120.211681
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=573 node=N4942 type=control1 reward_pred=-0.254925 sequence=-120.466605
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=574 node=N22435 type=observe reward_pred=-0.254934 sequence=-120.721539
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=575 node=N22438 type=observe reward_pred=-0.254991 sequence=-120.976530
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=576 node=N22441 type=observe reward_pred=-0.255026 sequence=-121.231557
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=577 node=N22444 type=observe reward_pred=-0.255048 sequence=-121.486605
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=578 node=N22448 type=observe reward_pred=-0.255063 sequence=-121.741667
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=579 node=N22451 type=observe reward_pred=-0.255073 sequence=-121.996740
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=580 node=N22453 type=observe reward_pred=-0.255081 sequence=-122.251822
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=581 node=N22456 type=observe reward_pred=-0.255089 sequence=-122.506910
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=582 node=__buf_split_20080 type=observe reward_pred=-0.255095 sequence=-122.762005
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=583 node=N8820 type=observe reward_pred=-0.255122 sequence=-123.017127
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=584 node=N8658 type=observe reward_pred=-0.255122 sequence=-123.272249
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=585 node=N8659 type=observe reward_pred=-0.255125 sequence=-123.527374
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=586 node=N8660 type=observe reward_pred=-0.255129 sequence=-123.782503
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=587 node=N8663 type=observe reward_pred=-0.255131 sequence=-124.037634
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=588 node=N8664 type=observe reward_pred=-0.255134 sequence=-124.292768
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=589 node=N8665 type=observe reward_pred=-0.255137 sequence=-124.547905
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=590 node=__buf_split_4110 type=observe reward_pred=-0.255138 sequence=-124.803043
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=591 node=N29804 type=observe reward_pred=-0.254859 sequence=-125.057902
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=592 node=N49278 type=observe reward_pred=-0.254906 sequence=-125.312808
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=593 node=N8678 type=observe reward_pred=-0.254958 sequence=-125.567766
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=594 node=N8680 type=observe reward_pred=-0.254994 sequence=-125.822760
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=595 node=N8683 type=observe reward_pred=-0.255026 sequence=-126.077786
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=596 node=N8685 type=observe reward_pred=-0.255050 sequence=-126.332836
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=597 node=N4941 type=control1 reward_pred=-0.254774 sequence=-126.587610
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=598 node=N22484 type=observe reward_pred=-0.254811 sequence=-126.842421
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=599 node=N22487 type=observe reward_pred=-0.254889 sequence=-127.097310
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=600 node=N49287 type=observe reward_pred=-0.254944 sequence=-127.352254
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=601 node=N49290 type=observe reward_pred=-0.254981 sequence=-127.607235
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=602 node=N4937 type=control1 reward_pred=-0.254716 sequence=-127.861951
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=603 node=N8668 type=observe reward_pred=-0.254764 sequence=-128.116715
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=604 node=N8669 type=observe reward_pred=-0.254851 sequence=-128.371566
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=605 node=N8670 type=observe reward_pred=-0.254912 sequence=-128.626478
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=606 node=N8673 type=observe reward_pred=-0.254955 sequence=-128.881433
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=607 node=N8675 type=observe reward_pred=-0.254987 sequence=-129.136420
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=608 node=N22337 type=observe reward_pred=-0.254770 sequence=-129.391190
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=609 node=__buf_split_20096 type=observe reward_pred=-0.254839 sequence=-129.646029
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=610 node=__buf_split_20099 type=observe reward_pred=-0.254885 sequence=-129.900914
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=611 node=N49272 type=observe reward_pred=-0.254923 sequence=-130.155837
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=612 node=N14741 type=observe reward_pred=-0.254707 sequence=-130.410544
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=613 node=N34151 type=observe reward_pred=-0.254548 sequence=-130.665092
