[gmean] 2026-07-17T16:51:12 out_dir=autoresearch/improve-260716-1344/round16_b17/context_cluster_c32_seed1024_depth4
[gmean] 2026-07-17T16:51:12 budgets=iscas99__b17:994
[gmean] 2026-07-17T16:51:12 variant_start id=greedy__cumulative__q_pred_context__bw1__d1__c32__g1p0__candhard_fault_cluster__div0p0__s0
[gmean] 2026-07-17T16:51:12 [1/1] plan_start benchmark=iscas99__b17 budget=994 planner=greedy score=q_pred_context
[plan iscas99__b17] [plan] step=539 node=N13709 type=observe q_pred_context=1.352728 sequence=936.553875
[plan iscas99__b17] [plan] step=540 node=N30930 type=control0 q_pred_context=1.344377 sequence=937.898252
[plan iscas99__b17] [plan] step=541 node=N7725 type=control1 q_pred_context=1.995588 sequence=939.893840
[plan iscas99__b17] [plan] step=542 node=N7718 type=control1 q_pred_context=2.401556 sequence=942.295395
[plan iscas99__b17] [plan] step=543 node=N13723 type=observe q_pred_context=1.466546 sequence=943.761942
[plan iscas99__b17] [plan] step=544 node=N13713 type=observe q_pred_context=1.425520 sequence=945.187462
[plan iscas99__b17] [plan] step=545 node=N14037 type=observe q_pred_context=1.060526 sequence=946.247989
[plan iscas99__b17] [plan] step=546 node=N18354 type=observe q_pred_context=1.310677 sequence=947.558666
[plan iscas99__b17] [plan] step=547 node=N7448 type=observe q_pred_context=2.903384 sequence=950.462050
[plan iscas99__b17] [plan] step=548 node=N13715 type=observe q_pred_context=2.839634 sequence=953.301685
[plan iscas99__b17] [plan] step=549 node=N13705 type=observe q_pred_context=2.336072 sequence=955.637756
[plan iscas99__b17] [plan] step=550 node=N27858 type=control1 q_pred_context=1.225308 sequence=956.863065
[plan iscas99__b17] [plan] step=551 node=N13717 type=observe q_pred_context=2.300356 sequence=959.163421
[plan iscas99__b17] [plan] step=552 node=N13719 type=observe q_pred_context=1.880891 sequence=961.044312
[plan iscas99__b17] [plan] step=553 node=N14045 type=observe q_pred_context=1.325678 sequence=962.369990
[plan iscas99__b17] [plan] step=554 node=N27225 type=control0 q_pred_context=1.123737 sequence=963.493727
[plan iscas99__b17] [plan] step=555 node=N12513 type=observe q_pred_context=4.470056 sequence=967.963783
[plan iscas99__b17] [plan] step=556 node=N12255 type=observe q_pred_context=2.529392 sequence=970.493175
[plan iscas99__b17] [plan] step=557 node=N18877 type=observe q_pred_context=2.609860 sequence=973.103035
[plan iscas99__b17] [plan] step=558 node=N13727 type=observe q_pred_context=1.592293 sequence=974.695328
[plan iscas99__b17] [plan] step=559 node=N7397 type=observe q_pred_context=1.544573 sequence=976.239900
[plan iscas99__b17] [plan] step=560 node=N18675 type=observe q_pred_context=2.167550 sequence=978.407450
[plan iscas99__b17] [plan] step=561 node=N13725 type=observe q_pred_context=3.878827 sequence=982.286277
[plan iscas99__b17] [plan] step=562 node=N13707 type=observe q_pred_context=1.789001 sequence=984.075277
[plan iscas99__b17] [plan] step=563 node=N16645 type=control1 q_pred_context=0.604716 sequence=984.679993
[plan iscas99__b17] [plan] step=564 node=N19835 type=observe q_pred_context=6.825860 sequence=991.505854
[plan iscas99__b17] [plan] step=565 node=N13721 type=observe q_pred_context=2.795099 sequence=994.300953
[plan iscas99__b17] [plan] step=566 node=N3371 type=observe q_pred_context=1.800155 sequence=996.101108
[plan iscas99__b17] [plan] step=567 node=N7528 type=observe q_pred_context=1.667217 sequence=997.768326
[plan iscas99__b17] [plan] step=568 node=N12257 type=observe q_pred_context=2.813588 sequence=1000.581913
[plan iscas99__b17] [plan] step=569 node=N18405 type=observe q_pred_context=3.801483 sequence=1004.383396
[plan iscas99__b17] [plan] step=570 node=N12236 type=observe q_pred_context=5.038761 sequence=1009.422158
[plan iscas99__b17] [plan] step=571 node=N15370 type=observe q_pred_context=6.835895 sequence=1016.258053
[plan iscas99__b17] [plan] step=572 node=N12524 type=observe q_pred_context=5.352866 sequence=1021.610919
[plan iscas99__b17] [plan] step=573 node=N19326 type=observe q_pred_context=6.296048 sequence=1027.906967
[plan iscas99__b17] [plan] step=574 node=N3379 type=observe q_pred_context=1.910764 sequence=1029.817730
[plan iscas99__b17] [plan] step=575 node=N14038 type=observe q_pred_context=1.475756 sequence=1031.293486
[plan iscas99__b17] [plan] step=576 node=N12355 type=observe q_pred_context=1.076451 sequence=1032.369938
[plan iscas99__b17] [plan] step=577 node=N12289 type=observe q_pred_context=3.924462 sequence=1036.294399
[plan iscas99__b17] [plan] step=578 node=N18366 type=observe q_pred_context=5.946367 sequence=1042.240766
[plan iscas99__b17] [plan] step=579 node=N18695 type=observe q_pred_context=6.561300 sequence=1048.802066
[plan iscas99__b17] [plan] step=580 node=N7179 type=observe q_pred_context=6.071364 sequence=1054.873430
[plan iscas99__b17] [plan] step=581 node=N12287 type=observe q_pred_context=6.182363 sequence=1061.055793
[plan iscas99__b17] [plan] step=582 node=N12528 type=observe q_pred_context=6.494835 sequence=1067.550628
[plan iscas99__b17] [plan] step=583 node=N12387 type=observe q_pred_context=5.662129 sequence=1073.212757
[plan iscas99__b17] [plan] step=584 node=N3386 type=observe q_pred_context=6.450000 sequence=1079.662757
[plan iscas99__b17] [plan] step=585 node=N19251 type=observe q_pred_context=5.909942 sequence=1085.572699
[plan iscas99__b17] [plan] step=586 node=N7147 type=observe q_pred_context=3.644699 sequence=1089.217398
[plan iscas99__b17] [plan] step=587 node=N12223 type=observe q_pred_context=6.188120 sequence=1095.405518
[plan iscas99__b17] [plan] step=588 node=N18417 type=observe q_pred_context=6.647858 sequence=1102.053376
[plan iscas99__b17] [plan] step=589 node=N3332 type=observe q_pred_context=6.617402 sequence=1108.670778
[plan iscas99__b17] [plan] step=590 node=N25713 type=observe q_pred_context=3.807636 sequence=1112.478414
[plan iscas99__b17] [plan] step=591 node=N8083 type=observe q_pred_context=2.456860 sequence=1114.935274
[plan iscas99__b17] [plan] step=592 node=N12273 type=observe q_pred_context=0.385254 sequence=1115.320528
[plan iscas99__b17] [plan] step=593 node=N12339 type=observe q_pred_context=3.382830 sequence=1118.703358
[plan iscas99__b17] [plan] step=594 node=N12519 type=observe q_pred_context=6.936736 sequence=1125.640094
[plan iscas99__b17] [plan] step=595 node=N19246 type=observe q_pred_context=5.501081 sequence=1131.141175
[plan iscas99__b17] [plan] step=596 node=N7163 type=observe q_pred_context=1.945974 sequence=1133.087148
[plan iscas99__b17] [plan] step=597 node=N13426 type=observe q_pred_context=6.466598 sequence=1139.553747
[plan iscas99__b17] [plan] step=598 node=N12209 type=observe q_pred_context=5.510498 sequence=1145.064244
[plan iscas99__b17] [plan] step=599 node=N12268 type=observe q_pred_context=6.075421 sequence=1151.139666
[plan iscas99__b17] [plan] step=600 node=N18389 type=observe q_pred_context=6.046382 sequence=1157.186048
[plan iscas99__b17] [plan] step=601 node=N12502 type=observe q_pred_context=6.845302 sequence=1164.031350
[plan iscas99__b17] [plan] step=602 node=N2697 type=observe q_pred_context=3.693170 sequence=1167.724520
[plan iscas99__b17] [plan] step=603 node=N3325 type=observe q_pred_context=7.010031 sequence=1174.734551
[plan iscas99__b17] [plan] step=604 node=N19323 type=observe q_pred_context=6.006317 sequence=1180.740868
[plan iscas99__b17] [plan] step=605 node=N7673 type=observe q_pred_context=4.910141 sequence=1185.651009
[plan iscas99__b17] [plan] step=606 node=N7211 type=observe q_pred_context=2.072490 sequence=1187.723499
[plan iscas99__b17] [plan] step=607 node=N12403 type=observe q_pred_context=2.640789 sequence=1190.364288
[plan iscas99__b17] [plan] step=608 node=N18432 type=observe q_pred_context=5.205768 sequence=1195.570056
[plan iscas99__b17] [plan] step=609 node=N12303 type=observe q_pred_context=5.682708 sequence=1201.252764
[plan iscas99__b17] [plan] step=610 node=N12562 type=observe q_pred_context=6.777657 sequence=1208.030421
[plan iscas99__b17] [plan] step=611 node=N7195 type=observe q_pred_context=5.455619 sequence=1213.486040
[plan iscas99__b17] [plan] step=612 node=N19322 type=observe q_pred_context=6.593130 sequence=1220.079170
[plan iscas99__b17] [plan] step=613 node=N12300 type=observe q_pred_context=6.434782 sequence=1226.513952
[plan iscas99__b17] [plan] step=614 node=N7537 type=observe q_pred_context=6.707309 sequence=1233.221261
[plan iscas99__b17] [plan] step=615 node=N18371 type=observe q_pred_context=4.220850 sequence=1237.442111
[plan iscas99__b17] [plan] step=616 node=N12553 type=observe q_pred_context=6.699279 sequence=1244.141390
[plan iscas99__b17] [plan] step=617 node=N3554 type=observe q_pred_context=6.047750 sequence=1250.189140
[plan iscas99__b17] [plan] step=618 node=N19318 type=observe q_pred_context=3.316677 sequence=1253.505817
[plan iscas99__b17] [plan] step=619 node=N7227 type=observe q_pred_context=3.431394 sequence=1256.937212
[plan iscas99__b17] [plan] step=620 node=N18437 type=observe q_pred_context=3.603942 sequence=1260.541154
[plan iscas99__b17] [plan] step=621 node=N12284 type=observe q_pred_context=6.235674 sequence=1266.776828
[plan iscas99__b17] [plan] step=622 node=N3527 type=observe q_pred_context=6.409466 sequence=1273.186294
[plan iscas99__b17] [plan] step=623 node=N12652 type=observe q_pred_context=3.835428 sequence=1277.021722
[plan iscas99__b17] [plan] step=624 node=N12252 type=observe q_pred_context=5.388182 sequence=1282.409904
[plan iscas99__b17] [plan] step=625 node=N19250 type=observe q_pred_context=6.803991 sequence=1289.213895
[plan iscas99__b17] [plan] step=626 node=N12451 type=observe q_pred_context=2.796455 sequence=1292.010351
[plan iscas99__b17] [plan] step=627 node=N18420 type=observe q_pred_context=5.965641 sequence=1297.975992
[plan iscas99__b17] [plan] step=628 node=N3394 type=observe q_pred_context=6.483835 sequence=1304.459827
[plan iscas99__b17] [plan] step=629 node=N12587 type=observe q_pred_context=3.231122 sequence=1307.690949
[plan iscas99__b17] [plan] step=630 node=N19253 type=observe q_pred_context=6.877722 sequence=1314.568672
[plan iscas99__b17] [plan] step=631 node=N3842 type=observe q_pred_context=2.231824 sequence=1316.800495
[plan iscas99__b17] [plan] step=632 node=N3470 type=observe q_pred_context=1.326330 sequence=1318.126825
[plan iscas99__b17] [plan] step=633 node=N7671 type=control0 q_pred_context=0.304747 sequence=1318.431572
[plan iscas99__b17] [plan] step=634 node=N9041 type=observe q_pred_context=2.036673 sequence=1320.468245
[plan iscas99__b17] [plan] step=635 node=N7446 type=observe q_pred_context=0.988912 sequence=1321.457157
[plan iscas99__b17] [plan] step=636 node=N12371 type=observe q_pred_context=1.124445 sequence=1322.581602
[plan iscas99__b17] [plan] step=637 node=N12665 type=observe q_pred_context=3.503116 sequence=1326.084718
[plan iscas99__b17] [plan] step=638 node=N7243 type=observe q_pred_context=2.759002 sequence=1328.843720
[plan iscas99__b17] [plan] step=639 node=N19248 type=observe q_pred_context=2.902628 sequence=1331.746348
[plan iscas99__b17] [plan] step=640 node=N18305 type=observe q_pred_context=1.542081 sequence=1333.288429
[plan iscas99__b17] [plan] step=641 node=N3536 type=observe q_pred_context=2.283703 sequence=1335.572133
[plan iscas99__b17] [plan] step=642 node=N19879 type=observe q_pred_context=0.941777 sequence=1336.513909
[plan iscas99__b17] [plan] step=643 node=N18449 type=observe q_pred_context=2.911704 sequence=1339.425613
[plan iscas99__b17] [plan] step=644 node=N12624 type=observe q_pred_context=6.739002 sequence=1346.164615
[plan iscas99__b17] [plan] step=645 node=N19249 type=observe q_pred_context=6.202522 sequence=1352.367137
[plan iscas99__b17] [plan] step=646 node=N3563 type=observe q_pred_context=1.910357 sequence=1354.277493
[plan iscas99__b17] [plan] step=647 node=N12663 type=observe q_pred_context=0.877444 sequence=1355.154938
[plan iscas99__b17] [plan] step=648 node=N1992 type=observe q_pred_context=1.969265 sequence=1357.124203
[plan iscas99__b17] [plan] step=649 node=N19280 type=observe q_pred_context=4.003564 sequence=1361.127767
[plan iscas99__b17] [plan] step=650 node=N19254 type=observe q_pred_context=6.124406 sequence=1367.252174
[plan iscas99__b17] [plan] step=651 node=N12522 type=observe q_pred_context=4.054202 sequence=1371.306375
[plan iscas99__b17] [plan] step=652 node=N7213 type=observe q_pred_context=5.573684 sequence=1376.880059
[plan iscas99__b17] [plan] step=653 node=N3506 type=observe q_pred_context=2.993230 sequence=1379.873289
[plan iscas99__b17] [plan] step=654 node=N19275 type=observe q_pred_context=2.870789 sequence=1382.744078
[plan iscas99__b17] [plan] step=655 node=N12620 type=observe q_pred_context=1.125006 sequence=1383.869084
[plan iscas99__b17] [plan] step=656 node=N3428 type=observe q_pred_context=1.180286 sequence=1385.049370
[plan iscas99__b17] [plan] step=657 node=N16417 type=control1 q_pred_context=0.276332 sequence=1385.325702
[plan iscas99__b17] [plan] step=658 node=N2038 type=control1 q_pred_context=6.279058 sequence=1391.604761
[plan iscas99__b17] [plan] step=659 node=N19328 type=observe q_pred_context=5.456651 sequence=1397.061412
[plan iscas99__b17] [plan] step=660 node=N12518 type=observe q_pred_context=1.238226 sequence=1398.299638
[plan iscas99__b17] [plan] step=661 node=N16530 type=control1 q_pred_context=0.561121 sequence=1398.860759
[plan iscas99__b17] [plan] step=662 node=N3545 type=observe q_pred_context=6.520456 sequence=1405.381215
[plan iscas99__b17] [plan] step=663 node=N19245 type=observe q_pred_context=2.389812 sequence=1407.771027
[plan iscas99__b17] [plan] step=664 node=N3422 type=observe q_pred_context=2.740917 sequence=1410.511944
[plan iscas99__b17] [plan] step=665 node=N12552 type=observe q_pred_context=0.996457 sequence=1411.508401
[plan iscas99__b17] [plan] step=666 node=N2250 type=observe q_pred_context=2.073009 sequence=1413.581410
[plan iscas99__b17] [plan] step=667 node=N31244 type=control0 q_pred_context=0.713023 sequence=1414.294433
[plan iscas99__b17] [plan] step=668 node=N19241 type=observe q_pred_context=1.140186 sequence=1415.434619
[plan iscas99__b17] [plan] step=669 node=N12628 type=observe q_pred_context=1.922362 sequence=1417.356981
[plan iscas99__b17] [plan] step=670 node=N31240 type=control0 q_pred_context=0.766002 sequence=1418.122983
[plan iscas99__b17] [plan] step=671 node=N3496 type=observe q_pred_context=2.205525 sequence=1420.328508
[plan iscas99__b17] [plan] step=672 node=N19244 type=observe q_pred_context=0.965019 sequence=1421.293526
[plan iscas99__b17] [plan] step=673 node=N31234 type=control0 q_pred_context=0.758810 sequence=1422.052336
[plan iscas99__b17] [plan] step=674 node=N3516 type=observe q_pred_context=2.183914 sequence=1424.236250
[plan iscas99__b17] [plan] step=675 node=N12586 type=observe q_pred_context=1.560085 sequence=1425.796334
[plan iscas99__b17] [plan] step=676 node=N19269 type=observe q_pred_context=1.635937 sequence=1427.432271
[plan iscas99__b17] [plan] step=677 node=N31213 type=control0 q_pred_context=0.758815 sequence=1428.191086
[plan iscas99__b17] [plan] step=678 node=N3486 type=observe q_pred_context=1.754656 sequence=1429.945742
[plan iscas99__b17] [plan] step=679 node=N12597 type=observe q_pred_context=1.342268 sequence=1431.288010
[plan iscas99__b17] [plan] step=680 node=N19272 type=observe q_pred_context=1.537542 sequence=1432.825553
[plan iscas99__b17] [plan] step=681 node=N31246 type=control0 q_pred_context=0.763782 sequence=1433.589335
[plan iscas99__b17] [plan] step=682 node=N3458 type=observe q_pred_context=1.705270 sequence=1435.294606
[plan iscas99__b17] [plan] step=683 node=N12590 type=observe q_pred_context=1.432735 sequence=1436.727341
[plan iscas99__b17] [plan] step=684 node=N9595 type=observe q_pred_context=2.372494 sequence=1439.099835
[plan iscas99__b17] [plan] step=685 node=N2248 type=observe q_pred_context=1.159885 sequence=1440.259720
[plan iscas99__b17] [plan] step=686 node=N27250 type=observe q_pred_context=3.110026 sequence=1443.369746
[plan iscas99__b17] [plan] step=687 node=N9593 type=observe q_pred_context=2.695546 sequence=1446.065292
[plan iscas99__b17] [plan] step=688 node=N19267 type=observe q_pred_context=2.275520 sequence=1448.340812
[plan iscas99__b17] [plan] step=689 node=N3478 type=observe q_pred_context=0.659920 sequence=1449.000732
[plan iscas99__b17] [plan] step=690 node=N12595 type=observe q_pred_context=2.222711 sequence=1451.223443
[plan iscas99__b17] [plan] step=691 node=N19265 type=observe q_pred_context=2.514764 sequence=1453.738207
[plan iscas99__b17] [plan] step=692 node=N12560 type=observe q_pred_context=4.323738 sequence=1458.061945
[plan iscas99__b17] [plan] step=693 node=N3445 type=observe q_pred_context=2.351750 sequence=1460.413695
[plan iscas99__b17] [plan] step=694 node=N19268 type=observe q_pred_context=2.958714 sequence=1463.372409
[plan iscas99__b17] [plan] step=695 node=N12556 type=observe q_pred_context=4.705723 sequence=1468.078132
[plan iscas99__b17] [plan] step=696 node=N5318 type=observe q_pred_context=4.455292 sequence=1472.533424
[plan iscas99__b17] [plan] step=697 node=N19259 type=observe q_pred_context=2.670786 sequence=1475.204210
[plan iscas99__b17] [plan] step=698 node=N12594 type=observe q_pred_context=3.752363 sequence=1478.956573
[plan iscas99__b17] [plan] step=699 node=N3436 type=observe q_pred_context=2.687777 sequence=1481.644350
[plan iscas99__b17] [plan] step=700 node=N19258 type=observe q_pred_context=3.169590 sequence=1484.813940
[plan iscas99__b17] [plan] step=701 node=N19274 type=observe q_pred_context=3.598206 sequence=1488.412146
[plan iscas99__b17] [plan] step=702 node=N5534 type=observe q_pred_context=4.384741 sequence=1492.796887
[plan iscas99__b17] [plan] step=703 node=N19263 type=observe q_pred_context=2.962794 sequence=1495.759681
[plan iscas99__b17] [plan] step=704 node=N5678 type=observe q_pred_context=3.937439 sequence=1499.697121
[plan iscas99__b17] [plan] step=705 node=N19262 type=observe q_pred_context=2.952469 sequence=1502.649589
[plan iscas99__b17] [plan] step=706 node=N5726 type=observe q_pred_context=3.807230 sequence=1506.456819
[plan iscas99__b17] [plan] step=707 node=N2696 type=observe q_pred_context=3.256070 sequence=1509.712889
[plan iscas99__b17] [plan] step=708 node=N19260 type=observe q_pred_context=2.391299 sequence=1512.104188
[plan iscas99__b17] [plan] step=709 node=N5677 type=observe q_pred_context=3.083762 sequence=1515.187950
[plan iscas99__b17] [plan] step=710 node=N19277 type=observe q_pred_context=2.845714 sequence=1518.033664
[plan iscas99__b17] [plan] step=711 node=N5533 type=observe q_pred_context=3.416150 sequence=1521.449814
[plan iscas99__b17] [plan] step=712 node=N19271 type=observe q_pred_context=2.895796 sequence=1524.345611
[plan iscas99__b17] [plan] step=713 node=N5558 type=observe q_pred_context=3.371706 sequence=1527.717316
[plan iscas99__b17] [plan] step=714 node=N2247 type=observe q_pred_context=3.001804 sequence=1530.719120
[plan iscas99__b17] [plan] step=715 node=N19325 type=observe q_pred_context=4.681702 sequence=1535.400822
[plan iscas99__b17] [plan] step=716 node=N5510 type=observe q_pred_context=4.638298 sequence=1540.039120
[plan iscas99__b17] [plan] step=717 node=N19329 type=observe q_pred_context=4.301763 sequence=1544.340883
[plan iscas99__b17] [plan] step=718 node=N5509 type=observe q_pred_context=4.419162 sequence=1548.760045
[plan iscas99__b17] [plan] step=719 node=N5557 type=observe q_pred_context=4.405172 sequence=1553.165217
[plan iscas99__b17] [plan] step=720 node=N6014 type=observe q_pred_context=4.461045 sequence=1557.626262
[plan iscas99__b17] [plan] step=721 node=N2244 type=observe q_pred_context=4.497492 sequence=1562.123754
[plan iscas99__b17] [plan] step=722 node=N19335 type=observe q_pred_context=4.446738 sequence=1566.570492
[plan iscas99__b17] [plan] step=723 node=N6013 type=observe q_pred_context=4.463874 sequence=1571.034366
[plan iscas99__b17] [plan] step=724 node=N19337 type=observe q_pred_context=4.545960 sequence=1575.580326
[plan iscas99__b17] [plan] step=725 node=N5725 type=observe q_pred_context=4.424549 sequence=1580.004875
[plan iscas99__b17] [plan] step=726 node=N19338 type=observe q_pred_context=4.693122 sequence=1584.697996
[plan iscas99__b17] [plan] step=727 node=N19332 type=observe q_pred_context=4.578714 sequence=1589.276710
[plan iscas99__b17] [plan] step=728 node=N19333 type=observe q_pred_context=4.789276 sequence=1594.065987
[plan iscas99__b17] [plan] step=729 node=N19334 type=observe q_pred_context=5.058875 sequence=1599.124862
[plan iscas99__b17] [plan] step=730 node=N3298 type=observe q_pred_context=4.671033 sequence=1603.795895
[plan iscas99__b17] [plan] step=731 node=N19336 type=observe q_pred_context=3.456712 sequence=1607.252607
[plan iscas99__b17] [plan] step=732 node=N19331 type=observe q_pred_context=5.463548 sequence=1612.716155
[plan iscas99__b17] [plan] step=733 node=N19340 type=observe q_pred_context=6.402932 sequence=1619.119087
[plan iscas99__b17] [plan] step=734 node=N19339 type=observe q_pred_context=6.733400 sequence=1625.852487
[plan iscas99__b17] [plan] step=735 node=N8128 type=observe q_pred_context=5.836010 sequence=1631.688497
[plan iscas99__b17] [plan] step=736 node=N1988 type=observe q_pred_context=2.773557 sequence=1634.462055
[plan iscas99__b17] [plan] step=737 node=N19421 type=observe q_pred_context=1.129931 sequence=1635.591986
[plan iscas99__b17] [plan] step=738 node=N7925 type=observe q_pred_context=1.494216 sequence=1637.086202
[plan iscas99__b17] [plan] step=739 node=N10955 type=observe q_pred_context=2.780449 sequence=1639.866651
[plan iscas99__b17] [plan] step=740 node=N2695 type=observe q_pred_context=2.811494 sequence=1642.678144
[plan iscas99__b17] [plan] step=741 node=N7604 type=observe q_pred_context=2.763019 sequence=1645.441164
[plan iscas99__b17] [plan] step=742 node=N19279 type=observe q_pred_context=2.824551 sequence=1648.265715
[plan iscas99__b17] [plan] step=743 node=N25756 type=observe q_pred_context=2.720326 sequence=1650.986040
[plan iscas99__b17] [plan] step=744 node=N3579 type=observe q_pred_context=2.593150 sequence=1653.579191
[plan iscas99__b17] [plan] step=745 node=N9599 type=observe q_pred_context=2.604954 sequence=1656.184145
[plan iscas99__b17] [plan] step=746 node=N3334 type=observe q_pred_context=2.618456 sequence=1658.802601
[plan iscas99__b17] [plan] step=747 node=N31207 type=control0 q_pred_context=0.758819 sequence=1659.561420
[plan iscas99__b17] [plan] step=748 node=N3389 type=observe q_pred_context=1.442887 sequence=1661.004306
[plan iscas99__b17] [plan] step=749 node=N3396 type=observe q_pred_context=1.586997 sequence=1662.591303
[plan iscas99__b17] [plan] step=750 node=N31225 type=control0 q_pred_context=0.792526 sequence=1663.383830
[plan iscas99__b17] [plan] step=751 node=N3424 type=observe q_pred_context=1.849390 sequence=1665.233220
[plan iscas99__b17] [plan] step=752 node=N3473 type=observe q_pred_context=2.025651 sequence=1667.258871
[plan iscas99__b17] [plan] step=753 node=N31209 type=control0 q_pred_context=0.792526 sequence=1668.051397
[plan iscas99__b17] [plan] step=754 node=N3447 type=observe q_pred_context=2.451089 sequence=1670.502486
[plan iscas99__b17] [plan] step=755 node=N3410 type=observe q_pred_context=2.511128 sequence=1673.013613
[plan iscas99__b17] [plan] step=756 node=N31217 type=control0 q_pred_context=0.876847 sequence=1673.890460
[plan iscas99__b17] [plan] step=757 node=N3350 type=observe q_pred_context=2.535308 sequence=1676.425768
[plan iscas99__b17] [plan] step=758 node=N31211 type=control0 q_pred_context=0.876845 sequence=1677.302612
[plan iscas99__b17] [plan] step=759 node=N3481 type=observe q_pred_context=2.407499 sequence=1679.710111
[plan iscas99__b17] [plan] step=760 node=N3460 type=observe q_pred_context=2.237420 sequence=1681.947531
[plan iscas99__b17] [plan] step=761 node=N27507 type=control0 q_pred_context=1.493767 sequence=1683.441298
[plan iscas99__b17] [plan] step=762 node=N3342 type=observe q_pred_context=4.740149 sequence=1688.181448
[plan iscas99__b17] [plan] step=763 node=N3358 type=observe q_pred_context=1.050106 sequence=1689.231554
[plan iscas99__b17] [plan] step=764 node=N3439 type=observe q_pred_context=1.581793 sequence=1690.813347
[plan iscas99__b17] [plan] step=765 node=N3431 type=observe q_pred_context=2.269135 sequence=1693.082482
[plan iscas99__b17] [plan] step=766 node=N8121 type=observe q_pred_context=3.897968 sequence=1696.980450
[plan iscas99__b17] [plan] step=767 node=N3466 type=observe q_pred_context=4.212919 sequence=1701.193368
[plan iscas99__b17] [plan] step=768 node=N3557 type=observe q_pred_context=4.432304 sequence=1705.625673
[plan iscas99__b17] [plan] step=769 node=N3417 type=observe q_pred_context=4.894148 sequence=1710.519821
[plan iscas99__b17] [plan] step=770 node=N3530 type=observe q_pred_context=5.220483 sequence=1715.740303
[plan iscas99__b17] [plan] step=771 node=N8133 type=observe q_pred_context=5.482190 sequence=1721.222494
[plan iscas99__b17] [plan] step=772 node=N3510 type=observe q_pred_context=5.440584 sequence=1726.663077
[plan iscas99__b17] [plan] step=773 node=N3539 type=observe q_pred_context=5.527119 sequence=1732.190197
[plan iscas99__b17] [plan] step=774 node=N3490 type=observe q_pred_context=5.797974 sequence=1737.988171
[plan iscas99__b17] [plan] step=775 node=N3566 type=observe q_pred_context=6.022810 sequence=1744.010981
[plan iscas99__b17] [plan] step=776 node=N3548 type=observe q_pred_context=6.099725 sequence=1750.110706
[plan iscas99__b17] [plan] step=777 node=N3500 type=observe q_pred_context=6.381968 sequence=1756.492674
[plan iscas99__b17] [plan] step=778 node=N3520 type=observe q_pred_context=6.824184 sequence=1763.316857
[plan iscas99__b17] [plan] step=779 node=N8124 type=observe q_pred_context=6.575466 sequence=1769.892324
[plan iscas99__b17] [plan] step=780 node=N3284 type=observe q_pred_context=6.308732 sequence=1776.201055
[plan iscas99__b17] [plan] step=781 node=N3453 type=observe q_pred_context=7.499210 sequence=1783.700265
[plan iscas99__b17] [plan] step=782 node=N3403 type=observe q_pred_context=7.481025 sequence=1791.181290
[plan iscas99__b17] [plan] step=783 node=N3382 type=observe q_pred_context=7.431713 sequence=1798.613003
[plan iscas99__b17] [plan] step=784 node=N2856 type=observe q_pred_context=7.498149 sequence=1806.111153
[plan iscas99__b17] [plan] step=785 node=N3683 type=observe q_pred_context=6.988691 sequence=1813.099844
[plan iscas99__b17] [plan] step=786 node=N3366 type=observe q_pred_context=7.541989 sequence=1820.641833
[plan iscas99__b17] [plan] step=787 node=N3327 type=observe q_pred_context=7.451303 sequence=1828.093135
[plan iscas99__b17] [plan] step=788 node=N3374 type=observe q_pred_context=7.339095 sequence=1835.432230
[plan iscas99__b17] [plan] step=789 node=N18765 type=observe q_pred_context=6.836127 sequence=1842.268357
[plan iscas99__b17] [plan] step=790 node=N8132 type=observe q_pred_context=7.230477 sequence=1849.498835
[plan iscas99__b17] [plan] step=791 node=N18341 type=observe q_pred_context=5.189621 sequence=1854.688456
[plan iscas99__b17] [plan] step=792 node=N8122 type=observe q_pred_context=5.559061 sequence=1860.247517
[plan iscas99__b17] [plan] step=793 node=N9653 type=observe q_pred_context=4.212178 sequence=1864.459695
[plan iscas99__b17] [plan] step=794 node=N8937 type=observe q_pred_context=3.847423 sequence=1868.307118
[plan iscas99__b17] [plan] step=795 node=N8125 type=observe q_pred_context=4.508998 sequence=1872.816116
[plan iscas99__b17] [plan] step=796 node=N8141 type=observe q_pred_context=4.978563 sequence=1877.794679
[plan iscas99__b17] [plan] step=797 node=N8139 type=observe q_pred_context=5.081749 sequence=1882.876428
[plan iscas99__b17] [plan] step=798 node=N8137 type=observe q_pred_context=5.282897 sequence=1888.159325
[plan iscas99__b17] [plan] step=799 node=N8130 type=observe q_pred_context=5.651090 sequence=1893.810415
[plan iscas99__b17] [plan] step=800 node=N8135 type=observe q_pred_context=6.102822 sequence=1899.913237
[plan iscas99__b17] [plan] step=801 node=N19207 type=observe q_pred_context=5.029161 sequence=1904.942398
[plan iscas99__b17] [plan] step=802 node=N3810 type=observe q_pred_context=5.109637 sequence=1910.052035
[plan iscas99__b17] [plan] step=803 node=N3850 type=observe q_pred_context=5.833767 sequence=1915.885801
[plan iscas99__b17] [plan] step=804 node=N3871 type=observe q_pred_context=6.225237 sequence=1922.111039
[plan iscas99__b17] [plan] step=805 node=N2992 type=observe q_pred_context=6.535565 sequence=1928.646603
[plan iscas99__b17] [plan] step=806 node=N8138 type=observe q_pred_context=6.515418 sequence=1935.162021
[plan iscas99__b17] [plan] step=807 node=N8129 type=observe q_pred_context=6.486286 sequence=1941.648307
[plan iscas99__b17] [plan] step=808 node=N7939 type=observe q_pred_context=6.763076 sequence=1948.411383
