* Log file for the circuit autoresearch/deeptpi_table2_restored_bench/max_aig.bench.
test  122: 11010111100001100001000010100100011100111100100111011000111001110010100101111000111001101001111000101011110011010110100011011011011011100000101001100101110010101100000111101110000001011100111010011110001000001011001111001100110101110010111000010101000101100111100110010110010100111100010110011110110111001010101100110001011000000111000011000000011000011111001111100101010000100110101101001010000111000110101111011001111001000100000101010110001000101100011111110110111101111010110101111000110011000011110100010100 000111111101001000110011001011010010011111000111101000001101011100110111101101101101010111100101110100101001000001001001110011101    4 faults detected
test  123: 11110101100000001110110011100100111110100110111111001101011111111010001110010011001110000110011000011001110000100110001111100100111100010110111010110010101110011001011001101000110001110010011010000110101011001001011000000000101100011110110101111001110011011000011100000111101011000010111101101001101000011110001100100000011101010001100010100011001011111001111010110000011010101100101000001001000000110011110110001111001100111101010100000011110010010111000100110000010010111001000001000010100100011101101101000111 101001011011101110111000011100111000010101010011101010011001100011101000000010111111010101001110111100111011011100000011011111001    2 faults detected
test  124: 10100110010111001111001100111001010111011110010010110011111111011110010011011101110000001110100010101101101111011101111111101010000001111001001100011000100011110000110100101011001000000110101111101101010001000111011100111110011011001001010101010101011000011010000111000011110001110011100000110000000011001110001111001010011110010101110011010000101110001001001110101110110001101011001001010100101110010100010010100101101100100100101111000000000111001000000010001001101001011001111110010101100100001100111100000000 010110000111000011011100000010111000110000111110010000000010111010000101110101101110101011010100000101110101100111000011101010000    4 faults detected
test  125: 01110000001111010011001011011011010011111110000100000001111100001101000110000011011000011101011100000110110011101001100011010110100011011010110011101011111100101100010110001110001000110000111000111100111000101001111100000100110010001111000110000000000001110100000100100111100100011011100000001110110100100000001011110010000011001001010110101100011010000000010110100110010101111000111010001010111100000010000110101101101011000000001000101110011101110011101001011010011010110010000001100100011011010101010011111110 001110101111111101011101010110010010010110110110101000110001001010111000100100011001000000100011111011010110101000110011000101001    4 faults detected
test  126: 01000110011011011101111010000000100110010011101011010110110000010110010000110000101010000000110101001001000100100001010110101100101010110101111110101110111111000101110101010010000101011110110100011011111010001011011110101110111011110010010010111001011000011111000110011010010010110010110011000111111001100111001000110100100110101010100111010110000011001101110011001100101101001011110100011101010100000110110011011000110000001000000011101110110100111100100100000000011110000010011001001011111100001111111111000000 100100010010101001011111010111000101001110011000101000011101000111110001010001000110011010011011110110000111001010100111111010011    5 faults detected
test  127: 01100011110110000001110100100010101111100000100110011110000000100100000001011111100111100011000110111001111110010100101110010010110011010010111011000011001011100110100011001100110111111101001101110111101010000000110110011001001001111110011011011010100000010010110111110110111001111100011011111100100111101111101011110100001001111111011010000100100011001100111101010011011110100000110110100100000101011000101001000010100110001010001111010011101010001100001110110110001101001111001110001100000010100011111110000010 011100000010000111110010100110001001111111101111011001110101000100011111011010001111011110111100111110111000101011111000110110001    8 faults detected
test  128: 00111111010000000101111100011001001011000101100001010110100000010101100010111011111011111100000100111110110001011001110110110101011100000010000000100111110001011111010001100100001000101000111000000100011011110000110101100110010001111000000010110101101010000111100011110000011111001101011010101000000000010101110111011010010011011101110111100111100000011110000110011011101001100001010100001111101100101000000101000000111000000101110100110001100011100011001110111111100010111010101101111011000011110000101100111111 100101001111000010010110100111001110011000100110010111110110001110111111111110101011111011010000100011111001111010110110100111101    1 faults detected
test  129: 10100000100000011001110101000101010001010010101100111100011111111111100110000111100101001100010110000101101011110110111001100100100110010010101101000100110000011011100100001001101110101010110011101000000100100110001110001010011111100101101000001101001100001101101100000000010011111100101101011011001000111100101010111001011111111110000101001101000101000001101111000111001010010110011001011111011111001101111100000110000001011100100111010001100101011110011011111100111010101101100110100010101001111111001100110000 000011100001111011111111101010110011001000111011001111101001011110100011101111111010001101100001001100110111101000000111011110101    2 faults detected
test  130: 11101100000010000011111010100100010010000100010000011110011011011001111100000010110000100111011010111111010101111001110111101000000001010000000100100011101010101111010111001010010110001010111010101011101101110101110000111111111100110101001110011100110111011101001110110000010000000011000011101110110011110111001001111011110000101110000101100111010010011010010000011110101110001101110010001100010101110111111100111001010011111011011001010011101100011100000001000010110101110101110001111110011100110010100010101010 101010011101111101111010100011100001101110010100010100000010101100100011100100110011011011001010110101000101001010100111110101101    8 faults detected
test  131: 01010000110100100101010000001011111011110100111011000101101011010111101101001100100010101110001111100000100000101101001011101011011010001011101001111111000010111010011001111100111111011110000111001000100110100111001001000100101110100100000010001001011001110001000100101010000010110110110010001011100000110111010010101111011110111111111000010101000011010110001101100011111111111101100110100101011010111001000011101001001111011101000111111001110000101100100000101000110110100110011101010001100000000000111100111110 011101010011000101111000111101011001001111111000001100000100010000001111101011100111001101111001011001110001110011110001100011100    1 faults detected
test  132: 10101100111010011010000011101110110000100000011110000001000111001111100010010111000100110100101010011000100100100111000101110010010010000100111011011000001000110111100110000100010011001111000010000101000001010000000101010101100010111100011001100111100111111111010111000111101111111001101111000100000111010011101010000110010010010110011010001010010000000011101110101111000101101011010100010110100100000011111010000110100111100000001101000010101111001100011111100110011110001100011101000010110010001011111010011011 110010100100001101010100010100110100001101101000000000010100001100101111000000110011100111011100100001011001000011000101101011100    6 faults detected
test  133: 11010000111111010110100101110101101010011011010000011101001101000011011000101011101010011100110111001100001110101010110010100001110111011101010101101011000000001100001010110011111110000010101011111100000000101111101000100010100000101011001001111110000001100100101010001001100100101010100011010101001110011101001101001100101100100000101000001001110000111010001111011000000101100101011100111010110110100001011111011101001110010010000010000111110011011101000101100010110101101001110111000111110111011010000001100011 101100001000100111111111101110000111111010001000011110001011011110011000101001100011111010010110110011101011100111110011111001000    1 faults detected
test  134: 11110110111101101111110010111000110011000000111101011100100000100100111011001000100010000111001000101000111111100100111000101110100101000111101010010100011010111100000100001010110110000100011110100011100001111110011100110100100010101001101001100001100000011111111010010010101110010010110100000111000110101101110000111010011011010101101000101011001010011001010001110100000101100111101100011111111110110100101111011000011011100111100101010001110111100001100011011010001011011000011001001011011100000111100011111001 000110100001011001001101101001001101010010101110110110010000101010010001001001011000011011011100101000111101011110110111001010000    5 faults detected
test  135: 00001100111111011111101001010101101100010100011000101100010100101001101001001001001010000001010100101001001100111101000010000000110001100101110100011011111100010110001011111000111100000001000101110110011000010110011101010000001011001001001110000110011001101011101101010100010000110010011010111100111110011100101101110110011110100101001111101100000010011010111101001101100110010010000001010101111101000011111010001001011100001110110100101001101010001110010111011100100110101001011001000000011100100101010111000010 111001101011101001111101100100000001000001111000100100100001110010001000000000100001010001100101110111101001001111110100100101010   12 faults detected
test  136: 10000101110111101100000110101010101100111100111011000000110000110010001000010000000110100010001000111111101001010101010010000001100010000101010001000100110011101010011110011100011101111011110111101010000000001000000101001010011010001011101100100111101010101001110001110110101111011011011000011110110101111111011011100110000011001011011010010110011011101101111011001100000010111001111110001011011011101101101101101111100001111011001000110111011000111001000111110010110100011000000000100001011001011100111110101101 000110101011011000101100110111011101100100011001010101111101100101011101001010001101111101001110011011010100110001111101101011101    1 faults detected
test  137: 01011000100110101001001100110101110010111111001011111100100010101011100111000101101111011011011110000110110111101010011001100101010100110011100011111111010000001110110110110100111001010000100100101010011101111000011011010100000100011100111101100000010010111100001101101111100011010100111100111111100001110011101111010101000111100110100101110111011111010010000001110111111101100010001010011101111010101111010110110101010100000101001111100011001011010011101001100101011011011101101010101001001011010100100000000001 011111000000111111011010000000100100000101110110010011100011101011100001111001110110011101001011111000101011100101100101001100001    1 faults detected
test  138: 11011010111110011100111110111010000100110011001011011100001111011100100011001101011101010101110000101100100110101000101100010101111010101111001010100100010000101110101101010011010000100101000010110001100000111111010110111100110010111010011111111110000110011111011011000001001110001000111101000000110001011011011101010011101100111000101100011110100101011011011000000011011010000001011110100100111010010101000110011111011110001111011011010101111111001110001111101010001010001000001100000100010101000111010000100010 111111001001010011001100000111101101000000001000010110011000111101101101011100010111011111010010010100111011110111010011111100100    1 faults detected
test  139: 11001100100011110110000101111111001110000101101101000000010010110111100011010001101011101000000110110110111000101101101000110001010010010000010111001110111110110011001001000101000001000001111111001100011101100100011011011101001000011001001010101011010010111100111010010000010001110010111000101110110010011110011110110110110000111100110100110010101101000110100000110000001110101000100000010101110111000001110110111011100011110010111101110100100110000100011110110110000110001010000101000100001110000011110000111101 001110010101110011111111110000001000011010000100010001110101010011001011011000101110101100000010010010001100101010101011110001101    1 faults detected
test  140: 00110011000001100111000000001000110111101110001101001110110101010110001010101111001000000101001100110110010100011011100010111001100010000110001111101110011111111011010011110101010110111110100111011000000111010100101001111100010001001110001000111101010111000100001110011101000110110011101011000110000011101000110101101000010010100000110011101101011010001111101001000100101001000000011000100011001110101011010111010101110001001111010101000000100010110010111111011011000000101100100111001011101000000011111000101110 101011110010111100101001110101110111001111100000010111000101000000101110111010101000110110101011111001000010001001001010110011101    2 faults detected
test  141: 00100001001101010100100011110110100011111110001011010100111110011111011100000010001110101100001011100000101101111101000110001011100010001000101101001101001010011010101000000100010100011011010000110011010110010010101101010011000111101100000011101100001111000000011001001111000010101110001011110001100111101111011101001110000110001001100110011011111001111000001000101010000101101001000000111000110000101001010100101100010100101010110000000000111011101110110100111101000000100011001111001000011010110101001000011010 111100100100110101100000100010000001001101111100101101010010001010100000100011111101011111000001111001110001000101111000011100100    1 faults detected
test  142: 00001100011010000011100011100110010011011111101011111110111011010111011011111111010010111010110001111111000010101001010101000000000110000100100101000001111111010001010101101010110011100001001010001000111100110010101011010101100110010100001001111001100111110110011010100010000100110010100101111111111010000110110011100101110000101001111101000001000110011110111001011111111101110101101111010101100001111110001110010000100100011101101010101011000100011000111000010101011101011111110101110101101001111110010101100111 101001011111000010010001110000001000100000110101010001111100111101011111111010101011111101011111101010110011011010110100011011101    1 faults detected
test  143: 11011001111110010000001000101010111010111101100100010111001100111100111001101110111010110000011101111101011011000101110110110000000110011010111101111100010000000011011010000100110000000000110111100000000000111110110101110101011111100100011100101011110101010000110100100000010010101011100100111110000010010111110011101011011000000001111100011010000100111011010010001111100101100000011110011011111001001011000000001010001000110000100001000000011110110011000010100111111110111000111111011100111000111000001101110111 101010000000011010111101000000111101010010001101010100001101000111111111111111010101100011110101111111101010100010110101000111101    4 faults detected
test  144: 10110100111111011000111010110001011010000111001001110000010110010001001000110011001111111001010000001100101001110101001010100010010000000001101111000001010011000010111001110010000101101110001000100000000111111011100011101010101010010101001001111001011000111000110101101101001111110001110101110010010001010111101010111000100100111010011000001000011011101110111110110101011111000100101110010011111101011100101000000100000011101110101001110011100111001000001110001111100011101001101110010110011100000000000000001110 001011001100110110001110100111001000110111001011010010011111110011001011010010010011111111010000110101010110111010110101000001000    4 faults detected
test  145: 01010110011111010100110111101101100000000111110001000110111011000100110010000110001111000110010101100011110101011101000111101000110000111000100100001011011111111010010011111100000110011111100110011001110100101011000001000111101101000011110110000110000110000101101111010100101111101011000000110111000111001011110110010001000010000111001101100010011100000110110110110011001110110110111011011100101010110101001010110111000111111010010100111010110101100011001001000111000110101101100101111110000010011100101101101100 001011111010110000010110100101111110101100100011001001110100100001101000101001001011100111010110000001111100010010111001100100101    1 faults detected
test  146: 00011101101101011110011001001110001111110000000001001011001111111111000110101001110010010001101011100111011110111010001100111101000001001000011101010000100010010000011101101101111110100111011100101111010101110010101100010000000010111011111000011000011111101000000110111111000001011001001010110111011100111010101110011110010010011000010010010000101001100010001001111111101011000011101001111010001101110011001000101110001001100000011001001111000001111001010100100111111011000000110100111101011111000011111100000011 000000100100010101110001011001000101000100111101011101010001000011011001100000101110000111000111111001011100100111100001110010001    2 faults detected
test  147: 11011011110111010010011111110000001110110001110011011000000000011011000101100100101110010001111110000110010101000101001111100000000000101000101001111001000000001111110100001100001010110011000110010000111101110101000100000100101110011101101101011101110000001011010101101110001011111010100100001100000110100100011001011001011000100001001010101010111000011100111011000000011000000011111111111011011100110111001110001110101111011011010100000111000001100111001100111011010110101001110101110011001010101011111010010111 011110101101011110011101011111000110000101001001010011010110100010010100101100110011101001000100010000011101100001011101111110001    1 faults detected
test  148: 01011001010000001111110111001010011000101110001110110001110101110110101101101101111110011000001000101111110101000010000101000110110000000111011100001000100110111000110101111000100000000110111100011111101111100111011111111111111011000111100101101010111010000111000111010011000100001111001011001011001110010001001001101111110101100011000001110101011011101111101101011110110100010011011101001010101101010011100110011000110110110100000011000111110101110101110001110101101111001111010011000111001101001010101011110000 111111010001010101110000011111010100001111011111101101001101101111100100011011110101010000100101100101110101010110110110111010111    2 faults detected
test  149: 11011101010011001101011100111000101100001010101110101110111110001011010001001000010010001001111011001001110000100111010000110100001101111111010011111000011111111010011111110101111011000011011011010111101101111001101011000000100001010010111011110100110010011101111111110110010111110110000110110101000110000100011010111101010000111011110100111000110000110011111010001000010000101110001111000001010010110100110101010101110111110101011001010111111111101010110100000000110001011110010010001100011010110011011100110000 001110000000010010110000000110110000111100000111100100001101001011110111101110000011100010000100100100110010110011011101110110100    1 faults detected
test  150: 10111111010011001100010011001111011000110000001101010000000100101010100110011101111111100010111110101000010001010110010000111100101110000000000010001100101010101100000000100110100111101111100100100111000111110001100101000010101101101111101110110110011000100110100000011110101010100011011111100000100000010000010110001110110111110010010110100011010111000000101100000000110101101101000110100101100010000000011001010011100001110101100110010101100011000100010000000001011000100011011100011010111001001111110000111100 001110100100100001010100001100011001010100100000110100001000010100110011110011011110000101010001100110101010111101100110111001100    1 faults detected
test  151: 00001101111010111101100010001001000100101001100001100001100001010100100111000100000011001110001010101000001000101010111101111101001100000111001100000111110001111101110001110101011011100001100100100111100001100101101100001010100001110100011110000001100111110111101101001110001011000010000100011111010110011000000100001111100011001100110100100000001111111001001101001011000000111111000000101001000001111100001111011010111101100111000001001010110100001111100101000110010101011011110101110111110101011001001110110100 000101111101110011101100011011111001100010000000101010010000001011000101110010011110100010010010000110011000001111001100000111100    1 faults detected
test  152: 00011100011100101010001011101111100111100111011000001011101101001011011110010010101010000000101110011000100110100010011111111100101100000111100001000111110011000001011100100111000011001110101100011100101010100110111110000011100011111001011110110000111111101011111111101100111000111011101101000010111101101101001000101101011111010100110011001100011101110011010100100010010010000111110111101011010101001000101101110110100000011011111100111110001001000100100111011001001011010000110101000011001101110000000000110010 000110111111000010111100111111100000100101000010101010111011110110111010100011110100011100001110000101010101001011011101000100101    1 faults detected
test  153: 00110010110111111011001101001110100001110100101011001010100111111010101010000010100100100010011010010010100010010001001110110011010100110011110101100011110110100100111001110011001011111010001001011010111001101111100011110110100010010010111110011000011111100101110100000110011001011000010011011101111011011001011101001111000011110111011101101011001011101000110111101111111001100111001000100101011001111101110111101100101111100101001001111110010001101000111001010100110101110011111010111000000000100110101011100110 011101110101101001011010110010111011000100000110001110110011100100001000111011110110110100001100010011011001101111101010010101111    2 faults detected

End of test pattern generation.

	*******************************************************
	*                                                     *
	*          Welcome to atalanta (version 2.0)          *
	*                                                     *
	*               Dong S. Ha (ha@vt.edu)                *
	*            Web: http://www.ee.vt.edu/ha             *
	*  Virginia Polytechnic Institute & State University  *
	*                                                     *
	*******************************************************

******   SUMMARY OF TEST PATTERN GENERATION RESULTS   ******
1. Circuit structure
   Name of the circuit                       : Restored_from_DeepTPI_ITC22_npz_graph:_max_aig
   Number of primary inputs                  : 512
   Number of primary outputs                 : 129
   Number of gates                           : 8927
   Level of the circuit                      : 333

2. ATPG parameters
   Test pattern generation Mode              : RPT + DTPG + TC
   Limit of random patterns (packets)        : 16
   Backtrack limit                           : 10
   Initial random number generator seed      : 1
   Test pattern compaction Mode              : NONE 

3. Test pattern generation results
   Number of test patterns                   : 0
   Fault coverage                            : 60.235 %
   Number of collapsed faults                : 7758
   Number of identified redundant faults     : 0
   Number of aborted faults                  : 3085
   Total number of backtrackings             : 0

4. Memory used                               : 0.000 MB

5. CPU time
   Initialization                            : 0.017 Secs
   Fault simulation                          : 0.400 Secs
   FAN                                       : 0.000 Secs
   Total                                     : 0.417 Secs

* List of undetected faults:
N5273 /1 undetected
N9091 /1 undetected
N9099 /1 undetected
N5198 /1 undetected
N9079 /1 undetected
N9105 /1 undetected
N5171 /1 undetected
N5156 /1 undetected
N5191 /1 undetected
N5188 /1 undetected
N9104 /1 undetected
N5173 /1 undetected
N9096 /1 undetected
N5165 /1 undetected
N5128 /1 undetected
N5127 /1 undetected
N9069 /1 undetected
N5123 /1 undetected
N9057 /1 undetected
N5076 /1 undetected
N5121 /1 undetected
N5090 /1 undetected
N5119 /1 undetected
N9071 /1 undetected
N5117 /1 undetected
N5115 /1 undetected
N9073 /1 undetected
N5106 /1 undetected
N5113 /1 undetected
N9051 /1 undetected
N5062 /1 undetected
N5111 /1 undetected
N5108 /1 undetected
N9076 /1 undetected
N5100 /1 undetected
N5050 /1 undetected
N5048 /1 undetected
N5047 /1 undetected
N9035 /1 undetected
N5045 /1 undetected
N5043 /1 undetected
N5042 /1 undetected
N9023 /1 undetected
N4984 /1 undetected
N5040 /1 undetected
N9037 /1 undetected
N5013 /1 undetected
N5038 /1 undetected
N9043 /1 undetected
N5036 /1 undetected
N9045 /1 undetected
N5027 /1 undetected
N5035 /1 undetected
N9029 /1 undetected
N4998 /1 undetected
N5033 /1 undetected
N5031 /1 undetected
N9034 /1 undetected
N5030 /1 undetected
N9042 /1 undetected
N5029 /1 undetected
N9048 /1 undetected
N5021 /1 undetected
N4972 /1 undetected
N4970 /1 undetected
N4969 /1 undetected
N9019 /1 undetected
N4967 /1 undetected
N4965 /1 undetected
N9007 /1 undetected
N4932 /1 undetected
N4963 /1 undetected
N9016 /1 undetected
N4940 /1 undetected
N4961 /1 undetected
N9021 /1 undetected
N4959 /1 undetected
N4957 /1 undetected
N8995 /1 undetected
N4904 /1 undetected
N4955 /1 undetected
N9001 /1 undetected
N4918 /1 undetected
N4953 /1 undetected
N4951 /1 undetected
N9020 /1 undetected
N4906 /1 undetected
N8998 /1 undetected
N4898 /1 undetected
N4892 /1 undetected
N4890 /1 undetected
N4889 /1 undetected
N8979 /1 undetected
N4887 /1 undetected
N4885 /1 undetected
N4884 /1 undetected
N8981 /1 undetected
N4855 /1 undetected
N4882 /1 undetected
N8967 /1 undetected
N4826 /1 undetected
N4880 /1 undetected
N8987 /1 undetected
N4878 /1 undetected
N8989 /1 undetected
N4869 /1 undetected
N4877 /1 undetected
N8973 /1 undetected
N4840 /1 undetected
N4875 /1 undetected
N4873 /1 undetected
N8978 /1 undetected
N4872 /1 undetected
N8986 /1 undetected
N4871 /1 undetected
N8992 /1 undetected
N4863 /1 undetected
N4814 /1 undetected
N4812 /1 undetected
N4811 /1 undetected
N8963 /1 undetected
N4809 /1 undetected
N4807 /1 undetected
N8951 /1 undetected
N4774 /1 undetected
N4805 /1 undetected
N8957 /1 undetected
N4788 /1 undetected
N4803 /1 undetected
N8965 /1 undetected
N4801 /1 undetected
N4799 /1 undetected
N8939 /1 undetected
N4746 /1 undetected
N4797 /1 undetected
N8945 /1 undetected
N4760 /1 undetected
N4795 /1 undetected
N4793 /1 undetected
N8964 /1 undetected
N4748 /1 undetected
N8942 /1 undetected
N4740 /1 undetected
N4734 /1 undetected
N4732 /1 undetected
N4731 /1 undetected
N8923 /1 undetected
N4729 /1 undetected
N4727 /1 undetected
N4726 /1 undetected
N8925 /1 undetected
N4697 /1 undetected
N4724 /1 undetected
N8911 /1 undetected
N4668 /1 undetected
N4722 /1 undetected
N8931 /1 undetected
N4720 /1 undetected
N8933 /1 undetected
N4711 /1 undetected
N4719 /1 undetected
N8917 /1 undetected
N4682 /1 undetected
N4717 /1 undetected
N4715 /1 undetected
N8922 /1 undetected
N4714 /1 undetected
N8930 /1 undetected
N4713 /1 undetected
N8936 /1 undetected
N4705 /1 undetected
N4656 /1 undetected
N4654 /1 undetected
N4653 /1 undetected
N8907 /1 undetected
N4651 /1 undetected
N4649 /1 undetected
N8895 /1 undetected
N4616 /1 undetected
N4647 /1 undetected
N8904 /1 undetected
N4624 /1 undetected
N4645 /1 undetected
N8909 /1 undetected
N4643 /1 undetected
N4641 /1 undetected
N8883 /1 undetected
N4588 /1 undetected
N4639 /1 undetected
N8889 /1 undetected
N4602 /1 undetected
N4637 /1 undetected
N4635 /1 undetected
N8908 /1 undetected
N4590 /1 undetected
N8886 /1 undetected
N4582 /1 undetected
N4576 /1 undetected
N4574 /1 undetected
N4573 /1 undetected
N8867 /1 undetected
N4571 /1 undetected
N4569 /1 undetected
N4568 /1 undetected
N8875 /1 undetected
N4553 /1 undetected
N4566 /1 undetected
N8855 /1 undetected
N4510 /1 undetected
N4564 /1 undetected
N8881 /1 undetected
N4562 /1 undetected
N8869 /1 undetected
N4539 /1 undetected
N4561 /1 undetected
N8861 /1 undetected
N4524 /1 undetected
N4559 /1 undetected
N4557 /1 undetected
N8866 /1 undetected
N4556 /1 undetected
N8880 /1 undetected
N4541 /1 undetected
N8872 /1 undetected
N4533 /1 undetected
N4498 /1 undetected
N4496 /1 undetected
N4495 /1 undetected
N8845 /1 undetected
N4493 /1 undetected
N4491 /1 undetected
N8833 /1 undetected
N4444 /1 undetected
N4489 /1 undetected
N8839 /1 undetected
N4458 /1 undetected
N4487 /1 undetected
N8847 /1 undetected
N4485 /1 undetected
N4483 /1 undetected
N8849 /1 undetected
N4474 /1 undetected
N4481 /1 undetected
N8827 /1 undetected
N4430 /1 undetected
N4479 /1 undetected
N4477 /1 undetected
N8846 /1 undetected
N4476 /1 undetected
N8852 /1 undetected
N4468 /1 undetected
N4418 /1 undetected
N4416 /1 undetected
N4415 /1 undetected
N8805 /1 undetected
N4366 /1 undetected
N4413 /1 undetected
N8811 /1 undetected
N4411 /1 undetected
N4409 /1 undetected
N4408 /1 undetected
N8813 /1 undetected
N4381 /1 undetected
N4406 /1 undetected
N8799 /1 undetected
N4352 /1 undetected
N4404 /1 undetected
N8819 /1 undetected
N4402 /1 undetected
N8821 /1 undetected
N4395 /1 undetected
N4401 /1 undetected
N4399 /1 undetected
N8810 /1 undetected
N4398 /1 undetected
N8818 /1 undetected
N4397 /1 undetected
N8824 /1 undetected
N4389 /1 undetected
N4340 /1 undetected
N4338 /1 undetected
N4337 /1 undetected
N8789 /1 undetected
N4335 /1 undetected
N4333 /1 undetected
N8777 /1 undetected
N4286 /1 undetected
N4331 /1 undetected
N8786 /1 undetected
N4294 /1 undetected
N4329 /1 undetected
N8791 /1 undetected
N4327 /1 undetected
N4325 /1 undetected
N8793 /1 undetected
N4316 /1 undetected
N4323 /1 undetected
N8771 /1 undetected
N4272 /1 undetected
N4321 /1 undetected
N4319 /1 undetected
N8790 /1 undetected
N4318 /1 undetected
N8796 /1 undetected
N4310 /1 undetected
N4260 /1 undetected
N4258 /1 undetected
N4256 /1 undetected
N4255 /1 undetected
N8768 /1 undetected
N4237 /1 undetected
N4253 /1 undetected
N8069 /1 undetected
N2954 /1 undetected
N4251 /1 undetected
N4249 /1 undetected
N4248 /1 undetected
N4247 /1 undetected
N8751 /1 undetected
N4209 /1 undetected
N4245 /1 undetected
N8765 /1 undetected
N4243 /1 undetected
N4231 /1 undetected
N8757 /1 undetected
N4229 /1 undetected
N8759 /1 undetected
N4223 /1 undetected
N4228 /1 undetected
N4226 /1 undetected
N8756 /1 undetected
N4225 /1 undetected
N8762 /1 undetected
N4217 /1 undetected
N4197 /1 undetected
N4195 /1 undetected
N4194 /1 undetected
N4193 /1 undetected
N4192 /1 undetected
N8711 /1 undetected
N4190 /1 undetected
N4188 /1 undetected
N8713 /1 undetected
N4094 /1 undetected
N4186 /1 undetected
N8705 /1 undetected
N4080 /1 undetected
N4184 /1 undetected
N8719 /1 undetected
N4182 /1 undetected
N4180 /1 undetected
N8693 /1 undetected
N4052 /1 undetected
N4178 /1 undetected
N8699 /1 undetected
N4066 /1 undetected
N4176 /1 undetected
N8721 /1 undetected
N4174 /1 undetected
N8723 /1 undetected
N4111 /1 undetected
N4173 /1 undetected
N8735 /1 undetected
N4171 /1 undetected
N4169 /1 undetected
N4168 /1 undetected
N8729 /1 undetected
N4125 /1 undetected
N4166 /1 undetected
N8743 /1 undetected
N4155 /1 undetected
N4164 /1 undetected
N8749 /1 undetected
N4162 /1 undetected
N8737 /1 undetected
N4141 /1 undetected
N4161 /1 undetected
N4159 /1 undetected
N8734 /1 undetected
N4158 /1 undetected
N8748 /1 undetected
N4143 /1 undetected
N8740 /1 undetected
N4135 /1 undetected
N4040 /1 undetected
N4038 /1 undetected
N4037 /1 undetected
N8677 /1 undetected
N4035 /1 undetected
N4033 /1 undetected
N4032 /1 undetected
N8671 /1 undetected
N3967 /1 undetected
N4030 /1 undetected
N8643 /1 undetected
N3908 /1 undetected
N4028 /1 undetected
N8649 /1 undetected
N4026 /1 undetected
N4024 /1 undetected
N8657 /1 undetected
N4022 /1 undetected
N4020 /1 undetected
N4019 /1 undetected
N8679 /1 undetected
N3982 /1 undetected
N4017 /1 undetected
N8651 /1 undetected
N3923 /1 undetected
N4015 /1 undetected
N8691 /1 undetected
N4013 /1 undetected
N4011 /1 undetected
N8685 /1 undetected
N3996 /1 undetected
N4009 /1 undetected
N8659 /1 undetected
N3937 /1 undetected
N4007 /1 undetected
N8637 /1 undetected
N3894 /1 undetected
N4005 /1 undetected
N8668 /1 undetected
N3947 /1 undetected
N4003 /1 undetected
N4001 /1 undetected
N4000 /1 undetected
N8690 /1 undetected
N8676 /1 undetected
N3941 /1 undetected
N8648 /1 undetected
N3940 /1 undetected
N8656 /1 undetected
N3939 /1 undetected
N8662 /1 undetected
N3931 /1 undetected
N3882 /1 undetected
N3880 /1 undetected
N3879 /1 undetected
N3878 /1 undetected
N3877 /1 undetected
N8597 /1 undetected
N3875 /1 undetected
N3873 /1 undetected
N8599 /1 undetected
N3779 /1 undetected
N3871 /1 undetected
N8594 /1 undetected
N3759 /1 undetected
N3869 /1 undetected
N8605 /1 undetected
N3867 /1 undetected
N3865 /1 undetected
N8579 /1 undetected
N3737 /1 undetected
N3863 /1 undetected
N8585 /1 undetected
N3751 /1 undetected
N3861 /1 undetected
N8607 /1 undetected
N3859 /1 undetected
N8609 /1 undetected
N3796 /1 undetected
N3858 /1 undetected
N8621 /1 undetected
N3856 /1 undetected
N3854 /1 undetected
N3853 /1 undetected
N8615 /1 undetected
N3810 /1 undetected
N3851 /1 undetected
N8623 /1 undetected
N3826 /1 undetected
N3849 /1 undetected
N8629 /1 undetected
N3847 /1 undetected
N8631 /1 undetected
N3840 /1 undetected
N3846 /1 undetected
N3844 /1 undetected
N8620 /1 undetected
N3843 /1 undetected
N8628 /1 undetected
N3842 /1 undetected
N8634 /1 undetected
N3834 /1 undetected
N3725 /1 undetected
N3723 /1 undetected
N3722 /1 undetected
N3721 /1 undetected
N8547 /1 undetected
N3719 /1 undetected
N3717 /1 undetected
N8521 /1 undetected
N3576 /1 undetected
N3715 /1 undetected
N8541 /1 undetected
N3618 /1 undetected
N3713 /1 undetected
N8539 /1 undetected
N3711 /1 undetected
N3709 /1 undetected
N8527 /1 undetected
N3590 /1 undetected
N3707 /1 undetected
N8533 /1 undetected
N3604 /1 undetected
N3705 /1 undetected
N8549 /1 undetected
N3703 /1 undetected
N3701 /1 undetected
N8569 /1 undetected
N3699 /1 undetected
N3697 /1 undetected
N8557 /1 undetected
N3649 /1 undetected
N3695 /1 undetected
N8563 /1 undetected
N3663 /1 undetected
N3693 /1 undetected
N8571 /1 undetected
N3691 /1 undetected
N3689 /1 undetected
N8551 /1 undetected
N3635 /1 undetected
N3687 /1 undetected
N8573 /1 undetected
N3679 /1 undetected
N3685 /1 undetected
N3683 /1 undetected
N8548 /1 undetected
N3682 /1 undetected
N8570 /1 undetected
N3681 /1 undetected
N8576 /1 undetected
N3673 /1 undetected
N3564 /1 undetected
N3562 /1 undetected
N3560 /1 undetected
N3559 /1 undetected
N8334 /1 undetected
N2962 /1 undetected
N3557 /1 undetected
N8340 /1 undetected
N2976 /1 undetected
N3555 /1 undetected
N3553 /1 undetected
N3551 /1 undetected
N3549 /1 undetected
N3548 /1 undetected
N8343 /1 undetected
