* Log file for the circuit autoresearch/deeptpi_table2_restored_bench/b21_C.bench.
test  871: 101110110010101000100001111101110111000010001010110110101000000011000101000010001010101110110100000100001100110110011100111010010011110110110001111001101100110011110100000011000111001110101101000110010111000111001101000101011010110000010001001000110000101110111010000000001100101000001110110110010010111110010111001110001001000000100010011111011101011010100101011000010000001000111111101101001010101110111101010100010011000001010011011101110001011101001001011110001000101000110100011101110000011011001000101110011110101000 010010000001001000111001110100110100100001010111001000110001001000100000110101101010110110011110001101101111001001000101000010001010101110100010100101100111101000000110001110011101011010001100101110001110011010000110010100000111011011001001011111000000001010100100101000010011100100100000011000101100000111011100010110001010001000000000000000000000000000000011110010101101010010100010000101010111101010100010011000001010011111101000011000001101110100001001010001011101010100010000101000101000100111010011010   11 faults detected
test  872: 101101001110100111010011001101111011110101001110010010001101010001001011010000111101100100010010001111110001011011000000101011101010110010001100101111000111101001110100001000000010001010010111010111011110100010000000001101001100000000000110000001110100101011110100111000100111010000111000110111010000011101110100010111010110001001110111000101010000010100110011011110011101000111111001001011010111011110111000100101100011111010010101010111010100111100010101101101101011111011001011111011011110000001101001011010010011110100 100111011000110101110100010111000011101100000111011101111000000110000000000011001011100011110100110001001101010110101111110010010111000000111011100111010011101000010000000100010100101110101110111101000100000000010011101000011100011011101000001101110111001110010010001101010001100100101101001011000000111101101111101001101111101000000000000000000000000000000011000010011001101011111010110001010111000100101100011111010010101011001011010100010100110000100001101000001001101111000010110100110001000001100000100    1 faults detected
test  873: 010010010001110001001011110000000011111011111001101100100010011100101001100000101110001000011010000010101011111001000111000100000010100011001011000001100000001110111000001111111110110110101000111001100001011110100001100010101000011001001100001001011000010011000111011011000001100111110010110010101101111111000111011100110001011010101010001111011001001101011010010010000011101000110001011111000100100100101001101011000110000110101000010101110011011111111101100000000100001011011000111100000010101110100111111011011110000011 101010101101000110011101110001111100110101110111100100101001000011001001100001010100000110000011010011000101000000101001100000101110001000011000011000011101110000011111111101101101010001110011000010111101000011000000110011111001011001010110111111111001111001101110100010011100110010101101101010100001100101001101111111011100100000000000000000000000000000000000100100101101011001001101111000100101001101011000110000110101000010101110011011111111101100000000000110000100011101000001100101010010100101100111000    5 faults detected
test  874: 010101001001010100101001101001111101100010100000111011010001110010001001101111100110010010111000011001110101001110110100001100011100111111110111000001000000110100100101111100001110000011100101011001010101010101110001000000001100010101100101100111011001001010001000111001100010111000101001111000101000000001011011110001110001111000000111100000110010110011110010101010100011010110101101000100000000011110000111010011001010100000010000110100110111011001011010100100110010101100010010111110100101001010101101010011010100001101 010000011111000111000111101101001011100111101110110100001111101101111101010100110110000000000000000000000000000000111101001000110101000110011110110101101001001011111000011100000111001010110010101010101011100010000001011100010100111100010100000011100010100000111011010001110010011111101000000111001001010010111110100100011010100111000000000100010110101101011101010111011100101111100001101110010000111010011001010100000010000110100110111011001011010100100110011011010010011001111101100100001101010001100000110    5 faults detected
test  875: 001110001100000101100001000011110001110010010111100110111110000011010001111100011110001111110000111111100100010101001010110101110110010101010010111100110010100111100011000000100010111110011001000010010100110110101110001110101110110100001100110010111111001100001110100110010000101111000100110100100010111101111101011100111001001101011111111100011001001000110111110010111100110011001100100001101101000110011011100101111010010011110110011001101111011011100001010010011111011001010100010100100001000100111110010100110110000000 000101001011001100001101011101011000011111110010001000100100111000011110010110001110000000000000000000000000000000110101001010100010011111110000110101001111000110000001000101111100110010000100101001101101011100011000010111100010011010010001011111110010010111100110111110000011001100110011110100010001000010010100010101001101111100010110110000100110011001100010110100001100100001001101111111110011011100101111010010011110110011001101111011011100001010010010000001111100011110001111100010111000100000101011011    6 faults detected
test  876: 010100001000001010111100111011000011100010000000011011110010010000011010100001010110101011001111110000110101000100111111101010000110101100010110000000100111110110001001011010111010010101011110101101101010010010001011101111111001000101010010010100100010010111101101101000010111101010011011100000010011001100011101000011000010100100110010110110001110111101010010010101001011110111101101101111010000011010110001100010000011101010111001100101111100111011111100110100010100010111000100001001111111010001111100000101110100110001 100110010010100001100001011100010011000010010110011010010010100100101010001001111111100100000001101000110101100000011010100001010110101011010001100111101100010010110101110100101010111101011011010100100100010111011011110101001101110000001001100110100000010000001001110010000001101100011101111010100010001001101100100011101010100000000000000000000000000000000001010100100101011110111000110110110110001100010000011101010111001100101111100111011111100110100011100010110101011010100001010110010000010001010101110    1 faults detected
test  877: 100111110111101000000101101010001010000001101000110010011110011101000100001010011110011011001001101100010100111101111110001101110010111110101101011010000001111100010011010100110010100000110110100001010001100010000100100010110111000111001110111100000110000110000101000011111100110011111101110100111011110101111100111101110111010110111101111011010001011111010111101001001101110000100001001000011111100011100001100110111011100000010100001100010011000010111001110000101011010000010110111101010101011110000110111001000000000110 110110100111110101001110011101011101111001000011001011000011110111001110001110110100000000000000000000000000000000111000000100001101011100100111000011111001001101001101000100100100101101000010100011000100001001001110011001111110111010011101111000000011101000110010011110011110000001001110110000111101010101011110110100000101101000111111000010010000100001110001001011110101111101000101101111111100001100110111011100000010100001100010011000010111001110000100001100110110011110010100001000111100110001001001100    4 faults detected
test  878: 110001001011011101111101101100011111110001000111111111000010101010000010111011100001001011000010110100001101000110101111101100110011001010101101011000110001101000110110101101010011110001111000111111000101100010101001101111001010101111010111100101101000101001101011000010011010100100001111101001001011111000001111100101011000001010000100000110111101111101101100001001111011010011100110111101010111010010111110111111000111110100111011000000110011110001011110010011110001011110110101111100111011101001110000100110010100000001 000000111000001101010011111000000010000110101100101000011010011110101111010101001110000000000000000000000000000000100000101001110100111101001100011011010001101101011010100111100011111100000011101101110100101101001101010010000111110100100101111111110011000111111111000010101010000100001001101000101011101110011111010110111101000001011101010111101100111001011000110111100100100000100001010001010111110111111000111110100111011000000110011110001011110010011110000010110100100001110111010000010011000110100001111    8 faults detected
test  879: 110001000001001000111100011001010011000010111011110100010010010001000011110000111110011011111100110100011111111110010000000111000111100010011101011011111111010111000110111110001110100100001000011001110010110011100010001001100011111010111111111111001101010100001101011110010010110101010101011010011111000001100011100001101100100101001100001100111111110001111111010000110011010010101110000011000011101001110111010011011001011111111010011111010011101111010010100010011001110110111000000111101000010010101001101001000001000100 011001000010011011010011100011000011110101100001010101001111111111110101111100011000000000000000000000000000000000000000100111111111100010110011111010101110001101111100011101001000011100001101111111001011010010001001011010101010101101001111100011001000001000001011111111000101011011110111011100100100001011110000001110110111001000000000000000000000000000000001111010000000111000000001101001101110111010011011001011111111010011111010011101111010010100010010001001110110011111000011110000100100111111101001000    5 faults detected
test  880: 001010111000111011010101010101011011110011110010001010101000111111000110000110110100001001001000111000011110010011101100101010001100010111111001101111100101110001011100010010111000001111100111000011001011100010100011100000000110010101000010100100100011000111110111100101101010011111001011101000010011111111100110000001100001100100111011111001011011011110001101111110011010111001000010010110101111100111001011110010010111101111110011010111110010000011010010000001011001000100101010111001000000011100110001001101001001111100 001110010011000011000000110011110101011110010011010010010010010100001010100110000000100111110110011111101000110001000110000110110100001001000111100111100010111000100101110000011111001110000110010111000101000111000101001111100101110100001001111101110001110010011000101000111111001001011001000110011100000001001110101010010001001000000000000000000000000000000011000000100111000010010010110010000010001111110110000000000111000010111110010000011010010000001011111000100100001011011000011000110011000101100000011    5 faults detected
test  881: 100111100011101011101000100110101010011010011110101001100101000110011111110110111000010011000111000010110001010101000010010110010111111111101001101011000110111100101001111010010110100011000101010010110100101001011011111011011000100110010000100111001010010100010010000100000011000110110010010100000001001101110001001000110100011011010111000000000111000001100011011000011001100000100001111000001010101001000010110011110111101101111100000110101010100010110101100010001110011100000000001000110011101000100000000101010000010000 100101111100010110001001000111010011100001011000101010001110010000100110010001101100000000000000000000000000000000100100001010101000110100001110010000011101110111000001101101100100001010100101101001010010110111110001100011011001001010000000100110011000011110101011100101000111110011101001111101101011100110001000000000011100111000000000000000000000000000000011110010011100111110010000000001001000010110011110111101101111100010100110110011010011010001011000100000110010000111011011111110000010010110100100010   15 faults detected
test  882: 001111010011111110001101011001101100010110011101101000001100101011101011010010111001100101111000000110110101011001000011100011110111001001000101111111001111101100101000100001010111000001110010100101100000001001011101101110111001101000011010101100010101000101101100111111110100110111010110001110011001100010100101110100000100000100101100001011100011001110100001110001011001010101010100100000011010000110011000001001000101110100001000011010100011001010010010110001010000110110101111110110001010001001010010110001110011010000 101010000000010010000111010010100111110001100110000101100011010101100001011001110110000000000000000000000000000000011100001001101010110110000001100011100110010110110000110100000100100101001011000000010010111011011010011011101011000111001100110010010110011101101000001100101010101000010100110111001000101000110111111010110110000100001011000000100101010101010101011011011011111110010001100101010011000001001000101110100001000011010100011001010010010110001010100001101001100111010010110101111010111100101111000    6 faults detected
test  883: 101110110101100000110110000000110011101011011010110101010110100111010010111101101101100000110010001100010001101001000110101010010111010111001110100110101100010101010000011000010111100001100111110001000101011101100110100100000100111010101110011010000111001010100000100100110011101101100011100111100010111111010010001010000110110111000010100001011010000110111001011011111100000011000100101000101111010000111111101111111110110011100001101111001001100110000011011110100000001101100000001000011101001001000100101101101111101110 000001110110110000101000100101110001000011101001001011000101100111010101110010000010110101100101110011101011101001010010111101101101100000101110100100101010100000110000101111000011001111100010001010111011001101001001110110110001110011110001011101101001011010110111010110100111111011011010010001001001011100001000000011011000000000000000000000000000000000000000010010110001001111010010111111000111111101111111110110011100001011111110111111111011001110000001011101000001101101101111010010110011101110101100110    3 faults detected
test  884: 111100100011011010010000101011111111000011011101000100001101010010110110111011110110010001110010011100001001000000111010111001010111111110110101010110101100111100101001010111010111100100110110101111001110000111010000100010011110111010101110000010110010101000110000111011101111011110111111011100110101001010101111100100000000101110110001100111101000111111001100010000000001110100111011110110111101001011001001101111010000010010111100101011011000111000011011110000011101111011101101100110001001111101101000000101110011010101 100110111010000000010011111010100011101010110111000110110100000111010101110111100100110101101010101101111111101010101001001001011111010100100100100001111001010010101110101111001001101101011110011100001110100001000111101111011111101110011010100101000001011101000110001101010011100111010000001011000111101000111001100110000011010000000000000000000000000000000000000100011001111110001011110010111001001101111010000010010111100101011011000111000011011110000010101011100010011011110111011011011001111010011100110    1 faults detected
test  885: 001101110001001101001011100000111010011011000100101001001000100000101111111111000111011011001110100010101101101110000001010000010100101111011111001000001100110000100010011010100110111111010011001110110000111100000101100000011100010100010101110110100011011111011111110011100100001100010011111001100000100011001010001100110100001101101111100101111000100110010101110111110101010001101100100000100000111010101110100011100100001101101110000101011100001000101000000101000100000011101101110000101101101011000111001010011001110010 001011001000010100001000101011101110001110100001100110010110111010100010100011100000000000000000000000000000000000101000000111011011010100010111000001101011111100011010101010111100100110011101100001111000001011000010000110001001111100110000010000011001000100101011001000100001001100101001110001101011011010000111011011100000010011100000100000100110110001010000001000101011001101110000101110110101110100011100100001101101110000101011100001000101000000101001100100110110111000111111111101010010100000000011000   15 faults detected
test  886: 001011100110101001000000110111100001011101101111110000011101100100000011111111101101010011101000001011111100000110110111111011100011101100110011101101010000010001000111100111100010110010100101110011110101101111010010110011000011100001010111000110011000001000001111111111001111010100011000100100111011001010110011000010001110101111011100010110100101000010011001111101011000011110100000010000100010010110000101111010100100000001111100001000001011000100110001001101000000011010101111011110110000011010111010010110111110110010 111101101010111000110001100110100111111111100000100000001100111111110111010110001100000000000000000000000000000000000001001001111100000010111111010100100010001111001111000101100101001011100111101011011110100101100111101010001100010010011101100111011101101111110000011101100100110010100101111101101100000110111101111010101100000101001000100001000000101111000111110000110011010110011000110101010000101111010100100000001111100001000001011000100110001001101001100101110010101101111111110000010001101111100101011    6 faults detected
test  887: 110100011011110101000110000111100111010110011000000000000011111000110001001011011000000111100001100100101000100110111100111000100010110011011110100000110001011000010111001110000011000110010100001010110111110011110111010100101100100011000001010011111101000110110110010001100001011100000011110100110010110110110100111111100001000000011111000011010001100000110110000111010111000001101100111010011000110101101000110110101100111010111111001011000101100011100010001100001110001111001110001010011111000001001100100011110001100000 111100010001000011111110010110111001110010011100011101111100101000001100010011010010000000000000000000000000000000001100001001101110101101101000010000110010100110010001010011110000101000010101101111100111101110100000101110000001111010011001011001010100011000000010000011111001000111100010011001000001111100101000111001111000111101100011001011100110110000011010001111001001111100111010100000101101000110110101100111010111111001011000101100011100010001100001000001111000000110110100100011010000000101101101001   16 faults detected
test  888: 001010010001010111101010111010011110010101000111111111110111001000001110001101110000001101100001111101110010101110110110101010101110010011111010010111000101010100011000010101010001010110110111111101101001110001100111000100101010011110001001000000011001110001100000001010010001000011101011100010101000000110001100000100000110100001110100010100001111100011011111001101101101010100110110001111110000001110001011101101001000010001001011001111100000111001101101111111010101000101100001101001010101111110100010100011100010010011 100111010010110000010000011000111011000000001001001100011001000000001000011100110110000000000000000000000000000000101001001000101011000100001000000110101000110000101010100010101101101111111011010011100011001110001000100001110101110001010100000010010111000111111111110111001000101000011111000110111111010101001011000011010001010110000001111110001101100101010011011001111101100011111000010101110001011101101001000010001001011001111100000111001101101111111010100111101100000011101100011100011000111101000010110    6 faults detected
test  889: 100010011001010110110010000000100000110000001101100110010110111000011001100010011010011111001111101001011001100010000011010111101000110111011111011001101100100111000100011010110111000100111010111000011110001100001001101101111111110110100110101111011001101001011100101011111001010001011101111010100011100111100000100101111100111010011111001001100101111001000000100011100001000000111110001111100110100011111101101110001110101000000100000101101001101100001111110011111111001010100001000011011000111110011010111111100111011011 101100111110011111010010000011111101110100110111111100101111010110010110111111111010000000000000000000000000000000101100000100011001101001011111010011101101110101101101011110111100110101110000111100011000010011011100101000101110111101010001110010110000001101100110010110111000100101000010010101011110001101100001000010101001111000101100111110001111100000010001110001010111101110100010100110011111101101110001110101000000100000101101001101100001111110011110110110111110010110010001100110001010001111110110111    4 faults detected
test  890: 111000001110111001001010000000011011100001111011110101001011101000010100011011010001100011001110000010111101000101000011010011001011001001101010100111101101101101011100110100111011011011010001111111100011110010000011110011100101010101010100011010011110011101101110000110111011110001111001010010010111111100010111101011001100110001000100010101011111101110011010011111000011100100010011010000000011101001111111101000110010001000011001111010011110011111101101001100001101010010001011111001000011011010110111001101110001011111 010001010110011001101011110100010011101011110011011011100101100010101010101010011100000000000000000000000000000000101100001010001011110100000111010000110000111000011111100111011000100011111111000111100100000111101101111000111100101001001011111111100011111011110101001011101001010101100001101100001101100001001111101000100101011010111000000001011001000100111001111100101100111011111101010100001111111101000110010001000011001111010011110011111101101001100000111110110001100010110110001010011010011111111001010    3 faults detected
test  891: 001101101101100000011011100001111010011000110111101100101100011000101000001111111001001000001111010011101001011100110110111011000110000001000100110001000010110111001000111001101101010111101000100111010111011100111110111010010110011101001000000111000110110001010011000000010010111010100111100010110111001100000011000001011110110110110011100101110100000011000101111001011001011011101100111001101101100011010110000000110010010101010101010110101101010011010111111001101000110010110110100101101000001101110001110100100011101011 000110110110111101000001100000010001000010101110110011001110000001001011100110100101000010001100100010000001100010101000001111111001001000011010100101101110010001110011011010101111010001001110101110111001111101111001011101010011110001011011100110011010110111101100101100011000001001001010110011011000001011010010110110100110001000000000000000000000000000000010110000101110011111101000101110010011100110101101010100001101100010110101101010011010111111001101010110000100100111111100000101011110101000101010001   21 faults detected
test  892: 111111101111000111101001111111011100111000101000111101011100101001111111010101000100000100001111101001000011111001110110011110000111111101100001001001100010001100011111001110111001110011100010010011000111011111011001011000110111110111100010000111001101000000010010000110010001101100001111111000000001100101101111000111011111000010000111011001101001110010010001000011010111110110010101100000011000000110010100101101111100011111001111010000101001011011010010100101001010100011100101001111000110001010001111011101100001011001 110000110001111101110001111011010101000110000010011100101001101010101000100001000100000000000000000000000000000000011001000110000011110110100001000100011000111110011101110011100111000100100110001110111110110010111000110110000111111100000000110010111000101000111101011100101000100010001000110111001000110001111001010011100010101100000011000000110101001101111001011011111001110110101101011000110010100101101111100011111001111010000101001011011010010100101000110010001000001000101010111111100100011011001000000    4 faults detected
test  893: 111011010010010000000000011111000101000001011111101101111000011001010010001111001101010101000100001011111000100010010010110100001110001101101000001010001001100011001111011110110001100010000001101011110101110110101110110110000001110100011010101010001010010010101110111000010111111010010011000011001101000001010101000011111110110010110110010010110111001100110111100111011010001010010100111100010001000101101010011001110010111100100111101000101001011000111001011110000100010101100000011100101010110111010000110011010010001100 010110110110111111100001010101000010000101111100010010000101010101100010111000000110000000000000000000000000000000110100100100010001111101000010011011000110011110111101100011000100001011011110010010000101110000001011111101001001100001100110100011000001011111101101111000011001100001111001100110110110101010011100000011010100010100010001000111100101001010001111100001010100110010011111101011001101010011001110010111100100111101000101001011000111001011110000011000101010101100111100010010111000010000111011001    4 faults detected
test  894: 110111101010010011011000001100110111100011001000000110000011010111000000010111000001111011101110110001000100100110101101101001111101110100101001001010010110000001110111011011101001100000111010111111010111111000011001111011000001101001110100100000010000101111110110101011111100010110111010111000001101100101000010010111010111000100011111010110001011000000000010100001110010010100010100001110001011010111111000011101000111010101110101101001111001010000101100111010110111000011111111110111011010001001010111101001100000101000 111100000001110111100100100001010100100111011101101100100000010010111001011000001100000000000000000000000000000000100100101001101101110111001001001000000011101110110111010011000001100000101011000110110110111100001110001011011101011100000110110011100001001000010100000011010100010111110001111110101000101101110111111111100001110101011010001110000101000101001000111101011111111110010111001100011111000011101000111010101110101101001111001010000101100111010111010001110111100000111010000000111101101101011011101    3 faults detected
test  895: 111100000100011001111110100001100001001110001101001111000010101101111001101000001100101100010110101010001011110010000000010100101100011110101101110010001110110111010110100100100101111100100001000110111111001010111100001011011010100011000000000000001011111000110000000001101101010111100011110110011001011100100001100000101010100010110110011010000011001011101110011001010011011000011100011101000000111111001000011001111111010010100100100001010001010111110100010010101110011101001000110010010101110111111111010011111110011000 000110110010101010000011000010011100000000011000111110000000000000001100010101101100000000000000000000000000000000100000000100111101000101010110110011000110101000000001000000000100000010001101111110010101111000010110101011110001111011001100101111001110001101001111000010101100101100101110001011010111010100100110001001011100111111100000010111000111000011011110100110011011110001111010101100011001000011001111111010010100100100001010001010111110100010010100110000001101001100000101100111110101000000111000011    1 faults detected
test  896: 111000100101110001010010100111010111000100010000001011011000000001010000101111010110011111010000001011000111110111110011001001001000100100011010100111111010100101111011010101010010101101111101000001111001000001001011100011101101110001100100111010000000110000010010000001010111011001000100010011110110001000100000110101000011101111101000100101100111010011011101101000010101001011101100100000111101111000100001001100111111011101100000110100101011100001110001111001010000110001110110011110010010110100010011000000101100111111 001011111011100001010110000010001101101110100010010100000101110010011000111011011101011111100101011000100100010010110011000110011011101001111100100001001011110110101010100101011011111010000011110010000010010111001011101100100010001001111011000111000110010000001011011000000001110001111111100110000001101111101100110110001110101000000000000000000000000000000011110100100010011010001100101110100100001001100111111011101100000110100101011100001110001111001011111110111110011010111101000010101001001011111001110   12 faults detected
test  897: 011010011000100001011110100001101010110101101011111010101101000011101110011110111000011010101100110101111000010010101101101011011100101011111101111110000010001100111100010010110001110101100100100010100101100011101111100001001001100110010111000001110010100111101110000111100100000010011100010010010100010011110101010101111010000111111100111110111010011111001010110010000001001000110001000110101010111100110001110101101011011010100000110100111011100111001001001100001001111010011000010111001010000100110001111010111010101101 110111100010101101000101010101100101100101000011110110111000001110100110011001001000000000000000000000000000000000100100101011011110000101001101001000011001111000100101100011101011010101010001011010101000001101000010000001001110001001001010001011111100010011100010010010000110101010111000001111010000101001110100001100101111001000000000000000000000000000000000100110101001111100101110111111100110001110101101011011010100000110100111011100111001001001100001011011010110000111011110011101110101110010000000101    2 faults detected
test  898: 000011100100011001010010001101110111001001101101111010110011000010001011111100101011101010111000001100001010011000011100010100011101111011001011011111011110111001001001110011001000100101100011011110111101001100001101011100011101110101111110101010111110111110010111000000110100110111100110101111100000000110100111011101000000110110110110000001111111111111100100000101100000000111010001001100110110110110011010001000111101100011010010110001101100101101001101101010001000100111110000011001100001110011111101110001100001001010 110110100110000011001101110010110010100000000000000011110101010111111010111011100011111011111011010011011110111000100011100001100101000011000001111001110010010011100110010001001011000110111101111010011000011010111000111011101011111101010101111111001011101101111010110011000010000011111111111111000111000011001100000111110010001000000000000000000000000000000011010000010011111111111111000000001001001001111100100001000001100110001101100101101001101101010000010101010101110101001111110100001011111000111101001    6 faults detected
test  899: 010100001001111001101001000110000011011101111111100111011101001110000000101110111111110001110001100100100010100101010101010001000010001111110011111101111000100111000010110111100001110100101100000110001001111110110000110010101110111110011011001100111001011010110000011000011000010000111010101110000010100000100100101101000000000101111100010001100101001101111100100101100011000010100110001000100100000101110101001011100101101011001100010010010010110011101101010000111110101001000111000011101111000110001100110000011010011110 111100010110000010010010110011001110110000110101100000110011001101100111110111010100000000000000000000000000000000101010101010010100010010011000111101001110000101101111000011101001011000001100010011111101100001101100001000011101010111000001010011011111111111100111011101001110100011001010011011110001111011100001110001001010111000000000000000000000000000000011010010011111011001010011000101001110101001011100101101011001100110110101111110011111101111101000111101100011111111011101000000001000010010100001001   14 faults detected
test  900: 011111000101000111001010101111001111011100011010001111001111111010110111010100001100000001111010010011111000111001010010000101011010111110101101010110000000001101100100110101010110100000111001001111111000010010100011100011011001110100001110111011011110011010110110000010111101000101101111101101011111100011111011000011100101000110010110010001001001000111011101110000000100000011001010100110010010110111110000001111001001100111101000010100111000111111111101101101111000111000101011000101101010011011111001111101100101011000 110100100001010011110001101111101101001001111100011111101101110111000010111001101100000000000000000000000000000000000100101001110001111100100101111000011011001001101010101101000001010010000010011111001100001010001110100010110111110110101111110001011110011010001111001111111011010011011111001111101100101011010001101010001110001101101001001100101010011000000000000111011101110001001001000100111110000001111001001100111101000010100111000111111111101101101110110001100000001100001010111011001010011010010111110   10 faults detected
test  901: 011101001110100111111111001011101010001110000100000101100000010000010110110000111111001110111110010001001111001111001110100101001011110001011001101100000000000111111100111010110011101111010101101011110110110100010011010001011001110000110110100100111111101101001100001011111010001101110101011010010000101100101101111000110000100110100011111111111110000010101100010000000100111000001011100000000010111111101100011100111100000010101100010001001100000010000111110000110011000110101111011000001000101101001101011110000101011000 000010110010000110001111011010011011011011110110100011110010010110110000111001101000000000110110011010001111010010010110110000111111001110100011011000001111111001110101100111011110101011010111101101101000100110101101000110111010101101001000010100001100000100000111100000010001010000111101011001000110100111111101100011000111000000000000000000000000000000000000000100011010100000111111111110111101100011100111100000010101100010001001100000010000111110000110110001011100111111000011011010000001100111010011111    5 faults detected
test  902: 111110011000101110000000010010111000010110001100111111101000011110001010111011101000100000100100100101111110000101001011100110110100101011001100000111100101001010010010110100100001100110110000001110111100101001101101011001011101110110100011001101001101010000110111001010011100110011110100010011111000101110101100010110110111100010100110100101101110011010001000100010010100011111110101001100100101110000000101001111011101110100101001100100010100001101110111001110100111000110101001010010010001001011001010101011111000001100 000010110011110110110100011010110001100100101101100100111111011111010001100011001000000000000000000000000000000000011101001010000111111010010010000110010100100101101001000011001101100000011101111001010011011010111110011001111010001001111100010110010110001100111111101000011111101111001100111110001001000100100101001010110001110001110100100110010101111111000101000111110010001011110011001110100000101001111011101110100101001100100010100001101110111001110100011001000001000101110111010100000010100011110110001    7 faults detected
test  903: 011101011111110001101101110011110001010101011101000011101000111000100001110101111111110010000000001100001110001001110111001110111111111100011011110110011010100001100100000111001100000111110110011111010011000110111011100000110001010000000111111111010110100111110100000000001011100100001010100100001111111111011101101101110111010111001110001010010001001001001110000100010010001100101011000110100000001101111100010100110101000000110111011011011110001000000011011100011010100101000001011111100011000000101101111110101001011111 101001100101110101001011011111110000000001011111001000101001011000010100000010001100000000000000000000000000000000110001000110111000111101000000000101000011001000001110011000001111101100111110100110001101110111000101110010000101010010000111111111010101011101000011101000111001100101111100110001100001100011111101000001010010101110000000101100011010100110001111010100000101101111100110110000001111100010100110101000000110111011011011110001000000011011100010111110010011111111101011100001000101101010111110110    1 faults detected
test  904: 100000111000111011111001110010001111110001111000001100001101100000011100111000101001110100011001111001011000110001010010110001010101111111101011101000110000100010101001010101011000110110010010110111010010000000010101111110100011101011111001111100111011110100100101001101111011101000001010010001001100111100001110010010011010101101101110000111110000001001001111110101101001101001011010101100111110101001100110011001111000100011101010111100010000011100111000111110101100111110011011011111000111010001010010011011000101010110 011011001010101100110100111000011100111100101100011010110011111001111101011100010110000000000000000000000000000000110100101000110001101001111001111001000101010010101010110001101100111101011100000101110101101111001101110100000101001000100110011111110011111000001100001101100000001111100000010010000101110001111101101100111110011010101111100110101011010010110011010111111001001000000111110001001100110011001111000100011101010111100010000011100111000111110100101100001011100101000111001110000001011000011101110    4 faults detected
test  905: 011100010000111010011000100100011100000010100111001100111001000101110010010110100100110010001100101001011101111001101111001001011001100011001100110010110111110010011100001001011100101011101011110010000101100010110110001100010011101011110010011101101010100110000110110011111011001011001110101000100101110001000100110010111001111111111100100011011110010110010111101101100000011100001011001101010011101110111011100100010000010011110111111000000011101110111011111101111001100011100111110101010011010110111110111101111101110000 101111101111001110110110010001001110011011000011001010011011100100111101011100100010000000000000000000000000000000110000100110000100010110101101011011100100111000010010111001010111100110100100001100011001111110001101100101100111010100010010111010000010100111001100111001000101011000000001101010010101100101010111110011100011001110111001010110011010000111000010101101010100000010111101111100010111011100100010000010011110111111000000011101110111011111101111100000010011001001011010010011100010111001000101100    1 faults detected
test  906: 011010010001101001110110011110101110110101101100010000111001111001101010110101110001010100110001001111111001101001001001111000001000111010010111111000100110011111110110100001111010110101111000001111111010001110100010110100100110111010011010000110011000010111101110000101010101100100110100100101000000010000011111001001110110111111011001001010000110000111110010010111000110010001111101110001101111100101100110001001101001011111010101011011101000000101101110001110000011101110000010111000101101101110111110110000111000101011 001101111110110111001001111100000011010111111100111100100110000101100101110110010011100100011111101001011100010001101010110101110001010100111010110000111111101101000011110101101011110000011111110100011101000101101010110010011010010010100000001010110111101100010000111001111000000111111100011011000001001111011110011101101001100000000000000000000000000000000001110100100111110000110000101000101100110001001101001011111010101011011101000000101101110001110001010111001010100011101011010101111011010000110111000    5 faults detected
test  907: 100100010111001010010011000011111011011110101010110110101100011110100010101110101001011111011111011001100011000000010111111101010000111110101110011010100101000010101011000001001100001011100101001011101000000101100011100000101001001111110000111000001000111001100101100101000011111011001110101001010111000101010001000101010100100111010010110010001001101011001101011010110100000100000100111101010110010010010101111001000010011111101000011100001110100100000011111010100101101100001111100101111101111101000001101001011010000110 000101110010010101010001000101010001100010101100111000000001110000111111001001010000100101011001110101111100001010100010101110101001011111001100011010000101010110000010011000010111001010010111010000001011000111000001111101100111010100101011100010011100111010100100101100001111011011101100101001111111011111010011111000011011010000000000000000000000000000000001010010100110010100110111011011010010101111001000010011111101000111011111001000100001001111010000001100111110100101011101010001010001001001011010011    8 faults detected
test  908: 100000110010010001000011110010101011001100111010110101001000100111010100000000010110101000000111101100001011001010100011110101101011110011100101000111101110000011000101101100000111001101110110000011000010100010101111100100111000001011101001001101110010011110001110001000010010100101010010010100111100101101010111010101100001010011001000111101001101011101011111011011011001110100000000010001111011000101100110011011100101011000110001101010111001011101011111010101001111101101010001000100000011101111011100111011100010111001 011001100101000011010101110101011100110100110100011010111011001001011101000001110011110111100010100111001111010111010100000000010110101000010011101000000110001011011000001110011011101100000110000101000101011111001001010010101001001010011110010111001110111010110101001000100111000101100101000101011011100000010001000101011011111000000000000000000000000000000010010010000010100010100110100011001100110011011100101011000110001010000101100011101000100010010101110010000101011010000000001010101001111100001100101    1 faults detected
test  909: 101101010011000111110011101100101111011000011100000001001111011101111000101010110101001010011110101111100011101110001101011000001110100111101101110001010101101001000111000000011100000110010001111101110100001110001011010001010111110100101101101100000010010010001100111101000010111100000110111101100001011010000101001111111000000001000101010111011101101011011100001001000101001000010100101100001111000100100010000110111111010110010011000111101101001111000110100011100111110110010000110010000011101001010001110111111010010101 100001010000001111111001010000111000101000001110001010000011011011010010111110101000101010001110110111100101110000010100111000100011100000101000100011010010001110000000111000001100100011111011101000011100010110100001011110000011011110110000101101011010011100000001001111011100101111110111000101001011100000100110000100110111110100011110000110100101000010010001001000011101101011011101110100100100010000110111111010110010011000111101101001111000110100011100101010010100101011010101000111100000011101111011001    3 faults detected
