[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [gmean] 2026-07-21T05:02:49 out_dir=autoresearch/loop-260720-0945/model_training_round5/b15_selection/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/alpha_0p20_decay_16
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [gmean] 2026-07-21T05:02:49 budgets=iscas99__b15_1:278
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [gmean] 2026-07-21T05:02:49 variant_start id=greedy__cumulative__q_typed_trust_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [gmean] 2026-07-21T05:02:49 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_trust_context
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=265 node=N4359 type=control0 q_typed_trust_context=6.619727 sequence=790.464571
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=266 node=N717 type=observe q_typed_trust_context=6.009469 sequence=796.474040
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=267 node=N2218 type=observe q_typed_trust_context=6.046484 sequence=802.520524
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=268 node=N2243 type=observe q_typed_trust_context=1.918575 sequence=804.439098
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=269 node=N5726 type=control1 q_typed_trust_context=6.670000 sequence=811.109098
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=270 node=N764 type=observe q_typed_trust_context=3.021947 sequence=814.131045
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=271 node=N2183 type=observe q_typed_trust_context=6.188112 sequence=820.319157
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=272 node=N733 type=observe q_typed_trust_context=2.589851 sequence=822.909009
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=273 node=N2203 type=observe q_typed_trust_context=6.025897 sequence=828.934906
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=274 node=N4469 type=control0 q_typed_trust_context=3.471421 sequence=832.406327
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=275 node=N771 type=observe q_typed_trust_context=6.706865 sequence=839.113192
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=276 node=N4436 type=control0 q_typed_trust_context=1.974023 sequence=841.087215
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=277 node=N4338 type=control0 q_typed_trust_context=3.553452 sequence=844.640667
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=278 node=N2185 type=observe q_typed_trust_context=4.882350 sequence=849.523017
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] saved=autoresearch/loop-260720-0945/model_training_round5/b15_selection/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/alpha_0p20_decay_16/plans/iscas99__b15_1__greedy__cumulative__q_typed_trust_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [gmean] 2026-07-21T05:05:41 [1/1] plan_done benchmark=iscas99__b15_1 plan_sec=171.922 plan_csv=autoresearch/loop-260720-0945/model_training_round5/b15_selection/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/alpha_0p20_decay_16/plans/iscas99__b15_1__greedy__cumulative__q_typed_trust_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [gmean] 2026-07-21T05:05:41 [1/1] eval_start benchmark=iscas99__b15_1 backend=atalanta-bist patterns=300000
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [eval iscas99__b15_1] {
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [eval iscas99__b15_1]   "records": 2,
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [eval iscas99__b15_1]   "labels_csv": "autoresearch/loop-260720-0945/model_training_round5/b15_selection/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/alpha_0p20_decay_16/evals/iscas99__b15_1__greedy__cumulative__q_typed_trust_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/labels.csv",
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [eval iscas99__b15_1]   "summary_json": "autoresearch/loop-260720-0945/model_training_round5/b15_selection/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/alpha_0p20_decay_16/evals/iscas99__b15_1__greedy__cumulative__q_typed_trust_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/summary.json"
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [eval iscas99__b15_1] }
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [gmean] 2026-07-21T05:05:48 [1/1] eval_done benchmark=iscas99__b15_1 delta_tc=0.11872000000000005 plan_sec=171.922 eval_sec=6.958 total_sec=178.893
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [gmean] 2026-07-21T05:05:48 variant_done id=greedy__cumulative__q_typed_trust_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0 status=ok macro=0.11872000000000005 positives=1 negatives=0 elapsed=178.894
