[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [gmean] 2026-07-21T04:51:22 out_dir=autoresearch/loop-260720-0945/model_training_round5/b15_selection/prefix_rank_sa/best_final_horizon/q_typed_residual_context/alpha_0p10_decay_16
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [gmean] 2026-07-21T04:51:22 budgets=iscas99__b15_1:278
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [gmean] 2026-07-21T04:51:22 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [gmean] 2026-07-21T04:51:22 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=269 node=N2201 type=observe q_typed_residual_context=6.990742 sequence=842.218028
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=270 node=N2226 type=observe q_typed_residual_context=6.987585 sequence=849.205613
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=271 node=N652 type=control1 q_typed_residual_context=4.929997 sequence=854.135610
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=272 node=N4532 type=control0 q_typed_residual_context=1.029458 sequence=855.165068
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=273 node=N2212 type=observe q_typed_residual_context=7.091471 sequence=862.256539
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=274 node=N8238 type=control1 q_typed_residual_context=5.532094 sequence=867.788633
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=275 node=N6679 type=observe q_typed_residual_context=1.331464 sequence=869.120097
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=276 node=N6956 type=control0 q_typed_residual_context=6.329731 sequence=875.449828
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=277 node=N1348 type=observe q_typed_residual_context=7.211090 sequence=882.660919
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=278 node=N8606 type=control1 q_typed_residual_context=2.654475 sequence=885.315393
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] saved=autoresearch/loop-260720-0945/model_training_round5/b15_selection/prefix_rank_sa/best_final_horizon/q_typed_residual_context/alpha_0p10_decay_16/plans/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [gmean] 2026-07-21T04:54:04 [1/1] plan_done benchmark=iscas99__b15_1 plan_sec=161.631 plan_csv=autoresearch/loop-260720-0945/model_training_round5/b15_selection/prefix_rank_sa/best_final_horizon/q_typed_residual_context/alpha_0p10_decay_16/plans/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [gmean] 2026-07-21T04:54:04 [1/1] eval_start benchmark=iscas99__b15_1 backend=atalanta-bist patterns=300000
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [eval iscas99__b15_1] {
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [eval iscas99__b15_1]   "records": 2,
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [eval iscas99__b15_1]   "labels_csv": "autoresearch/loop-260720-0945/model_training_round5/b15_selection/prefix_rank_sa/best_final_horizon/q_typed_residual_context/alpha_0p10_decay_16/evals/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/labels.csv",
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [eval iscas99__b15_1]   "summary_json": "autoresearch/loop-260720-0945/model_training_round5/b15_selection/prefix_rank_sa/best_final_horizon/q_typed_residual_context/alpha_0p10_decay_16/evals/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/summary.json"
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [eval iscas99__b15_1] }
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [gmean] 2026-07-21T04:54:10 [1/1] eval_done benchmark=iscas99__b15_1 delta_tc=0.12157000000000018 plan_sec=161.631 eval_sec=5.913 total_sec=167.557
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [gmean] 2026-07-21T04:54:10 variant_done id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0 status=ok macro=0.12157000000000018 positives=1 negatives=0 elapsed=167.558
