[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [gmean] 2026-07-21T05:02:49 out_dir=autoresearch/loop-260720-0945/model_training_round5/b15_selection/prefix_toplist_sa/best_final_horizon/q_typed_residual_context/alpha_0p10_decay_16
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [gmean] 2026-07-21T05:02:49 budgets=iscas99__b15_1:278
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [gmean] 2026-07-21T05:02:49 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [gmean] 2026-07-21T05:02:49 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=266 node=N6582 type=observe q_typed_residual_context=5.849031 sequence=873.987108
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=267 node=N2222 type=observe q_typed_residual_context=6.796284 sequence=880.783392
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=268 node=N2207 type=observe q_typed_residual_context=6.752037 sequence=887.535429
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=269 node=N4766 type=observe q_typed_residual_context=6.560659 sequence=894.096088
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=270 node=N6564 type=observe q_typed_residual_context=6.605422 sequence=900.701510
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=271 node=N730 type=observe q_typed_residual_context=6.728826 sequence=907.430336
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=272 node=N2209 type=observe q_typed_residual_context=6.713111 sequence=914.143447
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=273 node=N4758 type=observe q_typed_residual_context=5.030462 sequence=919.173909
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=274 node=N6962 type=observe q_typed_residual_context=6.074181 sequence=925.248089
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=275 node=N685 type=observe q_typed_residual_context=6.859541 sequence=932.107630
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=276 node=N727 type=observe q_typed_residual_context=6.819680 sequence=938.927310
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=277 node=N4798 type=observe q_typed_residual_context=6.300512 sequence=945.227822
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=278 node=N687 type=observe q_typed_residual_context=6.741076 sequence=951.968898
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] saved=autoresearch/loop-260720-0945/model_training_round5/b15_selection/prefix_toplist_sa/best_final_horizon/q_typed_residual_context/alpha_0p10_decay_16/plans/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [gmean] 2026-07-21T05:05:41 [1/1] plan_done benchmark=iscas99__b15_1 plan_sec=172.078 plan_csv=autoresearch/loop-260720-0945/model_training_round5/b15_selection/prefix_toplist_sa/best_final_horizon/q_typed_residual_context/alpha_0p10_decay_16/plans/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [gmean] 2026-07-21T05:05:41 [1/1] eval_start benchmark=iscas99__b15_1 backend=atalanta-bist patterns=300000
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [eval iscas99__b15_1] {
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [eval iscas99__b15_1]   "records": 2,
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [eval iscas99__b15_1]   "labels_csv": "autoresearch/loop-260720-0945/model_training_round5/b15_selection/prefix_toplist_sa/best_final_horizon/q_typed_residual_context/alpha_0p10_decay_16/evals/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/labels.csv",
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [eval iscas99__b15_1]   "summary_json": "autoresearch/loop-260720-0945/model_training_round5/b15_selection/prefix_toplist_sa/best_final_horizon/q_typed_residual_context/alpha_0p10_decay_16/evals/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/summary.json"
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [eval iscas99__b15_1] }
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [gmean] 2026-07-21T05:05:48 [1/1] eval_done benchmark=iscas99__b15_1 delta_tc=0.12178 plan_sec=172.078 eval_sec=6.37 total_sec=178.464
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [gmean] 2026-07-21T05:05:48 variant_done id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0 status=ok macro=0.12178 positives=1 negatives=0 elapsed=178.464
