[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [gmean] 2026-07-21T04:59:58 out_dir=autoresearch/loop-260720-0945/model_training_round5/b15_selection/prefix_cql_sa/epoch_012/q_typed_trust_context/alpha_0p20_decay_16
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [gmean] 2026-07-21T04:59:58 budgets=iscas99__b15_1:278
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [gmean] 2026-07-21T04:59:58 variant_start id=greedy__cumulative__q_typed_trust_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [gmean] 2026-07-21T04:59:58 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_trust_context
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=275 node=N771 type=observe q_typed_trust_context=6.706865 sequence=839.118917
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=276 node=N4436 type=control0 q_typed_trust_context=1.974023 sequence=841.092940
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=277 node=N4338 type=control0 q_typed_trust_context=3.553452 sequence=844.646392
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=278 node=N2185 type=observe q_typed_trust_context=4.882350 sequence=849.528742
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] saved=autoresearch/loop-260720-0945/model_training_round5/b15_selection/prefix_cql_sa/epoch_012/q_typed_trust_context/alpha_0p20_decay_16/plans/iscas99__b15_1__greedy__cumulative__q_typed_trust_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [gmean] 2026-07-21T05:02:42 [1/1] plan_done benchmark=iscas99__b15_1 plan_sec=164.173 plan_csv=autoresearch/loop-260720-0945/model_training_round5/b15_selection/prefix_cql_sa/epoch_012/q_typed_trust_context/alpha_0p20_decay_16/plans/iscas99__b15_1__greedy__cumulative__q_typed_trust_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [gmean] 2026-07-21T05:02:42 [1/1] eval_start benchmark=iscas99__b15_1 backend=atalanta-bist patterns=300000
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [eval iscas99__b15_1] {
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [eval iscas99__b15_1]   "records": 2,
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [eval iscas99__b15_1]   "labels_csv": "autoresearch/loop-260720-0945/model_training_round5/b15_selection/prefix_cql_sa/epoch_012/q_typed_trust_context/alpha_0p20_decay_16/evals/iscas99__b15_1__greedy__cumulative__q_typed_trust_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/labels.csv",
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [eval iscas99__b15_1]   "summary_json": "autoresearch/loop-260720-0945/model_training_round5/b15_selection/prefix_cql_sa/epoch_012/q_typed_trust_context/alpha_0p20_decay_16/evals/iscas99__b15_1__greedy__cumulative__q_typed_trust_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/summary.json"
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [eval iscas99__b15_1] }
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [gmean] 2026-07-21T05:02:49 [1/1] eval_done benchmark=iscas99__b15_1 delta_tc=0.11872000000000005 plan_sec=164.173 eval_sec=6.954 total_sec=171.14
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [gmean] 2026-07-21T05:02:49 variant_done id=greedy__cumulative__q_typed_trust_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0 status=ok macro=0.11872000000000005 positives=1 negatives=0 elapsed=171.14
