[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [gmean] 2026-07-21T04:45:25 out_dir=autoresearch/loop-260720-0945/model_training_round5/b15_selection/prefix_rank/best_final_horizon/q_typed_residual_context/alpha_0p10_decay_16
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [gmean] 2026-07-21T04:45:25 budgets=iscas99__b15_1:278
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [gmean] 2026-07-21T04:45:25 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [gmean] 2026-07-21T04:45:25 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=278 node=N6562 type=observe q_typed_residual_context=6.622430 sequence=864.002821
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] saved=autoresearch/loop-260720-0945/model_training_round5/b15_selection/prefix_rank/best_final_horizon/q_typed_residual_context/alpha_0p10_decay_16/plans/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [gmean] 2026-07-21T04:48:09 [1/1] plan_done benchmark=iscas99__b15_1 plan_sec=163.911 plan_csv=autoresearch/loop-260720-0945/model_training_round5/b15_selection/prefix_rank/best_final_horizon/q_typed_residual_context/alpha_0p10_decay_16/plans/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [gmean] 2026-07-21T04:48:09 [1/1] eval_start benchmark=iscas99__b15_1 backend=atalanta-bist patterns=300000
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [eval iscas99__b15_1] {
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [eval iscas99__b15_1]   "records": 2,
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [eval iscas99__b15_1]   "labels_csv": "autoresearch/loop-260720-0945/model_training_round5/b15_selection/prefix_rank/best_final_horizon/q_typed_residual_context/alpha_0p10_decay_16/evals/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/labels.csv",
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [eval iscas99__b15_1]   "summary_json": "autoresearch/loop-260720-0945/model_training_round5/b15_selection/prefix_rank/best_final_horizon/q_typed_residual_context/alpha_0p10_decay_16/evals/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/summary.json"
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [eval iscas99__b15_1] }
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [gmean] 2026-07-21T04:48:16 [1/1] eval_done benchmark=iscas99__b15_1 delta_tc=0.11987000000000014 plan_sec=163.911 eval_sec=6.788 total_sec=170.712
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [gmean] 2026-07-21T04:48:16 variant_done id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0 status=ok macro=0.11987000000000014 positives=1 negatives=0 elapsed=170.713
