step,node,type,q_pred,q_pred_context,score_pred,reward_pred,reward_pred_context,fc_pred,pattern_pred,return_pred,guarded_reward,guarded_reward_context,hard_reduction_total_pred,hard_reduction_sa0_pred,hard_reduction_sa1_pred,derived_hard_count_pre_total_pred,derived_hard_count_pre_sa0_pred,derived_hard_count_pre_sa1_pred,derived_hard_count_post_total_pred,derived_hard_count_post_sa0_pred,derived_hard_count_post_sa1_pred,derived_hard_reduction_total_pred,derived_hard_reduction_sa0_pred,derived_hard_reduction_sa1_pred,derived_hard_reduction_hybrid_pred,hybrid_pred,hybrid_pred_context,bounded_residual_hybrid_pred,bounded_residual_hybrid_pred_context,step_value,sequence_score,lookahead_score,objective_score,objective,planner,score_adjusted,diversity_penalty,candidate_strategy
141,N7598,control0,0.3287120461463928,-0.6294336736202242,0.3287120461463928,0.14199447631835938,6.121661984920501,0.0014199447631835938,-0.17496918141841888,1.159213662147522,0.14199447631835938,6.019495786428451,-0.028127945959568024,-0.12426374852657318,-0.057651445269584656,29483.91796875,13463.8193359375,16020.0986328125,29594.94921875,13541.0927734375,16053.857421875,-0.0037658242508769035,-0.005739340092986822,-0.0021072772797197104,-0.37658242508769035,-1.511586457490921,6.112756917476654,-2.487492561340332,-5.46543231189251,0.14199447631835938,19.70021601393819,0.27914533019065857,0.27914533019065857,cumulative,beam,0.14199447631835938,0.0,hard_fault_cluster
142,N775,control1,0.3330012559890747,-0.9034284317493437,0.3330012559890747,0.1371508538722992,4.424695548415185,0.001371508538722992,-0.1737985759973526,1.1546872854232788,0.1371508538722992,6.382225993573665,-0.027826782315969467,-0.12420861423015594,-0.05865345150232315,29595.46484375,13541.251953125,16054.212890625,29656.279296875,13582.990234375,16073.2890625,-0.002054857090115547,-0.0030823058914393187,-0.0011882346589118242,-0.20548570901155472,-1.4908400923013687,6.429006750583649,-2.459718696773052,6.429006750583649,0.1371508538722992,19.837366867810488,0.26770950853824615,0.26770950853824615,cumulative,beam,0.1371508538722992,0.0,hard_fault_cluster
143,N533,observe,0.33767610788345337,0.14974040269851707,0.33767610788345337,0.13055863976478577,4.596567580103875,0.0013055863976478576,-0.17180825769901276,1.1527178287506104,0.13055863976478577,6.536910822093486,-0.027704045176506042,-0.12463204562664032,-0.05957110971212387,29661.53125,13584.728515625,16076.802734375,29662.7890625,13606.771484375,16056.0185546875,-4.240551425027661e-05,-0.0016226285370066762,0.0012928055366501212,-0.004240551425027661,-1.4871280491352081,6.589499192237854,-2.449585400521755,6.589499192237854,0.13055863976478577,19.967925507575274,0.2568212002515793,0.2568212002515793,cumulative,beam,0.13055863976478577,0.0,hard_fault_cluster
144,N712,observe,0.3416646122932434,6.0,0.3416646122932434,0.12626256048679352,6.0,0.0012626256048679351,-0.17135560512542725,1.150477409362793,0.12626256048679352,7.8,-0.0276961587369442,-0.12531313300132751,-0.06037692725658417,29658.732421875,13605.03125,16053.701171875,29668.2890625,13628.1640625,16040.125,-0.00032222011941485107,-0.001700313063338399,0.0008456723880954087,-0.03222201194148511,-1.4928759038448334,7.8,-2.4504308812320232,7.8,0.12626256048679352,20.094188068062067,0.25025760382413864,0.25025760382413864,cumulative,beam,0.12626256048679352,0.0,hard_fault_cluster
145,N713,observe,0.34423476457595825,5.77965077161789,0.34423476457595825,0.12399504333734512,5.669476157426835,0.0012399504333734511,-0.17055155336856842,1.1499775648117065,0.12399504333734512,7.502528541684151,-0.027703970670700073,-0.12560047209262848,-0.060677483677864075,29668.3984375,13628.2255859375,16040.171875,29676.8125,13647.279296875,16029.533203125,-0.0002836035273503512,-0.001398106454871595,0.0006632517324760556,-0.02836035273503512,-1.4964244589209557,7.579650771617889,-2.4519039150327444,7.579650771617889,0.12399504333734512,20.218183111399412,0.24693729728460312,0.24693729728460312,cumulative,beam,0.12399504333734512,0.0,hard_fault_cluster
146,N714,observe,0.34692150354385376,5.780832505226135,0.34692150354385376,0.122942253947258,5.671248757839202,0.0012294225394725799,-0.1696554571390152,1.150207281112671,0.122942253947258,7.504123882055282,-0.02771306037902832,-0.12555839121341705,-0.06059727817773819,29675.7421875,13647.001953125,16028.740234375,29684.486328125,13663.462890625,16021.0234375,-0.00029465617262758315,-0.001206194399856031,0.00048143501044251025,-0.029465617262758315,-1.4981565028429031,7.580832505226136,-2.45301865413785,7.580832505226136,0.122942253947258,20.34112536534667,0.24444381892681122,0.24444381892681122,cumulative,beam,0.122942253947258,0.0,hard_fault_cluster
147,N710,observe,0.3434966206550598,-3.9000000000000004,0.3434966206550598,0.12150156497955322,6.0,0.0012150156497955323,-0.16825048625469208,1.1512519121170044,0.12150156497955322,5.91,-0.027803465723991394,-0.12555497884750366,-0.060273684561252594,29684.267578125,13663.328125,16020.939453125,29693.26171875,13677.8359375,16015.42578125,-0.0003029935178346932,-0.0010618066880851984,0.0003441541048232466,-0.03029935178346932,-1.5075930953025818,5.879999999999999,-2.462158203125,5.879999999999999,0.12150156497955322,20.462626930326223,0.24174097180366516,0.24174097180366516,cumulative,beam,0.12150156497955322,0.0,hard_fault_cluster
148,N709,observe,0.34305673837661743,-5.065792161226272,0.34305673837661743,0.12023940682411194,4.3345826268196115,0.0012023940682411194,-0.16730140149593353,1.1507402658462524,0.12023940682411194,5.91,-0.027869366109371185,-0.1258867233991623,-0.060419559478759766,29693.67578125,13678.0224609375,16015.6533203125,29704.404296875,13691.59765625,16012.806640625,-0.00036130641819909215,-0.0009924822952598333,0.00017774358275346458,-0.036130641819909215,-1.5159569382667542,5.879999999999999,-2.4691916927695274,5.879999999999999,0.12023940682411194,20.582866337150335,0.23965035378932953,0.23965035378932953,cumulative,beam,0.12023940682411194,0.0,hard_fault_cluster
149,N708,observe,0.34317585825920105,-5.37,0.34317585825920105,0.11941094696521759,3.9000000000000004,0.001194109469652176,-0.16666759550571442,1.1500202417373657,0.11941094696521759,5.91,-0.027925066649913788,-0.1262090802192688,-0.060590796172618866,29705.650390625,13691.94140625,16013.708984375,29717.453125,13704.80859375,16012.6435546875,-0.0003973228740505874,-0.000939763558562845,6.653235323028639e-05,-0.03973228740505874,-1.5230754762887955,5.879999999999999,-2.475148867815733,5.879999999999999,0.11941094696521759,20.702277284115553,0.23821435868740082,0.23821435868740082,cumulative,beam,0.11941094696521759,0.0,hard_fault_cluster
150,N707,observe,0.3434244990348816,-5.37,0.3434244990348816,0.11880341172218323,3.9000000000000004,0.0011880341172218322,-0.16624929010868073,1.1492230892181396,0.11880341172218323,5.91,-0.02797359973192215,-0.12651541829109192,-0.06076904386281967,29717.810546875,13704.9267578125,16012.8837890625,29730.435546875,13717.216796875,16013.21875,-0.0004248293989803642,-0.0008967606700025499,-2.091821443173103e-05,-0.04248293989803642,-1.529333472251892,5.879999999999999,-2.4803533479571342,5.879999999999999,0.11880341172218323,20.821080695837736,0.2368537038564682,0.2368537038564682,cumulative,beam,0.11880341172218323,0.0,hard_fault_cluster
151,N701,observe,0.33915433287620544,-3.9000000000000004,0.33915433287620544,0.11805029213428497,6.0,0.0011805029213428498,-0.1652265340089798,1.1496436595916748,0.11805029213428497,5.91,-0.028112776577472687,-0.12681269645690918,-0.060616426169872284,29728.611328125,13716.4873046875,16012.1240234375,29742.07421875,13728.4189453125,16013.65625,-0.0004528597346507013,-0.0008698758319951594,-9.569164831191301e-05,-0.04528597346507013,-1.543583706021309,5.879999999999999,-2.4943541698157787,5.879999999999999,0.11805029213428497,20.93913098797202,0.2357351928949356,0.2357351928949356,cumulative,beam,0.11805029213428497,0.0,hard_fault_cluster
152,N700,observe,0.3363848924636841,-3.9000000000000004,0.3363848924636841,0.11768490076065063,6.0,0.0011768490076065063,-0.16402064263820648,1.1498897075653076,0.11768490076065063,5.91,-0.02824053168296814,-0.12713027000427246,-0.06052740663290024,29742.2578125,13728.5625,16013.6943359375,29756.51171875,13740.1318359375,16016.37890625,-0.00047924762475304306,-0.0008427201537415385,-0.00016764216707088053,-0.047924762475304306,-1.5564785599708557,5.879999999999999,-2.5071595162153244,5.879999999999999,0.11768490076065063,21.05681588873267,0.23570772260427475,0.23570772260427475,cumulative,beam,0.11768490076065063,0.0,hard_fault_cluster
153,N699,observe,0.33460158109664917,-3.9000000000000004,0.33460158109664917,0.11775916814804077,6.0,0.0011775916814804077,-0.16300931572914124,1.1498199701309204,0.11775916814804077,5.91,-0.028355754911899567,-0.12748107314109802,-0.06052062660455704,29757.125,13740.3349609375,16016.791015625,29772.38671875,13751.81640625,16020.5712890625,-0.0005128761404193938,-0.0008356015314348042,-0.00023601940483786166,-0.05128761404193938,-1.5679963529109955,5.879999999999999,-2.5186807066202164,5.879999999999999,0.11775916814804077,21.174575056880713,0.2361011728644371,0.2361011728644371,cumulative,beam,0.11775916814804077,0.0,hard_fault_cluster
154,N545,observe,0.3396826386451721,-6.244027468562126,0.3396826386451721,0.11834200471639633,-0.378675806522369,0.0011834200471639634,-0.16129730641841888,1.1475474834442139,0.11834200471639633,0.9208566480875018,-0.028170816600322723,-0.1271878331899643,-0.060839682817459106,29776.82421875,13753.708984375,16023.1162109375,29785.05859375,13760.3818359375,16024.677734375,-0.0002765363606158644,-0.00048516743117943406,-9.745441639097407e-05,-0.02765363606158644,-1.5511921718716621,5.030393395423889,-2.50060928799212,5.030393395423889,0.11834200471639633,21.29291706159711,0.23577230423688889,0.23577230423688889,cumulative,beam,0.11834200471639633,0.0,hard_fault_cluster
155,N6585,observe,0.3421705365180969,-5.37,0.3421705365180969,0.11743029952049255,3.9000000000000004,0.0011743029952049255,-0.1623462587594986,1.1437413692474365,0.11743029952049255,5.91,-0.0279141403734684,-0.1263636350631714,-0.060805946588516235,29779.35546875,13758.3740234375,16020.98046875,29828.552734375,13781.6875,16046.865234375,-0.0016520594945177436,-0.0016944935778155923,-0.0016156792407855392,-0.16520594945177436,-1.5302423685789108,5.879999999999999,-2.4761211201548576,5.879999999999999,0.11743029952049255,21.4103473611176,0.23244181275367737,0.23244181275367737,cumulative,beam,0.11743029952049255,0.0,hard_fault_cluster
156,N698,observe,0.33648139238357544,-4.09119186758995,0.33648139238357544,0.11409704387187958,5.590303140878677,0.0011409704387187957,-0.16221870481967926,1.144857406616211,0.11409704387187958,5.541272826790809,-0.028097335249185562,-0.12681521475315094,-0.06067392975091934,29830.19140625,13781.900390625,16048.291015625,29844.720703125,13793.99609375,16050.724609375,-0.00048706683446653187,-0.0008776513277553022,-0.00015164192882366478,-0.04870668344665319,-1.5507790744304657,5.606868760585785,-2.4949949122965336,5.606868760585785,0.11409704387187958,21.52444440498948,0.22936584055423737,0.22936584055423737,cumulative,beam,0.11409704387187958,0.0,hard_fault_cluster
157,N6809,observe,0.3409721553325653,-5.491762191057205,0.3409721553325653,0.11526879668235779,3.6390810191631315,0.001152687966823578,-0.16186897456645966,1.1418850421905518,0.11526879668235779,5.675172917246818,-0.027834728360176086,-0.12604714930057526,-0.06072528660297394,29843.171875,13793.62890625,16049.54296875,29885.216796875,13813.36328125,16071.853515625,-0.001408862415701151,-0.001430687727406621,-0.0013901047641411424,-0.1408862415701151,-1.526318997144699,5.706054012775421,-2.4691843762993813,5.706054012775421,0.11526879668235779,21.63971320167184,0.22837650775909424,0.22837650775909424,cumulative,beam,0.11526879668235779,0.0,hard_fault_cluster
158,N6847,observe,0.34289461374282837,-5.492746968269348,0.34289461374282837,0.11310771107673645,3.636970782279969,0.0011310771107673645,-0.16221587359905243,1.1392704248428345,0.11310771107673645,5.673273704051971,-0.027639254927635193,-0.12545223534107208,-0.06073702871799469,29885.04296875,13813.498046875,16071.5458984375,29923.3828125,13833.7041015625,16089.6796875,-0.0012829108163714409,-0.0014627760974690318,-0.0011283163912594318,-0.1282910816371441,-1.5115473568439484,5.7046471881866445,-2.4508309587836266,5.7046471881866445,0.11310771107673645,21.752820912748575,0.2530115991830826,0.2530115991830826,cumulative,beam,0.11310771107673645,0.0,hard_fault_cluster
159,N2183,observe,0.3222782611846924,-3.9000000000000004,0.3222782611846924,0.13990388810634613,6.0,0.0013990388810634614,-0.18078677356243134,1.142625093460083,0.13990388810634613,5.91,-0.027039669454097748,-0.11902663111686707,-0.05551811307668686,29922.373046875,13833.9375,16088.435546875,29555.83984375,13572.9697265625,15982.87109375,0.012249469757080078,0.01886431686580181,0.006561511196196079,1.2249469757080078,-1.4214379638433456,5.879999999999999,-2.3833347000181675,5.879999999999999,0.13990388810634613,21.89272480085492,0.30212922394275665,0.30212922394275665,cumulative,beam,0.13990388810634613,0.0,hard_fault_cluster
160,N2186,observe,0.3119790256023407,-3.9000000000000004,0.3119790256023407,0.16222533583641052,6.0,0.0016222533583641053,-0.187778040766716,1.1469156742095947,0.16222533583641052,5.91,-0.02675994113087654,-0.11552605032920837,-0.052509017288684845,29555.80859375,13572.9462890625,15982.861328125,29372.578125,13423.5224609375,15949.0556640625,0.0061994739808142185,0.011008945293724537,0.0021151197142899036,0.6199473980814219,-1.3668531030416489,5.879999999999999,-2.348708860576153,5.879999999999999,0.16222533583641052,22.054950136691332,0.34048572182655334,0.34048572182655334,cumulative,beam,0.16222533583641052,0.0,hard_fault_cluster
161,N2204,observe,0.3069879114627838,-3.9000000000000004,0.3069879114627838,0.17826038599014282,6.0,0.0017826038599014283,-0.19164404273033142,1.150063395500183,0.17826038599014282,5.91,-0.0266302190721035,-0.11355161666870117,-0.050712570548057556,29372.68359375,13423.48046875,15949.203125,29259.3359375,13330.892578125,15928.443359375,0.003858947893604636,0.006897457875311375,0.0013016177108511329,0.3858947893604636,-1.334698125720024,5.879999999999999,-2.3309409618377686,5.879999999999999,0.17826038599014282,22.233210522681475,0.3386565148830414,0.3386565148830414,cumulative,beam,0.17826038599014282,0.0,hard_fault_cluster
162,N8449,control1,0.3232516646385193,-4.1095864176191395,0.3232516646385193,0.16039612889289856,5.550886247958988,0.0016039612889289857,-0.18576274812221527,1.148354411125183,0.16039612889289856,5.505797623163089,-0.0274340882897377,-0.11930768191814423,-0.05444438010454178,29262.109375,13331.978515625,15930.130859375,29490.4921875,13485.3662109375,16005.126953125,-0.007804728113114834,-0.01150524616241455,-0.004707814194262028,-0.7804728113114834,-1.4346582889556885,5.580590831972659,-2.4162211939692497,5.580590831972659,0.16039612889289856,22.393606651574373,0.3084256052970886,0.3084256052970886,cumulative,beam,0.16039612889289856,0.0,hard_fault_cluster
163,N6674,control1,0.33018776774406433,-4.112752767130733,0.33018776774406433,0.14802947640419006,5.544101213291288,0.0014802947640419005,-0.1807551085948944,1.1510854959487915,0.14802947640419006,5.499691091962159,-0.02784157171845436,-0.12236933410167694,-0.0565003827214241,29489.90234375,13484.6953125,16005.20703125,29556.388671875,13557.69140625,15998.697265625,-0.0022545454557985067,-0.00541325518861413,0.0004067279805894941,-0.22545454557985067,-1.4850421994924545,5.576067475527525,-2.4593784287571907,5.576067475527525,0.14802947640419006,22.541636127978563,0.2931348979473114,0.2931348979473114,cumulative,beam,0.14802947640419006,0.0,hard_fault_cluster
164,N6815,observe,0.33661752939224243,-5.495369166135788,0.33661752939224243,0.14101597666740417,3.6313517868518828,0.0014101597666740418,-0.17677482962608337,1.1486016511917114,0.14101597666740417,5.668216608166694,-0.027533970773220062,-0.12201979756355286,-0.05718888342380524,29555.517578125,13557.111328125,15998.40625,29677.716796875,13634.8251953125,16042.8916015625,-0.0041345651261508465,-0.005732332356274128,-0.0027806113939732313,-0.41345651261508465,-1.4637794494628906,5.700901191234588,-2.4309926703572273,5.700901191234588,0.14101597666740417,22.682652104645967,0.3232489824295044,0.3232489824295044,cumulative,beam,0.14101597666740417,0.0,hard_fault_cluster
165,N7168,observe,0.3117627501487732,-3.9444817924499516,0.3117627501487732,0.18223300576210022,5.904681873321533,0.0018223300576210022,-0.19635377824306488,1.1546748876571655,0.18223300576210022,5.824213685989379,-0.026641670614480972,-0.11342139542102814,-0.05052334815263748,29676.56640625,13634.896484375,16041.6708984375,29297.85546875,13349.375,15948.4814453125,0.012761279009282589,0.020940495654940605,0.0058092111721634865,1.276127900928259,-1.3272591680288315,5.816454582214355,-2.329940088093281,5.816454582214355,0.18223300576210022,22.864885110408068,0.3460142910480499,0.3460142910480499,cumulative,beam,0.18223300576210022,0.0,hard_fault_cluster
166,N2201,observe,0.32398635149002075,-3.9859337675571442,0.32398635149002075,0.16183124482631683,5.815856212377548,0.0016183124482631683,-0.1870884746313095,1.1529288291931152,0.16183124482631683,5.744270591139793,-0.026637906208634377,-0.1156378760933876,-0.05306827276945114,29297.208984375,13349.4052734375,15947.8037109375,29547.61328125,13478.751953125,16068.8623046875,-0.008547035977244377,-0.009689321741461754,-0.00759092578664422,-0.8547035977244377,-1.3490305468440056,5.757237474918365,-2.3351006023585796,5.757237474918365,0.16183124482631683,23.026716355234385,0.3438117951154709,0.3438117951154709,cumulative,beam,0.16183124482631683,0.0,hard_fault_cluster
167,N2199,observe,0.31424760818481445,-3.9716281414031984,0.31424760818481445,0.18198055028915405,5.846511125564575,0.0018198055028915406,-0.1955219954252243,1.1542750597000122,0.18198055028915405,5.771860013008118,-0.026401663199067116,-0.11255978047847748,-0.05038793385028839,29547.87109375,13478.7919921875,16069.078125,29280.32421875,13319.2060546875,15961.119140625,0.009054692462086678,0.011839780025184155,0.006718430668115616,0.9054692462086678,-1.3039107099175453,5.777674083709716,-2.30610241740942,5.777674083709716,0.18198055028915405,23.20869690552354,0.3752734065055847,0.3752734065055847,cumulative,beam,0.18198055028915405,0.0,hard_fault_cluster
168,N2224,observe,0.3099183738231659,-3.9718697774410248,0.3099183738231659,0.19329285621643066,5.845993334054946,0.0019329285621643066,-0.19796545803546906,1.1557705402374268,0.19329285621643066,5.771394000649452,-0.026276834309101105,-0.11099901795387268,-0.04904669523239136,29280.41796875,13319.2197265625,15961.19921875,29161.265625,13241.701171875,15919.564453125,0.004069352522492409,0.005820052232593298,0.0026084985584020615,0.4069352522492409,-1.278620034456253,5.777328889369964,-2.290417581796646,5.777328889369964,0.19329285621643066,23.40198976173997,0.39488816261291504,0.39488816261291504,cumulative,beam,0.19329285621643066,0.0,hard_fault_cluster
169,N2244,observe,0.3056250214576721,-3.9746828591823578,0.3056250214576721,0.20159530639648438,5.83996530175209,0.002015953063964844,-0.19875265657901764,1.1569178104400635,0.20159530639648438,5.7659687715768815,-0.026236506178975105,-0.11000677943229675,-0.048055991530418396,29161.158203125,13241.671875,15919.486328125,29088.203125,13190.94921875,15897.2548828125,0.002501789480447769,0.003830532543361187,0.0013964925892651081,0.2501789480447769,-1.2651375010609627,5.77331020116806,-2.2840223386883736,5.77331020116806,0.20159530639648438,23.603585068136454,0.40993165969848633,0.40993165969848633,cumulative,beam,0.20159530639648438,0.0,hard_fault_cluster
170,N2226,observe,0.3033815324306488,-3.9760380971431735,0.3033815324306488,0.20833635330200195,5.837061220407485,0.0020833635330200196,-0.1995680183172226,1.1569148302078247,0.20833635330200195,5.763355098366737,-0.02623012103140354,-0.10945948958396912,-0.04745347797870636,29087.9609375,13190.9228515625,15897.0390625,29033.119140625,13150.40625,15882.712890625,0.0018853778019547462,0.00307155167683959,0.0009011849178932607,0.18853778019547462,-1.2577609196305275,5.7713741469383235,-2.2816993072628975,5.7713741469383235,0.20833635330200195,23.811921421438456,0.4278135597705841,0.4278135597705841,cumulative,beam,0.20833635330200195,0.0,hard_fault_cluster
171,N2241,observe,0.30401405692100525,-3.9742291104793552,0.30401405692100525,0.21947720646858215,5.840937620401382,0.0021947720646858216,-0.2012297362089157,1.1554032564163208,0.21947720646858215,5.766843858361244,-0.026229145005345345,-0.10926497727632523,-0.047234758734703064,29033.470703125,13150.435546875,15883.03515625,28991.38671875,13117.17578125,15874.2109375,0.00144949893001467,0.002529175952076912,0.0005555750685743988,0.144949893001467,-1.2480340376496315,5.773958413600922,-2.2791943848133087,5.773958413600922,0.21947720646858215,24.031398627907038,0.4121786206960678,0.4121786206960678,cumulative,beam,0.21947720646858215,0.0,hard_fault_cluster
172,N1679,control1,0.32027435302734375,-4.09337788850069,0.32027435302734375,0.19115468859672546,5.585618810355664,0.0019115468859672547,-0.19584514200687408,1.152019739151001,0.19115468859672546,5.537056929320096,-0.027043350040912628,-0.11604323983192444,-0.05209752917289734,29007.6484375,13119.5263671875,15888.123046875,29226.2421875,13276.712890625,15949.5302734375,-0.00753572816029191,-0.011981112882494926,-0.0038649768102914095,-0.753572816029191,-1.3611605763435364,5.603745873570442,-2.368541397154331,5.603745873570442,0.19115468859672546,24.222553316503763,0.37055471539497375,0.37055471539497375,cumulative,beam,0.19115468859672546,0.0,hard_fault_cluster
173,N2370,control1,0.3266114592552185,-5.491378053426742,0.3266114592552185,0.1794000267982483,3.6399041712284097,0.001794000267982483,-0.18951527774333954,1.1485728025436401,0.1794000267982483,5.675913754105568,-0.027018722146749496,-0.11672188341617584,-0.052959755063056946,29211.35546875,13274.599609375,15936.755859375,29442.48046875,13412.66015625,16029.8212890625,-0.007912162691354752,-0.010400354862213135,-0.005839671939611435,-0.7912162691354752,-1.3738993853330612,5.7066027808189395,-2.3698790073394775,5.7066027808189395,0.1794000267982483,24.40195334330201,0.3464301824569702,0.3464301824569702,cumulative,beam,0.1794000267982483,0.0,hard_fault_cluster
174,N813,control1,0.3303121328353882,-5.489311993122101,0.3303121328353882,0.16703015565872192,3.6443314433097838,0.0016703015565872191,-0.18523266911506653,1.1458114385604858,0.16703015565872192,5.679898298978805,-0.026941392570734024,-0.11765186488628387,-0.054295413196086884,29441.017578125,13412.41015625,16028.607421875,29589.720703125,13504.3798828125,16085.3408203125,-0.005050882697105408,-0.006857061758637428,-0.0035395089071244,-0.5050882697105408,-1.3812976628541946,5.7095542955398555,-2.3659288585186005,5.7095542955398555,0.16703015565872192,24.568983498960733,0.3494916558265686,0.3494916558265686,cumulative,beam,0.16703015565872192,0.0,hard_fault_cluster
175,N3660,control1,0.3188548684120178,-4.036036674976349,0.3188548684120178,0.18246150016784668,5.708492839336396,0.0018246150016784667,-0.19139377772808075,1.1504945755004883,0.18246150016784668,5.647643555402756,-0.026980716735124588,-0.11601276695728302,-0.052284203469753265,29589.8828125,13504.7587890625,16085.123046875,29459.072265625,13404.091796875,16054.98046875,0.004420786164700985,0.007454186677932739,0.0018739413935691118,0.4420786164700985,-1.3651155978441238,5.68566189289093,-2.364832654595375,5.68566189289093,0.18246150016784668,24.75144499912858,0.3754422962665558,0.3754422962665558,cumulative,beam,0.18246150016784668,0.0,hard_fault_cluster
176,N7425,control1,0.3154260814189911,-4.053906593322754,0.3154260814189911,0.1929807960987091,5.670200157165528,0.001929807960987091,-0.19512784481048584,1.1535108089447021,0.1929807960987091,5.613180141448975,-0.027203310281038284,-0.11627186834812164,-0.051793016493320465,29459.1796875,13403.9580078125,16055.220703125,29410.921875,13353.7958984375,16057.126953125,0.0016381248133257031,0.00374233559705317,-0.000118730851681903,0.16381248133257031,-1.3738394230604172,5.660133438110352,-2.3837081268429756,5.660133438110352,0.1929807960987091,24.94442579522729,0.39661477506160736,0.39661477506160736,cumulative,beam,0.1929807960987091,0.0,hard_fault_cluster
177,N2626,control1,0.3136478662490845,-4.0364056587219235,0.3136478662490845,0.20363397896289825,5.707702159881592,0.0020363397896289827,-0.1956283301115036,1.155998945236206,0.20363397896289825,5.646931943893432,-0.027333013713359833,-0.11625015735626221,-0.051309555768966675,29410.8515625,13354.0,16056.8505859375,29372.69921875,13314.23046875,16058.46875,0.0012972200056537986,0.002978098811581731,-0.00010077717888634652,0.12972200056537986,-1.373668447136879,5.6851347732543935,-2.393393140286207,5.6851347732543935,0.20363397896289825,25.148059774190187,0.3857298046350479,0.3857298046350479,cumulative,beam,0.20363397896289825,0.0,hard_fault_cluster
178,N1608,control1,0.32567137479782104,-5.488572473526001,0.32567137479782104,0.18209582567214966,3.6459161281585697,0.0018209582567214966,-0.18836160004138947,1.1497645378112793,0.18209582567214966,5.6813245153427125,-0.02730918675661087,-0.11842973530292511,-0.053883276879787445,29373.90234375,13314.3232421875,16059.580078125,29587.166015625,13447.42578125,16139.740234375,-0.007260311394929886,-0.009996943175792694,-0.00499142287299037,-0.7260311394929886,-1.399058312177658,5.710610752105712,-2.39795358479023,5.710610752105712,0.18209582567214966,25.330155599862337,0.3505397140979767,0.3505397140979767,cumulative,beam,0.18209582567214966,0.0,hard_fault_cluster
179,N1858,control1,0.3290064334869385,-4.1038584161549805,0.3290064334869385,0.16844388842582703,5.563160536810756,0.0016844388842582702,-0.1852899044752121,1.151569128036499,0.16844388842582703,5.51684448312968,-0.027774997055530548,-0.12169356644153595,-0.05596395581960678,29588.48046875,13447.6162109375,16140.865234375,29554.390625,13476.779296875,16077.611328125,0.0011521322885528207,-0.002168643521144986,0.003918867092579603,0.11521322885528207,-1.4574866890907288,5.5887736912071695,-2.4474964514374733,5.5887736912071695,0.16844388842582703,25.498599488288164,0.32647605240345,0.32647605240345,cumulative,beam,0.16844388842582703,0.0,hard_fault_cluster
180,N522,control1,0.3330724537372589,-5.500371475219726,0.3330724537372589,0.15803216397762299,3.6206325531005867,0.0015803216397762298,-0.17980076372623444,1.150965929031372,0.15803216397762299,5.658569297790527,-0.027548138052225113,-0.12153768539428711,-0.056588128209114075,29553.48828125,13476.7373046875,16076.751953125,29648.732421875,13548.98828125,16099.744140625,-0.00322277145460248,-0.0053611621260643005,-0.0014301512856036425,-0.322277145460248,-1.4458157122135162,5.69375503540039,-2.4275642819702625,5.69375503540039,0.15803216397762299,25.656631652265787,0.3101581484079361,0.3101581484079361,cumulative,beam,0.15803216397762299,0.0,hard_fault_cluster
181,N893,control1,0.3343491554260254,-5.4830558753013605,0.3343491554260254,0.1521259844303131,3.6577374100685125,0.0015212598443031312,-0.1784561425447464,1.1487326622009277,0.1521259844303131,5.691963669061661,-0.027289174497127533,-0.12092112004756927,-0.056799642741680145,29647.361328125,13548.529296875,16098.83203125,29710.66015625,13591.4375,16119.2216796875,-0.0021350577007979155,-0.0031670008320361376,-0.0012665296671912074,-0.21350577007979155,-1.4280588030815125,5.718491606712341,-2.403702788054943,5.718491606712341,0.1521259844303131,25.8087576366961,0.29627907276153564,0.29627907276153564,cumulative,beam,0.1521259844303131,0.0,hard_fault_cluster
182,N618,control1,0.3362859785556793,-5.499768223762512,0.3362859785556793,0.14415308833122253,3.6219252347946167,0.0014415308833122253,-0.17462965846061707,1.1479606628417969,0.14415308833122253,5.659732711315155,-0.027263615280389786,-0.1215340793132782,-0.05759014934301376,29713.109375,13590.912109375,16122.1962890625,29774.998046875,13640.43359375,16134.564453125,-0.0020828742999583483,-0.0036437204107642174,-0.0007671513012610376,-0.20828742999583483,-1.4342477768659592,5.694616823196411,-2.4033330902457237,5.694616823196411,0.14415308833122253,25.952910725027323,0.28556063771247864,0.28556063771247864,cumulative,beam,0.14415308833122253,0.0,hard_fault_cluster
183,N894,control1,0.33660435676574707,-4.904911390841008,0.33660435676574707,0.1414075493812561,4.486295148730279,0.001414075493812561,-0.1738232970237732,1.146885633468628,0.1414075493812561,5.699083694815636,-0.027078788727521896,-0.1209309995174408,-0.05755492299795151,29772.73828125,13640.9970703125,16131.740234375,29819.255859375,13668.9638671875,16150.2919921875,-0.0015624219086021185,-0.0020502018742263317,-0.001150015858002007,-0.15624219086021185,-1.4195856899023056,5.723765699863434,-2.3858055770397186,5.723765699863434,0.1414075493812561,26.09431827440858,0.275809109210968,0.275809109210968,cumulative,beam,0.1414075493812561,0.0,hard_fault_cluster
